"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","EE",33147,"1","2008","15",9742,8705,0,0,,,,,,,,0,0,0,0,0,,1,,0,1037,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","575.2","3","2","2","2","2","2","2","1","4","2","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33149,"2","2008","20",9049,7675,0,0,,,,,,,,0,0,0,0,0,,0,,0,2,0,,1372,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","6","958.67","2","2","2","2","2","2","4","1","3","2","1","NA","NA","147","NA","3","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","1","1","NA","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","1","5","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33159,"2","2008","20",1824,1808,0,0,,,,,,,,0,0,0,0,0,,0,,0,15,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","3","3","958.67","2","3","2","1","2","2","4","1","5","2","1","NA","NA","106.35","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","2","2","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33200,"1","2008","24",11655,10802,0,0,,,,,,,,0,0,0,0,0,,10,,0,0,0,,853,"NA","3","NA","2","NA","3","1","1","1","1","1","1","3","2","5","1917.35","3","2","2","2","2","2","1","1","4","2","1","NA","NA","327.23","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","1","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33209,"2","2008","14",2540,2539,0,0,,,,,,,,0,0,314,0,0,,36,,0,1,0,,0,"NA","NA","NA","2","NA","NA","1","1","1","1","1","1","3","1","3","255.65","2","2","2","2","2","2","4","1","3","2","1","NA","NA","204.52","NA","1","NA","3","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33235,"1","2008","19",2563,2495,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,68,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","3","2","1278.23","2","NA","2","2","2","1","1","1","3","2","1","NA","NA","77.01","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","NA","NA","2","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33239,"2","2008","29",15648,15411,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,236,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","4","766.94","3","2","2","1","2","1","1","1","3","2","1","NA","NA","108.65","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33251,"1","2008","15",22309,21201,0,0,,,,,,,,0,0,0,0,0,,0,,0,1108,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1597.79","3","3","2","2","2","1","4","1","2","2","1","NA","NA","93.95","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","2","2","2","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33281,"1","2008","13",2872,2868,0,0,,,,,,,,0,0,0,0,0,,0,,0,4,0,,0,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","3","1278.23","2","2","2","2","1","2","4","1","3","2","1","NA","NA","94.08","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","2","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33329,"2","2008","58",11478,11376,0,0,,,,,,,,0,0,0,0,0,,1,,0,1,0,,101,"NA","3","NA","3","NA","3","1","1","2","1","1","3","1","1","4","958.67","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","74.97","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","2","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","1",1,,,,,,
"2008","EE",33392,"2","2008","17",18398,16684,0,0,,,,,,,,0,0,0,0,0,,0,,0,1713,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","5","958.67","3","NA","2","2","2","1","4","1","4","2","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","1","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1",1,,,,,,
"2008","EE",33516,"1","2008","12",3981,3069,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,912,"NA","3","NA","3","NA","NA","1","1","2","1","1","2","2","1","5","319.56","3","NA","2","2","1","2","4","1","2","2","1","NA","NA","119.26","NA","1","NA","3","1","2","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","1",1,,,,,,
"2008","EE",33527,"2","2008","13",6027,4663,0,0,,,,,,,,0,0,0,0,0,,0,,0,5,0,,1359,"NA","3","NA","NA","NA","3","1","1","2","1","1","1","1","1","4","958.67","NA","NA","2","2","1","1","4","1","3","2","1","NA","NA","258.59","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","2","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33528,"2","2008","15",3004,2187,0,0,,,,,,,,0,0,0,0,0,,0,,0,818,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","2","3","1278.23","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","52.34","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","1","1","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33552,"1","2008","20",6859,3601,0,0,,,,,,,,0,0,0,0,0,,0,,0,3257,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","3","2","2","2","1","2","1","1","3","2","1","NA","NA","92.03","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33569,"2","2008","16",2574,2573,0,0,,,,,,,,0,0,0,0,0,,1,,0,1,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","2","3","3","4","766.94","3","2","2","1","2","2","4","1","2","2","1","NA","NA","77.01","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","1","NA","NA","NA","2","1",1,,,,,,
"2008","EE",33573,"1","2008","17",3010,3010,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1278.23","2","NA","2","2","2","2","3","1","2","2","1","NA","NA","121.88","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","NA","1","1","NA","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33585,"1","2008","11",2280,-695,0,0,,,,,,,,0,0,0,0,0,,1,,0,2975,0,,0,"NA","NA","NA","2","NA","3","1","1","1","1","1","1","1","1","6","1278.23","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","195.95","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","NA","2","1","2","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1",1,,,,,,
"2008","EE",33626,"1","2008","20",2544,1594,0,0,,,,,,,,0,0,0,0,0,,0,,0,950,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","2","NA","2","1","2","2","4","1","3","2","1","NA","NA","178.95","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","2","NA","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","4","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33686,"1","2008","18",7573,7228,0,0,,,,,,,,0,0,0,0,0,,1,,0,345,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","958.67","2","NA","2","1","2","2","1","1","2","2","2","NA","NA","107.56","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33714,"1","2008","15",4308,2534,0,0,,,,,,,,0,0,0,0,0,,0,,0,1774,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","2","958.67","2","2","2","2","2","2","2","1","3","2","1","NA","NA","175.12","NA","3","NA","1","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","2","2","2","NA","NA","NA","5","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33722,"1","2008","25",10535,7587,0,0,,,,,,,,0,0,0,0,3992,,1,,0,2949,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","2","1","1","3","191.73","3","NA","2","2","1","2","4","3","4","2","1","NA","NA","87.56","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","NA","2","2","NA","2","2","NA","NA","NA","5","NA","NA","1","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33727,"2","2008","7",15084,12245,0,0,,,,,,,,0,0,0,0,0,,2,,0,15,0,,2824,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","575.2","2","2","1","2","2","2","3","1","6","1","1","NA","NA","495.32","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33733,"1","2008","21",2786,2769,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,17,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","2","2","2","2","2","2","4","1","3","2","1","NA","NA","109.29","NA","1","NA","1","1","2","NA","2","2","NA","NA","NA","1","2","NA","2","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","1",1,,,,,,
"2008","EE",33747,"2","2008","20",26949,25798,0,0,,,,,,,,0,0,0,0,0,,0,,0,1151,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","1","2","1","2","2","2","4","1","4","1","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33755,"2","2008","17",3072,3055,0,0,,,,,,,,0,0,0,0,0,,0,,0,17,0,,0,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","3","639.12","2","1","2","2","2","2","4","1","2","2","1","14.7","NA","419.2","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","2","NA","2","NA","2","2","2","NA","2","NA","NA","3","NA","NA","NA","2","4","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33758,"2","2008","15",1581,1566,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,14,"NA","3","NA","3","NA","3","2","1","1","1","1","3","1","1","4","2556.47","2","2","2","2","2","2","1","1","2","2","1","NA","NA","53.37","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","1","1","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33790,"1","2008","10",37102,36336,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,0,,756,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","639.12","3","NA","2","2","2","2","1","1","1","2","1","NA","NA","77.01","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33821,"1","2008","18",11334,11315,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,19,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","958.67","2","2","2","2","2","1","1","1","3","2","1","NA","NA","108.65","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","2","2","2","1","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33853,"1","2008","14",3089,3044,0,0,,,,,,,,0,0,0,0,0,,0,,0,44,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","1","4","383.47","NA","NA","2","2","1","2","4","1","2","1","1","NA","NA","122.9","NA","1","NA","3","1","NA","NA","NA","2","NA","NA","NA","2","NA","1","NA","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33870,"1","2008","21",1912,1891,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,"NA","NA","NA","2","NA","NA","1","1","1","1","1","2","1","3","4","511.29","2","NA","2","2","2","2","2","1","5","2","1","NA","NA","93.63","NA","3","NA","3","2","2","NA","NA","2","2","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33898,"2","2008","19",3164,3146,0,0,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,"NA","3","NA","3","NA","3","1","2","1","1","1","1","3","1","2","1278.23","2","NA","1","2","2","2","4","1","6","2","1","NA","NA","85","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33901,"1","2008","21",6961,6942,0,0,,,,,,,,0,0,0,0,0,,0,,0,19,0,,0,"NA","NA","NA","2","NA","NA","1","1","2","1","1","3","1","1","4","958.67","3","NA","2","2","2","2","4","1","2","2","1","25.82","NA","44.99","NA","1","NA","3","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","3","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33919,"2","2008","18",2772,2691,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,78,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","2","4","958.67","3","2","1","2","2","2","1","1","2","2","1","NA","NA","155.75","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33947,"2","2008","27",2417,2331,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,97,,-11,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","3","3","639.12","2","3","2","2","2","2","2","1","4","2","1","NA","NA","110.57","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","1","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33957,"2","2008","20",3379,3377,0,0,,,,,,,,0,0,0,0,0,,1,,0,2,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","1597.79","2","2","1","2","2","2","4","1","6","2","1","NA","NA","115.68","NA","1","NA","1","2","2","NA","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33966,"1","2008","30",5112,4983,365,365,,,,,,,,365,0,0,0,0,,183,,0,129,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","2","4","639.12","1","NA","2","1","2","2","4","1","3","2","1","NA","NA","115.04","NA","3","NA","3","1","2","NA","NA","1","NA","NA","NA","2","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33973,"2","2008","34",4307,3364,0,0,,,,,,,,0,0,0,0,0,,0,,0,943,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","4","1278.23","1","NA","2","2","1","2","4","1","4","2","1","NA","NA","88.84","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","NA","2","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",33996,"1","2008","19",4034,3576,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,457,"NA","3","NA","3","NA","3","2","2","1","1","1","1","1","2","4","447.38","2","NA","2","1","1","1","1","1","3","2","1","NA","NA","197.3","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","2","2","1","1","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34014,"1","2008","20",8252,4949,0,0,,,,,,,,0,0,0,0,0,,3,,0,0,0,,3302,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1597.79","2","2","2","2","2","2","4","1","4","2","1","NA","NA","187.26","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","1","NA","2","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34097,"1","2008","16",3202,3197,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,5,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1278.23","2","NA","2","1","1","2","NA","1","3","2","1","NA","NA","419.2","NA","1","NA","3","1","2","NA","NA","1","NA","NA","1","2","NA","2","2","NA","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34122,"3","2008","6",12703,12684,0,0,,,,,,,,0,0,0,0,0,,1,,0,20,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1150.41","2","2","2","2","2","2","4","1","2","2","1","NA","NA","280.12","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34156,"1","2008","9",537,526,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,"NA","NA","NA","3","NA","3","2","2","1","1","1","3","1","1","4","1342.14","3","NA","2","2","2","2","4","2","2","2","1","NA","NA","80.21","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34158,"2","2008","10",1669,1630,0,0,,,,,,,,0,0,0,0,0,,0,,0,39,0,,0,"NA","3","NA","3","NA","NA","2","2","1","1","1","2","1","2","4","1022.59","3","NA","2","2","2","2","3","1","2","1","2","NA","NA","23.65","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34167,"2","2008","21",2986,1578,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,1409,"NA","3","NA","3","NA","NA","2","2","1","1","1","2","1","3","5","958.67","2","1","2","2","2","2","1","1","4","2","1","NA","NA","75.74","NA","3","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1",1,,,,,,
"2008","EE",34223,"1","2008","11",2976,2973,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,3,"NA","NA","NA","3","NA","3","2","1","1","1","1","3","1","2","4","319.56","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","79.95","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","1","2","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34255,"2","2008","31",3069,3061,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,8,"NA","NA","NA","3","NA","3","2","2","1","1","1","3","1","3","4","958.67","2","NA","2","2","2","1","4","1","1","2","1","NA","NA","80.02","NA","3","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34312,"1","2008","8",2499,2476,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,22,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","5","958.67","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","86.92","NA","1","NA","3","1","2","NA","NA","1","NA","NA","NA","1","2","NA","1","2","2","NA","2","2","2","NA","1","NA","NA","2","NA","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34321,"2","2008","15",3907,3906,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","766.94","1","NA","2","2","2","1","4","1","3","2","1","NA","NA","225.61","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","2","2","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34364,"2","2008","27",3137,3089,0,0,,,,,,,,0,0,0,0,0,,0,,0,48,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","766.94","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","100.66","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","1","NA","NA","NA","2","1",1,,,,,,
"2008","EE",34365,"2","2008","24",4348,1943,0,0,,,,,,,,0,0,0,0,0,,1,,0,2405,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","958.67","2","1","2","2","2","1","4","1","2","2","1","NA","NA","118.24","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","1","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34374,"1","2008","16",16039,12744,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3294,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2008","EE",34437,"2","2008","24",8770,8330,0,0,,,,,,,,0,0,0,0,0,,0,,0,440,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","2","1","1","4","1278.23","3","3","1","2","2","2","1","1","4","2","1","NA","NA","597.25","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1",1,,,,,,
