"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","EE",5431,"1","2010","15",6022,2429,0,0,,,,,,,,,0,91,0,0,0,,2,,0,0,0,,3593,,"NA","NA","NA","1","NA","3","1","1","2","1","1","1","1","1","2","1278.23","2","2","2","2","2","2","4","1","NA","4","2","1","NA","NA","77.46","0","NA","1","NA","1","1","1","555801","540202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5452,"1","2010","18",2560,2540,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","2","1597.79","3","2","2","2","2","2","2","1","NA","2","2","1","NA","NA","141.24","0","NA","1","NA","1","2","1","545302","226802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5463,"1","2010","12",4418,989,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3429,0,,0,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","3","958.67","2","3","1","2","2","1","4","1","NA","3","2","1","31.96","NA","121.3","0","NA","1","NA","1","2","NA","254501","183701","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5474,"1","2010","24",6249,6220,0,0,,,,,,,,,0,0,0,0,0,,1,,0,29,0,,0,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","2","1917.35","2","NA","2","2","1","2","4","1","NA","2","2","1","147","NA","55.6","0","NA","1","NA","1","1","1","585801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5477,"2","2010","14",642,616,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,13,,14,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","4","287.6","1","NA","2","2","2","2","1","1","NA","2","2","1","NA","NA","120.15","0","NA","1","NA","1","1","1","602702","329302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5487,"1","2010","23",9556,5838,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3718,0,,0,,"NA","NA","NA","NA","NA","NA","2","1","2","1","1","1","1","3","5","1278.23","1","NA","2","2","2","2","1","1","NA","2","2","2","NA","NA","69.02","128.72","NA","2","NA","1","NA","NA","550202","530302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5496,"1","2010","28",0,31,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-31,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","1","4","1661.7","3","NA","2","2","2","2","2","1","NA","2","2","1","NA","NA","127.82","146.42","NA","1","NA","1","2","1","112901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5544,"1","2010","12",0,-34,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,34,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","319.56","1","NA","2","2","2","2","2","1","NA","1","1","1","NA","NA","154.67","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5606,"2","2010","22",27888,26575,0,0,,,,,,,,,0,0,0,0,0,,0,,0,691,0,,622,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","319.56","1","NA","2","2","2","2","3","1","NA","2","2","1","NA","NA","150.96","0","NA","1","NA","1","1","1","566401","274602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5657,"2","2010","12",3164,3146,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,18,,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","1","3","1","1022.59","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","108.65","0","NA","1","NA","1","1","1","NA","84301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5667,"1","2010","15",7210,4529,0,0,,,,,,,,,0,0,0,0,0,,5,,0,15,0,,2667,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","1","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5755,"2","2010","23",4819,4810,0,0,,,,,,,,,0,0,1117,0,0,,0,,0,0,0,,9,,"NA","NA","NA","3","NA","2","2","1","1","1","1","1","1","1","1","639.12","1","2","2","2","2","2","4","1","NA","2","2","1","NA","NA","81.04","0","NA","1","NA","1","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5761,"1","2010","24",1435,-3709,0,0,,,,,,,,,0,0,0,0,0,,1,,0,154,0,,4990,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","332.34","1","2","2","2","2","1","4","1","NA","3","2","1","NA","NA","86.28","0","NA","1","NA","1","3","NA","445301","NA","NA","6","NA","1",1,,,,,,,,,,,
"2010","EE",5769,"2","2010","11",4889,4283,0,0,,,,,,,,,0,0,0,0,0,,27,,0,606,0,,0,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","1278.23","3","2","2","2","2","2","3","1","NA","1","2","1","NA","NA","624.8","0","NA","1","NA","1","NA","1","405201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5796,"2","2010","10",8217,4983,0,0,,,,,,,,,0,0,0,0,0,,7,,0,0,0,,3234,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1533.88","2","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","169.05","0","NA","1","NA","1","1","1","444801","94202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5848,"2","2010","10",8039,5735,0,0,,,,,,,,,0,0,0,0,0,,18,,0,53,0,,2252,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","958.67","3","1","2","2","2","1","1","1","NA","6","2","1","NA","NA","338.41","0","NA","1","NA","1","1","1","296301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5860,"2","2010","15",4089,2200,0,0,,,,,,,,,0,0,0,0,0,,0,,0,34,0,,1855,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","958.67","2","3","2","2","2","2","4","1","NA","5","2","1","NA","NA","110.76","36.17","NA","1","NA","1","1","1","610601","96102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5861,"1","2010","4",1772,1766,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","2","4","639.12","2","NA","2","2","2","1","4","1","NA","4","1","1","NA","NA","122.65","253.47","NA","1","NA","1","1","NA","289802","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5863,"1","2010","28",3426,3353,0,0,,,,,,,,,0,0,0,0,416,,1,,0,0,73,,0,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","830.85","2","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","119.51","0","NA","1","NA","1","2","NA","524601","412801","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5929,"1","2010","21",7260,4851,0,0,,,,,,,,,0,0,0,0,0,,7,,0,82,0,,2327,,"NA","3","NA","3","NA","3","2","2","1","1","1","1","1","1","3","1150.41","3","NA","2","2","1","2","3","1","NA","2","2","1","NA","NA","169.05","0","NA","1","NA","1","1","1","57801","282502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5936,"1","2010","8",4835,4825,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","3","3","639.12","2","3","2","2","2","2","4","1","NA","1","2","1","NA","NA","32.28","0","NA","1","NA","1","NA","NA","191501","205702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",5950,"2","2010","54",0,-1895,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1895,,"NA","NA","NA","3","NA","1","2","1","2","1","1","1","1","1","4","958.67","2","NA","2","1","2","1","3","1","NA","3","1","1","NA","NA","173.07","91.97","NA","1","NA","1","1","1","77701","34602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6014,"1","2010","12",3197,3189,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,9,,"NA","NA","NA","3","NA","NA","1","2","2","1","1","1","1","1","2","958.67","3","2","2","2","2","2","4","1","NA","1","2","1","85","NA","111.85","0","NA","1","NA","1","1","1","545302","541103","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6017,"2","2010","8",6062,4121,0,0,,,,,,,,,0,0,0,0,1546,,0,,0,0,0,,1941,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","3","5","1917.35","1","2","2","2","2","2","4","1","NA","2","2","1","NA","NA","181.64","0","NA","1","NA","1","3","1","432001","204102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6025,"1","2010","7",8362,7722,0,0,,,,,,,,,0,0,0,0,0,,51,,0,640,0,,0,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","965.07","2","3","2","1","2","1","4","1","NA","1","2","2","NA","NA","236.47","0","NA","1","NA","1","1","1","432001","451302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6026,"1","2010","37",3321,3241,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,79,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","1","319.56","1","NA","2","1","2","2","4","1","NA","3","2","1","NA","NA","500.49","0","NA","3","NA","1","1","1","NA","573602","4","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6046,"1","2010","12",2930,2928,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1,,1,,"NA","3","NA","3","NA","NA","1","1","1","1","1","2","1","1","2","511.29","2","2","2","1","2","2","1","1","NA","2","2","1","NA","NA","88.77","0","NA","1","NA","3","NA","1","233501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6076,"1","2010","9",0,-32,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,10,,22,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","4","255.65","3","2","2","1","2","2","1","1","NA","5","2","1","NA","NA","167.07","0","NA","1","NA","1","2","1","304801","624502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6089,"1","2010","12",8784,5715,236,236,,,,,,,,,236,0,0,0,0,,0,,0,3069,0,,0,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","2","958.67","2","NA","2","2","1","2","4","1","NA","6","2","1","NA","NA","152.11","156.52","NA","1","NA","1","NA","1","226801","168402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6098,"1","2010","30",4815,4766,0,0,,,,,,,,,0,0,0,0,0,,0,,0,49,0,,0,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","3","2","3","958.67","2","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","77.33","0","NA","1","NA","1","1","1","221801","278401","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6114,"1","2010","23",4453,3381,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1071,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","958.67","1","3","2","2","2","2","1","2","NA","3","2","1","NA","NA","189.82","0","NA","1","NA","1","1","1","50701","457502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6147,"2","2010","17",2274,2274,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,1,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","3","1278.23","2","NA","2","1","2","2","4","1","NA","3","1","1","NA","NA","132.3","0","NA","1","NA","1","1","1","476501","413802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6235,"2","2010","27",3617,3555,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,10,,52,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","2","319.56","1","1","2","2","1","2","4","4","NA","3","2","1","NA","NA","96.51","0","NA","1","NA","1","3","1","586801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6250,"2","2010","18",1,-889,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,889,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","3","958.67","1","NA","2","2","2","2","4","1","NA","1","2","1","NA","NA","49.85","0","NA","1","NA","1","1","NA","327602","529301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6278,"2","2010","12",3512,3501,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","2","4","447.38","1","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","74.78","0","NA","1","NA","1","1","1","NA","NA","4","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6296,"1","2010","37",7920,5341,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,2579,,"NA","3","NA","3","NA","3","2","1","1","1","1","2","1","1","2","255.65","3","2","2","2","2","1","1","1","NA","2","2","1","NA","NA","70.81","0","NA","1","NA","2","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6300,"2","2010","15",9287,8470,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,817,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","3","766.94","2","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","263.25","141.63","NA","1","NA","1","1","1","175701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6383,"1","2010","11",0,-34,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,34,,"NA","NA","NA","2","NA","2","1","1","2","1","1","1","1","3","3","587.99","1","NA","2","2","2","2","3","1","NA","2","2","1","NA","NA","61.99","0","NA","3","NA","1","3","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6408,"1","2010","10",4927,4911,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","2","3","1406.06","2","2","2","2","2","1","1","1","NA","3","1","1","NA","NA","317.45","0","NA","1","NA","1","2","1","516401","284202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6439,"1","2010","19",11619,9682,0,0,,,,,,,,,0,0,0,0,0,,0,,0,28,0,,1909,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","958.67","3","3","2","2","2","2","1","1","NA","3","2","1","NA","NA","64.87","0","NA","1","NA","1","2","1","615201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6456,"1","2010","10",286,-733,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1019,0,,0,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","1","894.76","3","NA","1","2","1","2","4","1","NA","2","2","2","31.96","NA","80.85","0","NA","1","NA","1","NA","1","350001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6464,"1","2010","20",13184,13095,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,84,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","3","3","575.2","1","3","2","2","2","2","2","4","NA","3","2","1","NA","NA","238.52","0","NA","1","NA","1","1","1","202404","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6564,"1","2010","21",6217,5120,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1097,0,,0,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","4","958.67","2","2","2","2","2","2","4","1","NA","4","2","1","NA","NA","195.44","120.73","NA","1","NA","1","2","1","397201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6567,"1","2010","15",0,-335,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,226,,109,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1917.35","2","2","2","2","2","2","2","1","NA","3","2","1","NA","NA","332.28","0","NA","3","NA","1","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6568,"1","2010","18",2289,2284,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","2","383.47","3","3","2","2","2","2","1","4","NA","3","2","1","NA","NA","74.78","0","NA","1","NA","1","NA","1","54101","322402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6581,"2","2010","19",4649,4617,0,0,,,,,,,,,0,0,0,0,0,,0,,0,31,0,,0,,"NA","3","NA","NA","NA","NA","2","1","1","1","1","3","1","1","4","351.51","3","NA","2","2","2","2","4","4","NA","1","2","2","NA","NA","89.48","0","NA","1","NA","1","3","1","8901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6582,"2","2010","13",3595,3383,0,0,,,,,,,,,0,0,0,0,0,,0,,0,212,0,,0,,"NA","NA","NA","2","NA","3","2","1","2","1","1","3","1","3","4","1917.35","2","NA","2","2","2","2","4","2","NA","2","2","1","NA","NA","172.05","0","NA","1","NA","1","NA","1","622301","NA","5","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6598,"1","2010","16",2930,373,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2557,0,,0,,"NA","2","NA","3","NA","3","2","1","2","1","1","1","1","1","3","1597.79","2","NA","2","2","1","2","4","1","NA","2","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","84102","371201","7","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6609,"1","2010","15",3348,3313,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,35,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","2","2","1917.35","2","1","1","2","2","2","3","1","NA","2","1","1","NA","NA","70.37","0","NA","3","NA","1","1","1","NA","334203","5","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6625,"1","2010","10",5884,5632,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,252,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","3","1150.41","1","2","2","2","2","2","1","1","NA","1","2","1","NA","NA","441.18","0","NA","1","NA","1","1","1","NA","309101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6637,"2","2010","18",4136,3623,0,0,,,,,,,,,0,0,0,0,0,,0,,0,514,0,,0,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","2","3","639.12","1","NA","2","1","2","1","4","1","NA","1","2","1","NA","NA","58.1","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6645,"2","2010","5",3361,3352,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","2","NA","NA","1","1","2","1","1","1","1","1","2","255.65","2","NA","2","2","2","2","1","1","NA","4","2","1","NA","NA","82.77","0","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6647,"1","2010","13",2941,2914,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,27,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","1","1150.41","2","NA","2","2","2","2","3","1","NA","2","2","1","NA","NA","116.13","155.05","NA","1","NA","1","1","1","432001","226002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6665,"1","2010","18",4456,1785,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2670,0,,0,,"NA","3","NA","2","NA","3","1","1","1","1","1","1","1","1","2","4473.82","3","1","2","2","2","2","4","4","NA","3","2","1","NA","NA","932.6","0","NA","1","NA","1","2","1","562201","397202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6676,"1","2010","14",6347,6316,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,32,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","2","639.12","2","3","1","2","2","2","1","1","NA","2","1","1","NA","NA","86.28","0","NA","1","NA","1","NA","1","74202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6682,"2","2010","24",3440,3364,0,0,,,,,,,,,0,0,61,0,0,,0,,0,76,0,,0,,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","511.29","1","3","2","2","2","1","4","1","NA","2","2","1","NA","NA","69.54","0","NA","1","NA","1","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6732,"1","2010","27",1561,1540,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","2","1","3","1","958.67","2","NA","2","2","2","2","1","4","NA","3","2","1","NA","NA","146.36","0","NA","1","NA","1","1","NA","424402","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6738,"2","2010","26",3170,3162,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","2","703.03","1","2","2","2","2","2","4","1","NA","4","2","1","NA","NA","56.88","317.32","NA","1","NA","1","1","1","264502","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6842,"1","2010","11",2723,1948,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,767,,"NA","NA","NA","3","NA","NA","2","2","2","1","1","1","1","2","4","1917.35","2","NA","2","1","2","2","4","1","NA","3","2","1","NA","NA","75.1","0","NA","1","NA","3","2","NA","239902","91702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6867,"2","2010","29",8851,8083,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,758,,"NA","NA","NA","3","NA","2","2","1","1","1","1","1","1","2","4","383.47","2","NA","2","2","2","2","4","1","NA","3","1","1","NA","NA","85.64","0","NA","3","NA","1","1","1","522401","310801","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6904,"2","2010","11",1810,954,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,856,,"NA","NA","NA","3","NA","2","1","1","1","1","1","1","1","1","2","1278.23","1","3","2","2","2","2","2","1","NA","3","1","1","NA","NA","86.28","0","NA","3","NA","3","2","NA","432201","622302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6930,"2","2010","15",7605,7589,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1150.41","2","2","2","2","2","2","4","1","NA","2","2","1","NA","NA","116.13","113.76","NA","1","NA","1","NA","1","405201","204102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6947,"2","2010","20",0,-16,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1,,14,,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","3","3","511.29","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","153.52","0","NA","3","NA","1","1","1","NA","200501","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6951,"2","2010","28",3110,3100,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","NA","NA","3","NA","2","2","1","2","1","1","1","1","3","3","639.12","2","NA","2","2","2","2","4","1","NA","5","2","1","NA","NA","118.24","0","NA","1","NA","1","NA","1","477401","273102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6952,"1","2010","8",3051,2971,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,53,,27,,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","4","1","NA","5","2","1","NA","NA","129.1","0","NA","1","NA","1","1","1","284401","330402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6959,"2","2010","9",298,265,0,0,,,,,,,,,0,0,0,0,0,,16,,0,32,0,,0,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","3","1406.06","2","1","2","2","2","1","4","1","NA","4","2","1","NA","NA","263.25","69.54","NA","1","NA","1","1","1","564701","606702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",6972,"1","2010","9",3197,3151,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,46,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","383.47","2","NA","1","2","2","2","4","1","NA","3","1","1","NA","NA","98.68","0","NA","1","NA","1","1","NA","259401","109302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7007,"1","2010","18",3466,3446,0,0,,,,,,,,,0,0,0,0,0,,1,,0,21,0,,0,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","1917.35","2","NA","2","2","2","1","3","4","NA","2","2","1","NA","NA","116.64","26.84","NA","1","NA","1","2","1","243401","606702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7023,"2","2010","24",5291,5280,0,0,,,,,,,,,0,0,0,0,0,,385,,0,10,0,,0,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","3","2","NA","2","2","2","2","2","2","4","1","NA","1","1","1","NA","NA","179.34","0","NA","1","NA","1","1","1","390202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7028,"2","2010","14",7949,6028,0,0,,,,,,,,,0,0,0,0,0,,0,,0,37,0,,1884,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","958.67","1","NA","2","2","1","2","1","1","NA","2","2","1","NA","NA","341.93","0","NA","1","NA","1","1","1","274101","57802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7052,"2","2010","16",5324,2964,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,2360,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","958.67","2","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","156.58","0","NA","1","NA","1","1","1","13801","508003","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7059,"2","2010","13",6503,2334,0,0,,,,,,,,,0,0,0,0,0,,0,,0,229,0,,3941,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","2236.91","2","1","2","2","2","1","1","4","NA","3","2","1","NA","NA","86.28","242.1","NA","1","NA","1","1","1","87701","549102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7067,"1","2010","15",5087,3751,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,1333,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","1150.41","3","NA","2","2","2","2","4","1","NA","4","2","1","NA","NA","171.67","0","NA","3","NA","1","2","1","543101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","EE",7112,"1","2010","15",4320,3940,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,380,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","1","383.47","2","NA","2","2","2","2","4","4","NA","3","2","1","NA","NA","112.42","0","NA","1","NA","1","NA","1","532901","NA","NA","NA","NA","1",1,,,,,,,,,,,
