"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PY021G","PY030G","PX020","PX050","PX010","PL110","PL111"
"2008","EE",226981,123.100758853288,"NA","1","2008","7","4",1971,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","11","1","2","2","NA","NA","NA","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","NA","2","NA",0,0,77,8381,0,1,0,0,10,0,0,0,0,0,0,0,1,22698,"1",0,0,36,"7","1","c+d+e","f"
"2008","EE",227471,123.100758853288,"NA","2","2008","4","2",1927,"2","4","2","EE","2","NA","NA","NA","NA","2","2","NA","3",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","14","6","6","6","6","6","6","2","8","6","5","6","1","2","2","2","2","NA","2","NA",0,0,18,0,0,1,0,201,61,0,0,2641,0,0,0,0,1,22747,"1",0,0,80,"1","1","","NA"
"2008","EE",227551,123.100758853288,"NA","2","2008","25","2",1929,"2","4","2","EE","2","NA","3","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","3","NA","2","NA","NA","NA","21","6","1","6","6","6","6","6","6","6","5","6","6","4","1","1","2","NA","2","NA",0,230,0,0,0,1,0,0,0,0,0,3084,0,0,0,0,1,22755,"1",0,1206,78,"7","1","","NA"
"2008","EE",227691,123.100758853288,"NA","1","2008","14","3",1966,"1","1","3","EE","2","NA","3","1","NA","1","2","NA","3","7","NA","12","0","NA","NA","NA","1","2","NA","NA","NA","19","6","2","5","6","7","6","5","6","6","6","6","8","4","2","2","2","NA","NA","NA",1821,0,71,2066,0,1,0,0,0,0,0,0,0,0,0,0,1,22769,"1",0,5231,41,"7","1","","b-e"
"2008","EE",227781,123.100758853288,"NA","1","2008","16","1",1958,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","2","40","0","0","NA","4","3","1","2","2","NA","NA","15","1","6","1","1","1","1","3","1","1","1","6","6","3","2","1","2","NA","2","NA",0,0,0,5097,0,1,0,0,17,0,0,0,0,0,0,0,1,22778,"1",0,1831,49,"6","1","","p"
"2008","EE",228701,123.100758853288,"NA","1","2008","13","4",1947,"2","2","3","Other","2","NA","3","1","NA","NA","2","NA","3","5","NA","5","0","NA","NA","13","1","2","NA","NA","NA","19","1","7","1","1","1","6","6","1","1","6","1","1","4","2","2","2","NA","2","NA",0,0,92,5319,0,1,0,0,0,0,0,0,0,0,0,0,1,22870,"1",0,0,60,"1","1","","p"
"2008","EE",228711,123.100758853288,"NA","1","2008","13","4",1958,"2","2","2","EE","2","NA","2","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","13","1","2","2","NA","NA","20","1","1","1","1","1","4","8","1","1","1","1","1","2","2","2","2","NA","2","NA",0,0,37,6165,0,1,0,0,0,0,0,0,0,0,0,0,1,22871,"1",0,6856,49,"1","1","k","b-e"
"2008","EE",228761,123.100758853288,"NA","2","2008","13","1",1959,"1","2","1","EE","2","5","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","11","1","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,5790,0,1,280,0,0,0,0,0,0,0,0,0,1,22876,"1",0,501,48,"6","1","m","h"
"2008","EE",228991,123.100758853288,"NA","2","2008","15","1",1961,"1","5","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","13","1","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,14351,0,1,0,120,48,0,0,0,0,0,0,0,1,22899,"1",0,477,46,"7","1","f","b-e"
"2008","EE",229711,123.100758853288,"NA","1","2008","6","3",1978,"2","1","2","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","NA","1","2","2","NA","NA","15","1","1","1","1","1","1","1","1","1","3","1","1","2","2","2","2","2","1","NA",0,0,35,8747,0,1,0,0,0,0,0,0,0,0,0,0,1,22971,"1",0,13439,29,"1","1","f","o"
"2008","EE",230321,123.100758853288,"NA","1","2008","17","2",1967,"2","5","3","EE","2","NA","3","1","NA","NA","NA","NA","3","3","44","0","0","NA","NA","NA","1","2","2","NA","2","17","1","1","1","6","2","1","1","1","1","6","1","1","4","1","3","2","6","2","NA",0,0,31,4339,0,1,0,0,93,0,0,0,0,0,0,0,1,23032,"1",0,6498,40,"7","1","g","g"
"2008","EE",230731,123.100758853288,"NA","2","2008","4","2",1983,"2","1","3","EE","2","NA","5","2","NA","1","NA","NA","3","5","40","0","0","NA","NA","13","1","2","1","NA","NA","18","1","1","1","1","6","1","1","2","6","1","1","6","4","1","2","2","NA","1","1",0,0,0,3171,0,1,0,0,0,0,0,0,0,0,0,0,1,23073,"1",0,211,24,"5","1","m","g"
"2008","EE",230801,123.100758853288,"NA","1","2008","11","3",1954,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","7","NA","12","0","NA","NA","13","1","1","2","NA","NA","20","1","1","1","1","1","1","1","1","3","1","1","1","3","2","2","2","NA","2","NA",0,0,0,9752,0,1,0,0,0,0,0,0,0,0,0,0,1,23080,"1",0,0,53,"6","1","c+d+e","b-e"
"2008","EE",231931,123.100758853288,"NA","2","2008","18","3",1972,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","11","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","1","NA","1","1","2","2","3","2","NA","2","NA",0,0,0,10728,570,1,0,0,3,0,0,0,0,102,0,0,1,23193,"1",0,0,35,"5","1","f","k"
"2008","EE",232381,123.100758853288,"NA","NA","2008","10","2",1963,"1","2","2","Other","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","2","NA","2","2","NA","NA","19","1","6","1","1","1","6","6","3","1","6","1","3","2","2","2","2","2","1","NA",32,0,0,3355,0,1,0,0,15,0,0,0,0,0,0,0,1,23238,"1",0,1466,44,"1","1","c+d+e","b-e"
"2008","EE",232541,123.100758853288,"NA","2","2008","9","3",1937,"1","4","3","Other","2","NA","3","5","NA","NA","NA","NA","3","7","40","4","0","NA","NA","13","1","2","2","NA","NA","20","2","2","6","6","1","1","1","6","1","6","6","1","3","1","1","2","NA","2","NA",0,0,48,0,0,1,0,0,59,0,0,3219,0,0,0,0,1,23254,"1",0,0,70,"1","1","","NA"
"2008","EE",233011,123.100758853288,"NA","2","2008","7","4",1945,"2","2","1","EE","2","NA","5","5","NA","1","2","NA","3","6","NA","0","0","NA","NA","11","1","2","NA","NA","4","21","6","6","6","8","6","6","6","6","6","6","1","6","3","2","3","2","NA","2","NA",0,0,180,0,0,1,0,0,0,0,0,2481,0,0,0,0,1,23301,"1",0,1701,62,"1","1","","NA"
"2008","EE",233341,123.100758853288,"NA","2","2008","5","1",1945,"2","4","3","EE","2","NA","5","5","NA","NA","1","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","NA","2","NA","NA","22","7","8","2","7","8","8","7","8","3","8","2","7","2","2","3","2","NA","2","NA",511,0,2,0,0,1,0,0,2,0,0,1708,0,0,0,0,1,23334,"1",0,4335,62,"1","1","","NA"
"2008","EE",233861,123.100758853288,"NA","1","2008","34","1",1970,"2","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","NA","11","0","NA","NA","12","1","2","2","NA","NA","23","1","1","1","1","1","1","1","1","1","2","1","3","2","2","3","2","NA","2","NA",0,0,0,6478,0,1,0,0,0,0,0,0,0,0,0,0,1,23386,"1",0,1502,37,"1","1","f","h"
"2008","EE",234161,123.100758853288,"NA","2","2008","13","4",1954,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","11","0","NA","NA","13","1","2","NA","NA","1","18","1","1","1","1","1","1","1","1","1","6","1","1","2","1","3","2","NA","2","NA",0,0,14,4167,0,1,0,0,0,0,0,0,0,0,0,0,1,23416,"1",0,0,53,"1","1","h","f"
"2008","EE",234291,123.100758853288,"NA","2","2008","17","1",1960,"1","2","1","EE","2","NA","4","1","NA","NA","NA","NA","3","7","40","6","1","NA","NA","NA","1","2","2","NA","NA","NA","1","6","1","1","8","6","1","1","1","1","6","1","3","2","2","2","NA","1","NA",0,0,0,3458,127,1,0,0,193,0,0,0,0,0,0,0,1,23429,"1",0,0,47,"6","1","g","f"
"2008","EE",234431,123.100758853288,"NA","1","2008","14","2",1966,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","2","NA","12","0","NA","NA","13","1","NA","2","NA","NA","18","1","1","1","1","1","NA","3","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,0,6886,1100,1,0,0,81,0,0,0,0,0,0,0,1,23443,"1",395,959,41,"1","1","i","o"
"2008","EE",234471,123.100758853288,"NA","1","2008","5","3",1952,"1","2","3","EE","2","NA","3","6","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","2","NA","NA","6","18","6","6","8","6","6","2","6","1","6","8","6","6","5","1","1","1","NA","2","NA",0,0,53,0,0,1,0,0,0,0,0,0,0,0,2469,0,1,23447,"1",0,0,55,"1","1","","NA"
"2008","EE",234621,123.100758853288,"NA","2","2008","10","1",1927,"1","2","3","Other","2","NA","2","5","NA","1","2","2","3","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","20","6","6","6","6","6","6","8","6","6","8","6","6","4","1","3","2","NA","2","NA",0,460,3,0,0,1,0,0,30,0,0,2680,0,0,0,0,1,23462,"1",0,2079,80,"1","1","","NA"
"2008","EE",234671,123.100758853288,"NA","1","2008","21","1",1961,"1","1","2","EE","2","NA","2","1","NA","1","NA","NA","3","8","35","12","0","NA","NA","12","1","NA","NA","NA","NA","16","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,0,7311,310,1,0,310,46,0,0,0,0,0,0,0,1,23467,"1",0,1197,46,"1","1","c+d+e","b-e"
"2008","EE",235171,123.100758853288,"NA","2","2008","10","4",1931,"2","2","1","EE","2","NA","3","5","NA","1","2","NA","3","4","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","29","6","6","6","6","6","6","6","6","6","6","6","1","3","1","2","2","NA","2","NA",0,0,75,0,0,1,0,0,6,0,0,3015,0,0,0,0,1,23517,"1",0,0,76,"1","1","","NA"
"2008","EE",235271,123.100758853288,"NA","1","2008","4","1",1954,"1","2","2","Other","2","NA","5","1","NA","NA","2","NA","3","7","45","0","0","1","NA","8","1","2","2","NA","7","18","1","2","1","6","1","6","6","6","6","6","1","1","3","2","3","2","NA","2","NA",0,0,28,3285,250,1,0,0,0,0,0,0,0,0,0,0,1,23527,"1",0,0,53,"6","1","h","b-e"
"2008","EE",235641,123.100758853288,"NA","1","2008","11","3",1977,"2","2","1","EE","2","5","5","8","NA","NA","2","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","21","7","8","7","7","7","6","7","8","5","7","8","8","2","2","3","2","NA","2","NA",0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23564,"1",0,4082,30,"1","1","","NA"
"2008","EE",236081,123.100758853288,"NA","2","2008","17","2",1927,"2","4","3","EE","2","NA","2","5","NA","1","2","NA","3","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","24","6","6","6","1","6","8","6","6","6","6","6","6","5","2","2","2","NA","2","NA",0,0,0,637,0,1,0,0,27,0,0,2139,0,0,0,0,1,23608,"1",0,9051,80,"1","1","","NA"
"2008","EE",236671,123.100758853288,"NA","2","2008","18","4",1960,"2","5","3","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","13","1","1","2","NA","NA","20","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,25631,0,1,0,0,0,0,0,0,0,0,0,0,1,23667,"1",0,1403,47,"1","1","k","l-n"
"2008","EE",237101,123.100758853288,"NA","1","2008","10","2",1937,"2","5","1","EE","2","NA","3","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","18","2","6","6","6","2","6","8","6","6","6","1","6","4","1","2","1","2","2","NA",0,0,7,0,0,1,0,0,20,0,0,2828,0,0,0,0,1,23710,"1",0,3643,70,"1","1","","NA"
"2008","EE",237131,123.100758853288,"NA","2","2008","11","1",1927,"2","4","3","Other","2","NA","2","5","NA","NA","2","NA","3","2","NA","0","0","NA","NA","NA","1","1","NA","NA","NA","16","6","6","6","6","6","6","8","6","8","8","6","8","2","2","1","2","NA","2","NA",0,0,0,0,0,1,0,0,101,0,0,2775,0,0,0,0,1,23713,"1",0,2021,80,"6","1","","NA"
"2008","EE",237261,123.100758853288,"NA","1","2008","10","2",1948,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,0,5889,0,1,0,0,4,0,0,0,0,0,0,0,1,23726,"1",0,0,59,"1","1","k","p"
"2008","EE",237521,123.100758853288,"NA","2","2008","NA","1",1974,"2","2","1","Other","2","NA","4","1","NA","1","NA","NA","3","4","40","12","0","NA","NA","13","1","2","2","NA","NA","19","6","3","6","1","3","1","1","1","1","6","6","6","3","2","2","2","NA","2","NA",0,0,69,4689,0,1,0,0,0,0,0,0,0,117,0,0,1,23752,"1",0,0,33,"1","1","c+d+e","h"
"2008","EE",238031,123.100758853288,"NA","1","2008","4","1",1957,"1","2","1","EE","2","NA","3","3","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","NA","1","2","2","NA","NA","20","1","1","6","1","6","1","1","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,5303,0,1,0,0,53,0,0,0,0,196,0,0,1,23803,"1",0,0,50,"7","1","","NA"
"2008","EE",238631,123.100758853288,"NA","2","2008","6","2",1973,"1","1","1","EE","2","5","2","1","NA","NA","NA","NA","3","9","40","0","0","NA","NA","13","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,0,0,1,0,6114,121,0,0,0,0,0,0,0,1,23863,"1",0,0,34,"1","1","h","b-e"
"2008","EE",238711,123.100758853288,"NA","1","2008","11","4",1980,"1","1","1","EE","2","5","3","1","NA","NA","NA","NA","3","3","44","12","0","NA","NA","12","1","2","2","NA","NA","21","1","1","1","1","1","1","1","1","1","2","1","1","NA","2","3","2","NA","2","NA",0,422,0,22684,0,1,0,0,0,0,0,0,0,0,0,0,1,23871,"1",0,0,27,"1","1","","r-u"
"2008","EE",239041,123.100758853288,"NA","1","2008","26","3",1941,"1","2","1","EE","2","NA","5","1","NA","1","2","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","1","NA","NA","NA","17","6","6","6","6","6","8","NA","6","1","6","6","6","1","1","NA","2","7","2","NA",0,0,0,2718,0,1,0,0,132,0,0,0,0,0,0,0,1,23904,"1",0,4796,66,"1","1","","g"
"2008","EE",239091,123.100758853288,"NA","1","2008","6","3",1928,"2","2","1","EE","2","NA","5","5","NA","1","NA","NA","3","2","40","12","0","NA","NA","13","1","2","1","NA","NA","17","1","1","1","1","6","6","6","1","1","1","3","6","3","2","3","2","NA","2","NA",0,0,33,0,0,1,300,0,10,0,0,3166,0,0,0,0,1,23909,"1",0,2655,79,"1","1","h","NA"
"2008","EE",239361,123.100758853288,"NA","1","2008","6","3",1927,"2","4","3","Other","2","NA","2","5","NA","1","2","NA","3","8","NA","0","0","NA","NA","NA","1","1","NA","1","NA","NA","6","5","6","5","6","6","6","6","1","6","6","6","4","1","2","2","NA","2","NA",0,0,0,0,0,1,0,0,78,0,0,2908,0,0,0,0,1,23936,"1",0,5968,80,"1","1","","NA"
"2008","EE",239571,123.100758853288,"NA","1","2008","7","2",1988,"2","1","2","EE","1","3","2","4","NA","1","2","NA","NA",,"NA","0","0","1","NA","NA","1","NA","NA","NA","NA","NA","8","2","7","7","7","8","7","5","3","7","2","8","2","1","NA","2","NA","2","NA",0,0,21,0,0,1,77,0,18,0,0,0,0,0,0,0,1,23957,"1",0,2878,19,"1","1","","NA"
"2008","EE",239661,123.100758853288,"NA","1","2008","8","3",1930,"2","4","3","EE","2","NA","1","5","NA","1","NA","NA","3","9","NA","9","12","NA","NA","NA","1","2","NA","NA","NA","20","6","6","6","8","6","8","6","6","6","3","6","1","4","1","1","2","NA","2","NA",0,50,133,0,0,1,0,0,0,0,0,2505,0,0,0,0,1,23966,"1",0,2373,77,"1","1","","NA"
"2008","EE",239761,123.100758853288,"NA","2","2008","18","3",1927,"2","1","2","EE","2","NA","2","5","NA","NA","1","NA","3","8","NA","12","NA","NA","NA","9","1","2","2","NA","NA","18","1","1","1","6","1","6","6","1","3","6","6","8","NA","1","3","2","2","2","NA",0,0,0,0,0,1,0,0,209,0,0,4832,0,0,0,0,1,23976,"1",0,989,80,"1","1","g","NA"
"2008","EE",239771,123.100758853288,"NA","2","2008","18","2",1950,"1","2","1","Other","2","NA","3","1","NA","1","2","NA","3","7","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","19","6","6","8","3","6","1","5","6","8","6","6","6","2","2","3","2","NA","2","NA",0,348,0,2518,0,1,0,0,0,0,0,0,0,0,0,0,1,23977,"1",0,0,57,"6","1","o+p+q","b-e"
"2008","EE",239931,123.100758853288,"NA","2","2008","12","1",1927,"2","4","3","Other","2","5","2","5","NA","NA","NA","NA","3","5","40","9","0","NA","NA","11","1","1","2","NA","NA","18","1","3","1","1","1","2","1","2","6","1","3","1","3","2","1","2","NA","2","NA",0,0,74,0,0,1,0,0,0,0,0,3250,0,0,0,0,1,23993,"1",0,2082,80,"7","1","o+p+q","NA"
"2008","EE",240061,123.100758853288,"NA","1","2008","14","3",1927,"2","4","1","EE","2","NA","3","5","NA","NA","NA","NA","3","3","40","7","0","NA","NA","NA","1","2","NA","NA","NA","20","6","1","2","1","3","1","1","3","6","1","1","3","3","2","3","2","2","2","NA",0,0,3,0,0,1,0,0,0,0,0,3570,0,0,0,0,1,24006,"1",0,0,80,"7","1","h","NA"
"2008","EE",240171,123.100758853288,"NA","1","2008","8","2",1929,"2","4","1","Other","2","NA","2","5","NA","1","2","NA","3","5","50","3","0","NA","NA","NA","1","1","NA","NA","NA","17","6","6","1","8","6","7","6","8","6","6","6","6","4","1","2","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,2389,0,0,0,0,1,24017,"1",0,1558,78,"1","1","","NA"
"2008","EE",240211,123.100758853288,"NA","1","2008","16","4",1973,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","4","1","2","2","NA","NA","18","1","1","1","1","1","2","1","1","1","1","1","1","3","2","2","2","NA","1","NA",0,0,0,26465,0,1,0,0,0,0,0,0,0,0,0,0,1,24021,"1",0,8256,34,"5","1","m","f"
"2008","EE",240531,123.100758853288,"NA","1","2008","16","3",1980,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","12","1","1","2","NA","NA","NA","1","1","1","1","1","1","1","1","3","1","1","1","1","1","3","2","NA","2","NA",0,0,51,10800,0,1,0,0,72,0,0,0,0,0,0,0,1,24053,"1",0,919,27,"6","1","l","g"
"2008","EE",240581,123.100758853288,"NA","1","2008","8","2",1941,"2","2","1","EE","2","NA","5","5","NA","1","2","NA","3","3","NA","0","0","NA","NA","NA","1","2","2","NA","NA","16","1","6","6","6","6","8","6","NA","6","6","6","6","3","1","2","2","2","1","NA",0,0,0,0,0,1,0,0,64,0,0,2656,0,0,0,0,1,24058,"1",0,0,66,"6","1","","NA"
"2008","EE",241031,123.100758853288,"NA","1","2008","5","2",1952,"1","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","NA","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,6,31669,0,1,0,0,22,0,0,0,0,0,0,0,1,24103,"1",0,0,55,"7","1","j","l-n"
"2008","EE",241141,123.100758853288,"NA","2","2008","4","1",1985,"2","1","3","EE","2","3","3","4","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","8","7","6","7","5","7","8","5","7","7","8","8","3","1","3","2","NA","2","NA",77,0,47,87,0,1,0,0,1,0,0,0,0,0,0,9,1,24114,"1",0,128,22,"1","1","","NA"
"2008","EE",241551,123.100758853288,"NA","2","2008","22","4",1935,"2","2","1","EE","2","NA","5","5","NA","NA","NA","NA","3","2","20","12","0","NA","NA","3","1","2","NA","NA","NA","18","1","5","8","6","1","1","1","1","1","6","6","1","4","2","3","2","NA","2","NA",0,499,0,0,0,1,0,0,69,0,0,3214,0,0,0,0,1,24155,"1",0,3550,72,"1","1","c+d+e","NA"
"2008","EE",241991,123.100758853288,"NA","2","2008","15","2",1940,"2","3","3","EE","2","NA","3","5","NA","1","NA","NA","3","3","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","25","6","6","6","NA","6","6","3","6","6","6","6","6","4","1","2","1","NA","1","NA",0,0,0,0,0,1,0,0,61,0,0,2167,0,0,0,0,1,24199,"1",0,0,67,"6","1","","NA"
"2008","EE",242211,123.100758853288,"NA","1","2008","3","3",1955,"2","2","3","EE","2","NA","4","1","NA","NA","2","NA","2","0 - 1","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","15","6","6","6","1","6","6","6","6","6","4","5","7","4","1","2","2","2","2","NA",0,0,0,2776,0,1,0,0,0,0,0,0,0,0,0,0,1,24221,"1",0,0,52,"7","1","a+b","p"
"2008","EE",242281,123.100758853288,"NA","2","2008","18","4",1986,"2","1","1","EE","1","5","3","4","NA","1","2","NA","3",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","7","7","7","8","3","8","5","8","8","7","5","7","3","2","3","2","NA","2","NA",0,0,8,0,0,1,0,0,6,0,0,0,0,0,0,0,1,24228,"1",0,4895,21,"1","1","n","NA"
"2008","EE",242451,123.100758853288,"NA","2","2008","16","4",1927,"2","4","1","Other","2","NA","1","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","19","6","7","6","8","8","6","6","1","6","6","6","5","4","1","3","2","NA","2","1",581,0,7,0,0,1,0,0,110,0,0,2592,0,0,0,0,1,24245,"1",0,0,80,"1","1","","NA"
"2008","EE",242511,123.100758853288,"NA","1","2008","17","3",1932,"2","4","2","Other","1","NA","1","5","NA","1","NA","NA","NA","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","NA","6","6","6","6","6","6","6","1","6","6","6","8","3","1","1","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,2651,0,0,0,0,1,24251,"1",0,1831,75,"6","1","","NA"
"2008","EE",242551,123.100758853288,"NA","1","2008","24","4",1976,"2","1","2","EE","2","NA","2","1","NA","NA","NA","NA","3","9","40","12","0","NA","NA","13","1","1","2","NA","NA","19","1","1","1","1","1","1","1","1","3","1","1","1","2","2","2","2","NA","2","NA",0,0,0,8674,740,1,0,0,0,0,0,0,0,0,0,0,1,24255,"1",458,4558,31,"1","1","m","p"
"2008","EE",242881,123.100758853288,"NA","1","2008","15","1",1955,"1","2","1","EE","1","NA","3","6","NA","1","2","NA","2","8","40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","7","7","7","7","7","7","7","8","7","8","3","4","2","3","2","NA","2","NA",0,0,209,0,0,1,0,0,0,0,0,0,0,0,835,0,1,24288,"1",0,2541,52,"1","1","","NA"
"2008","EE",242961,123.100758853288,"NA","2","2008","15","2",1931,"1","5","2","Other","2","NA","2","5","NA","NA","2","NA","3","7","NA","7","0","NA","NA","NA","NA","2","2","NA","NA","23","1","8","6","4","8","7","6","6","6","1","6","1","2","1","3","2","NA","2","NA",0,0,17,0,0,1,0,0,46,0,0,4911,0,0,0,0,1,24296,"1",0,4222,76,"1","1","c+d+e","NA"
"2008","EE",243171,123.100758853288,"NA","1","2008","21","3",1974,"2","2","3","EE","2","NA","3","8","NA","1","2","NA","3",,"NA","0","0","NA","NA","13","1","1","NA","NA","NA","18","6","6","6","6","5","6","6","6","6","6","6","8","3","1","2","2","NA","2","NA",0,0,1,0,0,1,0,1821,11,0,0,0,0,0,583,0,1,24317,"1",0,919,33,"7","1","","NA"
"2008","EE",243681,123.100758853288,"NA","2","2008","6","4",1981,"2","1","3","EE","1","2","5","8","NA","2","1","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","7","NA","8","7","8","5","8","8","7","7","8","4","2","3","NA","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24368,"1",0,0,26,"7","1","","NA"
"2008","EE",244061,123.100758853288,"NA","1","2008","22","2",1927,"1","4","1","EE","2","NA","2","5","NA","1","2","NA","3","6","NA","12","0","NA","NA","NA","1","2","NA","NA","5","20","6","6","6","3","6","6","6","2","8","6","6","1","4","2","3","2","NA","1","NA",0,256,0,0,0,1,0,0,133,0,0,2814,0,0,0,0,1,24406,"1",0,0,80,"6","1","","NA"
"2008","EE",244611,123.100758853288,"NA","2","2008","10","1",1949,"1","5","1","EE","2","NA","3","5","NA","1","2","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","15","6","6","6","6","6","6","6","6","6","6","6","6","3","2","3","2","NA","2","NA",0,0,2,0,0,1,0,0,43,0,0,3026,0,0,0,0,1,24461,"1",0,1022,58,"1","1","","NA"
"2008","EE",244711,123.100758853288,"NA","1","2008","29","2",1927,"2","4","3","EE","2","NA","1","5","NA","1","2","NA","3","6","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","19","1","6","6","6","6","6","6","6","1","6","6","6","4","1","3","2","NA","2","NA",0,0,105,0,0,1,0,0,0,0,0,3069,0,0,0,0,1,24471,"1",0,0,80,"1","1","","NA"
"2008","EE",244901,123.100758853288,"NA","1","2008","23","2",1927,"1","2","3","EE","2","NA","2","5","NA","1","2","NA","3","7","40","0","0","NA","NA","NA","1","2","NA","NA","NA","14","2","6","5","6","6","6","6","6","6","8","8","6","4","1","3","2","NA","1","NA",192,0,0,0,0,1,0,0,89,0,0,2485,0,0,0,0,1,24490,"1",0,8256,80,"6","1","","NA"
"2008","EE",245001,123.100758853288,"NA","1","2008","NA","3",1946,"2","2","2","EE","2","NA","2","5","NA","1","2","NA","3","8","NA","0","0","NA","NA","15","1","2","NA","NA","NA","16","8","6","6","6","6","8","6","8","6","6","6","6","3","1","2","1","4","2","1",0,0,0,0,0,1,0,0,206,0,0,2940,0,0,0,0,1,24500,"1",0,347,61,"6","1","a+b","NA"
"2008","EE",245031,123.100758853288,"NA","2","2008","14","3",1927,"2","4","1","Other","2","NA","1","5","NA","1","2","NA","3","9","NA","2","0","NA","NA","13","1","2","NA","NA","NA","17","6","6","5","6","NA","6","6","6","2","6","6","6","4","1","3","2","NA","2","NA",0,0,0,0,0,1,0,0,0,0,0,2865,0,0,0,0,1,24503,"1",0,5245,80,"1","1","","NA"
