"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","EE",9482,"2","2007","11",0,-17,0,0,,,,,,0,0,0,0,0,0,,0,17,0,0,"NA","2","NA","2","1","2","1","1","1","1","1","2","319.56","2","NA","2","2","1","1","1","4","3","2","1","NA","NA","47.93","1","2","2","2","1","1","1","2","1","2","3","4","4","3","4","3","2","NA","1",1,,,,,,,,,,
"2007","EE",9512,"2","2007","14",3373,3372,0,0,,,,,,0,0,0,0,0,0,,0,2,0,0,"NA","2","NA","1","1","2","1","1","3","1","1","4","511.29","1","2","2","2","2","2","4","3","3","1","1","NA","NA","51.13","2","1","1","1","1","1","1","2","1","2","3","4","3","4","3","NA","2","1","1",1,,,,,,,,,,
"2007","EE",9530,"2","2007","33",2231,2228,0,0,,,,,,0,0,0,0,0,8,,0,0,0,4,"2","2","NA","1","1","1","1","1","1","1","1","5","1278.23","1","NA","2","1","2","1","1","1","6","1","1","NA","NA","95.87","1","1","2","1","1","2","1","2","1","3","3","2","2","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9544,"2","2007","32",2551,1204,0,0,,,,,,0,0,0,0,0,7,,0,1347,0,0,"2","2","2","2","1","2","1","1","3","1","1","4","1278.23","3","NA","2","1","1","2","4","1","3","2","1","NA","NA","35.79","1","1","1","1","1","1","1","2","1","4","3","4","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9556,"1","2007","33",4876,4533,0,0,,,,,,0,0,0,0,0,4,,0,0,0,343,"2","2","2","2","1","1","1","1","1","1","1","3","766.94","3","NA","2","2","1","2","1","1","4","1","1","NA","NA","95.87","1","2","2","1","1","2","1","1","1","4","3","3","3","3","4","3","2","NA","1",1,,,,,,,,,,
"2007","EE",9608,"1","2007","31",1546,1517,0,0,,,,,,0,0,0,0,0,0,,0,29,0,0,"2","2","NA","2","1","1","1","1","1","1","1","3","639.12","3","NA","2","2","2","2","1","1","4","2","1","95.87","NA","31.96","1","1","1","1","1","1","1","2","1","3","3","3","3","4","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9640,"2","2007","8",0,-28,0,0,,,,,,0,0,0,0,0,0,,0,0,0,28,"NA","2","2","2","1","1","1","1","1","1","1","4","1597.79","3","NA","2","2","1","2","2","1","5","1","1","NA","NA","121.43","1","1","1","1","1","1","1","2","1","3","3","3","1","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9683,"1","2007","17",2150,2142,0,0,,,,,,0,0,0,0,0,0,,0,8,0,0,"NA","2","NA","2","2","1","1","1","3","1","1","3","639.12","2","2","2","1","2","2","4","1","1","2","1","NA","NA","95.87","1","1","2","2","1","2","1","2","2","4","1","3","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9724,"3","2007","11",3002,2157,0,0,,,,,,0,0,0,0,0,0,,0,845,0,0,"2","2","1","2","1","1","1","1","1","1","2","2","958.67","2","3","1","2","2","1","NA","1","2","1","1","NA","NA","70.3","1","1","2","1","1","1","1","2","1","2","3","3","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9753,"2","2007","6",4623,4546,0,0,,,,,,0,0,0,0,0,1,,0,0,0,77,"NA","2","NA","1","1","1","1","1","1","1","2","1","639.12","3","NA","1","2","2","2","4","1","2","2","1","NA","NA","127.82","1","2","2","1","2","1","1","2","2","3","1","3","3","1","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9788,"2","2007","22",1402,1397,0,0,,,,,,0,0,0,0,0,8,,0,5,0,0,"NA","2","NA","1","1","2","1","1","1","1","2","3","1022.59","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","1","2","3","3","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9810,"1","2007","10",1348,1337,0,0,,,,,,0,0,0,0,304,0,,0,0,0,12,"2","2","NA","2","1","1","1","1","2","1","1","4","1086.5","1","3","2","2","1","2","1","2","5","2","1","NA","NA","108.65","1","1","2","1","1","1","1","2","1","2","1","3","4","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9815,"2","2007","7",1324,1177,0,0,,,,,,0,0,0,0,0,0,,0,0,0,147,"2","1","NA","1","1","1","1","1","1","1","2","3","958.67","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","95.87","1","1","1","1","1","1","2","1","2","2","4","3","3","2","3","NA","2","2","1",1,,,,,,,,,,
"2007","EE",9841,"2","2007","23",2431,2420,0,0,,,,,,0,0,0,0,0,0,,0,0,0,11,"NA","2","NA","1","1","1","1","1","1","1","2","3","1917.35","2","3","1","1","2","1","1","1","1","1","1","NA","NA","95.87","1","1","1","1","1","1","2","2","1","2","3","3","3","4","2","3","2","NA","1",1,,,,,,,,,,
"2007","EE",9862,"2","2007","7",2026,2022,0,0,,,,,,0,0,0,0,0,0,,0,1,0,4,"NA","2","NA","1","1","1","1","1","1","1","3","3","351.51","3","NA","2","2","2","1","1","1","4","1","1","NA","NA","95.87","1","1","2","1","NA","1","1","2","2","1","3","3","3","3","1","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9865,"2","2007","16",3137,3130,0,0,,,,,,0,0,0,409,0,0,,0,0,0,8,"2","2","NA","1","1","1","1","1","1","1","1","3","958.67","2","2","2","2","2","2","2","1","3","2","1","NA","NA","31.96","2","1","1","1","1","1","1","2","1","2","3","4","3","4","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",9883,"2","2007","22",2114,2108,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"2","2","2","1","1","1","1","1","2","3","1","3","766.94","3","NA","2","2","2","2","4","1","1","2","1","NA","NA","63.91","1","1","2","1","1","1","1","1","1","2","3","3","4","3","3","NA","1","3","1",1,,,,,,,,,,
"2007","EE",9886,"1","2007","24",6060,5597,0,0,,,,,,0,0,0,0,0,0,,0,463,0,0,"2","2","2","1","1","2","1","1","1","1","1","3","1789.53","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","31.96","2","1","1","1","1","1","1","2","1","3","2","3","3","2","2","2","2","NA","1",1,,,,,,,,,,
"2007","EE",9893,"2","2007","11",2432,2414,0,0,,,,,,0,0,0,0,0,5,,0,18,0,0,"2","2","2","2","1","1","1","1","1","1","2","4","1917.35","2","3","2","2","1","1","3","1","2","2","1","NA","NA","63.91","1","1","2","1","1","1","1","2","2","1","3","4","3","3","3","NA","1","1","1",1,,,,,,,,,,
"2007","EE",9915,"2","2007","19",2965,2959,0,0,,,,,,0,0,0,0,0,0,,0,6,0,0,"NA","2","2","1","1","1","1","2","3","3","1","3","1278.23","2","2","1","1","2","2","2","1","2","1","1","NA","NA","127.82","1","1","2","1","1","1","1","2","2","3","3","3","2","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9931,"2","2007","34",8814,7848,0,0,,,,,,0,0,0,0,0,0,,0,165,0,801,"2","2","2","1","1","1","1","1","1","1","1","4","1597.79","3","3","2","1","2","2","1","1","5","2","1","NA","NA","191.73","1","1","2","1","1","1","2","1","1","3","3","3","3","NA","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",9948,"1","2007","26",2508,2506,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3,"NA","2","NA","2","1","1","1","1","1","1","3","3","255.65","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","57.52","1","1","2","1","2","2","1","2","1","3","4","3","3","NA","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",9987,"2","2007","18",653,638,0,0,,,,,,0,0,0,0,0,0,,0,15,0,0,"NA","2","NA","1","2","1","1","1","3","2","1","3","383.47","2","NA","2","1","2","2","1","1","2","2","1","NA","NA","63.91","1","1","2","1","1","1","1","2","1","3","3","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10041,"2","2007","11",6436,4621,0,0,,,,,,0,0,0,0,0,0,,0,1815,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","3","2","3","1",1,,,,,,,,,,
"2007","EE",10046,"2","2007","27",2707,2701,0,0,,,,,,0,0,0,0,0,0,,0,6,0,0,"NA","2","2","1","1","2","1","1","1","1","3","4","639.12","3","1","1","2","2","1","1","2","5","1","2","NA","NA","127.82","2","1","2","2","1","2","2","2","1","3","4","4","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10051,"2","2007","13",2659,2654,0,0,,,,,,0,0,0,0,0,2,,0,5,0,0,"NA","2","2","2","1","1","1","1","2","1","1","4","639.12","2","NA","2","2","2","1","4","4","2","2","1","NA","NA","95.87","1","1","2","1","1","1","1","2","2","3","3","4","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10061,"1","2007","33",2646,2637,0,0,,,,,,0,0,0,0,0,0,,0,9,0,0,"NA","2","NA","2","1","1","1","1","3","1","2","4","319.56","1","NA","1","2","2","2","1","1","3","2","1","NA","NA","63.91","1","1","1","1","1","1","1","2","2","3","3","1","4","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10081,"2","2007","10",3248,3241,0,0,,,,,,0,0,0,0,0,0,,0,0,8,0,"2","2","NA","1","1","1","1","1","1","1","1","3","639.12","2","3","2","2","2","2","1","1","3","2","1","NA","NA","192.37","2","1","2","1","1","1","1","2","2","3","3","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10083,"1","2007","9",5999,3242,0,0,,,,,,0,0,0,0,0,0,,0,2756,0,0,"2","2","2","1","1","1","1","1","3","1","1","5","575.2","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","31.96","1","1","2","1","1","1","1","2","1","2","3","3","3","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10094,"1","2007","24",2146,2090,0,0,,,,,,0,0,0,0,0,0,,0,0,0,56,"2","2","NA","1","1","1","1","1","1","1","1","5","958.67","2","NA","2","2","1","2","2","1","2","1","1","NA","NA","95.87","2","1","2","1","1","1","1","2","2","1","3","3","3","NA","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",10127,"2","2007","31",2412,2408,0,0,,,,,,0,0,0,0,0,0,,0,4,0,0,"NA","2","2","1","1","1","1","1","1","1","1","5","1597.79","1","NA","2","1","2","2","1","1","3","2","1","159.78","NA","108.65","1","1","1","1","2","1","1","1","1","3","4","3","NA","3","3","4","2","NA","1",1,,,,,,,,,,
"2007","EE",10154,"2","2007","18",6487,5427,0,0,,,,,,0,0,0,0,0,2,,0,6,0,1054,"2","2","NA","1","1","1","1","1","1","2","2","4","1022.59","1","NA","2","2","2","2","4","4","2","2","1","NA","NA","115.04","2","1","2","1","1","1","2","2","1","3","4","3","4","4","3","3","2","3","1",1,,,,,,,,,,
"2007","EE",10227,"3","2007","8",0,-512,0,0,,,,,,0,0,0,0,0,0,,0,512,0,0,"NA","2","2","1","1","1","1","1","1","1","1","2","319.56","2","NA","2","2","2","1","1","1","2","2","1","159.78","NA","28.76","1","1","2","1","1","1","1","2","2","2","3","3","2","2","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10232,"2","2007","10",2122,1975,0,0,,,,,,0,0,0,0,0,0,,0,147,0,0,"NA","2","NA","1","1","1","1","1","1","3","1","4","766.94","3","NA","2","2","2","2","4","4","3","2","1","NA","NA","47.93","1","1","2","1","NA","2","1","2","1","4","3","3","4","NA","NA","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10270,"1","2007","14",3375,2398,0,0,,,,,,0,0,0,0,0,0,,0,0,0,978,"NA","2","NA","1","1","2","1","1","1","3","1","4","1278.23","1","3","2","2","2","2","NA","1","2","1","1","NA","NA","447.38","1","1","2","1","1","1","1","2","1","2","4","2","3","NA","3","NA","2","1","1",1,,,,,,,,,,
"2007","EE",10272,"2","2007","18",1456,1454,0,0,,,,,,0,0,0,0,0,0,,0,2,0,0,"2","2","NA","1","1","1","1","1","2","1","2","6","511.29","2","2","2","2","2","2","1","1","3","1","1","NA","NA","38.35","1","1","2","1","1","1","1","2","2","4","3","2","2","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10286,"2","2007","23",1696,1689,0,0,,,,,,0,0,0,0,0,0,,0,7,0,0,"NA","2","NA","2","1","2","1","1","1","1","1","4","383.47","2","NA","2","1","1","2","1","2","2","2","1","NA","NA","127.82","1","1","2","1","2","2","1","2","1","3","3","2","4","2","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10287,"2","2007","19",12998,10999,0,0,,,,,,0,0,0,0,0,3,,0,14,0,1985,"NA","2","NA","2","1","2","1","1","2","1","1","4","958.67","2","NA","2","2","1","2","4","3","1","2","1","NA","NA","51.13","1","1","1","1","1","1","1","2","1","2","3","3","NA","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10308,"2","2007","17",0,-1304,0,0,,,,,,0,0,0,0,0,0,,0,1304,0,0,"NA","2","NA","1","1","1","1","1","2","1","3","2","1022.59","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","31.96","2","1","1","1","1","2","2","2","1","3","3","1","3","NA","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10344,"1","2007","13",9128,8942,0,0,,,,,,0,0,0,0,0,0,,0,186,0,0,"2","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","1","2","1","3","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","4","3","4","2","3","3","NA","2","1","1",1,,,,,,,,,,
"2007","EE",10401,"3","2007","16",4709,3204,0,0,,,,,,0,0,0,0,0,0,,0,1505,0,0,"NA","2","NA","1","1","1","1","1","3","1","3","3","383.47","2","2","1","1","2","1","4","1","3","2","1","NA","NA","166.17","2","1","2","1","1","2","1","2","1","4","3","2","3","4","3","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",10430,"3","2007","35",32,31,0,0,,,,,,0,0,0,0,0,1,,0,0,0,2,"2","2","NA","2","1","1","1","1","1","1","1","4","958.67","3","2","2","2","2","2","4","1","2","2","1","NA","NA","198.13","1","1","2","1","1","1","1","2","1","4","4","3","4","3","3","3","1","NA","1",1,,,,,,,,,,
"2007","EE",10433,"1","2007","13",2572,2566,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"NA","2","NA","1","1","1","1","1","1","1","1","1","319.56","3","2","2","2","1","2","4","1","2","2","1","NA","NA","76.69","2","1","2","1","1","1","1","2","1","3","3","NA","3","2","2","NA","2","1","1",1,,,,,,,,,,
"2007","EE",10450,"2","2007","19",2115,2079,0,0,,,,,,0,0,0,0,0,0,,0,0,0,35,"NA","2","NA","2","1","1","1","1","3","1","2","4","447.38","2","NA","2","2","2","2","4","1","5","2","1","NA","NA","191.73","1","1","2","1","1","2","1","2","1","3","4","2","3","3","4","3","2","NA","1",1,,,,,,,,,,
"2007","EE",10462,"2","2007","38",3808,3047,0,0,,,,,,0,0,0,0,0,14,,0,51,0,710,"NA","2","2","1","1","1","1","1","1","1","1","1","1278.23","2","1","2","2","1","2","3","4","4","2","1","NA","NA","63.91","1","1","1","1","1","1","1","2","2","3","3","3","2","4","3","3","1","NA","1",1,,,,,,,,,,
"2007","EE",10505,"2","2007","8",5170,4178,0,0,,,,,,0,0,0,0,0,0,,0,992,0,0,"NA","1","NA","1","2","2","1","1","3","1","2","4","383.47","3","NA","1","2","1","1","4","1","2","1","1","NA","NA","159.78","1","2","2","1","1","2","1","2","2","4","1","1","3","4","3","NA","2","3","1",1,,,,,,,,,,
"2007","EE",10508,"2","2007","21",1861,1857,0,0,,,,,,0,0,0,0,0,2,,0,0,0,4,"NA","2","NA","2","1","1","1","1","1","1","2","5","639.12","2","2","2","1","2","2","4","3","3","2","1","3.2","NA","255.65","1","1","2","1","1","1","1","2","2","3","3","3","3","NA","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10510,"1","2007","34",6307,6178,0,0,,,,,,0,0,0,0,0,0,,0,129,0,0,"NA","2","2","2","2","1","1","1","1","1","2","4","1278.23","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","57.52","1","1","2","1","2","1","1","2","1","3","3","3","3","3","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",10552,"1","2007","11",1634,1628,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"NA","2","2","2","1","1","1","1","1","1","2","3","383.47","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","89.48","1","2","2","1","NA","1","2","2","1","1","1","3","4","NA","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10557,"2","2007","28",3124,3118,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"NA","2","2","2","1","1","1","1","1","1","1","2","958.67","2","2","2","2","2","1","4","1","3","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","2","3","NA","4","3","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",10566,"2","2007","14",2101,2095,0,0,,,,,,0,0,0,0,0,0,,0,6,0,0,"2","2","2","1","1","1","1","1","1","1","1","3","1278.23","2","NA","2","2","2","2","1","1","1","2","1","NA","NA","89.48","1","1","1","1","1","1","1","2","1","1","3","3","3","3","2","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10571,"2","2007","21",2092,2048,0,0,,,,,,0,0,0,0,0,0,,0,0,44,0,"NA","2","NA","1","1","2","1","1","2","1","3","1","958.67","2","NA","2","1","1","2","1","1","1","1","1","NA","NA","108.65","1","1","1","1","1","1","2","2","1","3","4","3","2","3","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",10587,"2","2007","16",3092,3616,0,0,,,,,,0,0,0,0,0,0,,0,207,0,-731,"NA","2","2","1","1","2","1","1","1","1","2","4","383.47","2","NA","2","2","2","1","4","1","2","2","1","NA","NA","63.91","2","1","2","1","1","1","1","2","2","4","4","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10589,"1","2007","20",7920,7881,0,0,,,,,,0,0,0,0,0,4,,0,39,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","958.67","3","NA","2","2","2","1","1","1","4","2","1","NA","NA","70.37","1","1","1","1","1","1","1","2","1","1","3","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10594,"2","2007","19",2235,2231,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4,"NA","2","NA","1","1","2","1","1","1","1","1","3","958.67","2","NA","2","2","1","2","3","2","3","1","1","NA","NA","63.91","1","2","2","1","NA","1","1","2","1","3","3","2","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10599,"1","2007","28",17621,16914,0,0,,,,,,0,0,0,0,0,0,,0,0,0,707,"NA","2","2","1","1","1","1","1","1","1","1","5","958.67","2","2","2","2","2","1","1","1","3","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","1","3","3","3","3","4","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10624,"1","2007","18",2890,2090,0,0,,,,,,0,0,0,0,0,3,,0,799,0,0,"NA","2","2","1","1","2","1","1","1","1","1","4","1597.79","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","3","4","3","4","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",10628,"1","2007","14",2502,2500,0,0,,,,,,0,0,0,0,0,0,,0,2,0,0,"NA","2","NA","1","1","1","1","1","1","1","2","3","1917.35","3","NA","2","2","2","2","4","1","1","2","1","NA","NA","88.2","1","2","1","1","1","2","1","2","1","2","4","2","3","1","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10684,"1","2007","27",5422,5419,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3,"2","2","2","1","2","1","1","1","1","1","2","5","639.12","2","3","2","2","1","2","2","1","3","2","1","NA","NA","83.09","1","1","2","1","NA","2","2","2","1","4","4","3","3","NA","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10767,"2","2007","17",6356,3116,0,0,,,,,,0,0,0,0,0,0,,0,3239,0,0,"2","2","NA","1","1","1","1","1","1","1","1","6","1086.5","2","2","2","2","2","1","4","4","3","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","2","1","3","3","3","3","4","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",10784,"2","2007","23",3691,3684,0,0,,,,,,0,0,0,0,0,0,,0,0,0,7,"2","2","2","1","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","1","2","2","1","6","2","1","NA","NA","341.93","1","1","2","2","1","1","2","2","1","3","3","4","2","3","3","NA","1","1","1",1,,,,,,,,,,
"2007","EE",10816,"2","2007","25",0,-6,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"NA","2","NA","1","1","1","1","1","1","1","1","4","1597.79","2","NA","2","2","2","2","1","1","2","1","1","NA","NA","95.87","2","2","2","2","1","2","1","2","1","4","3","2","NA","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10839,"2","2007","17",5087,5084,0,0,,,,,,0,0,0,0,0,0,,0,3,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","4","1597.79","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","191.73","1","1","1","1","1","1","1","2","2","2","3","1","3","3","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10871,"1","2007","13",6375,5588,0,0,,,,,,0,0,0,0,0,0,,0,787,0,0,"NA","2","NA","2","1","2","1","1","1","1","3","5","1278.23","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","38.35","1","1","2","1","1","2","1","2","1","2","3","2","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10873,"2","2007","5",4086,1825,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2261,"NA","2","2","1","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","1","3","1","2","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","1","4","3","4","2","3","3","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",10880,"1","2007","13",2616,2052,0,0,,,,,,0,0,0,0,0,0,,0,564,0,0,"NA","2","NA","1","1","1","1","1","1","1","1","4","1278.23","3","2","2","2","1","1","4","1","2","2","1","NA","NA","63.91","1","1","1","1","1","1","1","2","1","2","2","1","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10889,"2","2007","17",30774,26726,0,0,,,,,,0,0,0,0,0,5,,0,0,0,4048,"2","2","NA","2","1","1","1","1","1","1","1","4","1278.23","2","2","2","2","1","1","4","1","6","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",10913,"2","2007","12",3332,-4623,0,0,,,,,,0,0,0,0,0,0,,0,7956,0,0,"NA","2","2","1","1","1","1","1","2","1","1","4","1278.23","3","NA","2","2","2","1","1","1","3","1","1","NA","NA","63.91","1","1","1","1","2","1","2","2","2","3","4","3","NA","NA","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",10970,"2","2007","16",19840,19833,0,0,,,,,,0,0,0,0,0,0,,0,7,0,0,"2","2","2","1","1","1","1","1","1","1","2","3","1597.79","2","2","2","2","2","2","4","1","2","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","2","3","3","3","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11045,"2","2007","24",8826,6911,0,0,,,,,,0,0,0,0,0,0,,0,1914,0,0,"2","2","2","2","1","1","1","1","1","1","1","6","2876.02","2","2","2","2","2","2","2","1","3","2","1","NA","NA","1086.5","1","1","2","1","1","1","1","2","1","3","3","4","2","2","3","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",11063,"2","2007","23",1688,1682,0,0,,,,,,0,0,0,0,0,0,,0,0,3,3,"NA","2","NA","2","1","1","1","1","2","1","3","4","958.67","2","NA","2","2","2","1","1","1","3","2","2","NA","NA","54.32","1","1","2","1","1","1","2","2","2","3","4","3","3","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11069,"1","2007","17",24,-310,0,0,,,,,,0,0,0,0,0,24,,0,1,233,99,"NA","2","NA","1","1","2","1","2","2","3","1","3","639.12","2","NA","2","1","1","2","4","1","2","2","1","NA","NA","63.91","1","1","2","1","2","1","2","2","1","3","4","2","4","NA","4","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11095,"1","2007","46",2328,2326,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1,"NA","2","NA","1","1","2","1","1","3","3","2","3","1022.59","2","NA","2","2","2","2","1","1","2","1","1","NA","NA","63.91","1","2","2","1","1","1","1","2","1","3","3","3","3","2","3","4","2","NA","1",1,,,,,,,,,,
"2007","EE",11102,"2","2007","10",2231,2229,0,0,,,,,,0,0,0,0,0,0,,0,1,0,0,"NA","2","2","1","1","2","1","1","1","1","1","5","575.2","2","3","2","2","2","1","2","1","5","2","1","NA","NA","35.79","1","1","2","1","1","1","1","2","1","2","3","1","3","3","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11105,"2","2007","20",1539,1538,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2,"NA","2","NA","1","1","2","1","1","2","1","1","4","639.12","3","NA","2","2","2","1","4","1","3","2","1","NA","NA","129.74","1","1","2","1","1","2","1","2","1","2","4","3","3","2","2","2","2","NA","1",1,,,,,,,,,,
"2007","EE",11109,"2","2007","20",2571,2562,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9,"2","2","NA","1","1","2","1","1","1","1","1","4","1278.23","1","NA","2","2","1","2","4","1","2","2","1","NA","NA","35.79","1","1","2","1","1","1","1","2","1","3","3","2","3","4","2","NA","1","NA","1",1,,,,,,,,,,
"2007","EE",11110,"1","2007","20",2743,2743,0,0,,,,,,0,0,0,0,0,0,,0,0,0,0,"NA","2","NA","1","1","1","1","1","1","1","1","4","383.47","3","NA","2","2","2","2","1","1","1","1","1","NA","NA","41.1","1","1","2","2","1","1","2","2","1","3","3","2","3","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11125,"2","2007","21",2398,2351,0,0,,,,,,0,0,0,0,0,0,,0,0,0,46,"2","2","NA","1","1","1","1","1","1","1","1","4","319.56","1","NA","2","2","1","2","4","1","1","1","1","95.87","NA","44.74","2","1","2","1","1","1","1","2","1","3","3","2","3","3","3","3","2","NA","1",1,,,,,,,,,,
"2007","EE",11177,"2","2007","26",6625,3525,0,0,,,,,,0,0,0,0,0,0,,0,3100,0,0,"NA","2","NA","2","1","2","1","1","1","1","3","4","639.12","3","2","2","2","2","1","4","1","2","2","1","159.78","NA","95.87","1","1","2","2","1","1","2","2","1","3","3","NA","4","2","3","NA","2","NA","1",1,,,,,,,,,,
"2007","EE",11191,"2","2007","11",8119,7615,0,0,,,,,,0,0,0,0,0,0,,0,504,0,0,"NA","2","NA","2","1","1","1","1","2","1","1","4","766.94","3","NA","1","1","2","2","3","1","3","2","1","NA","NA","49.21","2","1","2","1","1","1","1","2","1","4","3","3","3","3","4","NA","2","NA","1",1,,,,,,,,,,
