"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","EE",9962,"2","2012","8",14947,13694,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1252,0,,0,,"NA","2","NA","2","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","179","NA","3","1",,"1",1,,,,,,"2","30","1","NA","1","1","1","2","3","3","3","2","1","NA","3","NA"
"2012","EE",9966,"1","2012","21",4137,4130,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","3","2","1","1","1","1","1","1","1","3","1200","1","NA","2","2","2","2","1","1","4","2","1","NA","NA","170","NA","1","1",,"1",1,,,,,,"2","65","1","1","1","1","1","3","3","3","3","1","3","NA","3","NA"
"2012","EE",10012,"1","2012","26",6580,4990,0,0,,,,,,,,,0,0,0,0,0,,18,,0,1590,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","4","1650","2","2","2","2","1","2","1","3","3","2","1","NA","NA","394","NA","1","1",,"1",1,,,,,,"1","72","1","1","2","1","2","4","3","3","4","3","3","NA","3","NA"
"2012","EE",10058,"2","2012","15",2151,1750,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,401,,"2","3","NA","2","1","1","1","1","1","1","1","4","450","2","NA","2","1","2","2","4","1","3","2","1","NA","NA","139.83","NA","1","1",,"1",1,,,,,,"2","33","1","1","2","1","1","4","4","3","3","NA","2","NA","3","NA"
"2012","EE",10071,"1","2012","12",3274,3265,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","2","1","NA","1","1","3","1","1","4","1200","2","1","2","2","2","2","4","5","3","2","1","NA","NA","220.05","NA","1","1",,"1",1,,,,,,"2","220","2","1","1","1","2","3","3","3","3","NA","3","NA","3","NA"
"2012","EE",10103,"1","2012","15",3167,3160,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,6,,"NA","2","3","1","2","2","1","1","1","1","1","4","1000","1","NA","2","2","2","1","4","3","5","2","1","NA","NA","524","73","1","1",,"1",1,,,,,,"2","34","1","1","1","2","1","3","4","NA","2","4","4","3","3","NA"
"2012","EE",10142,"2","2012","22",3267,3256,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,11,,"NA","3","NA","1","1","1","1","1","1","1","1","4","2500","1","NA","2","2","2","1","1","1","4","2","1","NA","NA","47.9","57","1","2",,"1",1,,,,,,"2","16","1","1","1","1","1","3","3","4","3","2","3","NA","3","NA"
"2012","EE",10145,"1","2012","25",3251,3239,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,12,,"NA","3","NA","2","1","2","1","1","2","1","1","3","1000","2","NA","2","2","2","2","4","5","6","2","1","NA","NA","259.28","69","1","1",,"1",1,,,,,,"2","50","1","1","1","1","1","3","3","4","3","3","4","NA","3","NA"
"2012","EE",10158,"2","2012","26",9549,7512,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2037,0,,0,,"3","3","3","2","1","1","1","1","1","1","1","4","2500","3","1","2","1","2","2","4","2","4","2","1","NA","NA","605.7","NA","1","1",,"1",1,,,,,,"1","126","1","1","1","1","1","4","3","4","3","3","3","NA","3","NA"
"2012","EE",10163,"1","2012","21",3128,3022,0,0,,,,,,,,,0,0,0,0,0,,0,,0,106,0,,0,,"3","3","2","2","1","2","1","1","1","1","1","4","1000","2","3","2","1","2","2","4","1","6","2","1","NA","NA","106","171","1","1",,"1",1,,,,,,"2","65","1","1","2","2","2","3","4","3","3","3","3","NA","3","NA"
"2012","EE",10203,"1","2012","33",3387,3365,0,0,,,,,,,,,0,0,0,0,3216,,0,,0,0,0,,22,,"NA","3","NA","2","1","1","1","1","1","1","1","3","1500","2","3","2","2","2","2","4","2","3","2","1","NA","NA","229.34","174","1","1",,"1",1,,,,,,"2","42","1","1","1","1","1","2","2","3","4","4","3","3","3","NA"
"2012","EE",10236,"1","2012","26",3226,3225,0,0,,,,,,,,,0,0,0,0,0,,26,,0,0,0,,1,,"3","3","NA","2","2","2","1","1","1","1","1","3","1000","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","51.5","NA","1","1",,"1",1,,,,,,"2","40","1","1","1","1","1","3","2","3","3","2","2","NA","3","NA"
"2012","EE",10237,"1","2012","22",10558,10555,0,0,,,,,,,,,0,0,0,0,0,,1853,,0,0,0,,3,,"NA","3","NA","1","1","2","1","1","3","1","2","3","660","2","NA","2","2","2","1","1","3","4","2","1","NA","NA","135","220","1","1",,"1",1,,,,,,"2","48","1","2","1","1","1","4","4","4","4","4","2","NA","3","NA"
"2012","EE",10260,"2","2012","10",4263,4142,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,121,,"NA","3","NA","1","2","1","1","1","3","1","1","1","500","2","NA","2","1","2","2","4","2","2","2","1","NA","NA","236.2","174","1","1",,"1",1,,,,,,"2","65","1","1","1","2","2","2","4","2","NA","3","3","NA","2","NA"
"2012","EE",10278,"2","2012","24",2239,2221,0,0,,,,,,,,,0,0,0,0,0,,2,,0,19,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","3","3","700","2","NA","2","2","1","2","3","2","2","1","1","205","NA","114.1","97","1","1",,"1",1,,,,,,"1","65","NA","1","1","1","1","2","3","3","3","3","3","NA","3","NA"
"2012","EE",10279,"2","2012","25",3318,-1108,0,0,,,,,,,,,0,0,0,0,0,,0,,0,875,0,,3552,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","2","2","2","2","1","2","4","2","6","2","1","NA","NA","1125.3","257","1","1",,"1",1,,,,,,"2","380","1","1","1","1","2","4","4","3","2","3","3","NA","3","NA"
"2012","EE",10291,"2","2012","18",3806,3053,0,0,,,,,,,,,0,0,0,0,0,,0,,0,753,0,,0,,"3","3","NA","2","1","1","1","1","1","1","1","3","500","1","NA","2","2","2","1","4","2","5","2","1","NA","NA","402.75","218","1","1",,"1",1,,,,,,"2","195","1","1","1","1","1","2","3","2","3","3","2","NA","3","NA"
"2012","EE",10299,"2","2012","14",3670,3581,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,88,,"NA","3","3","2","1","1","1","1","3","1","2","4","400","3","NA","2","2","2","1","3","1","2","2","1","NA","NA","150","77","1","3",,"1",1,,,,,,"1","50","1","1","1","1","1","2","3","3","3","1","3","NA","3","NA"
"2012","EE",10309,"1","2012","11",5852,4818,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1035,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","2","1200","2","1","2","2","2","2","4","1","5","2","1","NA","NA","524","NA","1","1",,"1",1,,,,,,"2","125","1","1","1","1","2","4","3","3","3","3","2","NA","3","NA"
"2012","EE",10314,"2","2012","17",4229,4121,0,0,,,,,,,,,0,0,0,0,0,,2,,0,108,0,,0,,"2","3","3","2","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","275.4","NA","1","1",,"1",1,,,,,,"1","38","1","1","1","1","1","3","3","3","3","4","1","NA","3","NA"
"2012","EE",10337,"1","2012","23",4412,4398,380,380,,,,,,,,,380,0,0,0,0,,0,,0,0,0,,13,,"3","3","3","1","1","1","1","1","1","1","1","5","1650","1","2","2","2","2","2","4","1","6","2","1","NA","NA","236.8","NA","1","1",,"1",1,,,,,,"1","68","1","1","1","1","2","3","3","2","4","4","4","NA","3","NA"
"2012","EE",10357,"2","2012","19",12565,10636,0,0,,,,,,,,,0,0,3985,0,0,,0,,0,76,0,,1853,,"3","3","NA","1","1","1","1","1","1","1","1","6","1000","2","NA","2","2","2","2","1","2","6","2","1","NA","NA","424","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","4","4","4","3","3","3","2","3","NA"
"2012","EE",10369,"2","2012","8",3157,3150,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","2","1","1","1","1","3","1","3","3","600","1","NA","2","2","2","2","4","2","3","2","1","4.15","NA","0","NA","1","1",,"1",1,,,,,,"2","130","1","1","1","1","2","3","3","4","3","1","3","NA","3","NA"
"2012","EE",10411,"1","2012","30",6011,5191,0,0,,,,,,,,,0,0,0,0,0,,87,,0,0,0,,820,,"NA","3","3","1","1","1","1","1","1","1","1","3","2000","2","2","2","2","2","2","4","2","5","2","1","NA","NA","438","80","1","1",,"1",1,,,,,,"1","86","1","1","1","1","1","3","3","3","2","3","3","NA","3","NA"
"2012","EE",10414,"2","2012","16",33044,30306,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2738,,"NA","3","3","2","1","1","1","1","1","1","1","3","1000","2","2","2","1","2","2","4","1","2","2","1","NA","NA","153","NA","1","1",,"1",1,,,,,,"2","90","1","1","1","1","1","3","1","4","4","4","3","2","3","NA"
"2012","EE",10417,"2","2012","16",2389,1639,0,0,,,,,,,,,0,0,0,0,0,,0,,0,750,0,,0,,"3","3","NA","1","1","1","1","1","1","1","2","4","1500","2","3","2","2","2","2","4","2","5","2","1","92","NA","168.85","NA","1","1",,"1",1,,,,,,"2","54","1","1","1","1","1","3","4","3","3","3","3","NA","3","NA"
"2012","EE",10461,"2","2012","15",9081,7452,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1628,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","5","800","1","NA","2","2","1","2","4","1","4","1","1","NA","NA","115","NA","1","1",,"1",1,,,,,,"2","48","1","1","2","1","1","3","4","3","3","4","2","NA","3","NA"
"2012","EE",10470,"1","2012","19",4864,4855,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"3","3","3","1","2","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","1","1","3","2","1","NA","NA","85.27","174","1","1",,"1",1,,,,,,"2","49","1","1","2","1","1","3","3","2","3","NA","3","NA","3","NA"
"2012","EE",10475,"2","2012","83",9667,8410,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1257,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","5","3000","2","1","2","2","2","2","1","2","6","2","1","NA","NA","272.76","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","3","4","4","3","3","3","NA","3","NA"
"2012","EE",10481,"1","2012","14",3062,2903,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,157,,"NA","3","NA","2","1","2","1","1","1","1","2","4","1200","1","2","1","2","2","2","3","1","4","2","1","90","NA","136.65","NA","3","1",,"1",1,,,,,,"2","46","1","2","1","1","1","3","4","2","NA","4","3","3","3","NA"
"2012","EE",10502,"2","2012","17",3455,3441,0,0,,,,,,,,,0,0,0,0,0,,0,,0,14,0,,0,,"NA","3","NA","2","1","2","1","1","2","1","3","2","450","2","NA","2","2","2","2","4","2","4","1","1","NA","NA","119.98","NA","1","1",,"1",1,,,,,,"1","47","1","1","1","2","1","3","4","3","NA","3","3","4","3","NA"
"2012","EE",10514,"2","2012","20",3513,2488,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1025,,"2","3","3","1","1","1","1","1","1","1","1","4","2700","1","2","2","2","2","2","1","1","2","2","1","NA","NA","176.86","240","1","1",,"1",1,,,,,,"2","136","1","1","2","1","2","4","3","1","NA","4","2","NA","3","NA"
"2012","EE",10515,"1","2012","18",0,-6,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","3","1","1","1","1","3","1","1","3","4","2000","1","NA","2","2","2","2","4","1","4","2","1","NA","NA","85.12","NA","1","1",,"1",1,,,,,,"2","125","1","1","2","1","1","2","3","3","3","3","3","NA","3","NA"
"2012","EE",10562,"1","2012","23",7566,3704,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1527,0,,2335,,"NA","3","NA","1","2","1","1","1","1","1","3","2","1000","2","3","2","2","2","2","4","1","2","1","1","NA","NA","97","NA","1","1",,"1",1,,,,,,"1","64","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","EE",10583,"1","2012","36",3139,3133,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","3","1","1","1","1","1","1","1","1","4","1000","2","2","2","2","2","2","4","2","4","2","1","NA","NA","800","NA","1","1",,"1",1,,,,,,"2","79","1","1","1","1","2","4","3","4","3","2","3","NA","3","NA"
"2012","EE",10657,"2","2012","33",5527,5525,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,2,,0,,"3","3","3","1","1","1","1","1","1","1","1","3","2000","3","2","2","1","1","2","1","1","5","2","1","NA","NA","1197","125","1","1",,"1",1,,,,,,"1","58","1","1","1","1","2","3","4","4","4","2","3","1","3","NA"
"2012","EE",10669,"2","2012","14",4021,4017,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"NA","3","NA","2","1","2","1","1","1","1","1","4","2700","2","NA","2","1","2","2","3","1","3","2","1","NA","NA","501","68","1","1",,"1",1,,,,,,"2","74","1","1","1","1","1","3","3","2","2","4","3","NA","3","NA"
"2012","EE",10705,"2","2012","16",12646,11669,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,977,,"3","3","NA","1","1","1","1","1","1","1","1","3","1000","1","2","2","2","2","2","4","2","4","1","1","NA","NA","605.7","267","1","1",,"1",1,,,,,,"2","53","1","1","1","1","1","3","3","3","2","3","1","NA","3","NA"
"2012","EE",10718,"1","2012","13",5099,3812,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1287,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2000","2","1","1","1","2","2","4","1","5","2","1","NA","NA","225.57","NA","1","1",,"1",1,,,,,,"2","63","1","1","2","1","1","2","4","3","4","3","3","NA","3","NA"
"2012","EE",10722,"2","2012","24",5463,5453,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,8,,"NA","3","NA","2","2","2","1","1","1","1","3","4","3000","1","NA","2","2","2","2","1","5","3","2","1","NA","NA","100.6","NA","1","1",,"1",1,,,,,,"2","70","1","1","2","1","1","3","3","4","2","3","3","NA","3","NA"
"2012","EE",10731,"2","2012","25",0,-60,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,60,,"NA","3","3","1","1","1","1","1","1","1","1","2","620","1","NA","2","2","2","1","4","1","2","1","1","NA","NA","104.9","NA","1","3",,"1",1,,,,,,"2","120","1","1","1","2","1","3","4","3","2","NA","3","3","3","NA"
"2012","EE",10744,"2","2012","16",3479,3408,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,71,,0,,"3","3","NA","2","1","2","1","1","1","1","1","2","2100","3","2","2","2","2","2","4","2","3","2","1","160","NA","140","NA","1","1",,"1",1,,,,,,"2","58","1","1","2","2","1","2","2","2","3","4","4","NA","3","NA"
"2012","EE",10777,"1","2012","25",7933,6112,0,0,,,,,,,,,0,0,0,0,0,,359,,0,116,0,,1706,,"3","3","3","1","1","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","171","138","1","1",,"1",1,,,,,,"1","180","1","1","1","1","2","3","4","2","3","2","3","NA","3","NA"
"2012","EE",10841,"2","2012","32",5111,3037,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2073,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","4","1700","2","NA","2","1","2","2","4","2","3","1","1","NA","NA","195.7","225","1","1",,"1",1,,,,,,"1","80","1","1","1","1","2","2","4","2","3","3","4","NA","3","NA"
"2012","EE",10869,"1","2012","15",6500,5756,0,0,,,,,,,,,0,0,0,0,0,,0,,0,745,0,,0,,"3","3","NA","2","1","1","1","1","1","1","1","4","3000","3","NA","2","2","2","2","4","3","5","2","1","350","NA","424","791","1","1",,"1",1,,,,,,"2","72","1","1","1","1","1","3","3","3","3","2","2","2","3","NA"
"2012","EE",10878,"1","2012","8",9488,8383,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1105,,"3","3","3","1","1","1","1","1","1","1","1","4","1500","3","NA","2","2","2","1","4","2","3","2","1","NA","NA","499.3","125","1","1",,"1",1,,,,,,"2","63","1","1","1","2","2","4","3","3","3","4","3","NA","3","NA"
"2012","EE",10891,"2","2012","11",5427,-841,0,0,,,,,,,,,0,0,0,0,0,,0,,0,128,0,,6140,,"NA","3","3","1","1","2","1","1","1","3","3","3","1000","2","1","2","1","2","2","4","2","3","2","1","NA","NA","87.5","NA","1","1",,"1",1,,,,,,"2","60","1","1","2","1","1","4","3","2","3","3","1","NA","3","NA"
"2012","EE",10903,"1","2012","19",11454,11407,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,47,,"NA","3","3","2","1","1","1","3","1","1","1","3","600","2","1","2","1","1","2","4","1","4","2","1","NA","NA","295.06","NA","1","1",,"1",1,,,,,,"1","47","1","1","1","1","1","3","3","3","2","3","3","NA","3","NA"
"2012","EE",10946,"1","2012","12",8259,6030,0,0,,,,,,,,,0,0,0,0,0,,2,,0,31,0,,2198,,"3","3","NA","2","1","1","1","1","1","1","1","3","1000","2","2","2","2","1","2","4","2","4","2","1","NA","NA","236.8","134","1","1",,"1",1,,,,,,"2","111","1","1","1","1","1","3","3","4","4","4","4","NA","3","NA"
"2012","EE",10948,"2","2012","13",7906,3320,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4586,,"3","3","NA","1","1","1","1","1","1","1","1","5","1650","3","3","2","2","2","2","4","5","6","2","1","NA","NA","272.76","791","1","1",,"1",1,,,,,,"2","170","1","1","2","1","1","3","3","3","3","2","3","NA","3","NA"
"2012","EE",10950,"2","2012","15",8328,6776,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1552,,"NA","3","NA","2","1","1","1","1","3","1","1","3","500","3","NA","2","2","2","2","4","5","4","2","1","NA","NA","5","NA","1","1",,"1",1,,,,,,"2","38","1","1","1","2","1","3","3","3","3","4","4","NA","3","NA"
"2012","EE",10994,"1","2012","24",2883,2810,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,73,,"3","3","NA","1","1","2","1","1","1","1","1","5","550","2","NA","2","2","2","2","4","1","3","1","1","NA","NA","184","NA","1","1",,"1",1,,,,,,"2","87","1","1","1","1","1","3","3","1","4","3","3","NA","3","NA"
"2012","EE",11005,"2","2012","14",7249,7236,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,11,,1,,"NA","3","3","1","1","1","1","1","1","1","1","2","500","2","2","2","2","2","2","4","2","2","2","1","NA","NA","0","NA","3","1",,"1",1,,,,,,"2","126","1","1","1","1","1","3","3","4","NA","3","4","3","3","NA"
"2012","EE",11008,"1","2012","24",17168,15161,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2007,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","3","3","2","2","2","2","4","2","5","1","1","NA","NA","1197","93","1","1",,"1",1,,,,,,"1","16","1","1","1","1","1","4","4","3","3","3","1","NA","3","NA"
"2012","EE",11021,"1","2012","24",1809,602,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1207,,"NA","3","NA","2","1","2","1","1","1","1","3","1","400","2","NA","2","2","2","2","1","3","4","2","1","NA","NA","30","NA","1","1",,"1",1,,,,,,"2","42","1","1","1","1","1","3","1","3","3","3","3","NA","3","NA"
"2012","EE",11030,"1","2012","16",1990,1964,0,0,,,,,,,,,0,0,0,0,0,,0,,0,25,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1000","2","NA","2","1","2","2","4","1","3","2","1","NA","NA","104.33","77","1","1",,"1",1,,,,,,"2","180","1","NA","1","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",11034,"1","2012","15",9797,8342,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1455,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2000","2","2","2","2","2","2","4","2","3","2","1","350","NA","272.76","420","1","1",,"1",1,,,,,,"1","72","1","1","1","1","1","4","3","3","2","3","2","NA","3","NA"
"2012","EE",11045,"1","2012","28",893,883,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","3","3","1","1","2","1","1","1","1","1","2","600","1","NA","2","2","2","2","2","2","4","1","1","NA","NA","230.3","103","1","1",,"1",1,,,,,,"1","54","1","1","1","1","1","3","4","3","2","3","3","NA","3","NA"
"2012","EE",11053,"1","2012","15",2170,2158,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"NA","3","3","1","1","2","1","1","1","1","1","3","800","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","254.36","104","1","1",,"1",1,,,,,,"2","240","2","1","1","2","1","3","3","3","3","2","3","2","3","NA"
"2012","EE",11075,"2","2012","10",14521,9940,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4581,,"NA","3","3","1","1","2","1","1","1","1","1","5","1000","2","3","2","2","2","2","4","2","2","2","1","NA","NA","280.24","114","1","1",,"1",1,,,,,,"1","110","1","1","1","1","1","3","3","4","3","4","3","NA","3","NA"
"2012","EE",11078,"2","2012","18",6491,4993,0,0,,,,,,,,,0,0,0,0,1058,,2,,0,1498,0,,0,,"2","3","NA","1","1","1","1","1","1","1","3","4","800","1","NA","2","2","2","2","4","1","4","1","1","NA","NA","326","NA","1","1",,"1",1,,,,,,"2","74","1","1","1","1","1","3","4","3","2","3","3","NA","3","NA"
"2012","EE",11129,"1","2012","13",1437,1433,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"NA","3","NA","1","2","2","1","1","1","1","2","4","1200","3","NA","2","2","2","2","4","5","3","2","1","NA","NA","136","NA","1","1",,"1",1,,,,,,"1","50","1","1","1","1","1","3","3","4","4","1","4","NA","3","NA"
"2012","EE",11220,"1","2012","9",3302,3298,95,95,,,,,,,,,95,0,0,0,0,,0,,0,0,0,,4,,"NA","3","3","1","1","1","1","1","1","1","1","3","1500","2","2","2","2","2","2","4","2","3","2","1","NA","NA","268","NA","1","1",,"1",1,,,,,,"2","220","1","1","1","1","1","3","3","3","3","4","NA","NA","3","NA"
"2012","EE",11246,"2","2012","11",8864,7092,0,0,,,,,,,,,0,0,0,4695,0,,0,,0,0,0,,1772,,"3","3","NA","1","1","1","1","1","3","1","1","2","1000","2","2","2","2","2","2","4","5","4","2","1","NA","NA","454.5","NA","1","1",,"1",1,,,,,,"2","100","1","1","1","1","1","3","4","4","2","4","3","NA","3","NA"
"2012","EE",11251,"2","2012","15",2569,2558,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,,"3","NA","NA","1","2","2","1","1","1","1","1","3","500","2","2","2","2","2","2","1","1","2","2","1","NA","NA","99","NA","1","1",,"1",1,,,,,,"2","48","1","1","1","1","1","3","4","3","3","4","3","NA","3","NA"
"2012","EE",11265,"2","2012","26",2707,2703,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","3","NA","2","2","1","1","1","1","1","2","3","600","1","3","1","2","2","2","3","5","4","1","1","NA","NA","45","NA","1","1",,"1",1,,,,,,"2","66","2","1","2","1","1","3","4","3","2","3","1","3","2","NA"
"2012","EE",11301,"2","2012","23",9770,6151,0,0,,,,,,,,,0,0,0,0,0,,14,,0,18,0,,3600,,"NA","1","NA","1","1","2","1","1","3","1","3","3","1000","1","NA","2","2","1","2","2","2","4","1","1","NA","NA","56.5","153","1","3",,"1",1,,,,,,"2","30","1","1","1","1","2","3","2","3","3","4","3","NA","3","NA"
"2012","EE",11342,"1","2012","18",3719,1779,0,0,,,,,,,,,0,0,0,0,0,,31,,0,0,0,,1940,,"NA","3","3","1","1","1","1","1","1","1","3","5","1200","2","1","2","2","2","2","1","1","3","2","1","NA","NA","102","164","1","1",,"1",1,,,,,,"1","77","1","1","1","1","1","2","3","3","2","4","4","3","3","NA"
"2012","EE",11344,"1","2012","22",4493,2765,0,0,,,,,,,,,0,0,0,197,0,,0,,0,397,1331,,0,,"3","3","3","1","1","1","1","1","1","1","1","3","1500","3","3","2","2","2","1","4","2","3","2","1","NA","NA","171","NA","1","1",,"1",1,,,,,,"1","54","1","1","1","1","1","3","2","3","4","3","3","NA","3","NA"
"2012","EE",11352,"2","2012","13",1369,1361,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8,,"NA","3","NA","2","2","1","1","1","1","1","1","3","1100","1","NA","2","2","2","NA","4","1","5","2","1","NA","NA","90.88","NA","1","1",,"1",1,,,,,,"2","40","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","EE",11353,"2","2012","28",5390,4168,0,0,,,,,,,,,0,0,0,0,0,,0,,0,986,0,,236,,"NA","3","3","1","1","1","1","1","1","1","1","3","800","3","2","2","2","2","2","3","2","2","2","1","NA","NA","301","427","1","1",,"1",1,,,,,,"2","63","2","1","1","1","2","4","3","2","2","3","3","3","3","NA"
"2012","EE",11385,"2","2012","59",3373,3363,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","6","1500","1","2","2","2","2","2","NA","1","4","2","1","NA","NA","482.25","51","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","3","4","3","3","3","4","NA","3","NA"
"2012","EE",11429,"2","2012","14",16528,14559,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,915,,1047,,"NA","3","NA","2","1","1","1","1","1","1","2","4","2000","2","NA","2","2","2","2","4","5","1","2","1","NA","NA","225","NA","1","1",,"1",1,,,,,,"2","64","2","1","2","1","1","3","3","2","2","3","3","NA","3","NA"
"2012","EE",11512,"1","2012","11",3980,3979,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","3","3","2","2","2","1","1","1","1","1","2","1000","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","51.6","NA","1","1",,"1",1,,,,,,"2","60","1","1","1","1","2","3","3","3","3","1","3","3","3","NA"
"2012","EE",11520,"2","2012","13",2735,2715,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,20,,"NA","1","3","1","2","2","1","1","1","1","3","2","500","1","NA","2","2","2","2","4","1","3","2","1","NA","NA","160","NA","1","1",,"1",1,,,,,,"2","100","2","1","1","1","1","3","4","2","3","4","2","NA","3","NA"
"2012","EE",11532,"1","2012","12",8265,5529,0,0,,,,,,,,,0,0,0,0,0,,18,,0,37,0,,2698,,"3","3","3","1","1","1","1","1","1","1","1","5","1400","3","3","2","2","2","2","4","2","3","2","1","NA","NA","272.76","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","3","3","3","4","3","3","NA","3","NA"
"2012","EE",11541,"2","2012","32",4708,3218,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1490,0,,0,,"NA","3","NA","1","1","2","1","3","2","1","2","4","5000","1","3","2","2","2","2","1","2","3","2","1","80","NA","37.9","144","1","1",,"1",1,,,,,,"2","67","1","1","1","1","1","2","4","2","NA","3","2","3","3","NA"
"2012","EE",11560,"2","2012","40",3748,3744,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,2,,2,,"NA","3","NA","1","1","1","1","1","1","1","1","6","500","1","NA","2","1","2","2","3","1","3","2","1","NA","NA","130","NA","1","1",,"1",1,,,,,,"2","29","1","1","2","1","2","3","3","3","3","4","2","NA","3","NA"
