"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010","PY031G","PL110"
"2007","EE",475071,111.406917994559,"NA","2","2007","16","1",1944,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","5","40","0","0","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","2","1","2","NA","3","2","NA","2","NA",0,0,0,8843,0,0,0,414,0,27,0,0,7491,0,0,0,0,1,47507,"1",62,"4","15.6466",1,"l-n"
"2007","EE",475072,111.406917994559,"NA","NA","2007","3","2",1941,"1","2","1","EE","2","NA","2","5","NA","1","NA","NA","3","8","NA","0","0","NA","3","2","1","2","NA","NA","NA","NA","6","6","1","6","6","5","6","6","8","6","6","6","NA","1","3","2","NA","2","NA",0,0,14,0,0,0,0,0,0,117,0,0,1438,0,0,0,0,1,47507,"1",65,"3","15.6466",1,"NA"
"2007","EE",475241,111.406917994559,"NA","2","2007","30","1",1955,"1","2","1","EE","2","NA","3","1","NA","NA","2","NA","3","7","40","12","0","NA","NA","13","1","2","NA","NA","3","16","1","1","1","6","1","1","1","1","1","1","2","6","2","2","3","2","NA","2","NA",0,0,0,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47524,"1",51,"4","15.6466",1,"f"
"2007","EE",475242,111.406917994559,"NA","1","2007","15","3",1952,"2","2","3","Other","2","NA","5","1","NA","1","2","NA","3","2","40","12","0","NA","NA","NA","1","2","2","NA","NA","17","1","2","6","1","1","1","6","1","1","6","2","1","2","2","3","2","NA","2","NA",0,0,0,2749,0,0,6186,0,0,2,0,0,0,0,0,0,0,1,47524,"1",54,"1","15.6466",1,"l-n"
"2007","EE",475501,111.406917994559,"NA","2","2007","16","3",1940,"2","4","3","EE","2","NA","3","1","NA","NA","NA","NA","3","9","50","12","0","15","NA","2","1","2","2","1","NA","19","1","1","1","1","1","3","1","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,0,0,0,0,0,0,5844,7,0,0,3964,0,20,0,0,1,47550,"1",66,"1","15.6466",1,"k"
"2007","EE",475502,111.406917994559,"NA","2","2007","12","4",1943,"1","2","3","EE","1","5","2","5","NA","2","2","NA","NA","7","NA","0","0","NA","NA","11","NA","NA","NA","NA","NA","NA","7","8","7","7","8","7","3","7","5","7","7","8","2","2","3","2","NA","2","NA",0,0,104,0,0,0,2979,0,0,73,0,0,0,0,0,0,0,1,47550,"1",63,"1","15.6466",1,"NA"
"2007","EE",475511,111.406917994559,"NA","1","2007","10","4",1954,"2","2","3","EE","2","NA","5","1","NA","1","NA","NA","3","2","40","12","0","15","NA","13","1","2","2","NA","NA","16","1","1","1","1","1","1","1","1","1","1","3","1","2","2","3","2","NA","2","NA",0,0,40,8284,0,0,7222,0,0,7,0,0,0,0,0,0,0,1,47551,"1",52,"4","15.6466",1,"l-n"
"2007","EE",475512,111.406917994559,"NA","2","2007","5","2",1969,"1","1","1","EE","1","NA","3","1","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","2","NA","1","10","22","3","6","8","6","6","8","6","6","8","6","1","6","4","1","2","2","2","2","NA",112,0,0,2064,0,0,1014,0,0,45,0,0,0,0,0,0,0,1,47551,"1",37,"4","15.6466",1,"o"
"2007","EE",475931,111.406917994559,"NA","2","2007","13","1",1965,"2","2","1","EE","2","NA","4","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","1","1","NA","1","NA","NA","22","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,4,20316,0,0,2851,0,0,0,0,0,0,0,0,0,0,1,47593,"1",41,"2","15.6466",1,"i"
"2007","EE",475932,111.406917994559,"NA","2","2007","3","2",1989,"1","1","1","EE","2","NA","2","4","NA","NA","1","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","19","7","5","8","7","8","7","8","7","8","7","8","7","3","2","2","2","NA","2","NA",0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47593,"1",17,"4","15.6466",1,"NA"
"2007","EE",475941,111.406917994559,"NA","1","2007","4","4",1982,"1","1","3","EE","2","NA","4","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","12","1","2","2","1","NA","24","1","2","1","1","1","1","1","1","1","1","1","1","4","1","3","2","NA","2","NA",0,0,50,5927,0,0,939,0,0,29,0,0,0,0,0,0,0,1,47594,"1",24,"4","15.6466",1,"f"
"2007","EE",475942,111.406917994559,"NA","2","2007","7","1",1984,"2","1","3","EE","2","NA","3","4","NA","1","2","1","3",,"NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","18","6","8","2","6","6","7","6","8","6","6","2","5","3","2","2","1","NA","2","NA",32,0,17,0,0,0,2568,0,0,109,0,0,0,0,0,1374,0,1,47594,"1",22,"1","15.6466",1,"NA"
"2007","EE",476001,111.406917994559,"NA","2","2007","6","3",1955,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","NA","11","1","2","2","NA","NA","21","1","1","1","1","1","1","5","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,76,7479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47600,"1",51,"2","15.6466",1,"b-e"
"2007","EE",476002,111.406917994559,"NA","2","2007","14","1",1956,"2","5","1","EE","2","NA","3","1","NA","1","NA","NA","3","6","40","12","0","NA","NA","4","1","2","1","NA","NA","19","1","1","3","1","1","1","1","1","NA","1","1","1","1","2","3","2","NA","2","NA",0,0,46,7722,0,0,4100,0,0,0,0,0,0,0,0,0,0,1,47600,"1",50,"1","15.6466",1,"b-e"
"2007","EE",476321,111.406917994559,"NA","2","2007","14","3",1962,"1","2","2","Other","2","NA","3","1","NA","NA","NA","NA","3","9","40","12","0","20","NA","12","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","3","1","1","1","2","2","2","2","NA","2","NA",0,0,0,8458,0,0,0,0,0,33,0,0,0,0,0,0,0,1,47632,"1",44,"1","15.6466",1,"a"
"2007","EE",476322,111.406917994559,"NA","2","2007","17","1",1930,"2","2","3","EE","2","NA","3","5","NA","NA","2","NA","3","3","NA","9","0","NA","NA","13","1","2","NA","NA","NA","18","1","6","1","8","1","6","4","1","1","6","6","6","3","2","3","2","NA","2","NA",230,0,68,0,0,0,2185,230,0,0,0,0,2743,0,0,0,0,1,47632,"1",76,"4","15.6466",1,"NA"
"2007","EE",476351,111.406917994559,"NA","2","2007","7","2",1966,"2","5","1","EE","2","NA","NA","NA","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","1","1","NA","NA","10","16","7","7","7","7","8","7","8","8","7","7","8","1","2","2","2","2","NA","2","NA",0,0,102,568,0,0,742,0,115,101,0,0,0,0,0,108,0,1,47635,"1",40,"1","15.6466",1,"NA"
"2007","EE",476352,111.406917994559,"NA","2","2007","18","2",1990,"1",,"1",,"2","NA",,,"NA","1","2","1","NA",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","21","8","7","3","8","7","8","7","7","8","8","5","7","2","2","3","2","NA","2","1",1640,0,78,0,0,0,1849,0,0,0,0,0,0,0,0,0,0,1,47635,"1",16,"1","15.6466",1,
"2007","EE",476361,111.406917994559,"NA","1","2007","5","2",1981,"2","1","1","EE","2","NA","5","1","NA","1","NA","NA","3","2","NA","12","0","NA","NA","2","1","2","2","NA","NA","16","1","9","5","1","6","1","1","1","6","1","6","1","4","1","2","2","NA","NA","1",0,0,0,4133,157,0,2758,0,0,10,0,0,0,0,0,0,0,1,47636,"1",25,"1","15.6466",1,"k"
"2007","EE",476362,111.406917994559,"NA","2","2007","15","4",1979,"1","1","2","EE","2","NA","3","1","NA","NA","NA","NA","3","3","40","12","0","NA","NA","NA","1","2","2","NA","NA","18","1","1","1","1","1","1","1","3","1","1","1","1","1","NA","3","2","NA","2","NA",0,383,53,5292,0,0,1069,0,0,66,0,0,0,0,0,13109,0,1,47636,"1",27,"1","15.6466",1,"k"
"2007","EE",476431,111.406917994559,"NA","2","2007","10","4",1978,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","7","40","12","0","NA","NA","13","1","NA","2","NA","NA","16","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","1","NA","2","NA",192,0,3,13066,67,0,6129,0,0,0,0,0,0,0,0,0,0,1,47643,"1",28,"4","15.6466",1,"g"
"2007","EE",476432,111.406917994559,"NA","1","2007","21","2",1975,"1","1","1","EE","2","NA","3","3","NA","1","2","NA","NA","0 - 1","NA","0","0","NA","NA","11","1","2","NA","NA","NA","NA","7","NA","7","5","8","2","7","7","7","2","7","8","1","2","2","2","NA","2","NA",1470,0,0,0,0,0,1190,0,0,8,0,0,0,0,0,0,0,1,47643,"1",31,"4","15.6466",1,"NA"
"2007","EE",476601,111.406917994559,"NA","2","2007","23","2",1973,"1","1","1","EE","2","NA","5","8","NA","1","2","NA","3","3","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","23","6","1","6","8","6","6","6","6","6","6","6","6","4","2","1","2","NA","1","NA",0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,1,47660,"1",33,"4","15.6466",1,"NA"
"2007","EE",476602,111.406917994559,"NA","2","2007","7","1",1978,"2","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","13","1","1","2","NA","NA","19","7","1","1","1","1","3","1","1","1","3","1","1","3","2","3","2","NA","2","NA",0,0,6,9675,0,0,1960,0,0,0,0,0,0,0,144,0,0,1,47660,"1",28,"1","15.6466",1,"i"
"2007","EE",476631,111.406917994559,"NA","1","2007","4","3",1954,"1","2","3","EE","2","5","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","4","13","1","2","2","NA","NA","17","1","1","1","1","1","1","1","1","1","1","2","1","2","1","2","2","NA","2","NA",0,383,0,11007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47663,"1",52,"NA","15.6466",1,"f"
"2007","EE",476632,111.406917994559,"NA","1","2007","26","4",1947,"2","2","1","EE","2","NA","4","5","NA","1","2","NA","3","3","40","0","0","NA","NA","11","2","2","1","NA","NA","18","6","6","6","6","6","6","1","8","6","8","8","1","2","1","2","2","NA","2","NA",0,0,340,0,0,0,1887,0,0,8,0,0,1691,0,0,0,0,1,47663,"1",59,"4","15.6466",1,"NA"
"2007","EE",476931,111.406917994559,"NA","2","2007","7","1",1965,"2","5","3","EE","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","NA","13","1","2","2","1","NA","17","6","6","1","1","6","6","6","2","1","6","1","1","2","2","3","2","NA","2","6",0,0,0,3394,0,0,0,0,0,6,0,0,0,0,0,0,0,1,47693,"1",41,"4","15.6466",1,"i"
"2007","EE",476932,111.406917994559,"NA","2","2007","22","4",1986,"1","1","1","EE","1","NA","3","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","13","1","2","NA","NA","NA","23","5","7","7","7","7","5","7","7","7","1","8","7","2","2","3","2","NA","2","NA",0,0,36,0,0,0,1248,0,0,1,0,0,0,0,0,0,1126,1,47693,"1",20,"1","15.6466",1,"NA"
"2007","EE",477331,111.406917994559,"NA","1","2007","9","2",1965,"1","5","2","Other","2","NA","5","1","NA","NA","NA","NA","3","7","42","12","0","10","NA","11","1","2","2","NA","NA","20","1","3","1","1","1","1","1","1","1","1","1","1","2","2","3","1","NA","2","NA",0,0,119,11221,0,0,2809,0,11,29,0,0,0,0,263,0,0,1,47733,"1",41,"1","15.6466",1,"i"
"2007","EE",477332,111.406917994559,"NA","NA","2007","12","2",1940,"2","2","1","EE","2","NA","2","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","2","1","1","1","NA","NA","16","6","6","3","6","7","6","6","1","3","6","6","8","2","2","3","2","1","1","NA",0,0,170,0,0,0,0,0,0,0,0,0,2122,0,0,0,0,1,47733,"1",66,"1","15.6466",1,"NA"
"2007","EE",477901,111.406917994559,"NA","2","2007","23","2",1942,"2","4","3","EE","2","NA","2","5","NA","1","2","NA","3","8","40","0","0","NA","NA","13","1","2","NA","NA","NA","19","8","6","6","6","6","6","8","6","6","6","6","6","4","2","2","2","4","2","NA",0,0,0,0,0,0,759,0,0,46,0,0,2515,0,0,0,0,1,47790,"1",64,"4","15.6466",1,"NA"
"2007","EE",477902,111.406917994559,"NA","2","2007","6","1",1942,"1","2","3","EE","2","NA","2","5","NA","1","2","NA","3","6","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","18","6","6","6","6","8","6","6","6","6","8","8","1","3","1","2","2","NA","1","NA",0,0,82,0,0,0,0,0,0,0,0,0,2421,0,0,0,0,1,47790,"1",64,"1","15.6466",1,"NA"
"2007","EE",478141,111.406917994559,"NA","1","2007","17","1",1939,"2","5","1","Other","2","NA","2","5","NA","1","2","1","3","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","18","6","6","6","6","6","1","6","6","6","8","6","6","3","1","2","1","NA","2","NA",0,0,107,0,0,0,0,0,0,56,0,0,2519,0,0,0,0,1,47814,"1",67,"3","15.6466",1,"NA"
"2007","EE",478142,111.406917994559,"NA","1","2007","20","1",1937,"1","5","2","Other","NA","5","5","5","NA","1","2","NA","3","3","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","16","1","6","7","6","6","6","6","6","6","6","6","3","4","1","1","2","NA","1","NA",0,0,68,0,0,0,1637,0,0,16,0,0,2313,0,0,0,0,1,47814,"1",69,"4","15.6466",1,"NA"
"2007","EE",478561,111.406917994559,"NA","2","2007","9","3",1927,"1","2","3","EE","2","NA","5","5","NA","NA","1","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","2","2","NA","NA","19","6","5","6","6","6","6","6","8","6","6","6","6","3","1","3","2","NA","1","1",0,0,46,0,0,0,1736,0,0,5,0,0,2330,0,0,0,0,1,47856,"1",79,"3","15.6466",1,"NA"
"2007","EE",478562,111.406917994559,"NA","1","2007","7","3",1931,"2","4","1","EE","2","NA","3","5","NA","1","2","NA","3","5","40","0","0","NA","NA","NA","1","NA","NA","NA","NA","20","6","6","1","6","6","1","6","3","6","6","1","1","4","1","2","2","NA","2","NA",0,0,10,0,0,0,835,0,0,0,0,0,2330,0,0,0,0,1,47856,"1",75,"4","15.6466",1,"NA"
"2007","EE",478671,111.406917994559,"NA","2","2007","13","3",1968,"1","2","3","EE","1","NA","2","1","NA","NA","NA","NA","3","8","40","12","0","20","NA","13","1","1","2","1","NA","21","1","1","1","NA","2","1","3","1","1","1","3","1","2","1","3","2","NA","2","NA",0,0,0,7719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47867,"1",38,"1","15.6466",1,"i"
"2007","EE",478672,111.406917994559,"NA","2","2007","37","1",1938,"2","2","3","EE","2","NA","5","5","NA","NA","NA","NA","3","2","40","12","0","NA","NA","11","1","2","2","NA","NA","22","1","1","1","NA","1","1","1","1","1","1","5","1","3","2","3","2","NA","1","NA",0,0,46,0,0,0,5185,0,0,3,0,0,4454,0,0,0,0,1,47867,"1",68,"2","15.6466",1,"NA"
"2007","EE",478931,111.406917994559,"NA","2","2007","7","3",1947,"1","2","3","EE","1","5","3","1","NA","NA","NA","NA","3","8","42","12","0","NA","NA","10","NA","2","2","NA","NA","23","1","1","1","1","1","1","1","1","2","1","1","1","2","2","3","2","NA","2","NA",0,0,6,12894,0,0,848,0,0,8,0,0,0,0,0,0,0,1,47893,"1",59,"1","15.6466",1,"b-e"
"2007","EE",478932,111.406917994559,"NA","2","2007","4","4",1950,"2","2","2","EE","2","5","4","1","NA","NA","2","NA","3","9","40","12","0","NA","NA","NA","NA","2","NA","NA","NA","17","1","1","1","1","1","1","1","1","1","1","2","1","2","2","3","2","NA","2","NA",0,0,0,5812,0,0,0,0,0,43,0,0,0,0,581,0,0,1,47893,"1",56,"1","15.6466",1,"k"
"2007","EE",478991,111.406917994559,"NA","1","2007","11","2",1926,"1","2","3","EE","2","NA","5","5","NA","NA","2","NA","NA","0 - 1","40","0","0","NA","NA","NA","1","2","NA","1","NA","25","6","8","6","8","6","6","6","6","6","6","6","6","2","2","1","2","8","1","NA",383,0,7,0,0,0,337,153,0,0,0,0,1876,0,0,0,0,1,47899,"1",80,"3","15.6466",1,"NA"
"2007","EE",478992,111.406917994559,"NA","2","2007","17","2",1926,"2","4","2","EE","2","NA","1","5","NA","1","2","NA","3","7","25","0","0","NA","NA","NA","1","2","NA","NA","NA","18","8","6","6","8","6","NA","5","1","8","8","6","6","3","1","1","1","2","2","1",0,0,0,0,0,0,1571,0,0,2,0,0,2301,0,0,0,0,1,47899,"1",80,"1","15.6466",1,"NA"
"2007","EE",479221,111.406917994559,"NA","2","2007","15","4",1952,"2","2","3","EE","2","5","5","1","NA","NA","NA","NA","3","2","40","7","0","NA","NA","1","1","2","2","1","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","5","2","3","2","NA","2","NA",0,0,2,4668,0,0,0,0,0,21,0,0,0,0,0,0,0,1,47922,"1",54,"1","15.6466",1,"k"
"2007","EE",479222,111.406917994559,"NA","2","2007","11","1",1983,"2","1","1","EE","2","3","3","4","NA","NA","2","NA","3",,"NA","0","0","NA","NA","10","NA","NA","NA","NA","NA","19","7","5","8","8","7","1","7","8","7","7","3","8","1","2","2","1","1","2","NA",0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,209,1,47922,"1",23,"3","15.6466",1,"NA"
"2007","EE",479721,111.406917994559,"NA","2","2007","5","4",1954,"2","5","1","EE","2","NA","3","1","NA","NA","NA","NA","3","5","NA","12","0","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","2","1","1","6","6","1","1","1","3","1","1","2","3","2","1",0,0,21,1569,0,0,2568,0,0,0,0,0,0,0,0,1295,0,1,47972,"1",52,"1","15.6466",1,"i"
"2007","EE",479722,111.406917994559,"NA","2","2007","7","3",1979,"2","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","4","40","5","0","NA","NA","11","1","2","2","NA","NA","19","1","1","1","1","1","3","1","1","1","1","1","1","3","1","3","2","2","2","NA",0,0,52,8517,0,0,216,0,0,31,0,503,0,0,0,0,0,1,47972,"1",27,"1","15.6466",1,"b-e"
"2007","EE",479851,111.406917994559,"NA","2","2007","14","3",1932,"1","2","2","EE","2","NA","2","1","NA","NA","NA","NA","3","7","20","12","0","NA","NA","11","1","2","1","NA","NA","22","1","1","1","NA","1","1","1","1","3","1","1","1","3","2","2","2","NA","2","NA",0,192,23,8193,0,0,0,575,0,0,0,0,0,0,0,0,0,1,47985,"1",74,"1","15.6466",1,"b-e"
"2007","EE",479852,111.406917994559,"NA","1","2007","11","1",1934,"2","4","1","Other","2","NA","3","5","NA","1","2","NA","3","7","NA","0","0","NA","NA","NA","1","2","1","1","NA","17","6","1","6","6","6","6","8","8","2","6","6","6","4","2","2","2","NA","1","NA",0,0,0,0,0,0,686,0,0,0,0,0,2386,0,0,0,0,1,47985,"1",72,"4","15.6466",1,"NA"
"2007","EE",479891,111.406917994559,"NA","2","2007","8","4",1947,"2","4","2","Other","2","NA","3","1","NA","1","NA","NA","3","5","40","8","5","NA","NA","11","1","2","2","NA","7","20","8","1","1","6","1","1","6","1","6","6","1","2","4","1","3","2","NA","1","1",0,0,0,0,0,0,990,0,4253,0,0,0,0,0,0,0,0,1,47989,"1",59,"3","15.6466",1,"g"
"2007","EE",479892,111.406917994559,"NA","1","2007","16","2",1946,"1","5","1","EE","2","NA","3","1","NA","1","2","NA","3","5","NA","7","0","NA","NA","NA","1","NA","NA","NA","NA","18","6","6","2","6","7","6","6","6","NA","6","1","8","2","2","2","2","NA","2","NA",77,0,195,0,0,0,0,0,-1867,12,0,0,0,0,0,0,0,1,47989,"1",60,"1","15.6466",1,"g"
"2007","EE",480211,111.406917994559,"NA","1","2007","12","2",1957,"1","5","3","EE","2","5","2","3","NA","2","1","NA","3","9","NA","0","0","NA","NA","NA","1","NA","NA","NA","10","16","3","5","1","3","7","7","8","3","8","7","8","8","2","1","2","2","NA","2","NA",0,0,31,35,0,0,4057,0,0,0,0,37,0,0,0,0,0,1,48021,"1",49,"1","15.6466",1,"NA"
"2007","EE",480212,111.406917994559,"NA","2","2007","9","3",1982,"2","1","1","EE","1","4","4","1","NA","NA","1","NA","3","5","20","1","0","NA","NA","NA","NA","NA","2","NA","11","NA","7","8","5","8","7","8","7","5","8","7","7","5","3","2","3","2","NA","2","NA",0,0,2,0,0,0,7335,0,0,0,0,0,0,0,0,0,0,1,48021,"1",24,"3","15.6466",1,"l-n"
"2007","EE",480371,111.406917994559,"NA","2","2007","18","3",1947,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","NA","13","1","2","2","1","2","18","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","2","NA","2","NA",0,485,0,5494,0,0,3249,0,0,0,0,0,0,0,0,0,0,1,48037,"1",59,"1","15.6466",1,"l-n"
"2007","EE",480372,111.406917994559,"NA","2","2007","16","1",1945,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","3","40","12","0","NA","NA","5","1","2","NA","NA","NA","21","6","1","1","1","1","6","6","2","6","1","1","1","2","2","3","2","NA","2","NA",0,0,4,3409,107,0,0,0,0,17,0,0,776,0,0,0,0,1,48037,"1",61,"1","15.6466",1,"l-n"
"2007","EE",480471,111.406917994559,"NA","2","2007","10","3",1936,"1","1","1","EE","2","NA","2","5","NA","1","2","NA","3","0 - 1","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","NA","6","6","1","6","8","5","6","1","6","6","6","6","2","1","3","2","NA","2","1",0,230,0,0,0,0,0,83,0,217,0,0,2191,0,0,0,0,1,48047,"1",70,"4","15.6466",1,"NA"
"2007","EE",480472,111.406917994559,"NA","2","2007","27","2",1937,"2","4","3","Other","2","NA","0","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","1","2","NA","NA","4","16","6","5","6","8","6","6","6","6","6","6","8","6","4","1","2","1","NA","1","1",0,0,69,0,0,0,1557,0,0,0,0,0,2014,0,0,0,0,1,48047,"1",69,"1","15.6466",1,"NA"
"2007","EE",480541,111.406917994559,"NA","1","2007","8","2",1943,"1","2","3","EE","2","NA","2","5","NA","NA","2","NA","3","7","NA","12","0","NA","NA","NA","1","2","NA","NA","NA","16","6","1","7","8","6","6","3","1","3","2","8","2","2","1","2","2","NA","2","1",0,0,229,824,0,0,0,383,0,31,0,329,1208,0,0,0,0,1,48054,"1",63,"3","15.6466",1,"NA"
"2007","EE",480542,111.406917994559,"NA","1","2007","19","3",1944,"2","4","3","EE","2","NA","3","1","NA","1","NA","NA","3","3","42","5","0","NA","NA","NA","1","2","2","NA","3","20","6","6","1","1","1","1","1","1","1","2","6","1","3","2","3","2","NA","1","NA",0,196,157,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48054,"1",62,"4","15.6466",1,"l-n"
"2007","EE",480551,111.406917994559,"NA","3","2007","17","4",1952,"1","2","3","EE","2","NA","4","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","13","1","NA","2","NA","NA","20","1","1","1","1","1","1","1","3","1","1","1","1","2","NA","3","2","NA","2","NA",0,0,73,8574,401,0,1123,0,0,0,0,0,0,0,0,0,0,1,48055,"1",54,"1","15.6466",1,"g"
"2007","EE",480552,111.406917994559,"NA","2","2007","7","3",1953,"2","4","1","EE","2","NA","3","1","NA","NA","2","NA","3","8","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","16","6","6","6","2","2","6","5","6","6","1","6","1","4","2","1","2","4","2","NA",0,0,3,2521,0,0,1788,0,0,0,0,0,0,0,0,0,0,1,48055,"1",53,"1","15.6466",1,"b-e"
"2007","EE",480851,111.406917994559,"NA","2","2007","12","3",1926,"1","4","3","EE","2","NA","5","5","NA","NA","2","NA","NA","3","40","11","0","NA","NA","NA","NA","2","1","NA","10","17","1","1","1","6","6","1","1","6","1","1","1","6","2","1","3","1","NA","2","NA",0,0,0,0,0,0,1887,0,0,1,0,0,3023,0,0,0,0,1,48085,"1",80,"4","15.6466",1,"NA"
"2007","EE",480852,111.406917994559,"NA","2","2007","2","1",1928,"2","4","1","EE","2","NA","5","5","NA","1","NA","NA","3","2","NA","0","0","NA","NA","NA","1","2","NA","NA","NA","19","6","6","7","6","6","6","1","8","6","6","6","6","2","1","2","2","NA","2","NA",0,0,2,0,0,0,0,0,17,0,0,0,2346,0,0,0,0,1,48085,"1",78,"3","15.6466",1,"NA"
"2007","EE",481021,111.406917994559,"NA","2","2007","6","1",1981,"1","1","3","EE","2","3","2","3","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","7","8","7","7","7","5","7","8","7","7","5","2","1","1","2","NA","2","1",0,352,7,0,0,0,1265,0,0,0,0,0,0,0,0,0,0,1,48102,"1",25,"1","15.6466",1,"NA"
"2007","EE",481022,111.406917994559,"NA","1","2007","17","3",1979,"2","2","3","Other","2","NA","5","1","NA","NA","NA","NA","3","3","20","12","0","NA","NA","NA","1","2","2","NA","2","16","1","1","1","1","1","3","1","1","1","1","1","1","2","1","2","2","NA","2","NA",0,0,0,4720,1559,0,0,0,0,0,0,0,0,0,0,0,0,1,48102,"1",27,"1","15.6466",1,"l-n"
"2007","EE",481121,111.406917994559,"NA","2","2007","12","1",1954,"1","1","1","Other","2","2","3","3","NA","1","2","NA","NA","7","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","7","5","8","7","8","7","5","7","NA","8","5","7","3","2","3","2","NA","2","NA",0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48112,"1",52,"1","15.6466",1,"NA"
"2007","EE",481122,111.406917994559,"NA","1","2007","11","2",1953,"2","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","6","0","NA","NA","13","1","2","2","NA","NA","17","6","1","2","1","6","6","6","1","1","1","1","1","3","2","1","2","NA","1","NA",0,0,0,2776,0,0,0,476,217,82,0,0,0,0,0,0,0,1,48112,"1",53,"1","15.6466",1,"b-e"
"2007","EE",481141,111.406917994559,"NA","1","2007","20","4",1968,"1","1","3","EE","2","NA","4","1","NA","NA","NA","NA","3","7","41","12","0","20","NA","12","1","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","4","2","2","2","NA","2","NA",0,0,34,5563,0,0,0,0,0,139,0,0,0,0,0,0,0,1,48114,"1",38,"1","15.6466",1,"f"
"2007","EE",481142,111.406917994559,"NA","2","2007","12","2",1959,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","NA","12","0","NA","NA","13","1","2","2","3","NA","21","1","2","1","1","1","1","1","1","1","1","1","1","3","1","3","2","NA","2","NA",0,0,15,6951,176,0,1478,0,0,0,0,0,0,0,0,0,0,1,48114,"1",47,"2","15.6466",1,"l-n"
"2007","EE",481641,111.406917994559,"NA","1","2007","15","2",1957,"2","2","1","EE","1","NA","3","1","NA","NA","NA","NA","3","0 - 1","25","12","5","NA","NA","11","1","2","2","NA","3","22","1","1","1","1","1","1","1","1","1","1","1","6","2","2","2","2","NA","2","NA",0,0,4,6638,0,0,1915,0,0,2,0,0,0,0,0,0,0,1,48164,"1",49,"3","15.6466",1,"f"
