an_sondaj,tara,id_gospodarie,venit_total,venit_munca,numar_membri,marime_echivalenta,numar_camere,grad_urbanizare
2013,EE,29392,3113,3034.0,3.0,1.0,2,4.0
2013,EE,29401,3381,3460.0,5.0,1.0,1,1.0
2013,EE,29452,3841,3478.0,3.0,1.0,1,4.0
2013,EE,29460,12567,10289.0,6.0,1.0,1,4.0
2013,EE,29529,2821,2828.0,3.0,1.0,2,4.0
2013,EE,29558,2653,2540.0,5.0,1.0,1,4.0
2013,EE,29574,3705,3679.0,3.0,1.0,2,4.0
2013,EE,29583,9369,8577.0,6.0,1.0,1,4.0
2013,EE,29596,7072,5336.0,6.0,1.0,2,4.0
2013,EE,29607,0,-2799.0,6.0,1.0,2,2.0
2013,EE,29656,3818,3812.0,4.0,1.0,2,4.0
2013,EE,29673,33913,32412.0,2.0,1.0,1,1.0
2013,EE,29675,4105,4101.0,2.0,1.0,2,2.0
2013,EE,29716,9773,7189.0,5.0,1.0,1,1.0
2013,EE,29724,4715,4135.0,6.0,1.0,1,4.0
2013,EE,29752,3289,3287.0,3.0,1.0,1,4.0
2013,EE,29757,5876,4846.0,2.0,1.0,1,2.0
2013,EE,29766,3731,1683.0,4.0,1.0,2,1.0
2013,EE,29789,6115,3046.0,3.0,1.0,1,4.0
2013,EE,29799,3994,3972.0,4.0,1.0,1,4.0
2013,EE,29804,7555,6188.0,4.0,1.0,1,4.0
2013,EE,29808,3988,3945.0,2.0,1.0,2,1.0
2013,EE,29830,4013,4002.0,4.0,1.0,1,4.0
2013,EE,29857,3406,3403.0,2.0,1.0,2,1.0
2013,EE,29885,2306,2284.0,3.0,1.0,1,1.0
2013,EE,29886,2924,413.0,1.0,1.0,2,1.0
2013,EE,29961,6815,3519.0,3.0,1.0,2,4.0
2013,EE,30017,3303,3295.0,2.0,1.0,2,4.0
2013,EE,30019,3545,1812.0,2.0,1.0,1,4.0
2013,EE,30028,4087,4080.0,4.0,1.0,2,4.0
2013,EE,30053,7908,6595.0,4.0,1.0,1,1.0
2013,EE,30077,4694,4630.0,4.0,1.0,1,4.0
2013,EE,30090,5849,5848.0,3.0,1.0,2,1.0
2013,EE,30094,16262,9140.0,4.0,1.0,1,4.0
2013,EE,30179,3800,3772.0,2.0,1.0,1,3.0
2013,EE,30200,16620,13202.0,6.0,1.0,1,4.0
2013,EE,30213,3291,-6061.0,3.0,1.0,1,4.0
2013,EE,30233,3722,3507.0,4.0,1.0,2,1.0
2013,EE,30241,14696,13133.0,3.0,1.0,1,1.0
2013,EE,30249,10095,7645.0,3.0,1.0,1,4.0
2013,EE,30265,2157,1995.0,4.0,1.0,2,1.0
2013,EE,30291,1866,1842.0,6.0,1.0,1,4.0
2013,EE,30312,3728,2734.0,3.0,1.0,2,1.0
2013,EE,30314,3636,3051.0,2.0,1.0,1,4.0
2013,EE,30320,4006,3968.0,3.0,1.0,2,1.0
2013,EE,30336,8662,4323.0,3.0,1.0,2,4.0
2013,EE,30398,8379,8315.0,3.0,1.0,1,3.0
2013,EE,30401,5264,3658.0,4.0,1.0,1,1.0
2013,EE,30421,6129,6019.0,6.0,1.0,1,1.0
2013,EE,30450,6416,5385.0,6.0,1.0,1,4.0
2013,EE,30467,7541,6595.0,3.0,1.0,1,4.0
2013,EE,30515,3805,3797.0,3.0,1.0,2,3.0
2013,EE,30526,6249,6240.0,2.0,1.0,2,4.0
2013,EE,30539,6165,4473.0,2.0,1.0,2,4.0
2013,EE,30606,3278,3249.0,6.0,1.0,1,4.0
2013,EE,30615,5166,4514.0,2.0,1.0,1,1.0
2013,EE,30624,5773,5341.0,3.0,1.0,1,1.0
2013,EE,30634,4973,4973.0,4.0,1.0,1,4.0
2013,EE,30660,77685,75239.0,3.0,1.0,2,1.0
2013,EE,30664,2675,2672.0,3.0,1.0,2,1.0
2013,EE,30668,10249,10231.0,6.0,1.0,1,4.0
2013,EE,30670,12508,10722.0,2.0,1.0,1,4.0
2013,EE,30708,1203,1197.0,4.0,1.0,1,3.0
2013,EE,30716,6338,6328.0,4.0,1.0,1,4.0
2013,EE,30723,3517,3482.0,4.0,1.0,2,4.0
2013,EE,30732,4125,2966.0,5.0,1.0,1,3.0
2013,EE,30745,13389,12404.0,2.0,1.0,1,3.0
2013,EE,30777,5954,5942.0,3.0,1.0,1,4.0
2013,EE,30782,2173,2646.0,2.0,1.0,1,4.0
2013,EE,30806,2784,2775.0,3.0,1.0,1,4.0
2013,EE,30816,7032,4491.0,2.0,1.0,2,4.0
2013,EE,30849,5159,5085.0,6.0,1.0,1,1.0
2013,EE,30852,9155,3293.0,2.0,1.0,2,4.0
2013,EE,30853,14960,14290.0,4.0,1.0,1,4.0
2013,EE,30878,12163,6860.0,6.0,1.0,1,4.0
2013,EE,30911,10458,6478.0,4.0,1.0,1,3.0
2013,EE,30917,3495,2414.0,3.0,1.0,2,3.0
2013,EE,30922,0,0.0,6.0,1.0,1,4.0
2013,EE,30947,35200,42319.0,4.0,1.0,1,4.0
2013,EE,30967,1813,84.0,5.0,1.0,1,4.0
2013,EE,30977,5476,4395.0,5.0,1.0,1,4.0
2013,EE,31028,2619,2618.0,2.0,1.0,2,4.0
2013,EE,31033,3670,3669.0,3.0,1.0,1,3.0
2013,EE,31043,3709,3696.0,6.0,1.0,2,4.0
2013,EE,31071,3693,3647.0,4.0,1.0,1,4.0
2013,EE,31102,8259,6184.0,4.0,1.0,1,1.0
2013,EE,31139,3922,-1194.0,4.0,1.0,1,1.0
2013,EE,31155,7414,-3394.0,6.0,1.0,2,4.0
2013,EE,31161,5836,5834.0,1.0,1.0,2,4.0
2013,EE,31162,2410,-2108.0,4.0,1.0,1,4.0
2013,EE,31168,8201,6514.0,3.0,1.0,2,4.0
2013,EE,31176,4592,4589.0,5.0,1.0,2,1.0
2013,EE,31186,3869,3772.0,6.0,1.0,1,3.0
2013,EE,31226,21790,20633.0,3.0,1.0,1,1.0
2013,EE,31235,7137,5106.0,2.0,1.0,1,3.0
2013,EE,31313,3837,3828.0,3.0,1.0,2,4.0
2013,EE,31326,12907,11095.0,5.0,1.0,1,2.0
2013,EE,31347,8439,7143.0,6.0,1.0,1,4.0
2013,EE,31369,3731,3722.0,2.0,1.0,2,3.0
2013,EE,31478,6367,4753.0,4.0,1.0,1,1.0
2013,EE,31510,12733,12340.0,5.0,1.0,1,1.0
2013,EE,31511,3806,3800.0,4.0,1.0,2,4.0
2013,EE,31605,1723,-982.0,2.0,1.0,2,1.0
2013,EE,31620,7699,5266.0,2.0,1.0,1,2.0
2013,EE,31625,9368,4399.0,4.0,1.0,2,1.0
2013,EE,31636,1965,1950.0,2.0,1.0,2,4.0
2013,EE,31657,6031,6025.0,2.0,1.0,2,1.0
2013,EE,31669,3249,3233.0,3.0,1.0,2,4.0
2013,EE,31672,3319,3307.0,2.0,1.0,2,1.0
2013,EE,31688,4939,4935.0,2.0,1.0,1,1.0
2013,EE,31718,2336,2330.0,3.0,1.0,2,4.0
2013,EE,31724,31726,32560.0,6.0,1.0,2,2.0
2013,EE,31726,5722,5693.0,3.0,1.0,2,1.0
2013,EE,31733,4315,-10664.0,4.0,1.0,1,4.0
2013,EE,31737,3714,461.0,2.0,1.0,1,4.0
2013,EE,31771,2306,2303.0,5.0,1.0,1,1.0
2013,EE,31773,7029,4114.0,4.0,1.0,1,2.0
2013,EE,31799,2199,2183.0,3.0,1.0,2,1.0
2013,EE,31837,4217,4167.0,4.0,1.0,2,4.0
2013,EE,31863,5098,5092.0,3.0,1.0,1,1.0
2013,EE,31884,3404,3401.0,1.0,1.0,1,4.0
2013,EE,31893,9326,9150.0,3.0,1.0,1,1.0
2013,EE,31904,3283,3271.0,2.0,1.0,1,1.0
2013,EE,31907,45627,42601.0,4.0,1.0,2,3.0
2013,EE,31910,2842,2750.0,2.0,1.0,2,4.0
2013,EE,31929,3910,3899.0,2.0,1.0,2,4.0
2013,EE,31934,2,-8.0,4.0,1.0,1,4.0
2013,EE,31938,13277,11418.0,2.0,1.0,1,4.0
2013,EE,31953,6377,4486.0,2.0,1.0,1,4.0
2013,EE,32031,40188,39178.0,4.0,1.0,1,4.0
2013,EE,32047,8839,8829.0,5.0,1.0,1,2.0
2013,EE,32068,124,-850.0,3.0,1.0,2,4.0
2013,EE,32078,15972,7315.0,3.0,1.0,1,4.0
2013,EE,32113,3414,2523.0,4.0,1.0,1,2.0
2013,EE,32134,3910,3877.0,6.0,1.0,1,1.0
2013,EE,32137,2510,2125.0,2.0,1.0,1,1.0
2013,EE,32138,8940,8130.0,3.0,1.0,1,3.0
2013,EE,32149,4280,4144.0,4.0,1.0,2,4.0
2013,EE,32176,31622,29262.0,2.0,1.0,1,1.0
2013,EE,32191,3542,2035.0,3.0,1.0,2,4.0
2013,EE,32220,8312,8190.0,3.0,1.0,2,1.0
2013,EE,32229,8666,823.0,6.0,1.0,1,1.0
2013,EE,32241,12445,12429.0,2.0,1.0,2,4.0
2013,EE,32250,0,-7109.0,3.0,1.0,1,3.0
2013,EE,32314,3857,3760.0,4.0,1.0,1,4.0
2013,EE,32331,3548,3544.0,3.0,1.0,1,4.0
2013,EE,32366,16310,12127.0,3.0,1.0,1,2.0
2013,EE,32370,19428,13171.0,3.0,1.0,2,4.0
2013,EE,32373,3389,3376.0,2.0,1.0,1,4.0
2013,EE,32375,10639,9112.0,6.0,1.0,2,4.0
2013,EE,32376,5997,5992.0,3.0,1.0,1,4.0
2013,EE,32383,5340,4682.0,4.0,1.0,2,2.0
2013,EE,32387,4142,4132.0,3.0,1.0,1,4.0
2013,EE,32394,14680,6182.0,2.0,1.0,1,1.0
2013,EE,32408,3807,3139.0,4.0,1.0,1,3.0
2013,EE,32420,0,-10.0,2.0,1.0,1,1.0
2013,EE,32430,2766,2757.0,4.0,1.0,2,4.0
2013,EE,32444,2948,2934.0,2.0,1.0,1,4.0
2013,EE,32482,17377,15681.0,4.0,1.0,1,4.0
2013,EE,32487,5459,5345.0,4.0,1.0,2,3.0
2013,EE,32523,333,325.0,2.0,1.0,1,1.0
2013,EE,32547,4926,4826.0,5.0,1.0,1,4.0
2013,EE,32561,4999,6629.0,2.0,1.0,1,4.0
2013,EE,32569,3622,3594.0,3.0,1.0,2,4.0
2013,EE,32580,7628,7008.0,2.0,1.0,1,4.0
2013,EE,32591,5551,-1259.0,2.0,1.0,1,1.0
2013,EE,32606,1668,1665.0,3.0,1.0,1,1.0
2013,EE,32638,14545,12420.0,6.0,1.0,1,1.0
2013,EE,32699,97839,97805.0,2.0,1.0,1,4.0
2013,EE,32777,4214,1939.0,6.0,1.0,1,1.0
2013,EE,32802,9391,8570.0,6.0,1.0,1,4.0
2013,EE,32806,7104,4773.0,3.0,1.0,1,4.0
2013,EE,32827,8260,7863.0,3.0,1.0,1,1.0
2013,EE,32877,3987,3972.0,5.0,1.0,2,4.0
2013,EE,32880,6923,6912.0,2.0,1.0,1,2.0
2013,EE,32881,6429,6340.0,3.0,1.0,2,4.0
2013,EE,32886,4065,4075.0,6.0,1.0,1,1.0
2013,EE,32892,0,-107.0,4.0,1.0,1,4.0
2013,EE,32903,387,384.0,6.0,1.0,1,4.0
2013,EE,32923,5081,5072.0,3.0,1.0,2,1.0
2013,EE,32947,4342,768.0,6.0,1.0,1,1.0
2013,EE,32954,5397,2239.0,4.0,1.0,1,2.0
2013,EE,32958,6198,6141.0,3.0,1.0,1,1.0
2013,EE,32963,2930,2810.0,3.0,1.0,2,4.0
2013,EE,33007,4529,4450.0,2.0,1.0,1,1.0
2013,EE,33010,6148,5325.0,2.0,1.0,1,4.0
2013,EE,33023,37007,33410.0,2.0,1.0,1,4.0
2013,EE,33056,4235,4219.0,4.0,1.0,1,1.0
2013,EE,33065,2435,2403.0,5.0,1.0,1,4.0
2013,EE,33072,3496,3493.0,2.0,1.0,1,4.0
2013,EE,33084,3439,3438.0,2.0,1.0,2,4.0
2013,EE,33100,30200,27595.0,3.0,1.0,1,1.0
2013,EE,33131,4036,4006.0,3.0,1.0,2,4.0
2013,EE,33135,4992,4998.0,2.0,1.0,1,2.0
2013,EE,33155,2686,2671.0,4.0,1.0,1,1.0
2013,EE,33181,17923,15034.0,6.0,1.0,1,2.0
2013,EE,33204,5800,5672.0,5.0,1.0,1,1.0
2013,EE,33205,3959,3919.0,5.0,1.0,2,4.0
2013,EE,33221,4666,4516.0,4.0,1.0,1,4.0
2013,EE,33270,868,-3854.0,2.0,1.0,2,4.0
2013,EE,33272,30415,26887.0,3.0,1.0,1,4.0
2013,EE,33284,4039,4028.0,4.0,1.0,1,2.0
2013,EE,33342,1902,1901.0,2.0,1.0,2,3.0
2013,EE,33367,3963,3953.0,2.0,1.0,2,4.0
2013,EE,33369,10840,8335.0,3.0,1.0,2,2.0
2013,EE,33373,3969,3958.0,3.0,1.0,1,4.0
2013,EE,33401,15131,15118.0,4.0,1.0,1,3.0
2013,EE,33454,27562,24570.0,6.0,1.0,1,4.0
2013,EE,33464,783,771.0,4.0,1.0,1,3.0
2013,EE,33496,9264,7584.0,2.0,1.0,1,2.0
2013,EE,33512,3975,3960.0,2.0,1.0,1,4.0
2013,EE,33513,2243,2235.0,4.0,1.0,2,4.0
2013,EE,33515,8107,6923.0,4.0,1.0,2,1.0
2013,EE,33564,13227,16387.0,3.0,1.0,1,1.0
2013,EE,33567,16327,12372.0,3.0,1.0,1,4.0
2013,EE,33569,6152,6143.0,2.0,1.0,2,3.0
2013,EE,33601,3726,3715.0,5.0,1.0,2,4.0
2013,EE,33604,10898,-3932.0,3.0,1.0,1,1.0
2013,EE,33611,6218,4198.0,5.0,1.0,1,1.0
2013,EE,33646,1880,1871.0,2.0,1.0,2,4.0
2013,EE,33692,7421,6471.0,2.0,1.0,1,1.0
2013,EE,33736,6878,6480.0,2.0,1.0,1,4.0
2013,EE,33757,12823,12496.0,3.0,1.0,1,4.0
2013,EE,33877,4014,3986.0,2.0,1.0,2,4.0
2013,EE,33887,1,0.0,2.0,1.0,1,1.0
2013,EE,33894,5113,5043.0,6.0,1.0,1,1.0
2013,EE,33897,7566,3542.0,5.0,1.0,1,3.0
2013,EE,33908,1182,1169.0,2.0,1.0,1,4.0
2013,EE,33916,17277,13800.0,3.0,1.0,2,1.0
2013,EE,33938,1581,1495.0,4.0,1.0,1,1.0
2013,EE,33948,11578,6982.0,4.0,1.0,1,4.0
2013,EE,33952,0,5.0,2.0,1.0,1,4.0
2013,EE,33992,12450,10153.0,4.0,1.0,1,4.0
2013,EE,33994,4601,4592.0,4.0,1.0,2,2.0
2013,EE,34050,5859,5852.0,3.0,1.0,1,4.0
2013,EE,34078,6942,6418.0,2.0,1.0,2,4.0
2013,EE,34099,3076,2609.0,3.0,1.0,2,4.0
2013,EE,34101,3489,3479.0,5.0,1.0,2,4.0
2013,EE,34106,19634,18027.0,2.0,1.0,1,4.0
2013,EE,34115,0,-12.0,1.0,1.0,1,3.0
2013,EE,34120,21349,14515.0,4.0,1.0,1,4.0
2013,EE,34121,5407,5391.0,3.0,1.0,2,4.0
2013,EE,34124,2749,2689.0,4.0,1.0,2,4.0
2013,EE,34164,3993,3981.0,4.0,1.0,1,1.0
2013,EE,34187,10353,9752.0,6.0,1.0,1,3.0
2013,EE,34223,3873,3867.0,2.0,1.0,2,4.0
2013,EE,34249,4124,4113.0,3.0,1.0,2,2.0
2013,EE,34270,3890,3878.0,5.0,1.0,2,4.0
2013,EE,34277,6538,6471.0,2.0,1.0,2,4.0
2013,EE,34293,5046,5051.0,2.0,1.0,1,4.0
2013,EE,34322,6730,6656.0,3.0,1.0,2,1.0
2013,EE,34327,3794,3791.0,4.0,1.0,1,3.0
2013,EE,34346,3332,1683.0,5.0,1.0,1,1.0
2013,EE,34350,5856,5771.0,3.0,1.0,2,4.0
2013,EE,34354,8946,8920.0,2.0,1.0,2,1.0
2013,EE,34364,4589,3984.0,4.0,1.0,1,4.0
2013,EE,34391,6431,2297.0,4.0,1.0,1,3.0
2013,EE,34424,3442,3433.0,4.0,1.0,2,4.0
2013,EE,34471,273,-5645.0,3.0,1.0,1,1.0
2013,EE,34503,3500,3460.0,5.0,1.0,2,4.0
2013,EE,34506,25903,18791.0,4.0,1.0,1,4.0
2013,EE,34527,4095,4100.0,1.5,1.0,2,4.0
2013,EE,34530,3370,3369.0,5.0,1.0,1,1.0
2013,EE,34537,5440,4506.0,2.0,1.0,2,4.0
2013,EE,34549,3667,3657.0,3.0,1.0,1,4.0
2013,EE,34605,3918,3872.0,2.0,1.0,1,4.0
2013,EE,34628,2611,2148.0,3.0,1.0,1,1.0
2013,EE,34695,6042,3333.0,6.0,1.0,2,4.0
2013,EE,34701,4015,3908.0,5.0,1.0,2,4.0
2013,EE,34736,6882,5877.0,1.0,1.0,2,3.0
2013,EE,34741,3931,3919.0,2.0,1.0,1,4.0
2013,EE,34758,4456,3477.0,4.0,1.0,1,4.0
2013,EE,34810,22387,20793.0,5.0,1.0,1,4.0
2013,EE,34897,6113,6047.0,3.0,1.0,1,4.0
2013,EE,34909,2588,1236.0,5.0,1.0,2,1.0
2013,EE,34929,3902,3892.0,4.0,1.0,2,1.0
2013,EE,34962,2254,-2289.0,3.0,1.0,1,1.0
2013,EE,34979,3832,3794.0,6.0,1.0,1,1.0
2013,EE,34987,13035,6746.0,3.0,1.0,1,4.0
2013,EE,35012,12698,7343.0,3.0,1.0,1,4.0
2013,EE,35046,935,-3550.0,5.0,1.0,1,4.0
2013,EE,35048,3531,3525.0,3.0,1.0,2,4.0
2013,EE,35093,437,435.0,2.0,1.0,1,1.0
2013,EE,35125,3379,3349.0,5.0,1.0,1,4.0
2013,EE,35142,4782,4769.0,5.0,1.0,1,4.0
2013,EE,35150,3851,4007.0,2.0,1.0,1,4.0
2013,EE,35182,19026,18411.0,4.0,1.0,2,4.0
2013,EE,35184,13178,12286.0,5.0,1.0,1,4.0
2013,EE,35187,3679,3668.0,3.0,1.0,2,4.0
2013,EE,35219,6185,6184.0,3.0,1.0,1,4.0
2013,EE,35222,4285,3788.0,3.0,1.0,2,4.0
2013,EE,35259,3318,3315.0,4.0,1.0,2,4.0
2013,EE,35264,9768,5191.0,3.0,1.0,1,1.0
2013,EE,35291,9644,7976.0,3.0,1.0,1,4.0
2013,EE,35335,4756,4714.0,2.0,1.0,1,4.0
2013,EE,35341,0,-3.0,2.0,1.0,1,4.0
2013,EE,35344,3930,3872.0,3.0,1.0,1,4.0
2013,EE,35359,3184,3167.0,3.0,1.0,1,4.0
2013,EE,35362,4099,4034.0,3.0,1.0,1,1.0
2013,EE,35365,32507,32486.0,1.0,1.0,2,4.0
2013,EE,35411,6877,6760.0,4.0,1.0,1,4.0
2013,EE,35417,3832,3819.0,4.0,1.0,2,4.0
2013,EE,35431,40221,36050.0,2.0,1.0,2,4.0
2013,EE,35439,3418,3403.0,2.0,1.0,1,3.0
2013,EE,35443,5174,5168.0,3.0,1.0,2,1.0
2013,EE,35486,9293,8065.0,6.0,1.0,1,1.0
2013,EE,35493,3880,3876.0,6.0,1.0,2,1.0
2013,EE,35515,8376,7220.0,5.0,1.0,1,3.0
2013,EE,35559,0,-942.0,3.0,1.0,2,4.0
2013,EE,35594,6469,6282.0,3.0,1.0,1,4.0
2013,EE,35599,3839,3835.0,3.0,1.0,2,4.0
2013,EE,35630,16009,11617.0,4.0,1.0,1,4.0
2013,EE,35690,3970,2675.0,2.0,1.0,1,4.0
2013,EE,35711,11739,7929.0,4.0,1.0,1,4.0
2013,EE,35775,4002,3970.0,4.0,1.0,1,4.0
2013,EE,35780,3245,3232.0,3.0,1.0,2,1.0
2013,EE,35789,6366,6356.0,4.0,1.0,1,4.0
2013,EE,35797,4077,4065.0,4.0,1.0,1,4.0
2013,EE,35801,2775,2768.0,3.0,1.0,1,4.0
2013,EE,35805,1545,1435.0,2.0,1.0,1,1.0
2013,EE,35815,7949,5419.0,3.0,1.0,2,4.0
2013,EE,35827,12144,9304.0,2.0,1.0,1,4.0
2013,EE,35857,8070,7283.0,2.0,1.0,1,1.0
2013,EE,35880,4978,4968.0,6.0,1.0,2,4.0
2013,EE,35905,3284,1581.0,6.0,1.0,1,4.0
2013,EE,35965,9647,23696.0,5.0,1.0,2,4.0
2013,EE,36031,16685,16296.0,2.0,1.0,1,4.0
2013,EE,36038,6485,6470.0,5.0,1.0,1,1.0
2013,EE,36082,5857,3002.0,4.0,1.0,1,1.0
2013,EE,36085,5341,5332.0,4.0,1.0,1,3.0
2013,EE,36093,27166,26340.0,4.0,1.0,1,1.0
2013,EE,36113,2575,2574.0,3.0,1.0,1,4.0
2013,EE,36125,4679,1674.0,3.0,1.0,1,1.0
2013,EE,36156,3501,3466.0,3.0,1.0,2,1.0
2013,EE,36171,3709,3698.0,2.0,1.0,2,4.0
2013,EE,36195,31634,18467.0,6.0,1.0,2,1.0
2013,EE,36219,13581,10945.0,4.0,1.0,2,1.0
2013,EE,36227,3892,3890.0,4.0,1.0,1,4.0
2013,EE,36260,3661,3660.0,3.0,1.0,2,4.0
2013,EE,36269,3544,4374.0,4.0,1.0,1,2.0
2013,EE,36273,3970,3947.0,4.0,1.0,1,4.0
2013,EE,36279,3540,3534.0,2.0,1.0,2,1.0
2013,EE,36284,20613,19648.0,4.0,1.0,2,4.0
2013,EE,36285,0,-9.0,3.0,1.0,2,1.0
2013,EE,36316,3380,3365.0,4.0,1.0,2,1.0
2013,EE,36328,3924,3495.0,2.0,1.0,2,4.0
2013,EE,36410,9132,9125.0,3.0,1.0,2,4.0
2013,EE,36415,2097,2084.0,2.0,1.0,2,4.0
2013,EE,36469,32845,27155.0,3.0,1.0,1,4.0
2013,EE,36478,1,15.0,4.0,1.0,1,4.0
2013,EE,36536,5196,3209.0,3.0,1.0,1,4.0
2013,EE,36560,11970,10034.0,4.0,1.0,1,4.0
2013,EE,36562,6064,6030.0,2.0,1.0,2,1.0
2013,EE,36572,3525,500.0,3.0,1.0,2,3.0
2013,EE,36593,9064,4926.0,4.0,1.0,1,1.0
2013,EE,36601,3747,3731.0,4.0,1.0,2,3.0
2013,EE,36609,0,-1960.0,3.0,1.0,2,3.0
2013,EE,36634,12031,10789.0,5.0,1.0,1,4.0
2013,EE,36637,14000,9951.0,4.0,1.0,1,4.0
2013,EE,36675,5803,4400.0,1.0,1.0,1,4.0
2013,EE,36750,14395,12900.0,5.0,1.0,1,2.0
2013,EE,36785,6468,5897.0,4.0,1.0,1,1.0
2013,EE,36789,0,-7.0,3.0,1.0,2,4.0
2013,EE,36795,2406,1028.0,3.0,1.0,1,3.0
2013,EE,36858,34283,33227.0,5.0,1.0,2,4.0
2013,EE,36896,3431,3410.0,3.0,1.0,1,4.0
2013,EE,36940,3881,2133.0,3.0,1.0,2,4.0
2013,EE,36950,11148,10821.0,2.0,1.0,2,4.0
2013,EE,36954,4032,2510.0,6.0,1.0,1,4.0
2013,EE,36955,3666,3666.0,6.0,1.0,1,1.0
2013,EE,36994,5311,4428.0,4.0,1.0,1,4.0
2013,EE,36996,4197,3374.0,2.0,1.0,2,4.0
2013,EE,37001,6150,6035.0,4.0,1.0,2,3.0
2013,EE,37004,8142,6080.0,3.0,1.0,2,1.0
2013,EE,37009,8227,1938.0,4.0,1.0,1,4.0
2013,EE,37017,3877,3890.0,3.0,1.0,1,4.0
2013,EE,37084,12308,11094.0,2.0,1.0,1,2.0
2013,EE,37125,3554,3553.0,5.0,1.0,1,4.0
2013,EE,37160,3466,2570.0,3.0,1.0,1,1.0
2013,EE,37167,0,-13.0,4.0,1.0,2,4.0
2013,EE,37168,2243,1023.0,1.0,1.0,1,1.0
2013,EE,37177,3579,3569.0,5.0,1.0,2,4.0
2013,EE,37205,2085,2077.0,3.0,1.0,1,2.0
2013,EE,37219,37016,36522.0,3.0,1.0,1,4.0
2013,EE,37225,3104,3099.0,3.0,1.0,1,4.0
2013,EE,37249,6224,6217.0,3.0,1.0,2,1.0
2013,EE,37254,3523,3522.0,3.0,1.0,1,1.0
2013,EE,37276,4039,4010.0,4.0,1.0,1,4.0
2013,EE,37295,3575,3540.0,3.0,1.0,2,4.0
2013,EE,37298,6224,4191.0,6.0,1.0,1,4.0
2013,EE,37313,5461,3072.0,4.0,1.0,1,4.0
2013,EE,37319,3738,3738.0,4.0,1.0,1,4.0
2013,EE,37337,0,-110.0,2.0,1.0,2,1.0
2013,EE,37412,7444,7432.0,3.0,1.0,1,4.0
2013,EE,37468,6272,2573.0,4.0,1.0,1,1.0
2013,EE,37512,4828,4825.0,4.0,1.0,1,1.0
2013,EE,37515,4080,4074.0,3.0,1.0,2,4.0
2013,EE,37517,10301,7592.0,3.0,1.0,1,2.0
2013,EE,37547,3611,3607.0,4.0,1.0,1,1.0
2013,EE,37548,12029,15784.0,2.0,1.0,1,1.0
2013,EE,37555,11706,9278.0,4.0,1.0,1,1.0
2013,EE,37593,898,-415.0,2.0,1.0,1,1.0
2013,EE,37609,4029,4021.0,6.0,1.0,1,4.0
2013,EE,37614,3803,3793.0,5.0,1.0,1,1.0
2013,EE,37637,3766,3763.0,6.0,1.0,1,4.0
2013,EE,37667,0,-7.0,6.0,1.0,2,4.0
2013,EE,37673,18056,17938.0,3.0,1.0,2,4.0
2013,EE,37713,2686,2056.0,4.0,1.0,1,1.0
2013,EE,37716,1824,6624.0,2.0,1.0,1,1.0
2013,EE,37730,9294,8536.0,4.0,1.0,1,4.0
2013,EE,37822,3687,3679.0,3.0,1.0,2,4.0
2013,EE,37829,3909,3894.0,3.0,1.0,1,4.0
2013,EE,37881,10018,10001.0,3.0,1.0,1,4.0
2013,EE,37898,4106,4103.0,2.0,1.0,2,4.0
2013,EE,37931,3505,3378.0,4.0,1.0,1,4.0
2013,EE,37979,9121,7321.0,5.0,1.0,1,4.0
2013,EE,37991,2,-6.0,4.0,1.0,1,4.0
2013,EE,38054,5938,1634.0,4.0,1.0,1,4.0
2013,EE,38091,3694,3694.0,4.0,1.0,2,4.0
2013,EE,38124,20309,20302.0,4.0,1.0,2,1.0
2013,EE,38126,3752,3744.0,5.0,1.0,1,4.0
2013,EE,38179,6187,6068.0,4.0,1.0,1,4.0
2013,EE,38184,5336,4106.0,5.0,1.0,1,4.0
2013,EE,38185,1050,832.0,4.0,1.0,2,3.0
2013,EE,38196,0,-1386.0,2.0,1.0,2,4.0
2013,EE,38244,5695,3693.0,5.0,1.0,1,2.0
2013,EE,38259,7559,6586.0,4.0,1.0,1,4.0
2013,EE,38293,4176,2270.0,3.0,1.0,2,1.0
2013,EE,38296,3767,3730.0,2.0,1.0,1,1.0
2013,EE,38305,3934,3854.0,6.0,1.0,2,4.0
2013,EE,38336,3502,3495.0,3.0,1.0,1,4.0
2013,EE,38348,3415,3402.0,4.0,1.0,2,4.0
2013,EE,38360,3913,3856.0,5.0,1.0,2,4.0
2013,EE,38389,3497,3488.0,2.0,1.0,1,4.0
2013,EE,38391,4052,3976.0,4.0,1.0,2,4.0
2013,EE,38420,6266,6254.0,3.0,1.0,2,4.0
2013,EE,38428,2078,2046.0,4.0,1.0,2,4.0
2013,EE,38436,9102,4965.0,4.0,1.0,1,1.0
2013,EE,38451,14720,13968.0,6.0,1.0,2,3.0
2013,EE,38472,3934,3735.0,3.0,1.0,2,4.0
2013,EE,38477,17467,12551.0,5.0,1.0,1,4.0
2013,EE,38492,7578,5912.0,4.0,1.0,1,4.0
2013,EE,38494,6448,6397.0,3.0,1.0,1,1.0
2013,EE,38504,8876,8426.0,4.0,1.0,1,1.0
2013,EE,38536,4987,2542.0,3.0,1.0,1,4.0
2013,EE,38537,3938,3926.0,5.0,1.0,1,1.0
2013,EE,38645,17941,16417.0,3.0,1.0,1,1.0
2013,EE,38675,8511,771.0,4.0,1.0,1,1.0
2013,EE,38744,8824,8170.0,3.0,1.0,1,1.0
2013,EE,38809,3765,3667.0,2.0,1.0,1,1.0
