"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","EE",81431,133.558407291917,"NA","2","2005","40","3",1949,"2","4","1","EE","2","NA","5","1","NA","NA","2","NA","3","4","40","12","0","NA","g","NA","NA","1","2","NA","NA","NA","24","6","1","6","6","1","7","1","1","1","6","6","8","2","1","3","2","NA","2","NA",0,0,1,2669,0,0,0,1,0,0,0,0,0,0,0,1,"344.4461","NA","NA","NA","0","NA","1","NA","NA","NA","34","2",8143,"1",55,"1","15.6466"
"2005","EE",81631,133.558407291917,"NA","2","2005","21","2",1944,"2","5","1","EE","2","NA","5","1","NA","NA","2","NA","3","5","40","12","0","NA","l-n","NA","3","1","2","2","NA","NA","17","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","1","NA",0,0,1,3781,0,0,0,1,0,0,0,0,0,0,0,1,"116.4837","2","NA","1925","1","2","2","1","NA","6","92","2",8163,"1",60,"3","15.6466"
"2005","EE",82991,133.558407291917,"NA","2","2005","23","1",1968,"1","2","3","EE","2","NA","3","8","NA","2","2","NA","3","8","40","0","0","NA",,"NA","15","1","NA","NA","NA","NA","NA","8","7","5","7","3","3","7","8","5","7","5","7","2","2","3","2","NA","2","NA",0,0,1,0,0,0,198,1,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","0","NA","5","1","NA","NA","91","NA",8299,"1",36,"1","15.6466"
"2005","EE",83011,133.558407291917,"NA","2","2005","27","4",1929,"2","4","3","Other","2","NA","2","5","NA","NA","NA","NA","3","8","20","0","0","NA",,"NA","NA","1","2","1","NA","NA","18","1","1","3","6","1","6","1","6","1","1","1","6","2","1","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1812,0,0,0,0,1,"162.0055","NA","NA","1931","NA","NA","5","NA","NA","NA","NA","NA",8301,"1",75,"2","15.6466"
"2005","EE",83311,133.558407291917,"NA","3","2005","17","1",1929,"1","2","3","EE","2","NA","1","5","NA","1","2","NA","3","8","20","0","0","NA",,"NA","4","1","2","NA","NA","NA","18","2","6","8","6","8","6","6","6","8","6","8","7","4","1","2","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1598,0,0,0,0,1,"272.4431","6","NA","NA","NA","NA","NA","1","NA","1","92","NA",8331,"1",75,"4","15.6466"
"2005","EE",83471,133.558407291917,"NA","2","2005","17","1",1970,"1","2","1","EE","2","NA","5","1","NA","NA","2","NA","3","0 - 1","NA","12","0","NA","l-n","NA","13","1","2","2","1","NA","30","1","1","2","1","6","1","1","6","6","1","3","6","1","1","1","2","NA","2","NA",0,0,1,2112,0,0,0,1,0,0,0,0,235,0,0,1,"NA","NA","NA","1952","9","NA","NA","1","92","1","41","3",8347,"1",34,"1","15.6466"
"2005","EE",83741,133.558407291917,"NA","2","2005","7","2",1950,"2","5","1","EE","2","NA","5","1","NA","2","2","NA","3","0 - 1","40","12","0","NA","j","4","11","1","2","1","NA","NA","19","2","1","3","1","6","1","6","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,1705,0,320,0,1,0,0,0,0,73,0,0,1,"177.7464","NA","NA","NA","1","NA","3","NA","83","1","NA","NA",8374,"1",54,"4","15.6466"
"2005","EE",83891,133.558407291917,"NA","2","2005","19","2",1949,"2","2","3","EE","2","NA","5","6","NA","1","2","NA","3","9","NA","0","2","NA",,"NA","NA","1","2","2","NA","NA","17","6","8","6","6","8","6","6","6","6","6","6","6","2","2","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,1036,0,1,"234.3088","6","1932","NA","1","NA","NA","1","NA","NA","NA","NA",8389,"1",55,"1","15.6466"
"2005","EE",84681,133.558407291917,"NA","2","2005","14","1",1929,"1",,"1",,"1","NA",,,"NA","2","NA","NA","NA",,"NA","0","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","1","8","7","7","8","5","7","7","7","5","8","8","2","2","2","1","NA","2","1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"238.784","NA","NA","NA","NA","NA","NA","NA","NA","1","74","5",8468,"1",75,"1","15.6466"
"2005","EE",84971,133.558407291917,"NA","3","2005","10","2",1924,"2","4","3","EE","2","NA","5","1","NA","NA","NA","NA","3","2","NA","12","0","NA","i","NA","1","1","2","NA","NA","NA","24","6","1","1","6","1","1","1","6","1","1","6","1","4","2","3","2","NA","2","NA",0,0,1,2336,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","NA","NA","2","NA","3","1","NA","1","12","1",8497,"1",80,"3","15.6466"
"2005","EE",85041,133.558407291917,"NA","2","2005","13","2",1932,"1","5","1","EE","2","NA","3","5","NA","1","2","NA","3","0 - 1","20","12","0","NA",,"NA","NA","1","2","NA","NA","NA","15","7","5","8","3","5","8","6","5","8","8","1","8","3","2","1","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1753,0,0,0,0,1,"260.8828","2","NA","NA","0","NA","NA","NA","82","NA","92","3",8504,"1",72,"1","15.6466"
"2005","EE",85241,133.558407291917,"NA","2","2005","12","2",1924,"2","4","3","Other","2","NA","2","5","NA","NA","2","NA","3","9","25","12","0","NA",,"NA","12","1","2","NA","NA","NA","16","6","6","6","2","8","6","1","1","1","6","6","6","2","1","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,2179,0,0,0,0,1,"60.06168","1","NA","NA","1","2","5","1","13","NA","NA","NA",8524,"1",80,"4","15.6466"
"2005","EE",85851,133.558407291917,"NA","2","2005","19","1",1941,"2","1","3","EE","1","NA","5","2","NA","2","NA","NA","3","2","NA","0","0","NA","o","NA","1","1","NA","NA","NA","NA","NA","7","4","6","6","6","6","8","8","6","8","6","9","4","2","3","2","NA","2","NA",0,0,1,484,0,0,0,1,0,0,354,0,0,0,0,1,"87.65138","NA","1925","1930","NA","NA","1","NA","92","1","61","NA",8585,"1",63,"1","15.6466"
"2005","EE",85951,133.558407291917,"NA","2","2005","22","1",1939,"1","2","3","EE","2","NA","2","5","NA","NA","2","NA","NA","8","NA","2","0","NA",,"NA","NA","1","1","NA","NA","NA","NA","6","6","7","6","2","6","8","7","1","5","1","1","2","1","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1723,0,0,0,0,1,"292.4443","NA","NA","NA","11","NA","2","NA","NA","NA","12","NA",8595,"1",65,"2","15.6466"
"2005","EE",86001,133.558407291917,"NA","2","2005","24","1",1943,"2","1","1","Other","2","NA","3","5","NA","NA","2","NA","3","9","NA","5","4","NA",,"NA","12","1","NA","NA","NA","NA","16","6","2","2","7","6","5","6","8","2","5","6","6","2","1","1","2","1","2","NA",0,0,1,0,0,0,0,1,0,0,1624,0,0,0,0,1,"NA","NA","NA","NA","0","5","NA","NA","NA","NA","81","2",8600,"1",61,"1","15.6466"
"2005","EE",86111,133.558407291917,"NA","2","2005","13","3",1934,"2","4","3","EE","2","NA","5","2","NA","NA","NA","NA","3","2","NA","0","0","10","l-n","NA","15","1","2","NA","NA","NA","18","5","6","6","8","6","6","6","6","6","8","6","6","2","1","3","1","NA","1","NA",0,0,1,1000,0,0,0,1,0,0,636,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA",8611,"1",70,"4","15.6466"
"2005","EE",87031,133.558407291917,"NA","2","2005","10","4",1929,"2","2","3","EE","2","NA","1","5","NA","1","2","NA","2","4","NA","5","0","20",,"NA","NA","NA","1","NA","NA","NA","NA","6","6","6","3","8","6","6","8","8","6","8","6","2","2","2","2","1","2","NA",0,0,1,0,0,0,0,1,0,0,1733,0,0,0,0,1,"NA","1","NA","1926","NA","3","NA","NA","NA","NA","NA","NA",8703,"1",75,"1","15.6466"
"2005","EE",87241,133.558407291917,"NA","2","2005","12","3",1944,"2","2","3","EE","2","NA","3","5","NA","1","2","NA","3","5","NA","4","0","NA",,"NA","NA","1","2","NA","NA","NA","23","1","5","6","6","1","6","8","6","6","6","6","3","4","2","1","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,625,0,0,258,0,1,"95.27658","1","NA","1927","NA","NA","2","NA","72","NA","61","3",8724,"1",60,"3","15.6466"
"2005","EE",87261,133.558407291917,"NA","2","2005","22","3",1934,"1","2","1","EE","2","NA","2","1","NA","NA","NA","NA","3","7","48","7","0","NA","b-e","NA","15","1","2","2","NA","NA","17","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,1,0,0,0,5219,1,0,0,1392,0,0,0,0,1,"78.19971","1","NA","NA","1","3","1","NA","21","1","92","2",8726,"1",70,"2","15.6466"
"2005","EE",87491,133.558407291917,"NA","2","2005","32","2",1952,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","5","0","NA","k","NA","12","1","1","NA","NA","NA","24","5","1","1","1","1","1","1","1","1","1","1","1","3","1","3","2","NA","2","NA",0,0,1,3869,0,0,0,1,0,0,0,0,0,0,0,1,"96.55251","2","NA","NA","1","NA","NA","NA","71","1","91","1",8749,"1",52,"1","15.6466"
"2005","EE",87671,133.558407291917,"NA","3","2005","12","2",1930,"2","5","2","EE","2","NA","3","5","NA","1","2","NA","3","9","NA","0","0","NA",,"NA","NA","NA","2","NA","7","NA","18","1","6","7","6","1","6","6","1","6","1","6","1","3","2","1","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,2079,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","1","NA","1","32","2",8767,"1",74,"4","15.6466"
"2005","EE",87801,133.558407291917,"NA","3","2005","10","1",1980,"2","4","3","Other","2","NA","2","3","NA","NA","2","NA","3","5","40","0","0","NA",,"NA","1","1","2","2","NA","NA","18","1","5","1","6","6","6","1","6","6","6","6","3","2","2","1","2","NA","2","NA",0,0,1,2444,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","1947","NA","2","NA","NA","83","NA","NA","4",8780,"1",24,"3","15.6466"
"2005","EE",87901,133.558407291917,"NA","2","2005","25","1",1925,"2","4","1","EE","2","NA","1","5","NA","1","2","NA","2","5","NA","0","0","NA",,"NA","NA","1","2","NA","NA","10","16","6","6","8","6","6","8","6","6","1","8","6","6","4","2","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1573,0,0,0,0,1,"56.60288","1","1932","1946","2","NA","NA","1","NA","NA","NA","5",8790,"1",79,"1","15.6466"
"2005","EE",88061,133.558407291917,"NA","3","2005","28","1",1932,"2","2","1","Other","2","NA","3","5","NA","NA","2","NA","3","8","NA","12","0","NA",,"NA","NA","1","2","2","NA","NA","20","1","6","1","6","2","6","6","6","6","1","1","1","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1928,0,0,0,0,1,"NA","3","1925","NA","2","NA","NA","NA","NA","1","NA","NA",8806,"1",72,"3","15.6466"
"2005","EE",88191,133.558407291917,"NA","3","2005","16","1",1982,"1","1","3","Other","2","NA","3","2","NA","1","NA","NA","NA","7","30","0","0","NA","f","NA","NA","1","2","NA","NA","NA","16","6","3","8","6","3","6","6","6","7","7","6","6","3","2","3","1","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,616,0,1,"NA","NA","NA","1938","NA","1","NA","NA","12","NA","34","NA",8819,"1",22,"1","15.6466"
"2005","EE",88361,133.558407291917,"NA","2","2005","18","3",1933,"2","4","3","EE","2","NA","3","5","NA","1","NA","NA","3","9","NA","12","0","NA",,"NA","12","1","NA","NA","NA","NA","16","6","1","6","6","6","6","6","1","1","1","1","6","3","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1811,0,0,0,0,1,"309.7731","1","NA","NA","NA","NA","NA","1","41","NA","91","5",8836,"1",71,"1","15.6466"
"2005","EE",88681,133.558407291917,"NA","3","2005","29","3",1937,"2","5","1","EE","2","NA","5","5","NA","1","2","NA","3","2","NA","11","0","NA",,"NA","13","1","2","NA","NA","12","21","6","8","6","6","6","6","5","6","8","6","8","6","2","1","3","1","1","2","NA",0,0,1,0,0,0,0,1,0,0,942,0,0,0,0,1,"56.60288","NA","NA","NA","NA","3","NA","1","NA","6","NA","5",8868,"1",67,"3","15.6466"
"2005","EE",88891,133.558407291917,"NA","2","2005","4","3",1924,"2","4","1","EE","2","NA","1","5","NA","1","2","1","3","9","NA","0","0","NA",,"NA","NA","NA","2","2","NA","10","NA","2","5","8","2","6","6","8","1","6","8","6","6","3","2","3","2","NA","2","NA",0,383,1,0,0,0,0,1,0,0,1652,0,0,0,0,1,"405.3243","1","NA","NA","2","1","NA","NA","NA","NA","NA","2",8889,"1",80,"4","15.6466"
"2005","EE",88921,133.558407291917,"NA","2","2005","3","3",1927,"2","5","3","EE","2","NA","3","5","NA","NA","2","NA","3","9","40","0","0","NA",,"NA","NA","1","2","2","NA","NA","16","6","7","1","6","6","6","6","6","6","1","6","6","3","2","3","2","NA","2","NA",0,0,1,94,0,0,0,1,0,0,1698,0,0,0,0,1,"515.1906","2","NA","NA","1","NA","NA","NA","NA","NA","12","NA",8892,"1",77,"4","15.6466"
"2005","EE",89041,133.558407291917,"NA","1","2005","3","1",1970,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","50","12","0","NA","l-n","NA","NA","1","2","2","NA","NA","20","1","1","1","1","1","2","1","1","1","6","1","1","3","2","3","1","NA","2","6",0,0,1,6218,284,0,0,1,0,0,0,0,74,0,0,1,"131.5487","1","1928","NA","1","5","5","1","83","1","12","2",8904,"1",34,"3","15.6466"
"2005","EE",89371,133.558407291917,"NA","2","2005","21","2",1977,"2","1","3","EE","2","NA","5","1","NA","1","NA","NA","3","0 - 1","NA","0","0","NA","l-n","NA","11","1","2","NA","NA","NA","23","2","3","1","1","1","6","1","6","3","6","6","6","3","1","3","2","NA","2","NA",0,0,1,2413,0,0,0,1,0,0,0,0,0,0,0,1,"143.7395","1","NA","1947","NA","NA","3","NA","1","NA","32","NA",8937,"1",27,"1","15.6466"
"2005","EE",89661,133.558407291917,"NA","2","2005","11","2",1945,"2","4","3","EE","2","NA","5","1","NA","NA","NA","NA","3","5","40","12","0","10","k","NA","10","1","1","2","NA","NA","20","1","2","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,3377,0,0,2419,1,0,0,0,0,0,0,0,1,"74.31924","NA","1941","NA","1","5","NA","1","72","6","82","3",8966,"1",59,"3","15.6466"
"2005","EE",90061,133.558407291917,"NA","2","2005","18","4",1924,"2","4","1","EE","2","NA","3","5","NA","1","2","NA","NA","2","NA","12","0","NA",,"NA","NA","1","2","NA","NA","NA","22","6","8","1","8","8","6","6","6","6","6","3","8","4","1","1","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1567,0,0,0,0,1,"NA","1","NA","1925","NA","NA","NA","NA","83","NA","61","NA",9006,"1",80,"1","15.6466"
"2005","EE",90341,133.558407291917,"NA","3","2005","20","1",1938,"2","5","1","EE","2","NA","2","5","NA","2","2","NA","3","4","70","0","0","NA",,"NA","NA","1","2","2","NA","4","20","5","6","8","8","4","6","5","6","7","8","7","3","4","1","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,929,0,0,0,0,1,"193.5399","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA",9034,"1",66,"1","15.6466"
"2005","EE",90501,133.558407291917,"NA","2","2005","27","4",1965,"1","5","3","Other","2","NA","3","1","NA","1","2","NA","3","7","NA","0","0","NA","g","NA","11","1","2","2","NA","NA","NA","1","1","6","1","1","6","6","1","1","6","1","1","3","2","3","2","NA","2","1",0,0,1,2380,0,0,0,1,0,0,0,0,0,0,0,1,"46.91946","1","NA","NA","1","NA","NA","NA","61","NA","NA","1",9050,"1",39,"1","15.6466"
"2005","EE",90661,133.558407291917,"NA","3","2005","25","3",1938,"2","5","1","EE","2","5","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","k","NA","11","1","2","NA","NA","NA","16","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,2088,0,0,0,1,0,0,1727,0,0,0,0,1,"178.3422","1","1925","1925","1","1","2","1","72","1","51","5",9066,"1",66,"3","15.6466"
"2005","EE",90811,133.558407291917,"NA","2","2005","17","4",1932,"2","4","1","EE","2","5","3","5","NA","1","2","NA","3","3","40","12","0","NA",,"NA","NA","1","2","2","NA","NA","17","1","2","1","1","6","1","1","1","6","8","6","1","2","1","2","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,2486,0,0,0,0,1,"NA","1","NA","1925","NA","NA","5","1","NA","1","NA","3",9081,"1",72,"3","15.6466"
"2005","EE",91211,133.558407291917,"NA","2","2005","14","2",1927,"2","4","1","Other","2","NA","5","5","NA","NA","2","NA","3","9","NA","0","0","NA",,"NA","1","1","2","2","NA","NA","20","1","6","2","1","1","6","6","1","6","1","6","1","4","1","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1944,0,0,0,0,1,"NA","NA","NA","NA","3","NA","1","NA","NA","NA","NA","NA",9121,"1",77,"3","15.6466"
"2005","EE",91631,133.558407291917,"NA","2","2005","28","2",1955,"1","2","1","Other","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","g","NA","7","1","1","2","1","2","19","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,6729,0,0,0,1,0,0,0,0,85,0,0,1,"321.9625","1","1934","NA","2","3","3","NA","21","1","34","2",9163,"1",49,"2","15.6466"
"2005","EE",91711,133.558407291917,"NA","3","2005","20","1",1949,"2","2","3","Other","2","NA","4","1","NA","NA","NA","NA","3","7","40","12","0","NA","b-e","NA","11","1","NA","1","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","3","1","2","2","2","1","NA",0,0,1,3180,0,0,0,1,0,0,0,0,0,0,0,1,"223.7769","NA","1926","1925","0","3","2","NA","NA","1","32","2",9171,"1",55,"1","15.6466"
"2005","EE",92371,133.558407291917,"NA","3","2005","27","2",1924,"2","4","3","EE","2","NA","1","5","NA","1","2","NA","3","6","NA","0","0","NA",,"NA","NA","2","2","NA","NA","NA","21","7","8","6","3","8","6","6","1","6","5","7","6","2","2","3","1","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1629,0,0,0,0,1,"NA","1","1925","1925","NA","NA","NA","1","NA","1","NA","NA",9237,"1",80,"1","15.6466"
"2005","EE",92751,133.558407291917,"NA","2","2005","16","2",1932,"2","4","1","EE","2","NA","3","5","NA","NA","2","NA","3","5","40","12","0","NA",,"NA","3","1","NA","NA","NA","NA","18","1","1","1","6","6","6","1","1","6","6","2","1","3","2","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1986,0,0,0,0,1,"63.13669","NA","1956","NA","0","NA","3","NA","NA","NA","61","NA",9275,"1",72,"3","15.6466"
"2005","EE",93281,133.558407291917,"NA","2","2005","16","1",1941,"2","2","3","EE","2","NA","5","5","NA","NA","2","NA","2","3","20","2","0","NA",,"NA","NA","1","2","NA","NA","NA","15","6","6","6","6","6","6","8","7","6","6","6","8","2","1","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1556,0,0,0,0,1,"NA","NA","1925","1925","2","1","2","1","NA","NA","NA","2",9328,"1",63,"3","15.6466"
"2005","EE",94341,133.558407291917,"NA","2","2005","30","4",1945,"1","5","3","Other","1","NA","2","3","NA","2","2","NA","NA","7","NA","0","0","NA",,"NA","NA","1","2","2","NA","NA","NA","7","7","7","7","8","5","5","8","5","7","7","5","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","NA","1925","1","NA","NA","NA","NA","NA","32","4",9434,"1",59,"2","15.6466"
"2005","EE",94701,133.558407291917,"NA","2","2005","16","2",1982,"2","1","3","EE","2","NA","3","2","NA","NA","NA","NA","3","9","NA","12","0","NA","g","4","NA","1","2","NA","NA","NA","18","1","1","6","8","2","1","6","6","6","6","1","3","2","2","2","2","NA","2","1",0,0,1,3007,0,0,0,1,0,0,0,0,0,0,0,1,"NA","6","NA","NA","1","NA","2","NA","NA","1","NA","NA",9470,"1",22,"1","15.6466"
"2005","EE",94711,133.558407291917,"NA","2","2005","33","4",1925,"2","4","3","EE","2","NA","1","5","NA","1","2","NA","3","9","NA","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","17","5","6","4","2","8","6","8","6","6","8","6","6","3","2","2","2","NA","1","1",0,0,1,0,0,0,0,1,0,0,442,0,0,0,0,1,"NA","NA","NA","1956","2","NA","0","1","NA","1","NA","NA",9471,"1",79,"1","15.6466"
"2005","EE",95011,133.558407291917,"NA","3","2005","35","4",1943,"2","5","1","EE","2","NA","2","3","NA","NA","NA","NA","3","5","52","12","0","NA",,"NA","13","1","2","2","NA","NA","21","1","2","1","1","1","1","1","1","6","1","3","1","2","1","2","2","NA","1","5",0,0,1,3609,0,0,0,1,0,0,0,0,0,0,0,1,"255.3669","1","1925","1938","NA","NA","2","NA","NA","NA","NA","4",9501,"1",61,"3","15.6466"
"2005","EE",95241,133.558407291917,"NA","2","2005","22","2",1959,"1","2","3","EE","1","NA","3","1","NA","NA","NA","NA","3","0 - 1","50","12","0","NA","b-e","NA","13","1","2","2","NA","4","20","1","1","1","1","1","1","1","3","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,15683,0,0,0,1,0,0,0,0,0,0,0,1,"192.8878","1","NA","1930","1","NA","2","1","72","1","NA","3",9524,"1",45,"1","15.6466"
"2005","EE",95501,133.558407291917,"NA","3","2005","11","4",1924,"2","4","2","EE","2","5","3","5","NA","NA","2","NA","3","9","NA","6","0","NA",,"NA","NA","2","2","2","NA","NA","18","1","6","6","1","1","1","6","1","1","1","6","6","5","1","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1999,0,0,0,0,1,"223.7769","1","NA","NA","1","2","NA","NA","83","NA","NA","2",9550,"1",80,"3","15.6466"
"2005","EE",95731,133.558407291917,"NA","2","2005","10","2",1955,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","5","NA","12","0","NA","g","NA","11","1","2","2","NA","NA","23","1","1","1","3","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,2912,0,94,0,1,0,354,0,0,0,0,0,1,"93.95125","1","NA","1925","2","NA","NA","1","83","1","82","4",9573,"1",49,"4","15.6466"
"2005","EE",95741,133.558407291917,"NA","2","2005","20","2",1972,"1","1","1","Other","2","NA","3","1","NA","NA","2","NA","3","0 - 1","40","0","4","NA","i","NA","11","NA","2","NA","NA","4","25","5","6","2","1","1","6","1","6","1","8","1","2","4","2","3","2","NA","2","NA",0,0,1,1514,0,0,0,1,0,0,0,0,439,0,0,1,"235.2764","1","NA","1933","NA","2","2","1","72","NA","NA","NA",9574,"1",32,"1","15.6466"
"2005","EE",95951,133.558407291917,"NA","2","2005","20","1",1941,"2","4","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","k","NA","9","1","2","2","NA","1","24","1","3","1","1","1","1","1","1","1","3","1","1","2","2","3","2","NA","2","NA",0,0,1,8188,0,0,0,1,0,0,0,0,0,0,0,1,"150.6488","1","1925","1925","1","NA","3","1","81","1","NA","4",9595,"1",63,"1","15.6466"
"2005","EE",96051,133.558407291917,"NA","2","2005","29","4",1934,"1","2","1","EE","2","NA","5","5","NA","NA","2","NA","NA","2","NA","0","0","NA",,"NA","NA","1","2","NA","NA","6","NA","8","6","8","6","8","7","6","8","6","6","6","8","3","1","2","2","1","2","NA",0,0,1,0,0,0,0,1,0,0,1089,0,0,0,0,1,"112.9648","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA",9605,"1",70,"1","15.6466"
"2005","EE",96241,133.558407291917,"NA","2","2005","26","2",1931,"2","4","2","EE","2","NA","1","5","NA","NA","NA","NA","3","9","56","0","0","NA",,"NA","NA","1","2","2","NA","NA","18","1","1","1","1","2","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,4240,0,0,0,0,1,"NA","2","1925","1927","1","2","4","1","12","1","NA","3",9624,"1",73,"1","15.6466"
"2005","EE",96351,133.558407291917,"NA","2","2005","15","2",1948,"2","5","3","Other","2","3","4","8","NA","2","2","NA","3","7","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","18","7","7","7","5","7","3","5","7","7","5","7","8","3","2","3","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","1940","NA","0","3","4","NA","NA","NA","NA","NA",9635,"1",56,"2","15.6466"
"2005","EE",96561,133.558407291917,"NA","2","2005","18","2",1935,"2","4","3","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","l-n","NA","13","1","1","2","NA","NA","23","1","1","1","1","1","1","1","1","1","1","1","3","2","2","3","2","NA","2","NA",0,0,1,3754,0,0,0,1,0,0,1572,0,0,0,0,1,"NA","1","1930","1935","2","4","2","1","NA","1","82","1",9656,"1",69,"1","15.6466"
"2005","EE",96901,133.558407291917,"NA","2","2005","6","2",1930,"2","4","2","EE","2","NA","5","5","NA","1","NA","NA","NA","8","NA","12","0","NA",,"NA","NA","NA","1","NA","NA","NA","17","6","8","3","3","6","7","6","1","6","8","7","1","4","2","1","1","NA","1","NA",0,0,1,0,0,0,0,1,0,0,1591,0,0,0,0,1,"NA","1","NA","NA","NA","1","0","NA","41","1","NA","3",9690,"1",74,"2","15.6466"
"2005","EE",97491,133.558407291917,"NA","2","2005","25","1",1927,"2","2","2","Other","2","NA","2","5","NA","NA","NA","NA","3","7","NA","12","0","NA",,"NA","NA","1","2","NA","NA","NA","21","1","6","1","2","6","1","6","6","1","1","1","6","2","1","2","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,2839,0,0,0,0,1,"NA","NA","1936","NA","3","NA","1","1","NA","NA","34","4",9749,"1",77,"1","15.6466"
"2005","EE",97501,133.558407291917,"NA","2","2005","25","3",1944,"1","2","3","Other","2","NA","2","6","NA","1","2","NA","3","8","NA","5","0","NA",,"NA","NA","1","NA","2","NA","NA","14","5","6","4","6","8","3","8","7","7","6","5","6","4","1","3","2","NA","2","NA",0,0,1,0,0,202,0,1,0,0,0,0,0,1333,0,1,"135.0265","6","NA","NA","NA","NA","NA","NA","71","NA","NA","NA",9750,"1",60,"1","15.6466"
"2005","EE",97611,133.558407291917,"NA","2","2005","10","4",1937,"2","2","1","EE","2","NA","3","5","NA","1","2","2","3","9","40","12","0","NA",,"NA","13","1","2","NA","NA","10","18","6","6","1","6","6","8","6","1","6","6","1","6","5","1","2","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1972,0,0,0,0,1,"NA","1","NA","NA","NA","2","2","NA","NA","1","NA","5",9761,"1",67,"1","15.6466"
"2005","EE",97701,133.558407291917,"NA","2","2005","26","3",1942,"2","2","3","Other","2","NA","5","1","NA","NA","NA","NA","3","5","40","12","0","NA","h","NA","13","1","2","2","NA","NA","21","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,2955,0,0,0,1,0,0,1064,0,0,0,0,1,"306.6488","2","1925","NA","0","1","5","NA","NA","1","12","2",9770,"1",62,"3","15.6466"
