"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RX030","rl010","rl010_f","rl020","rl020_f","rl030","rl030_f","rl040","rl040_f","rl050","rl050_f","rl060","rl060_f","rl070","rl070_f","RX020","RX010"
"2004","EE",569562,139.830954169797,"4",1956,"1","1","3","1","11","NA",56956,,,,,,,,,,,,,,,47,48
"2004","EE",569801,139.830954169797,"1",1940,"2","1","1","4","NA","1",56980,,,,,,,,,,,,,,,63,64
"2004","EE",569802,139.830954169797,"4",1975,"2","1","1","1","NA","NA",56980,,,,,,,,,,,,,,,28,28
"2004","EE",569851,139.830954169797,"1",1932,"2","1","1","1","11","1",56985,,,,,,,,,,,,,,,71,72
"2004","EE",569852,139.830954169797,"1",1923,"2","1","1","1","11","1",56985,,,,,,,,,,,,,,,80,80
"2004","EE",569981,139.830954169797,"2",1937,"1","1","1","1","11","1",56998,,,,,,,,,,,,,,,66,67
"2004","EE",569982,139.830954169797,"3",1938,"1","1","1","1","11","1",56998,,,,,,,,,,,,,,,65,65
"2004","EE",570081,139.830954169797,"1",1957,"1","1","1","1","11","NA",57008,,,,,,,,,,,,,,,46,47
"2004","EE",570082,139.830954169797,"4",1952,"2","1","4","4","NA","4",57008,,,,,,,,,,,,,,,51,52
"2004","EE",570131,139.830954169797,"3",1952,"1","1","3","4","NA","1",57013,,,,,,,,,,,,,,,51,51
"2004","EE",570132,139.830954169797,"4",1925,"2","1","4","1","11","1",57013,,,,,,,,,,,,,,,78,79
"2004","EE",570271,139.830954169797,"4",1957,"1","1","3","4","11","1",57027,,,,,,,,,,,,,,,46,46
"2004","EE",570272,139.830954169797,"3",1955,"2","1","4","1","NA","1",57027,,,,,,,,,,,,,,,48,49
"2004","EE",570611,139.830954169797,"3",1944,"1","1","3","1","11","1",57061,,,,,,,,,,,,,,,59,59
"2004","EE",570612,139.830954169797,"4",1946,"2","1","3","1","11","1",57061,,,,,,,,,,,,,,,57,58
"2004","EE",570771,139.830954169797,"3",1957,"1","1","1","4","11","1",57077,,,,,,,,,,,,,,,46,47
"2004","EE",570772,139.830954169797,"4",1983,"1","1","4","1","11","1",57077,,,,,,,,,,,,,,,20,20
"2004","EE",570831,139.830954169797,"2",1953,"1","1","4","4","NA","NA",57083,,,,,,,,,,,,,,,50,50
"2004","EE",570832,139.830954169797,"4",1955,"2","1","1","1","11","1",57083,,,,,,,,,,,,,,,48,49
"2004","EE",570991,139.830954169797,"4",1926,"2","1","4","1","32","1",57099,,,,,,,,,,,,,,,77,78
"2004","EE",570992,139.830954169797,"2",1985,"2","1","1","4","11","1",57099,,,,,,,,,,,,,,,18,19
"2004","EE",571021,139.830954169797,"4",1940,"2","1","1","1","11","1",57102,,,,,,,,,,,,,,,63,63
"2004","EE",571022,139.830954169797,"2",1975,"2","1","4","1","11","NA",57102,,,,,,,,,,,,,,,28,28
"2004","EE",572331,139.830954169797,"4",1970,"1","1","3","1","11","NA",57233,,,,,,,,,,,,,,,33,33
"2004","EE",572332,139.830954169797,"1",1938,"2","1","4","4","11","NA",57233,,,,,,,,,,,,,,,65,65
"2004","EE",572591,139.830954169797,"3",1930,"2","1","1","4","NA","1",57259,,,,,,,,,,,,,,,73,74
"2004","EE",572592,139.830954169797,"3",1964,"1","1","3","4","11","1",57259,,,,,,,,,,,,,,,39,40
"2004","EE",573051,139.830954169797,"2",1942,"2","1","1","1","NA","1",57305,,,,,,,,,,,,,,,61,61
"2004","EE",573052,139.830954169797,"4",1932,"1","1","3","1","11","1",57305,,,,,,,,,,,,,,,71,71
"2004","EE",573851,139.830954169797,"3",1927,"2","1","4","1","NA","1",57385,,,,,,,,,,,,,,,76,76
"2004","EE",573852,139.830954169797,"4",1927,"1","1","4","1","11","1",57385,,,,,,,,,,,,,,,76,77
"2004","EE",573901,139.830954169797,"2",1947,"2","1","4","1","11","1",57390,,,,,,,,,,,,,,,56,56
"2004","EE",573902,139.830954169797,"1",1979,"2","1","1","1","11","1",57390,,,,,,,,,,,,,,,24,24
"2004","EE",573971,139.830954169797,"1",1924,"1","1","1","1","11","NA",57397,,,,,,,,,,,,,,,79,80
"2004","EE",573972,139.830954169797,"1",1926,"2","1","3","1","11","1",57397,,,,,,,,,,,,,,,77,77
"2004","EE",574751,139.830954169797,"2",1947,"2","1","1","1","11","1",57475,,,,,,,,,,,,,,,56,57
"2004","EE",574752,139.830954169797,"2",1949,"1","1","3","4","11","1",57475,,,,,,,,,,,,,,,54,54
"2004","EE",574811,139.830954169797,"3",1975,"1","1","1","4","11","1",57481,,,,,,,,,,,,,,,28,29
"2004","EE",574812,139.830954169797,"2",1974,"2","1","1","1","11","1",57481,,,,,,,,,,,,,,,29,29
"2004","EE",576231,139.830954169797,"4",1961,"1","1","4","1","11","1",57623,,,,,,,,,,,,,,,42,42
"2004","EE",576232,139.830954169797,"3",1958,"2","1","1","1","11","5",57623,,,,,,,,,,,,,,,45,45
"2004","EE",576311,139.830954169797,"1",1945,"2","1","4","1","11","1",57631,,,,,,,,,,,,,,,58,59
"2004","EE",576312,139.830954169797,"3",1954,"1","1","1","1","23","1",57631,,,,,,,,,,,,,,,49,49
"2004","EE",576461,139.830954169797,"1",1956,"1","1","1","1","11","1",57646,,,,,,,,,,,,,,,47,47
"2004","EE",576462,139.830954169797,"4",1923,"2","1","4","1","11","1",57646,,,,,,,,,,,,,,,80,80
"2004","EE",577281,139.830954169797,"2",1977,"2","1","1","1","11","1",57728,,,,,,,,,,,,,,,26,26
"2004","EE",577282,139.830954169797,"1",1983,"1","1","3","1","NA","1",57728,,,,,,,,,,,,,,,20,21
"2004","EE",577661,139.830954169797,"1",1974,"2","1","4","1","11","1",57766,,,,,,,,,,,,,,,29,29
"2004","EE",577662,139.830954169797,"3",1947,"2","1","4","1","23","NA",57766,,,,,,,,,,,,,,,56,57
"2004","EE",577921,139.830954169797,"1",1926,"1","1","4","1","11","1",57792,,,,,,,,,,,,,,,77,77
"2004","EE",577922,139.830954169797,"3",1929,"2","1","3","1","NA","NA",57792,,,,,,,,,,,,,,,74,75
"2004","EE",578131,139.830954169797,"1",1932,"2","1","2","4","NA","1",57813,,,,,,,,,,,,,,,71,72
"2004","EE",578132,139.830954169797,"1",1923,"1","1","1","1","11","1",57813,,,,,,,,,,,,,,,80,80
"2004","EE",578171,139.830954169797,"2",1971,"1","1","2","1","11","1",57817,,,,,,,,,,,,,,,32,32
"2004","EE",578172,139.830954169797,"1",2000,"2","1","4","1","11","1",57817,,,,,,,,,,,,,,,3,3
"2004","EE",578221,139.830954169797,"3",1940,"1","1","1","1","11","NA",57822,,,,,,,,,,,,,,,63,64
"2004","EE",578222,139.830954169797,"2",1948,"2","1","4","1","11","1",57822,,,,,,,,,,,,,,,55,56
"2004","EE",578511,139.830954169797,"1",1958,"2","1","3","1","11","NA",57851,,,,,,,,,,,,,,,45,46
"2004","EE",578512,139.830954169797,"4",1977,"1","1","4","1","NA","1",57851,,,,,,,,,,,,,,,26,26
"2004","EE",578961,139.830954169797,"2",1969,"2","1","1","1","11","1",57896,,,,,,,,,,,,,,,34,35
"2004","EE",578962,139.830954169797,"2",2002,"2","1","1","1","11","1",57896,,,,,,,,,,,,,,,1,1
"2004","EE",579011,139.830954169797,"4",1943,"2","1","1","1","11","1",57901,,,,,,,,,,,,,,,60,61
"2004","EE",579012,139.830954169797,"1",1982,"1","1","3","1","11","1",57901,,,,,,,,,,,,,,,21,21
"2004","EE",579071,139.830954169797,"4",1941,"1","1","1","4","11","NA",57907,,,,,,,,,,,,,,,62,63
"2004","EE",579072,139.830954169797,"2",1946,"2","1","1","1","11","1",57907,,,,,,,,,,,,,,,57,57
"2004","EE",579081,139.830954169797,"2",1939,"1","1","1","4","11","NA",57908,,,,,,,,,,,,,,,64,64
"2004","EE",579082,139.830954169797,"4",1942,"2","1","1","1","11","NA",57908,,,,,,,,,,,,,,,61,61
"2004","EE",579181,139.830954169797,"2",1937,"1","1","4","1","11","NA",57918,,,,,,,,,,,,,,,66,67
"2004","EE",579182,139.830954169797,"4",1934,"2","1","1","4","11","1",57918,,,,,,,,,,,,,,,69,70
"2004","EE",579761,139.830954169797,"3",1926,"1","1","4","1","23","1",57976,,,,,,,,,,,,,,,77,77
"2004","EE",579762,139.830954169797,"1",1935,"2","1","3","1","11","1",57976,,,,,,,,,,,,,,,68,68
"2004","EE",580541,139.830954169797,"2",1972,"1","1","1","1","11","1",58054,,,,,,,,,,,,,,,31,31
"2004","EE",580542,139.830954169797,"3",1967,"2","1","1","1","23","1",58054,,,,,,,,,,,,,,,36,37
"2004","EE",580671,139.830954169797,"4",1953,"2","1","4","4","11","1",58067,,,,,,,,,,,,,,,50,50
"2004","EE",580672,139.830954169797,"4",1950,"1","1","1","1","NA","1",58067,,,,,,,,,,,,,,,53,54
"2004","EE",580681,139.830954169797,"4",1947,"2","1","4","4","23","1",58068,,,,,,,,,,,,,,,56,56
"2004","EE",580682,139.830954169797,"1",1926,"2","1","1","1","11","NA",58068,,,,,,,,,,,,,,,77,77
"2004","EE",581151,139.830954169797,"1",1961,"2","1","1","1","11","1",58115,,,,,,,,,,,,,,,42,43
"2004","EE",581152,139.830954169797,"2",1983,"2","1","1","1","11","1",58115,,,,,,,,,,,,,,,20,21
"2004","EE",581281,139.830954169797,"2",1968,"2","1","3","4","11","NA",58128,,,,,,,,,,,,,,,35,35
"2004","EE",581282,139.830954169797,"1",1995,"1","1","3","1","11","NA",58128,,,,,,,,,,,,,,,8,9
"2004","EE",581471,139.830954169797,"1",1942,"2","1","3","1","11","1",58147,,,,,,,,,,,,,,,61,61
"2004","EE",581472,139.830954169797,"3",1983,"2","1","4","1","11","1",58147,,,,,,,,,,,,,,,20,20
"2004","EE",581651,139.830954169797,"1",1939,"1","1","2","1","11","1",58165,,,,,,,,,,,,,,,64,65
"2004","EE",581652,139.830954169797,"1",1940,"2","1","3","4","11","1",58165,,,,,,,,,,,,,,,63,64
"2004","EE",581991,139.830954169797,"2",1949,"2","1","3","1","11","1",58199,,,,,,,,,,,,,,,54,54
"2004","EE",581992,139.830954169797,"2",1950,"1","1","1","1","11","NA",58199,,,,,,,,,,,,,,,53,53
"2004","EE",582311,139.830954169797,"1",1927,"2","1","4","1","11","1",58231,,,,,,,,,,,,,,,76,77
"2004","EE",582312,139.830954169797,"2",1930,"1","1","1","1","11","1",58231,,,,,,,,,,,,,,,73,73
"2004","EE",582441,139.830954169797,"4",1932,"2","1","1","1","11","1",58244,,,,,,,,,,,,,,,71,72
"2004","EE",582442,139.830954169797,"2",1961,"1","1","4","4","11","1",58244,,,,,,,,,,,,,,,42,42
"2004","EE",582511,139.830954169797,"1",1961,"2","1","3","1","22","1",58251,,,,,,,,,,,,,,,42,42
"2004","EE",582512,139.830954169797,"3",1959,"1","1","1","1","23","1",58251,,,,,,,,,,,,,,,44,45
"2004","EE",582731,139.830954169797,"2",1951,"1","1","1","1","11","1",58273,,,,,,,,,,,,,,,52,52
"2004","EE",582732,139.830954169797,"2",1953,"2","1","2","1","11","1",58273,,,,,,,,,,,,,,,50,50
"2004","EE",582891,139.830954169797,"3",1940,"1","1","1","1","11","1",58289,,,,,,,,,,,,,,,63,64
"2004","EE",582892,139.830954169797,"1",1942,"2","1","1","1","11","NA",58289,,,,,,,,,,,,,,,61,61
"2004","EE",582921,139.830954169797,"1",1944,"2","1","1","1","11","1",58292,,,,,,,,,,,,,,,59,59
"2004","EE",582922,139.830954169797,"3",1971,"1","1","4","4","11","1",58292,,,,,,,,,,,,,,,32,33
"2004","EE",583041,139.830954169797,"1",1929,"1","1","1","1","11","1",58304,,,,,,,,,,,,,,,74,75
"2004","EE",583042,139.830954169797,"2",1933,"2","1","1","1","11","1",58304,,,,,,,,,,,,,,,70,71
"2004","EE",583621,139.830954169797,"3",1940,"1","1","4","1","11","NA",58362,,,,,,,,,,,,,,,63,63
"2004","EE",583622,139.830954169797,"3",1937,"2","1","4","1","NA","NA",58362,,,,,,,,,,,,,,,66,67
"2004","EE",583841,139.830954169797,"3",1962,"2","2","1","1","11","1",58384,,,,,,,,,,,,,,,41,41
"2004","EE",583842,139.830954169797,"1",1987,"1","1","3","1","11","1",58384,,,,,,,,,,,,,,,16,17
"2004","EE",583901,139.830954169797,"3",1948,"2","1","1","1","23","1",58390,,,,,,,,,,,,,,,55,55
"2004","EE",583902,139.830954169797,"4",1981,"1","1","1","1","11","1",58390,,,,,,,,,,,,,,,22,23
"2004","EE",584001,139.830954169797,"3",1943,"2","1","4","1","11","4",58400,,,,,,,,,,,,,,,60,60
"2004","EE",584002,139.830954169797,"2",1970,"2","1","4","1","11","1",58400,,,,,,,,,,,,,,,33,34
"2004","EE",584031,139.830954169797,"3",1939,"1","1","4","1","11","1",58403,,,,,,,,,,,,,,,64,64
"2004","EE",584032,139.830954169797,"2",1939,"2","1","3","1","11","1",58403,,,,,,,,,,,,,,,64,64
"2004","EE",584391,139.830954169797,"2",1957,"2","1","1","1","11","1",58439,,,,,,,,,,,,,,,46,47
"2004","EE",584392,139.830954169797,"1",1988,"2","1","1","1","11","1",58439,,,,,,,,,,,,,,,15,16
"2004","EE",584631,139.830954169797,"1",1967,"1","1","3","1","11","NA",58463,,,,,,,,,,,,,,,36,36
"2004","EE",584632,139.830954169797,"3",1973,"2","1","3","1","11","1",58463,,,,,,,,,,,,,,,30,31
"2004","EE",585231,139.830954169797,"2",1980,"2","1","4","1","11","1",58523,,,,,,,,,,,,,,,23,24
"2004","EE",585232,139.830954169797,"1",1953,"2","1","3","1","11","1",58523,,,,,,,,,,,,,,,50,50
"2004","EE",585491,139.830954169797,"2",1976,"2","1","1","1","11","1",58549,,,,,,,,,,,,,,,27,27
"2004","EE",585492,139.830954169797,"3",1995,"2","1","1","1","11","1",58549,,,,,,,,,,,,,,,8,8
"2004","EE",585571,139.830954169797,"4",1955,"1","1","1","1","NA","1",58557,,,,,,,,,,,,,,,48,49
"2004","EE",585572,139.830954169797,"3",1959,"2","1","1","1","11","1",58557,,,,,,,,,,,,,,,44,45
"2004","EE",585901,139.830954169797,"4",1934,"2","1","4","1","11","1",58590,,,,,,,,,,,,,,,69,69
"2004","EE",585902,139.830954169797,"1",1929,"1","1","3","1","11","1",58590,,,,,,,,,,,,,,,74,75
"2004","EE",585911,139.830954169797,"3",1932,"1","1","3","1","11","1",58591,,,,,,,,,,,,,,,71,72
"2004","EE",585912,139.830954169797,"1",1932,"2","1","1","1","11","1",58591,,,,,,,,,,,,,,,71,71
"2004","EE",586311,139.830954169797,"3",1945,"2","1","1","1","NA","1",58631,,,,,,,,,,,,,,,58,58
"2004","EE",586312,139.830954169797,"4",1937,"1","1","4","1","11","1",58631,,,,,,,,,,,,,,,66,66
"2004","EE",586481,139.830954169797,"2",1926,"1","1","1","1","11","1",58648,,,,,,,,,,,,,,,77,78
"2004","EE",586482,139.830954169797,"3",1930,"2","1","1","4","11","1",58648,,,,,,,,,,,,,,,73,73
"2004","EE",587201,139.830954169797,"1",1946,"2","1","4","1","11","NA",58720,,,,,,,,,,,,,,,57,57
"2004","EE",587202,139.830954169797,"4",1942,"1","1","4","4","11","NA",58720,,,,,,,,,,,,,,,61,61
"2004","EE",587211,139.830954169797,"4",1983,"1","1","3","1","11","NA",58721,,,,,,,,,,,,,,,20,20
"2004","EE",587212,139.830954169797,"4",1947,"1","1","1","1","11","1",58721,,,,,,,,,,,,,,,56,56
"2004","EE",587591,139.830954169797,"1",1937,"2","1","1","1","11","1",58759,,,,,,,,,,,,,,,66,66
"2004","EE",587592,139.830954169797,"1",1962,"1","1","1","1","11","NA",58759,,,,,,,,,,,,,,,41,42
"2004","EE",588021,139.830954169797,"3",1928,"1","1","3","1","11","1",58802,,,,,,,,,,,,,,,75,76
"2004","EE",588022,139.830954169797,"1",1926,"2","1","4","1","11","1",58802,,,,,,,,,,,,,,,77,77
"2004","EE",588181,139.830954169797,"2",1929,"1","1","1","1","NA","NA",58818,,,,,,,,,,,,,,,74,75
"2004","EE",588182,139.830954169797,"2",1923,"2","1","4","1","11","NA",58818,,,,,,,,,,,,,,,80,80
"2004","EE",588191,139.830954169797,"3",1969,"1","1","4","1","NA","1",58819,,,,,,,,,,,,,,,34,34
"2004","EE",588192,139.830954169797,"3",1976,"2","1","4","1","11","1",58819,,,,,,,,,,,,,,,27,27
"2004","EE",588811,139.830954169797,"4",1976,"2","1","1","1","11","NA",58881,,,,,,,,,,,,,,,27,27
"2004","EE",588812,139.830954169797,"2",2000,"1","1","1","1","11","1",58881,,,,,,,,,,,,,,,3,4
"2004","EE",589081,139.830954169797,"4",1978,"1","1","2","1","11","1",58908,,,,,,,,,,,,,,,25,25
"2004","EE",589082,139.830954169797,"4",1976,"2","1","3","1","31","NA",58908,,,,,,,,,,,,,,,27,28
"2004","EE",589211,139.830954169797,"3",1937,"1","1","1","1","11","1",58921,,,,,,,,,,,,,,,66,66
"2004","EE",589212,139.830954169797,"1",1935,"2","1","3","1","11","1",58921,,,,,,,,,,,,,,,68,68
"2004","EE",589791,139.830954169797,"2",1979,"2","1","1","1","11","NA",58979,,,,,,,,,,,,,,,24,25
"2004","EE",589792,139.830954169797,"3",1945,"2","1","1","1","11","4",58979,,,,,,,,,,,,,,,58,58
"2004","EE",589971,139.830954169797,"1",1938,"1","1","3","1","11","1",58997,,,,,,,,,,,,,,,65,66
"2004","EE",589972,139.830954169797,"4",1969,"2","1","1","1","NA","NA",58997,,,,,,,,,,,,,,,34,35
"2004","EE",590201,139.830954169797,"4",1952,"1","1","3","1","11","1",59020,,,,,,,,,,,,,,,51,52
"2004","EE",590202,139.830954169797,"1",1981,"2","1","1","1","11","1",59020,,,,,,,,,,,,,,,22,22
"2004","EE",590281,139.830954169797,"2",1962,"2","1","1","1","11","1",59028,,,,,,,,,,,,,,,41,41
"2004","EE",590282,139.830954169797,"2",1954,"1","1","1","1","11","NA",59028,,,,,,,,,,,,,,,49,50
"2004","EE",590991,139.830954169797,"2",1942,"1","1","4","1","11","1",59099,,,,,,,,,,,,,,,61,61
"2004","EE",590992,139.830954169797,"3",1942,"2","1","4","1","11","1",59099,,,,,,,,,,,,,,,61,62
"2004","EE",591841,139.830954169797,"3",1949,"1","1","4","1","NA","1",59184,,,,,,,,,,,,,,,54,55
"2004","EE",591842,139.830954169797,"1",1954,"2","1","4","4","11","NA",59184,,,,,,,,,,,,,,,49,49
"2004","EE",592021,139.830954169797,"3",1934,"2","1","3","1","11","1",59202,,,,,,,,,,,,,,,69,69
"2004","EE",592022,139.830954169797,"2",1930,"1","1","3","1","11","NA",59202,,,,,,,,,,,,,,,73,74
"2004","EE",592431,139.830954169797,"2",1942,"1","1","1","1","11","1",59243,,,,,,,,,,,,,,,61,62
"2004","EE",592432,139.830954169797,"4",1941,"2","1","3","4","11","1",59243,,,,,,,,,,,,,,,62,63
"2004","EE",592551,139.830954169797,"4",1946,"2","1","2","1","11","1",59255,,,,,,,,,,,,,,,57,57
"2004","EE",592552,139.830954169797,"3",1986,"2","1","2","1","11","1",59255,,,,,,,,,,,,,,,17,17
"2004","EE",592721,139.830954169797,"1",1960,"1","1","1","1","11","NA",59272,,,,,,,,,,,,,,,43,43
"2004","EE",592722,139.830954169797,"3",1952,"2","1","3","4","11","1",59272,,,,,,,,,,,,,,,51,52
"2004","EE",592871,139.830954169797,"1",1929,"1","1","1","1","11","NA",59287,,,,,,,,,,,,,,,74,74
"2004","EE",592872,139.830954169797,"4",1937,"2","1","1","1","11","1",59287,,,,,,,,,,,,,,,66,66
"2004","EE",592951,139.830954169797,"3",1932,"2","1","1","4","11","1",59295,,,,,,,,,,,,,,,71,72
"2004","EE",592952,139.830954169797,"2",1972,"1","1","4","4","11","1",59295,,,,,,,,,,,,,,,31,31
"2004","EE",593221,139.830954169797,"3",1953,"1","1","4","1","11","1",59322,,,,,,,,,,,,,,,50,50
"2004","EE",593222,139.830954169797,"1",1955,"2","1","2","1","11","NA",59322,,,,,,,,,,,,,,,48,48
"2004","EE",593651,139.830954169797,"3",1948,"1","1","4","1","11","1",59365,,,,,,,,,,,,,,,55,56
"2004","EE",593652,139.830954169797,"2",1945,"2","1","4","1","11","1",59365,,,,,,,,,,,,,,,58,58
"2004","EE",593721,139.830954169797,"3",1955,"1","1","4","1","11","1",59372,,,,,,,,,,,,,,,48,49
"2004","EE",593722,139.830954169797,"2",1928,"2","1","4","1","NA","1",59372,,,,,,,,,,,,,,,75,75
"2004","EE",594611,139.830954169797,"1",1932,"1","1","1","1","11","1",59461,,,,,,,,,,,,,,,71,71
"2004","EE",594612,139.830954169797,"2",1933,"2","1","3","1","11","NA",59461,,,,,,,,,,,,,,,70,70
"2004","EE",594671,139.830954169797,"1",1938,"1","1","4","4","11","1",59467,,,,,,,,,,,,,,,65,65
"2004","EE",594672,139.830954169797,"1",1944,"2","1","4","4","NA","1",59467,,,,,,,,,,,,,,,59,59
"2004","EE",594931,139.830954169797,"2",1952,"1","1","4","1","11","1",59493,,,,,,,,,,,,,,,51,51
"2004","EE",594932,139.830954169797,"2",1981,"2","1","4","4","11","1",59493,,,,,,,,,,,,,,,22,23
"2004","EE",595031,139.830954169797,"4",1977,"2","1","3","1","NA","1",59503,,,,,,,,,,,,,,,26,27
"2004","EE",595032,139.830954169797,"1",1978,"1","1","4","1","11","1",59503,,,,,,,,,,,,,,,25,25
"2004","EE",595081,139.830954169797,"1",1939,"2","1","1","1","11","1",59508,,,,,,,,,,,,,,,64,65
"2004","EE",595082,139.830954169797,"4",1940,"1","1","4","1","11","1",59508,,,,,,,,,,,,,,,63,64
"2004","EE",595271,139.830954169797,"1",1931,"2","1","1","1","11","1",59527,,,,,,,,,,,,,,,72,72
"2004","EE",595272,139.830954169797,"4",1959,"1","2","1","1","11","1",59527,,,,,,,,,,,,,,,44,45
"2004","EE",595961,139.830954169797,"3",1939,"1","1","3","1","NA","1",59596,,,,,,,,,,,,,,,64,65
"2004","EE",595962,139.830954169797,"1",1945,"2","1","1","1","NA","NA",59596,,,,,,,,,,,,,,,58,59
"2004","EE",596271,139.830954169797,"1",1950,"1","1","4","1","11","NA",59627,,,,,,,,,,,,,,,53,54
"2004","EE",596272,139.830954169797,"3",1952,"2","1","1","1","11","1",59627,,,,,,,,,,,,,,,51,52
"2004","EE",596281,139.830954169797,"4",1948,"2","1","4","1","11","1",59628,,,,,,,,,,,,,,,55,56
"2004","EE",596282,139.830954169797,"2",1969,"1","1","3","1","NA","NA",59628,,,,,,,,,,,,,,,34,34
"2004","EE",596721,139.830954169797,"1",1928,"2","1","4","4","11","1",59672,,,,,,,,,,,,,,,75,76
"2004","EE",596722,139.830954169797,"1",1923,"2","1","2","1","11","1",59672,,,,,,,,,,,,,,,80,80
"2004","EE",596771,139.830954169797,"3",1937,"2","1","4","1","NA","1",59677,,,,,,,,,,,,,,,66,67
"2004","EE",596772,139.830954169797,"2",1937,"1","1","1","1","11","NA",59677,,,,,,,,,,,,,,,66,67
"2004","EE",596821,139.830954169797,"2",1931,"2","1","3","1","11","1",59682,,,,,,,,,,,,,,,72,73
"2004","EE",596822,139.830954169797,"1",1959,"1","1","4","1","11","NA",59682,,,,,,,,,,,,,,,44,44
"2004","EE",597391,139.830954169797,"4",1935,"1","1","2","1","NA","1",59739,,,,,,,,,,,,,,,68,68
"2004","EE",597392,139.830954169797,"2",1936,"2","1","1","1","11","1",59739,,,,,,,,,,,,,,,67,68
"2004","EE",597771,139.830954169797,"3",1947,"2","1","3","4","11","NA",59777,,,,,,,,,,,,,,,56,57
"2004","EE",597772,139.830954169797,"3",1947,"1","1","4","1","11","1",59777,,,,,,,,,,,,,,,56,56
"2004","EE",598261,139.830954169797,"4",1963,"2","1","2","1","11","1",59826,,,,,,,,,,,,,,,40,41
"2004","EE",598262,139.830954169797,"2",1960,"1","1","4","1","11","1",59826,,,,,,,,,,,,,,,43,43
"2004","EE",598341,139.830954169797,"4",1952,"1","1","4","1","11","1",59834,,,,,,,,,,,,,,,51,52
"2004","EE",598342,139.830954169797,"1",1952,"2","2","4","1","11","1",59834,,,,,,,,,,,,,,,51,51
"2004","EE",598471,139.830954169797,"2",1932,"1","1","3","1","NA","NA",59847,,,,,,,,,,,,,,,71,72
"2004","EE",598472,139.830954169797,"3",1936,"2","1","1","4","11","1",59847,,,,,,,,,,,,,,,67,67
"2004","EE",598601,139.830954169797,"3",1940,"1","1","4","1","11","1",59860,,,,,,,,,,,,,,,63,64
"2004","EE",598602,139.830954169797,"2",1948,"2","1","1","1","11","1",59860,,,,,,,,,,,,,,,55,55
"2004","EE",599431,139.830954169797,"3",1931,"2","1","1","4","11","1",59943,,,,,,,,,,,,,,,72,73
"2004","EE",599432,139.830954169797,"1",1959,"1","1","4","1","11","1",59943,,,,,,,,,,,,,,,44,45
"2004","EE",599571,139.830954169797,"2",1947,"1","1","4","1","11","1",59957,,,,,,,,,,,,,,,56,57
"2004","EE",599572,139.830954169797,"3",1948,"2","1","2","4","NA","NA",59957,,,,,,,,,,,,,,,55,56
"2004","EE",599901,139.830954169797,"1",1961,"2","1","4","1","NA","NA",59990,,,,,,,,,,,,,,,42,42
"2004","EE",599902,139.830954169797,"1",1964,"1","1","1","1","11","1",59990,,,,,,,,,,,,,,,39,39
"2004","EE",599971,139.830954169797,"2",1954,"2","1","1","1","11","1",59997,,,,,,,,,,,,,,,49,49
"2004","EE",599972,139.830954169797,"1",1987,"1","1","1","1","11","1",59997,,,,,,,,,,,,,,,16,16
"2004","EE",600021,139.830954169797,"4",1929,"2","1","1","1","11","NA",60002,,,,,,,,,,,,,,,74,74
"2004","EE",600022,139.830954169797,"1",1991,"1","1","2","1","11","1",60002,,,,,,,,,,,,,,,12,13
"2004","EE",600731,139.830954169797,"2",1945,"2","1","1","1","11","NA",60073,,,,,,,,,,,,,,,58,59
"2004","EE",600732,139.830954169797,"4",1973,"1","1","4","1","NA","1",60073,,,,,,,,,,,,,,,30,31
"2004","EE",600741,139.830954169797,"1",1969,"2","1","4","1","11","1",60074,,,,,,,,,,,,,,,34,34
"2004","EE",600742,139.830954169797,"3",1994,"2","1","4","1","11","1",60074,,,,,,,,,,,,,,,9,9
"2004","EE",600971,139.830954169797,"1",1923,"2","1","4","1","NA","1",60097,,,,,,,,,,,,,,,80,80
"2004","EE",600972,139.830954169797,"2",1940,"2","1","3","1","31","1",60097,,,,,,,,,,,,,,,63,64
"2004","EE",601341,139.830954169797,"4",1970,"2","1","1","1","11","1",60134,,,,,,,,,,,,,,,33,33
"2004","EE",601342,139.830954169797,"3",1992,"2","1","1","4","NA","1",60134,,,,,,,,,,,,,,,11,11
"2004","EE",601551,139.830954169797,"3",1959,"2","1","1","1","11","1",60155,,,,,,,,,,,,,,,44,45
"2004","EE",601552,139.830954169797,"4",1985,"1","1","1","1","11","1",60155,,,,,,,,,,,,,,,18,18
"2004","EE",602011,139.830954169797,"3",1934,"1","1","3","1","11","1",60201,,,,,,,,,,,,,,,69,69
"2004","EE",602012,139.830954169797,"4",1939,"2","1","1","1","11","1",60201,,,,,,,,,,,,,,,64,64
"2004","EE",602321,139.830954169797,"2",1951,"2","1","3","1","11","NA",60232,,,,,,,,,,,,,,,52,53
"2004","EE",602322,139.830954169797,"2",1972,"1","1","4","1","11","NA",60232,,,,,,,,,,,,,,,31,31
"2004","EE",602401,139.830954169797,"1",1941,"2","1","3","1","11","1",60240,,,,,,,,,,,,,,,62,63
"2004","EE",602402,139.830954169797,"1",1979,"2","1","3","1","31","1",60240,,,,,,,,,,,,,,,24,24
"2004","EE",602421,139.830954169797,"2",1940,"1","1","4","4","11","1",60242,,,,,,,,,,,,,,,63,64
"2004","EE",602422,139.830954169797,"1",1943,"2","1","1","4","11","1",60242,,,,,,,,,,,,,,,60,60
