"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","EE",25688,"2","2009","10",3634,3593,0,0,,,,,,,,0,0,0,0,0,,0,,0,40,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","3","2","1","255.65","2","3","2","1","2","2","4","1","3","2","1","NA","NA","434.66","NA","1","NA","1","1","2","NA","2","48","2","3","3","3","1","2","NA","1","NA","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",25702,"2","2009","24",8822,8588,0,0,,,,,,,,0,0,0,0,0,,0,,0,13,0,,221,"NA","NA","NA","3","NA","3","1","1","1","1","1","3","1","1","3","2236.91","1","3","2","1","2","2","1","1","3","2","1","NA","NA","59.69","NA","1","NA","1","1","2","NA","2","50","2","3","3","3","1","1","NA","1","1","1","1","1","1","NA","1","1","1","1","NA","1","1","1","NA","2","NA","1",1,,,,,,
"2009","EE",25709,"1","2009","7",19686,18972,0,0,,,,,,,,0,637,0,0,0,,7,,0,0,0,,714,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","3195.58","2","2","2","2","1","2","4","1","2","2","1","NA","NA","257.31","NA","1","NA","1","1","2","NA","2","68","1","2","NA","4","2","1","2","1","1","1","NA","1","1","1","1","1","1","NA","NA","1","1","NA","NA","2","NA","1",1,,,,,,
"2009","EE",25731,"1","2009","21",9647,9610,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,37,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","3","703.03","3","2","2","2","1","1","4","1","2","2","1","NA","NA","230.08","NA","1","NA","1","1","2","NA","2","NA","4","4","4","3","1","1","1","NA","1","1","1","1","1","1","NA","1","1","NA","1","2","2","2","NA","2","NA","1",1,,,,,,
"2009","EE",25785,"2","2009","11",4798,3648,0,0,,,,,,,,0,0,0,0,0,,0,,0,1149,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1150.41","2","2","2","2","2","1","4","1","2","2","1","NA","NA","87.56","NA","1","NA","1","1","2","NA","2","100","3","4","3","4","1","1","1","1","1","1","NA","1","1","NA","3","1","1","1","NA","1","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",25789,"2","2009","4",2186,2178,0,0,,,,,,,,0,0,0,0,0,,0,,0,8,0,,0,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","5","958.67","1","2","2","2","2","2","3","2","4","2","1","NA","NA","150.19","NA","1","NA","1","1","2","NA","2","55","3","4","3","3","1","1","NA","NA","1","1","1","NA","NA","1","3","1","NA","NA","NA","1","1","2","NA","2","NA","1",1,,,,,,
"2009","EE",25816,"2","2009","34",9413,8854,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,559,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","4","1150.41","1","2","2","2","2","2","1","1","3","2","1","NA","NA","494.23","NA","1","NA","1","1","2","NA","2","51","4","4","NA","3","1","1","1","1","1","NA","1","1","1","NA","1","1","1","NA","NA","1","NA","NA","NA","2","NA","1",1,,,,,,
"2009","EE",25824,"1","2009","12",17161,13724,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3437,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","5","2236.91","2","3","2","2","2","1","4","1","4","2","1","NA","NA","272.07","NA","1","NA","1","1","2","NA","2","45","3","4","2","4","1","1","1","1","1","1","1","NA","1","1","NA","1","1","NA","1","1","NA","NA","NA","2","NA","1",1,,,,,,
"2009","EE",25837,"2","2009","15",4154,644,0,0,,,,,,,,0,0,0,0,0,,0,,0,3510,0,,0,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","3","4","3834.7","2","NA","2","2","2","2","3","1","5","1","1","NA","NA","114.85","NA","3","NA","1","1","2","NA","2","86","4","3","3","3","2","1","NA","NA","NA","NA","NA","1","NA","1","3","NA","3","NA","NA","NA","NA","2","NA","2","NA","1",1,,,,,,
"2009","EE",25855,"1","2009","17",7151,3479,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3672,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1086.5","2","2","2","2","2","2","2","1","4","2","1","NA","NA","649.34","NA","1","NA","1","1","2","NA","2","160","4","4","2","2","1","1","1","NA","NA","1","NA","1","1","1","1","NA","NA","3","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",25884,"1","2009","27",5082,5025,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,56,"NA","NA","NA","3","NA","3","1","1","1","1","1","3","1","3","3","639.12","2","NA","2","2","2","2","4","1","1","2","1","NA","NA","0","NA","1","NA","1","1","2","NA","2","106","2","3","3","3","2","1","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",25937,"1","2009","17",7105,6201,0,0,,,,,,,,0,0,0,0,0,,0,,0,904,0,,0,"NA","NA","NA","3","NA","2","2","1","1","1","1","1","1","2","4","1597.79","2","2","2","2","2","2","3","1","3","2","1","NA","NA","129.36","NA","3","NA","1","1","2","5","2","70","3","4","2","3","1","1","1","1","1","NA","1","1","2","1","1","1","1","1","NA","1","NA","2","NA","2","NA","1",1,,,,,,
"2009","EE",25959,"2","2009","10",27516,24336,0,0,,,,,,,,0,0,0,254,0,,0,,0,3180,0,,0,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","1150.41","2","1","2","1","2","1","4","1","2","1","1","NA","NA","112.48","NA","1","NA","1","1","2","NA","2","NA","2","4","NA","3","1","1","1","NA","1","1","NA","1","1","1","1","NA","1","NA","NA","1","3","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",25970,"1","2009","7",3530,3521,0,0,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","1278.23","2","NA","2","1","2","2","4","1","2","2","1","NA","NA","88.33","NA","1","NA","1","1","2","NA","1","67","4","4","2","NA","2","1","1","1","1","1","1","1","1","2","NA","1","NA","3","NA","2","NA","2","NA","2","NA","1",1,,,,,,
"2009","EE",25990,"2","2009","17",3477,3474,0,0,,,,,,,,0,0,0,0,0,,1,,0,3,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","639.12","2","NA","2","2","2","1","1","1","3","2","1","NA","NA","26.97","NA","1","NA","1","2","2","NA","2","49","4","3","4","3","1","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26007,"1","2009","11",4646,4632,0,0,,,,,,,,0,0,0,0,0,,0,,0,13,0,,0,"NA","NA","NA","3","NA","3","2","2","1","1","1","3","1","1","3","766.94","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","80.98","NA","1","NA","3","1","2","NA","2","58","3","4","4","3","2","3","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26042,"2","2009","12",3344,2789,0,0,,,,,,,,0,0,0,0,0,,3,,0,11,0,,544,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","958.67","3","1","2","2","2","2","1","1","3","2","1","NA","NA","101.17","NA","1","NA","1","1","2","NA","2","115","3","4","3","4","1","1","1","1","1","1","1","1","1","1","3","NA","NA","NA","1","2","3","2","NA","1","NA","1",1,,,,,,
"2009","EE",26046,"2","2009","13",8218,4460,0,0,,,,,,,,0,0,0,0,0,,0,,0,270,1447,,2041,"NA","NA","NA","1","NA","3","1","1","1","1","1","1","1","1","4","1278.23","3","2","2","2","2","2","4","1","3","2","1","NA","NA","75.86","NA","1","NA","1","1","2","NA","2","436","4","4","3","2","2","1","1","NA","1","NA","1","1","1","1","NA","1","1","1","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26056,"2","2009","6",8328,6897,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1431,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","766.94","2","2","2","2","2","2","1","1","3","2","1","NA","NA","583.71","NA","1","NA","1","1","2","NA","2","58","3","4","3","3","2","1","1","NA","1","1","NA","1","1","1","3","1","1","NA","1","NA","1","2","NA","2","NA","1",1,,,,,,
"2009","EE",26123,"1","2009","22",3400,3397,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","639.12","2","2","2","2","1","2","4","1","2","2","2","NA","NA","74.14","NA","1","NA","1","1","2","NA","2","90","4","3","2","3","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","1","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26160,"1","2009","6",3791,3777,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,14,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","3","191.73","2","NA","1","2","2","2","4","1","6","2","1","NA","NA","122.39","NA","3","NA","1","1","2","NA","2","67","4","3","NA","3","1","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26224,"1","2009","33",3084,3636,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-552,"NA","NA","NA","3","NA","NA","2","1","2","1","1","3","1","3","4","703.03","2","2","2","2","2","1","4","1","3","2","1","NA","NA","76.05","NA","1","NA","1","1","2","NA","2","46","4","3","3","4","2","3","1","1","NA","1","NA","NA","NA","NA","3","NA","1","NA","NA","NA","NA","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26253,"1","2009","9",7735,7724,0,0,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","958.67","1","2","2","2","2","1","4","1","3","2","1","NA","NA","525.1","NA","1","NA","1","1","2","NA","2","69","3","4","4","4","1","2","1","NA","1","1","1","NA","2","1","2","1","3","NA","NA","1","1","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26270,"2","2009","24",2546,2526,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,17,,3,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","2","3","958.67","2","NA","2","2","2","1","4","1","3","2","1","NA","NA","89.8","NA","1","NA","3","1","2","NA","1","59","4","4","2","2","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26331,"2","2009","16",1799,1795,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,4,"NA","NA","NA","3","NA","3","2","2","2","1","1","2","1","1","5","575.2","3","NA","2","2","2","2","1","1","2","1","1","NA","NA","122.07","NA","1","NA","3","2","2","NA","2","100","3","4","NA","4","2","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26332,"1","2009","13",3350,2965,0,0,,,,,,,,0,0,0,0,0,,1,,0,385,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1278.23","1","2","2","2","2","2","4","1","1","1","1","NA","NA","70.3","NA","1","NA","1","1","2","NA","2","69","3","4","3","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26357,"2","2009","10",3147,3146,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,"NA","NA","NA","3","NA","NA","2","1","1","1","1","3","1","3","3","3195.58","3","2","2","2","2","2","4","1","4","2","2","NA","NA","119.77","NA","1","NA","1","2","2","NA","2","85","4","4","3","3","2","1","NA","1","NA","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26363,"2","2009","50",3224,2807,0,0,,,,,,,,0,0,0,0,0,,0,,0,2,0,,415,"NA","3","NA","3","NA","NA","1","1","2","1","1","2","1","2","2","958.67","3","1","2","2","2","2","4","1","3","2","1","NA","NA","126.42","NA","1","NA","1","1","2","NA","1","97","3","3","4","3","2","1","1","1","3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26378,"1","2009","6",3150,3131,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,19,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","3","1","639.12","2","NA","2","2","2","2","4","1","2","2","1","NA","NA","104.88","NA","1","NA","1","1","2","NA","2","76","4","4","4","3","2","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26380,"2","2009","19",14412,15368,0,0,,,,,,,,0,0,0,0,0,,7,,0,36,0,,-992,"NA","3","NA","2","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","NA","1","2","2","2","4","1","2","2","1","NA","NA","273.86","NA","3","NA","1","1","2","NA","1","46","3","2","3","3","3","1","1","1","NA","1","1","1","1","1","NA","1","1","NA","NA","1","1","2","NA","1","NA","1",1,,,,,,
"2009","EE",26399,"2","2009","26",229,225,0,0,,,,,,,,0,0,0,0,0,,6,,0,0,0,,4,"NA","3","NA","1","NA","NA","2","1","2","1","1","1","1","2","3","447.38","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","148.91","NA","1","NA","1","1","2","NA","2","62","4","4","NA","4","2","1","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26406,"1","2009","12",16466,15555,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,908,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","351.51","1","NA","2","2","2","1","3","1","4","2","1","NA","NA","100.02","NA","1","NA","1","1","2","NA","2","19","4","3","2","2","3","3","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26415,"1","2009","9",1153,1139,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,1,,13,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","639.12","NA","NA","2","2","2","2","4","1","3","2","1","NA","NA","124.63","NA","1","NA","1","1","2","NA","2","68","4","3","2","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26419,"1","2009","21",1946,1943,0,0,,,,,,,,0,0,0,0,0,,26,,0,0,0,,3,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","2","4","1278.23","3","NA","1","2","2","2","3","1","2","2","1","NA","NA","153.39","NA","1","NA","1","1","2","NA","2","47","3","4","3","4","2","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","3","NA","NA","NA","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26424,"2","2009","5",3068,3067,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,"NA","NA","NA","3","NA","NA","1","1","2","1","1","3","1","3","3","127.82","2","NA","2","2","2","2","2","1","3","1","1","NA","NA","91.14","NA","1","NA","1","1","2","NA","2","67","4","4","NA","2","3","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26470,"2","2009","32",22472,21134,0,0,,,,,,,,0,0,0,0,0,,0,,0,1338,0,,0,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","958.67","2","2","2","2","2","2","4","2","3","2","1","NA","NA","293.67","NA","1","NA","1","1","2","7","2","44","4","1","2","2","1","1","1","NA","1","NA","1","1","NA","1","1","1","3","1","NA","1","2","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26473,"2","2009","22",4474,4470,0,0,,,,,,,,0,0,0,0,0,,125,,0,4,0,,0,"NA","3","NA","3","NA","3","1","2","1","1","1","3","1","1","3","NA","2","NA","2","2","2","1","4","1","2","1","1","NA","NA","91.33","NA","1","NA","1","2","2","5","2","62","4","3","3","3","2","1","1","NA","NA","NA","2","NA","1","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26474,"2","2009","18",2944,2791,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,153,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","1","958.67","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","75.42","NA","1","NA","1","1","2","NA","2","50","2","2","3","2","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26489,"1","2009","10",2991,2990,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,"NA","NA","NA","3","NA","3","1","1","2","1","1","2","1","1","3","703.03","2","NA","2","2","2","2","1","1","2","1","1","NA","NA","87.56","NA","1","NA","1","2","2","NA","2","43","3","1","NA","4","1","1","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26516,"2","2009","25",3206,3200,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,"NA","1","NA","3","NA","NA","2","1","1","1","1","1","3","1","3","NA","2","NA","2","2","2","2","4","4","3","1","1","NA","NA","99.38","NA","1","NA","3","1","2","NA","1","45","2","4","3","4","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26545,"2","2009","15",5860,5853,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1597.79","2","1","2","2","1","2","4","1","3","2","1","NA","NA","494.23","NA","1","NA","1","1","2","NA","1","54","3","4","3","4","1","2","1","1","1","1","2","1","1","1","1","1","1","1","NA","1","NA","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26550,"1","2009","13",3465,2968,0,0,,,,,,,,0,0,0,0,0,,0,,0,497,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","447.38","3","2","2","2","2","2","1","1","2","1","1","NA","NA","25.56","NA","1","NA","3","1","2","NA","2","180","3","4","3","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26601,"1","2009","13",1031,-302,0,0,,,,,,,,0,0,0,0,0,,3,,0,1333,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","2","1","1","3","1278.23","2","NA","2","2","2","1","1","2","4","2","1","NA","NA","290.8","NA","1","NA","1","1","2","NA","2","51","4","4","2","2","1","1","1","1","2","NA","1","1","NA","1","3","1","1","1","1","1","1","2","NA","1","NA","1",1,,,,,,
"2009","EE",26691,"1","2009","16",8242,7079,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1163,"NA","NA","NA","2","NA","NA","1","1","1","1","1","1","1","1","3","958.67","2","2","2","1","2","2","4","1","3","2","1","NA","NA","198.13","NA","1","NA","1","1","2","NA","2","90","4","4","NA","4","1","1","1","NA","1","1","1","1","NA","1","1","1","1","NA","1","1","1","2","NA","2","NA","1",1,,,,,,
"2009","EE",26714,"2","2009","16",8937,1662,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,7275,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","703.03","1","3","2","1","2","1","1","1","3","2","1","NA","NA","161.7","NA","1","NA","1","1","2","NA","2","37","4","3","2","3","2","1","NA","1","1","1","1","1","1","NA","1","1","1","1","1","1","1","2","NA","2","NA","1",1,,,,,,
"2009","EE",26751,"2","2009","3",5488,4628,0,0,,,,,,,,0,0,0,0,0,,0,,0,535,0,,325,"NA","NA","NA","3","NA","NA","1","2","2","1","1","1","1","1","4","1917.35","2","NA","2","2","2","2","4","1","2","2","1","NA","NA","83.09","NA","1","NA","1","1","2","NA","2","60","3","4","NA","3","2","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26753,"2","2009","39",11099,9471,0,0,,,,,,,,0,0,0,0,0,,0,,0,1628,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","894.76","1","2","2","2","2","2","4","1","2","2","1","NA","NA","112.48","NA","1","NA","1","1","2","NA","1","130","4","4","2","3","1","1","1","1","1","NA","1","1","NA","NA","1","NA","2","1","2","1","NA","2","NA","2","NA","1",1,,,,,,
"2009","EE",26803,"2","2009","36",8734,8733,0,0,,,,,,,,0,0,0,5209,0,,0,,0,0,1,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","958.67","2","NA","2","2","2","2","4","1","2","2","1","319.56","NA","240.95","NA","1","NA","1","1","2","NA","2","46","4","4","NA","3","1","1","1","1","1","NA","1","NA","NA","2","1","1","3","1","NA","1","NA","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26862,"2","2009","10",1881,1878,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,"NA","3","NA","3","NA","3","1","1","1","1","3","1","1","1","3","766.94","1","2","2","2","2","1","1","1","2","2","1","NA","NA","92.35","NA","1","NA","1","1","2","NA","1","65","3","4","4","3","2","3","1","1","1","NA","1","1","3","NA","NA","1","1","NA","NA","2","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26885,"1","2009","17",2873,2869,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,"NA","NA","NA","3","NA","NA","2","1","2","1","1","2","1","3","3","1278.23","1","NA","2","2","2","2","NA","1","3","2","1","NA","NA","25.31","NA","1","NA","1","1","2","NA","2","60","3","4","NA","2","2","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26919,"1","2009","32",8286,-12714,0,0,,,,,,,,0,0,0,0,0,,0,,0,88,0,,20913,"NA","3","NA","3","NA","2","1","2","1","1","1","1","1","1","5","766.94","3","NA","2","2","2","2","3","1","3","1","1","NA","NA","151.47","NA","1","NA","1","1","2","NA","2","60","3","4","3","NA","2","3","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1","NA","NA","NA","1","NA","NA","2","NA","1",1,,,,,,
"2009","EE",26938,"2","2009","19",5412,141,0,0,,,,,,,,0,0,0,0,0,,2,,0,17,0,,5254,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","766.94","3","2","2","2","2","2","3","1","3","2","1","NA","NA","132.3","NA","1","NA","1","1","2","NA","2","50","2","4","3","4","2","1","1","NA","2","1","NA","1","NA","1","NA","1","1","1","NA","1","2","2","NA","2","NA","1",1,,,,,,
"2009","EE",26942,"1","2009","17",2915,2913,0,0,,,,,,,,0,0,0,0,0,,45,,0,0,0,,2,"NA","NA","NA","3","NA","3","2","2","1","1","1","1","1","3","2","766.94","3","NA","2","2","2","2","2","1","2","2","1","NA","NA","102.83","NA","1","NA","3","1","2","NA","2","32","3","4","2","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26948,"1","2009","14",10860,8194,0,0,,,,,,,,0,0,0,0,0,,0,,0,2667,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","894.76","2","2","2","2","2","2","1","1","3","2","1","NA","NA","390.88","NA","1","NA","1","1","2","NA","1","200","2","4","2","3","1","1","NA","1","1","1","1","1","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26956,"1","2009","11",15913,15219,0,0,,,,,,,,0,0,0,0,0,,15,,0,0,0,,694,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","3","958.67","2","2","2","2","2","1","1","1","2","1","1","NA","NA","365.57","NA","1","NA","3","1","2","NA","1","53","3","2","3","3","3","1","NA","1","1","1","NA","1","1","NA","1","1","NA","1","NA","1","1","2","NA","NA","NA","1",1,,,,,,
"2009","EE",26957,"2","2009","30",4616,3739,0,0,,,,,,,,0,0,0,0,0,,0,,0,877,0,,0,"NA","NA","NA","3","NA","3","2","1","1","3","1","3","1","2","3","639.12","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","108.65","NA","1","NA","1","1","2","NA","2","200","3","4","4","4","3","3","NA","NA","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26964,"1","2009","12",3744,3741,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","3","NA","2","2","2","2","4","1","2","1","1","NA","NA","56.24","NA","3","NA","3","2","2","NA","2","82","2","4","3","3","2","3","NA","NA","1","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26965,"2","2009","29",3582,3579,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,"NA","3","NA","3","NA","NA","1","1","1","1","1","2","1","1","4","766.94","1","NA","2","1","2","2","4","1","3","2","1","NA","NA","74.39","NA","1","NA","3","1","2","NA","2","71","3","3","4","3","2","3","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26987,"1","2009","15",5972,4634,0,0,,,,,,,,0,0,0,0,0,,0,,0,1338,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","703.03","1","NA","2","2","2","2","4","1","2","2","1","NA","NA","51.13","NA","1","NA","3","1","2","NA","2","66","3","4","3","3","1","1","1","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,
"2009","EE",26998,"1","2009","19",0,-1058,0,0,,,,,,,,0,0,0,0,0,,0,,0,1058,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","2","1","1","1","1597.79","1","3","2","2","2","1","4","1","3","2","1","NA","NA","150.19","NA","1","NA","1","1","2","NA","2","78","4","4","3","4","2","1","1","2","1","1","1","3","1","NA","NA","1","NA","NA","NA","1","1","2","NA","2","2","1",1,,,,,,
