"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PA010","PA020","PA030","PA040","PA050","PA060","PA070","PA080","PA090","PA100","PA110","PA120","PA130","PA140","PA150","PA160","pl030","pl030_f","pl070","pl070_f","pl072","pl072_f","pl110_f","PY070N","PY070G","PX030","PX040","PL051","PX020","PX050","PX010","PL110","PL111"
"2010","EE",388101,117.439662107804,"NA","1","NA","8","4",1954,"1","2","1","EE","2","NA","5","1","NA","NA","1","NA","3","91","40","NA","NA","12","1","2","NA","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",192,0,5673,0,0,0,1,0,0,0,2576,0,0,0,0,0,1,"5","1","NA","NA","2","4","2","NA","1","NA","4","NA","NA","NA","NA","NA",,,,,,,,1,1,38810,"1","3",55,"2","1",,"b-e"
"2010","EE",388401,117.439662107804,"NA","1","2010","10","1",1932,"1","2","1","EE","2","NA","3","7","NA","1","NA","1","3","51","NA","NA","NA","2","1","2","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","1",0,0,0,0,0,0,1,0,0,0,0,3071,0,0,0,0,1,"5","1","NA","NA","2","NA","2","2","1","NA","18","NA","NA","NA","NA","NA",,,,,,,,1,1,38840,"1","2",77,"7","1",,"NA"
"2010","EE",388841,117.439662107804,"NA","1","2010","8","1",1986,"1","1","1","EE","1","NA","2","1","NA","NA","1","NA","3","12","40","NA","NA","13","1","2","2","NA","2","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,13674,0,0,6592,1,383,0,0,0,0,0,0,0,1258,1,"4","NA","3","NA","NA","2","2","2","1","1","12","NA","NA","NA","NA","NA",,,,,,,,1,1,38884,"1","8",23,"2","1",,"b-e"
"2010","EE",388911,117.439662107804,"NA","2","2010","NA","2",1929,"2","4","2","EE","2","NA","2","7","NA","NA","NA","NA","3","32","40","NA","NA","11","1","2","2","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,0,0,2654,1,0,0,0,0,6201,0,0,0,0,1,"4","NA","2","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA",,,,,,,,1,1,38891,"1","4",80,"2","1",,"NA"
"2010","EE",389031,117.439662107804,"NA","1","2010","10","4",1954,"2","2","2","EE","2","NA","3","1","NA","NA","1","1","3","91","NA","NA","NA","13","1","NA","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",0,307,6920,128,0,1866,1,0,0,0,0,0,0,0,0,0,1,"NA","1","2","NA","2","2","2","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,38903,"1","8",55,"6","1",,"b-e"
"2010","EE",389261,117.439662107804,"NA","1","2010","7","1",1949,"2","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","74","45","NA","NA","13","NA","2","2","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",211,153,6540,0,0,2854,1,0,0,0,0,0,0,0,0,0,1,"5","1","NA","NA","NA","4","2","2","2","NA","10","NA","NA","NA","NA","NA",,,,,,,,1,1,38926,"1","8",60,"2","1",,"h"
"2010","EE",389641,117.439662107804,"NA","1","2010","29","1",1952,"2","3","3","EE","2","NA","3","1","NA","NA","NA","NA","3","83","40","NA","NA","13","1","2","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,5833,0,0,0,1,0,0,0,0,0,0,26,0,0,1,"3","1","3","NA","2","NA","NA","3","1","NA","22","NA","NA","NA","NA","NA",,,,,,,,1,1,38964,"1","4",57,"7","1",,"h"
"2010","EE",389681,117.439662107804,"NA","2","2010","6","3",1981,"1","1","2","EE","2","NA","5","2","NA","NA","NA","NA","3","NA","40","15","NA","11","1","2","2","NA","NA","27","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",0,0,8399,0,0,3022,1,0,0,0,0,0,0,0,0,3197,1,"NA","NA","3","NA","2","NA","4","2","2","2","5","NA","NA","NA","NA","NA",,,,,,,,1,1,38968,"1","2",28,"2","1",,"l-n"
"2010","EE",389751,117.439662107804,"NA","1","2010","9","2",1929,"2","4","1","Other","2","NA","3","7","NA","NA","NA","NA","3","74","40","NA","NA","NA","1","NA","2","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","1",0,0,0,0,0,1140,1,0,891,0,0,2692,0,0,0,0,1,"5","1","NA","2","2","NA","NA","NA","2","NA","55","NA","NA","NA","NA","NA",,,,,,,,1,1,38975,"1","8",80,"3","1",,"NA"
"2010","EE",390171,117.439662107804,"NA","2","2010","35","2",1960,"1","2","1","Other","2","NA","3","1","NA","NA","NA","NA","3","93","40","NA","NA","NA","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,7670,0,0,1191,1,0,0,0,0,0,0,0,0,0,1,"1","1","NA","NA","2","2","NA","2","1","1","19","NA","NA","NA","NA","NA",,,,,,,,1,1,39017,"1","8",49,"3","1",,"f"
"2010","EE",390551,117.439662107804,"NA","1","2010","12","2",1929,"2","4","1","EE","2","NA","2","7","NA","1","NA","NA","3","71","NA","NA","NA","NA","1","2","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",307,1726,0,0,0,7964,1,0,0,0,0,3669,0,0,0,0,1,"4","NA","NA","NA","2","NA","2","NA","1","NA","25","NA","NA","NA","NA","NA",,,,,,,,1,1,39055,"1","5",80,"6","1",,"NA"
"2010","EE",390611,117.439662107804,"NA","1","2010","7","4",1966,"1","2","3","Other","2","NA","3","5","NA","1","2","NA","NA","42","NA","NA","NA","NA","1","1","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","2","NA","2","NA",0,0,0,0,0,7043,1,0,0,0,2449,0,0,0,0,0,1,"NA","1","1","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39061,"1","7",43,"2","1",,"NA"
"2010","EE",390711,117.439662107804,"NA","1","2010","17","4",1953,"1","5","3","EE","2","NA","3","3","NA","NA","NA","NA","3","12","40","NA","NA","11","1","2","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,0,0,2185,1,0,-20811,0,0,0,0,0,0,0,1,"5","1","1","2","2","2","2","1","3","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39071,"1","0 - 1",56,"2","1",,"l-n"
"2010","EE",390921,117.439662107804,"NA","2","2010","5","1",1934,"2","5","1","EE","2","NA","2","7","NA","1","NA","NA","3","72","20","NA","NA","NA","1","2","NA","NA","1","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,383,0,0,0,2879,1,0,0,0,0,2913,0,0,0,0,1,"NA","1","2","NA","NA","2","4","1","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39092,"1","5",75,"7","1",,"NA"
"2010","EE",391111,117.439662107804,"NA","1","2010","4","3",1940,"2","4","3","EE","2","NA","2","7","NA","1","2","NA","3","52","NA","NA","NA","NA","1","1","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","2","NA","2","NA",0,0,0,0,0,2185,1,0,0,0,0,3723,0,0,0,0,1,"6","1","NA","NA","2","2","NA","1","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39111,"1","9",69,"2","1",,"NA"
"2010","EE",391331,117.439662107804,"NA","1","2010","16","1",1971,"2","1","3","EE","2","NA","3","2","NA","NA","NA","NA","3","12","NA","NA","NA","2","1","2","2","NA","4","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","2","NA","2","3",153,32,10074,0,0,226,1,0,0,0,0,0,0,573,0,0,1,"5","1","2","NA","2","2","NA","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39133,"1","5",38,"6","1",,"g"
"2010","EE",391621,117.439662107804,"NA","2","2010","5","4",1939,"2","2","3","EE","2","NA","2","7","NA","NA","2","NA","3","72","40","NA","NA","NA","1","2","NA","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","2","2","2","NA",0,0,0,0,0,0,1,0,0,0,0,3477,0,0,0,0,1,"NA","NA","3","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39162,"1","6",70,"6","1",,"NA"
"2010","EE",391671,117.439662107804,"NA","1","2010","19","2",1943,"2","5","3","EE","2","NA","2","7","NA","NA","NA","NA","1","93","NA","NA","NA","13","1","1","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,3656,0,0,0,0,1,"5","NA","3","2","NA","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39167,"1","3",66,"2","1",,"NA"
"2010","EE",391871,117.439662107804,"NA","1","2010","11","2",1976,"2","2","2","Other","2","NA","5","1","NA","NA","NA","NA","3","41","45","NA","NA","12","1","2","2","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","1","NA","2","NA",0,0,22336,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"5","1","1","NA","2","4","NA","3","1","2","5","NA","NA","NA","NA","NA",,,,,,,,1,1,39187,"1","3",33,"2","1",,"h"
"2010","EE",391891,117.439662107804,"NA","2","2010","8","2",1934,"2","2","2","EE","2","NA","3","7","NA","NA","NA","NA","3","71","40","NA","NA","8","1","1","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","1","NA","2","NA",0,0,0,0,0,1191,1,0,0,0,0,5528,0,0,0,0,1,"5","NA","1","NA","NA","NA","5","NA","1","3","20","NA","NA","NA","NA","NA",,,,,,,,1,1,39189,"1","9",75,"2","1",,"NA"
"2010","EE",392371,117.439662107804,"NA","1","NA","15","1",1957,"2","4","1","EE","2","NA","3","8","NA","NA","NA","NA","3","91","NA","NA","NA","NA","1","2","1","NA","4","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","2","2","NA","2","NA",0,0,0,0,0,2136,1,0,0,0,0,0,0,0,2488,0,1,"5","NA","2","NA","NA","4","NA","NA","2","NA","44","NA","NA","NA","NA","NA",,,,,,,,1,1,39237,"1",,52,"2","1",,"NA"
"2010","EE",392471,117.439662107804,"NA","2","2010","6","4",1961,"1","2","3","EE","2","NA","5","5","NA","NA","NA","NA","3","34","40","NA","NA","13","1","1","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","2","NA",64,0,13042,0,0,1118,1,0,0,0,2608,0,0,0,0,0,1,"NA","1","1","2","NA","2","NA","2","1","1","39","NA","NA","NA","NA","NA",,,,,,,,1,1,39247,"1","2",48,"2","1",,"NA"
"2010","EE",392651,117.439662107804,"NA","1","2010","6","4",1939,"2","2","1","Other","2","NA","3","7","NA","1","2","NA","3","51","40","NA","NA","NA","1","2","NA","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","7",0,0,0,0,0,1444,1,0,0,0,0,3317,0,0,0,0,1,"NA","1","3","NA","NA","2","2","NA","2","1","34","NA","NA","NA","NA","NA",,,,,,,,1,1,39265,"1","4",70,"2","1",,"NA"
"2010","EE",392791,117.439662107804,"NA","2","2010","15","3",1945,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","82","40","NA","NA","NA","1","1","2","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","1","NA",0,0,2707,0,0,3216,1,0,0,0,0,3797,0,0,0,0,1,"1","1","NA","2","2","2","2","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39279,"1","3",64,"3","1",,"q"
"2010","EE",392851,117.439662107804,"NA","2","2010","14","3",1958,"2","4","2","Other","2","NA","5","1","NA","1","2","NA","3","52","NA","NA","NA","1","1","NA","NA","NA","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","NA","2","NA",0,0,3129,17,0,1340,1,0,0,0,0,0,0,0,0,0,1,"NA","NA","1","NA","2","NA","NA","NA","1","3","50","NA","NA","NA","NA","NA",,,,,,,,1,1,39285,"1","2",51,"7","1",,"l-n"
"2010","EE",392911,117.439662107804,"NA","1","2010","9","4",1974,"1","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","34","40","NA","NA","11","NA","2","2","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",19,0,12985,0,0,2854,1,0,0,0,0,0,0,0,0,0,1,"5","1","3","NA","NA","4","2","2","1","NA","13","NA","NA","NA","NA","NA",,,,,,,,1,1,39291,"1","7",35,"2","1",,"b-e"
"2010","EE",393051,117.439662107804,"NA","1","2010","20","1",1954,"1","3","1","Other","2","NA","3","1","NA","NA","NA","NA","3","82","40","NA","NA","NA","1","2","2","NA","4","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",64,0,5497,0,0,1528,1,0,0,0,0,0,0,222,0,0,1,"4","1","NA","NA","2","4","NA","2","1","1","18","NA","NA","NA","NA","NA",,,,,,,,1,1,39305,"1","5",55,"2","1",,"g"
"2010","EE",393201,117.439662107804,"NA","1","2010","15","2",1955,"1","5","1","EE","2","NA","3","1","NA","NA","NA","NA","3","82","40","NA","NA","5","1","2","NA","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,8915,20,0,4566,1,0,0,0,0,0,0,0,0,0,1,"5","1","NA","NA","2","2","2","2","1","NA","0","NA","NA","NA","NA","NA",,,,,,,,1,1,39320,"1","8",54,"2","1",,"b-e"
"2010","EE",393421,117.439662107804,"NA","1","2010","14","1",1985,"1","3","3","EE","2","NA","2","10","NA","1","NA","NA","3","31","40","NA","NA","13","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,17177,0,0,3172,1,0,0,0,0,0,0,0,0,0,1,"2","1","2","2","NA","2","2","2","1","NA","15","NA","NA","NA","NA","NA",,,,,,,,1,1,39342,"1",,24,"2","1",,"NA"
"2010","EE",393481,117.439662107804,"NA","1","2010","6","2",1939,"2","4","3","EE","2","NA","5","7","NA","1","NA","NA","3","74","40","NA","NA","13","1","2","2","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","4","2","NA",0,0,0,0,0,0,1,0,0,0,0,3920,0,0,0,0,1,"5","1","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39348,"1","0 - 1",70,"6","1",,"NA"
"2010","EE",393711,117.439662107804,"NA","1","NA","14","1",1929,"2","2","3","EE","2","NA","5","2","NA","NA","NA","NA","3","93","40","NA","NA","13","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","8","2","NA",0,0,5892,0,0,0,1,0,0,0,0,3104,0,0,0,0,1,"NA","1","NA","NA","2","2","NA","2","1","NA","24","NA","NA","NA","NA","NA",,,,,,,,1,1,39371,"1","2",80,"2","1",,"p"
"2010","EE",394981,117.439662107804,"NA","1","2010","17","1",1971,"2","5","2","Other","2","NA","3","5","NA","NA","NA","NA","3","71","NA","NA","NA","NA","1","2","2","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,1141,994,982,752,1,0,0,0,375,0,0,0,0,0,1,"3","2","NA","NA","NA","4","3","NA","1","NA","25","NA","NA","NA","NA","NA",,,,,,,,1,1,39498,"1","4",38,"7","1",,"NA"
"2010","EE",395071,117.439662107804,"NA","1","NA","23","1",1987,"1","1","1","EE","2","NA","3","2","NA","1","NA","NA","3","93","40","NA","NA","11","1","2","1","NA","NA","22","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","2","NA","2","NA",0,0,9080,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"5","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39507,"1","5",22,"6","1",,"g"
"2010","EE",395321,117.439662107804,"NA","2","2010","12","4",1946,"2","2","2","EE","2","NA","5","1","NA","NA","NA","NA","3","12","40","NA","NA","NA","1","1","2","NA","NA","28","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",0,0,8268,1162,0,0,1,0,0,0,0,2570,0,0,0,0,1,"4","1","2","2","NA","4","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39532,"1","2",63,"7","1",,"p"
"2010","EE",395791,117.439662107804,"NA","2","2010","12","1",1939,"2","2","3","EE","2","NA","3","7","NA","1","2","NA","3","72","NA","NA","NA","NA","1","2","2","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","2","2","NA","2","NA",38,0,0,0,0,0,1,0,0,0,0,4916,0,0,0,0,1,"5","NA","3","NA","2","NA","2","2","3","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39579,"1","0 - 1",70,"6","1",,"NA"
"2010","EE",395821,117.439662107804,"NA","2","2010","5","4",1929,"2","4","1","EE","2","NA","1","7","NA","1","2","NA","3","24","NA","NA","NA","NA","1","2","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","2","NA",320,0,0,0,0,0,1,0,0,0,0,2978,0,0,0,0,1,"5","1","NA","NA","NA","NA","NA","2","NA","1","30","NA","NA","NA","NA","NA",,,,,,,,1,1,39582,"1","6",80,"6","1",,"NA"
"2010","EE",396031,117.439662107804,"NA","1","2010","16","1",1946,"2","2","1","EE","2","NA","3","4","NA","NA","NA","NA","3","12","NA","NA","NA","NA","1","1","2","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,0,0,4193,1,0,11357,0,0,4579,0,0,0,0,1,"NA","1","2","NA","2","2","2","2","1","2","6","NA","NA","NA","NA","NA",,,,,,,,1,1,39603,"1","0 - 1",63,"2","1",,"g"
"2010","EE",396041,117.439662107804,"NA","1","2010","2","1",1972,"1","1","2","EU","2","NA","3","1","NA","NA","NA","NA","3","24","40","NA","NA","NA","1","2","1","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","3",0,639,16682,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1","1","3","NA","2","NA","4","1","1","NA","16","NA","NA","NA","NA","NA",,,,,,,,1,1,39604,"1","7",37,"3","1",,"b-e"
"2010","EE",396141,117.439662107804,"NA","2","2010","9","4",1933,"2","2","1","EE","2","NA","5","7","NA","1","NA","NA","3","71","NA","NA","NA","NA","1","2","NA","NA","NA","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,639,0,0,0,0,1,614,0,0,0,5163,0,0,0,0,1,"5","1","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39614,"1","2",76,"7","1",,"NA"
"2010","EE",396341,117.439662107804,"NA","1","2010","6","4",1953,"1","5","2","Other","2","NA","3","8","NA","1","NA","NA","2","42","40","NA","NA","NA","NA","1","NA","NA","3","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","1","2","NA","2","NA",0,0,0,0,0,2068,1,0,421,0,0,0,0,0,2527,0,1,"4","NA","2","NA","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39634,"1","8",56,"6","1",,"NA"
"2010","EE",396401,117.439662107804,"NA","1","2010","11","3",1954,"1","5","1","EE","2","NA","5","1","NA","1","NA","NA","3","23","50","NA","NA","13","NA","1","2","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","2","NA","2","NA",0,0,20327,1198,0,1694,1,0,0,0,0,0,0,0,0,0,1,"2","1","NA","NA","2","2","2","NA","NA","2","0","NA","NA","NA","NA","NA",,,,,,,,1,1,39640,"1","3",55,"7","1",,"f"
"2010","EE",396671,117.439662107804,"NA","1","2010","4","2",1971,"1","5","2","EE","2","NA","3","1","NA","1","2","NA","3","91","40","NA","NA","NA","1","2","NA","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","2","NA",0,0,2694,0,0,3216,1,0,0,0,0,0,0,42,0,0,1,"1","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39667,"1","7",38,"NA","1",,"f"
"2010","EE",398171,117.439662107804,"NA","2","2010","11","3",1979,"1","2","3","EE","2","NA","3","5","NA","NA","1","NA","3","23","25","NA","NA","11","1","2","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,6031,0,0,0,1,249,0,0,0,0,0,0,0,0,1,"1","1","3","NA","2","NA","NA","NA","1","1","22","NA","NA","NA","NA","NA",,,,,,,,1,1,39817,"1","7",30,"7","1",,"NA"
"2010","EE",399381,117.439662107804,"NA","1","2010","33","4",1985,"1","1","1","EE","2","NA","2","6","NA","1","NA","NA","3","93","40","NA","NA","NA","1","1","NA","NA","1","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",0,0,0,0,0,3554,1,0,0,0,0,0,0,0,0,4711,1,"5","NA","NA","NA","NA","NA","NA","3","1","NA","29","NA","NA","NA","NA","NA",,,,,,,,1,1,39938,"1",,24,"7","1",,"NA"
"2010","EE",399461,117.439662107804,"NA","2","2010","21","4",1937,"2","2","1","EE","2","NA","1","7","NA","NA","NA","NA","3","91","40","NA","NA","NA","1","2","NA","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,5028,0,0,0,0,1,"5","1","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,39946,"1","8",72,"2","1",,"NA"
"2010","EE",399671,117.439662107804,"NA","1","2010","9","1",1929,"2","4","1","EE","2","NA","2","7","NA","1","2","1","3","74","NA","NA","NA","4","1","2","NA","NA","NA","17","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1","2","NA","2","NA",0,0,0,0,0,169,1,0,0,0,0,2387,0,0,0,0,1,"NA","1","NA","NA","2","3","NA","3","2","NA","44","NA","NA","NA","NA","NA",,,,,,,,1,1,39967,"1","0 - 1",80,"7","1",,"NA"
"2010","EE",400001,117.439662107804,"NA","2","2010","13","2",1943,"2","4","3","EE","2","NA","3","2","NA","NA","2","NA","3","74","NA","NA","NA","NA","1","2","NA","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,3001,0,0,531,1,0,0,0,0,1940,0,0,0,0,1,"5","1","2","NA","2","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,40000,"1","3",66,"6","1",,"q"
"2010","EE",400111,117.439662107804,"NA","1","2010","5","1",1981,"1","1","3","EE","1","NA","3","5","NA","NA","NA","NA","3","24","NA","NA","NA","13","1","2","2","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","2","NA","2","NA",0,0,5878,0,0,3189,1,0,0,0,0,0,0,0,0,0,1,"NA","1","3","2","NA","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,40011,"1","2",28,"NA","1",,"NA"
"2010","EE",400201,117.439662107804,"NA","1","2010","5","2",1929,"1","2","3","EE","2","NA","3","7","NA","1","2","NA","3","71","NA","NA","NA","NA","1","2","NA","NA","NA","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","1","NA","2","1",0,0,0,0,0,0,1,0,0,0,0,3494,0,0,0,0,1,"NA","NA","1","NA","NA","4","NA","1","NA","NA","52","NA","NA","NA","NA","NA",,,,,,,,1,1,40020,"1","6",80,"2","1",,"NA"
"2010","EE",400461,117.439662107804,"NA","NA","2010","12","4",1986,"1","2","3","Other","2","NA","3","1","NA","1","2","NA","3","61","NA","NA","NA","13","1","1","1","NA","NA","18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","2","2","NA","2","NA",0,0,1734,1812,1812,2453,1,0,0,0,0,0,0,15,0,0,1,"4","1","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA",,,,,,,,1,1,40046,"1","0 - 1",23,"6","1",,"a"
"2010","EE",400471,117.439662107804,"NA","2","2010","12","3",1930,"2","4","3","Other","2","NA","2","7","NA","1","2","NA","3","61","NA","NA","NA","NA","1","2","1","NA","2","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","NA","1","NA",0,0,0,0,0,3891,1,0,0,0,0,4160,0,0,0,0,1,"NA","1","2","NA","2","2","2","NA","1","1","40","NA","NA","NA","NA","NA",,,,,,,,1,1,40047,"1","8",79,"2","1",,"NA"
"2010","EE",400561,117.439662107804,"NA","2","2010","17","4",1974,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","82","40","NA","NA","13","NA","2","2","NA","NA","21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,5921,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"5","1","3","NA","NA","2","2","NA","2","1","15","NA","NA","NA","NA","NA",,,,,,,,1,1,40056,"1","2",35,"2","1",,"p"
