"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PT005","PT010","PT020","PT030","PT040","PT050","PT060","PT070","PT080","PT090","PT100","PT110","PT120","PT130","PT140","PT150","PT160","PT170","PT180","PT190","PT200","PT210"
"2011","EE",283341,117.21209693571,"NA","2","2011","26","2",1971,"1","2","1","EE","2","NA","3","1","NA","NA","NA","1","3","23","8","40","NA","b-e","NA","12","1","2","2","NA","NA","17","NA","2","3","2","NA","1","NA",0,0,9155,0,0,689,1,0,0,0,0,0,0,0,0,0,1,"1",39,28334,"1","3","126.2713","1","NA","NA","1","1938","1","-1","1946","NA","2","NA","2","1","2","NA","1","NA","5","NA","5","1"
"2011","EE",283561,117.21209693571,"NA","2","2011","17","3",1940,"2","2","2","EE","2","NA","5","1","NA","1","1","NA","3","21","5","40","NA","q","NA","7","1","2","NA","NA","NA","18","NA","2","3","2","NA","2","5",0,0,4162,0,0,2930,1,0,0,0,0,3352,0,0,0,0,1,"1",70,28356,"1","6","0","1","1","3","2","1922","1","NA","1948","1","2","3","1","NA","NA","7","1","NA","8","NA","NA","1"
"2011","EE",283921,117.21209693571,"NA","2","2011","18","1",1967,"1","1","3","Other","2","NA","3","1","NA","1","2","NA","3","83","8","NA","NA","b-e","NA","12","1","2","NA","NA","NA","17","NA","1","2","2","NA","2","NA",0,0,5261,0,0,926,1,0,0,0,0,0,0,0,0,0,1,"1",43,28392,"1","2","71.97242","NA","NA","NA","NA","NA","1","2","1932","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","5","NA","1"
"2011","EE",284281,117.21209693571,"NA","2","2011","3","3",1930,"2","4","1","Other","1","NA","1","7","NA","NA","NA","NA","3","82","7","NA","NA","NA","NA","NA","1","1","NA","NA","NA","17","NA","1","2","2","NA","2","NA",780,0,0,0,0,1343,1,0,0,0,0,4188,0,0,0,0,1,"1",80,28428,"1","2","228.8256","NA","2","NA","2","1924","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","NA","NA","5","1"
"2011","EE",284701,117.21209693571,"NA","1","2011","22","2",1951,"2","3","1","EE","2","3","3","10","NA","2","2","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",59,28470,"1","2","62.09479","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","2","NA","NA","NA","3"
"2011","EE",284981,117.21209693571,"NA","2","2011","16","2",1943,"2","2","2","EE","2","NA","5","7","NA","1","NA","NA","3","51","2","NA","NA","NA","NA","13","1","2","NA","NA","NA","19","NA","2","3","2","NA","2","NA",0,0,0,0,0,4110,1,0,0,0,0,3510,0,0,0,0,1,"1",67,28498,"1","6","0","NA","2","3","2","NA","NA","1","NA","NA","2","NA","3","1","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","EE",285071,117.21209693571,"NA","1","2011","6","3",1941,"1","2","1","EE","2","NA","2","7","NA","NA","NA","NA","3","71","8","24","NA","NA","NA","13","1","1","2","NA","NA","23","2","2","2","2","NA","2","NA",0,2274,3979,0,0,0,1,0,0,0,0,6763,0,0,0,0,1,"1",69,28507,"1","6","140.2375","1","2","NA","2","-1","NA","1","1930","NA","1","2","NA","NA","2","NA","1","NA","3","4","6","3"
"2011","EE",285231,117.21209693571,"NA","1","2011","20","1",1930,"1","4","2","EE","1","NA","2","7","NA","1","NA","NA","3","13","8","NA","NA","NA","NA","13","1","2","NA","NA","NA","16","1","1","3","2","NA","2","NA",70,0,0,0,0,2758,1,0,0,0,0,1426,1839,0,0,0,1,"1",80,28523,"1","2","285.2342","1","3","NA","NA","1920","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA","3","NA","1"
"2011","EE",285361,117.21209693571,"NA","2","2011","15","2",1981,"1","1","3","EE","2","NA","2","1","NA","2","NA","NA","3","24","3","NA","NA","g","NA","NA","1","2","NA","NA","NA","17","4","2","3","1","NA","2","NA",0,0,4513,0,0,6734,1,0,0,0,0,0,0,0,0,0,1,"1",29,28536,"1","2","467.914","NA","2","NA","NA","NA","NA","NA","1926","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","4","NA","NA"
"2011","EE",285481,117.21209693571,"NA","2","2011","26","4",1941,"2","5","3","EE","2","NA","3","7","NA","1","2","NA","3","51","0 - 1","40","NA","NA","NA","NA","1","2","NA","NA","NA","16","3","1","3","2","NA","2","NA",0,230,2369,0,0,0,1,0,0,0,0,2099,0,0,0,0,1,"1",69,28548,"1","7","208.9983","NA","NA","NA","2","1920","NA","NA","NA","1","NA","2","3","1","NA","NA","NA","NA","NA","4","4","3"
"2011","EE",285731,117.21209693571,"NA","1","2011","12","4",1934,"1","2","3","EE","2","NA","3","7","NA","1","2","NA","3","51","8","NA","NA","NA","NA","NA","1","2","2","NA","NA","21","2","1","1","2","NA","2","NA",0,0,0,0,0,3342,1,291,0,0,0,3455,0,0,0,0,1,"1",76,28573,"1","2","0","1","NA","3","2","1912","NA","NA","NA","NA","NA","1","NA","NA","NA","8","NA","2","7","NA","1","NA"
"2011","EE",285971,117.21209693571,"NA","1","2011","30","1",1937,"1","4","3","EE","1","5","2","7","NA","NA","2","NA","2","72","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","19","3","1","2","2","NA","2","NA",0,0,0,0,0,1842,1,0,0,0,0,2909,0,0,0,0,1,"1",73,28597,"1","6","0","NA","NA","2","2","1930","1","1","1950","1","NA","NA","2","1","NA","3","1","2","NA","4","NA","NA"
"2011","EE",286471,117.21209693571,"NA","2","2011","4","1",1940,"2","4","1","EE","2","NA","5","7","NA","1","NA","NA","3","61","0 - 1","NA","NA","NA","NA","13","1","2","NA","NA","NA","21","4","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,3215,0,0,0,0,1,"1",70,28647,"1","2","0","1","2","2","4","NA","1","NA","1924","NA","1","NA","NA","1","2","NA","1","2","NA","3","NA","NA"
"2011","EE",286991,117.21209693571,"NA","2","2011","11","4",1960,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","51","2","40","NA","g","NA","12","1","2","2","NA","NA","16","3","2","3","2","NA","2","NA",0,0,5175,231,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",50,28699,"1","2","541.2844","1","2","NA","2","NA","NA","1","NA","1","2","NA","NA","1","2","6","1","1","NA","4","5","1"
"2011","EE",287001,117.21209693571,"NA","2","2011","25","2",1942,"2","2","3","EE","2","NA","5","7","NA","1","2","NA","3","13","5","40","NA","NA","NA","NA","1","2","NA","NA","NA","9","2","2","1","2","NA","2","NA",0,0,0,0,0,722,1,0,0,0,0,4338,0,0,0,0,1,"1",68,28700,"1","3","146.1282","NA","3","NA","NA","1937","NA","1","NA","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","2","NA"
"2011","EE",287121,117.21209693571,"NA","2","2011","6","3",1930,"1","4","1","EE","2","NA","2","7","NA","1","2","NA","3","82","7","NA","NA","NA","NA","1","1","NA","2","NA","NA","18","2","1","1","2","NA","1","NA",0,0,0,0,0,0,1,0,0,0,0,3088,0,0,0,0,1,"1",80,28712,"1","5","131.2266","NA","NA","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","2","NA","5","NA","2","NA","NA","NA"
"2011","EE",287511,117.21209693571,"NA","2","2011","16","2",1954,"2","1","3","EE","2","NA","5","3","NA","1","2","NA","3","91","3","40","NA","l-n","NA","NA","1","2","2","NA","1","18","3","2","2","1","NA","2","NA",0,0,0,0,0,0,1,0,4599,0,0,0,0,0,0,0,1,"1",56,28751,"1","2","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","1","2","NA","NA","NA","NA"
"2011","EE",287811,117.21209693571,"NA","2","2011","11","1",1989,"1","1","2","EE","1","NA","3","5","NA","NA","1","NA","NA","82",,"30","NA","NA","NA","12","NA","NA","NA","NA","11","18","2","2","3","2","NA","2","NA",0,0,0,0,0,0,1,2684,0,0,0,0,0,0,0,0,1,"1",21,28781,"1","7","0","4","1","3","NA","NA","NA","NA","1935","NA","1","NA","2","NA","NA","NA","1","NA","8","NA","NA","1"
"2011","EE",287871,117.21209693571,"NA","2","2011","10","4",1930,"2","2","1","Other","2","NA","3","7","NA","1","2","NA","3","71","4","NA","NA","NA","NA","1","1","2","NA","NA","NA","19","3","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,2776,0,0,0,0,1,"1",80,28787,"1","2","1025.474","NA","NA","2","NA","NA","1","NA","NA","NA","1","3","NA","NA","2","NA","NA","NA","NA","NA","2","NA"
"2011","EE",287881,117.21209693571,"NA","1","2011","14","3",1938,"2","4","2","EE","2","NA","5","7","NA","NA","2","NA","3","31","2","NA","NA","NA","NA","4","1","2","2","NA","NA","16","NA","1","3","2","NA","2","NA",0,0,0,0,0,1108,1,0,0,0,0,3718,0,0,0,0,1,"1",72,28788,"1","6","169.1308","3","NA","NA","NA","1927","NA","NA","1957","NA","NA","NA","NA","1","2","-1","NA","NA","NA","NA","NA","NA"
"2011","EE",288131,117.21209693571,"NA","1","2011","13","4",1935,"2","2","3","EE","2","NA","2","7","NA","1","2","NA","2","23","0 - 1","NA","NA","NA","NA","NA","1","2","2","NA","5","18","4","2","1","2","NA","2","NA",0,0,0,0,0,0,1,511,0,0,0,3717,0,0,0,0,1,"1",75,28813,"1","5","0","NA","2","NA","NA","NA","1","NA","NA","2","2","NA","3","1","2","NA","1","NA","NA","4","NA","1"
"2011","EE",288861,117.21209693571,"NA","2","2011","10","3",1985,"2","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","34","3","40","20","p","NA","2","1","2","2","NA","NA","22","2","1","3","2","NA","2","NA",0,0,14139,456,0,0,1,0,0,0,0,0,0,265,0,0,1,"1",25,28886,"1","6","69.41107","3","2","3","2","1960","1","1","-1","NA","-1","NA","2","NA","2","NA","1","2","5","4","NA","1"
"2011","EE",288881,117.21209693571,"NA","2","2011","11","3",1936,"2","3","2","Other","2","NA","5","7","NA","1","2","1","3","83","8","35","NA","NA","NA","NA","1","2","NA","NA","NA","16","3","1","1","2","NA","1","NA",0,0,0,0,0,0,1,0,0,0,0,3257,0,0,0,0,1,"1",74,28888,"1","2","573.1349","NA","NA","NA","NA","1959","NA","NA","NA","2","-1","1","NA","1","1","1","1","2","NA","NA","NA","1"
"2011","EE",288901,117.21209693571,"NA","2","2011","4","1",1931,"1","4","3","Other","2","NA","3","7","NA","NA","NA","NA","3","81","9","NA","NA","NA","NA","13","1","2","2","NA","NA","22","2","1","3","2","NA","2","NA",0,0,0,0,0,3273,1,0,0,0,0,4952,0,0,495,0,1,"1",79,28890,"1","6","106.6694","1","2","NA","NA","1939","2","2","1950","1","NA","NA","NA","1","NA","7","1","NA","NA","5","NA","1"
"2011","EE",289151,117.21209693571,"NA","2","2011","11","3",1932,"2","2","3","EE","2","NA","5","7","NA","NA","2","NA","3","NA","2","NA","NA","NA","1","13","1","2","2","NA","NA","23","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,2905,0,0,761,0,1,"1",78,28915,"1","2","0","1","NA","3","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","4","4","NA"
"2011","EE",289301,117.21209693571,"NA","1","2011","19","3",1975,"2","2","1","EE","2","NA","5","1","NA","NA","2","NA","3","51","2","40","NA","p","NA","3","1","2","2","NA","NA","19","4","2","2","2","NA","1","NA",0,0,3956,0,0,0,1,0,0,0,0,0,0,0,843,0,1,"1",35,28930,"1","2","0","1","NA","2","2","NA","NA","2","NA","NA","-1","NA","NA","1","NA","7","NA","NA","NA","NA","NA","NA"
"2011","EE",289411,117.21209693571,"NA","2","2011","11","3",1957,"1","4","3","EE","2","NA","3","1","NA","NA","NA","NA","3","21","9","40","NA","h","NA","13","1","2","2","NA","NA","19","2","2","3","2","NA","2","NA",0,0,12398,0,0,5096,1,0,0,0,0,0,0,444,0,0,1,"1",53,28941,"1","2","95.23131","3","2","2","2","1945","1","1","1940","NA","1","NA","2","1","2","-1","1","NA","6","NA","4","1"
"2011","EE",289851,117.21209693571,"NA","1","2011","6","3",1978,"2","2","2","EE","2","NA","5","1","NA","NA","NA","NA","3","51","4","NA","NA","p","NA","15","1","2","NA","NA","NA","20","4","1","3","2","NA","1","NA",256,0,4564,0,0,213,1,0,0,0,0,0,0,97,0,0,1,"1",32,28985,"1","2","19.76952","NA","NA","5","NA","NA","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","2","3","4","3","NA"
"2011","EE",289881,117.21209693571,"NA","1","2011","30","4",1933,"2","4","3","EE","2","NA","5","1","NA","NA","NA","NA","3","32","2","30","4","o","NA","NA","2","NA","NA","NA","NA","20","4","1","3","2","NA","2","NA",0,383,4146,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",77,28988,"1","2","33.24096","1","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","8","NA","NA","NA","3","NA","NA"
"2011","EE",289961,117.21209693571,"NA","1","2011","20","2",1984,"1","1","3","EE","2","NA","3","1","NA","1","2","NA","3","12","7","NA","NA","f","NA","2","1","2","NA","NA","NA","22","3","1","2","2","NA","2","NA",0,0,3707,0,0,1939,1,0,0,0,0,0,0,0,0,0,1,"1",26,28996,"1","2","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","3","NA","1"
"2011","EE",290101,117.21209693571,"NA","2","2011","8","4",1988,"1","1","3","EE","1","NA","3","6","NA","2","2","NA","NA","NA",,"52","NA","NA","NA","NA","1","NA","2","NA","NA","21","2","2","3","2","NA","2","NA",0,0,0,0,0,6022,1,289,0,0,0,0,0,0,445,0,1,"1",22,29010,"1","3","0","NA","2","2","2","1925","2","NA","1936","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","1"
"2011","EE",290451,117.21209693571,"NA","2","2011","8","1",1971,"1","1","3","EE","1","5","3","3","NA","1","1","NA","NA","93","6","NA","NA","a","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,188,0,0,3537,1,0,0,57,0,0,0,0,830,0,1,"1",39,29045,"1","6","68.5116","1","NA","NA","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","4","1"
"2011","EE",290561,117.21209693571,"NA","2","2011","10","3",1966,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","21","8","40","NA","b-e","NA","11","NA","2","1","NA","NA","22","3","2","3","2","NA","2","NA",3068,0,9191,0,0,4820,1,0,1406,0,0,0,0,0,0,0,1,"1",44,29056,"1","6","155.9448","1","2","1","2","1930","2","2","1944","1","1","NA","2","1","2","8","NA","1","6","5","3","1"
"2011","EE",290591,117.21209693571,"NA","1","2011","5","2",1984,"1","1","3","EE","2","NA","1","8","NA","NA","2","NA","3","52","7","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","18","3","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3081,0,1,"1",26,29059,"1","6","330.383","NA","NA","NA","1","NA","NA","NA","NA","1","2","NA","1","NA","NA","NA","NA","2","NA","NA","3","NA"
"2011","EE",290771,117.21209693571,"NA","2","2011","14","1",1943,"1","2","1","EE","2","NA","2","7","NA","NA","2","NA","3","41","8","40","NA","NA","NA","11","1","1","NA","NA","NA","21","NA","1","3","2","NA","2","NA",0,383,0,0,0,2415,1,0,0,0,0,3571,0,0,0,0,1,"1",67,29077,"1","2","0","3","NA","NA","NA","NA","NA","1","1950","1","1","NA","NA","1","NA","NA","NA","NA","NA","4","NA","NA"
"2011","EE",291011,117.21209693571,"NA","2","2011","23","2",1935,"2","1","3","EE","2","NA","4","7","NA","1","2","NA","3","34","3","NA","NA","NA","NA","NA","2","2","NA","NA","NA","19","2","1","1","2","NA","2","NA",0,0,0,0,0,4217,1,0,0,0,0,3409,0,0,0,0,1,"1",75,29101,"1","7","0","NA","NA","NA","NA","NA","1","1","NA","NA","1","NA","1","2","NA","NA","3","NA","8","NA","NA","NA"
"2011","EE",291371,117.21209693571,"NA","1","2011","30","4",1958,"1","2","1","Other","2","NA","3","1","NA","NA","NA","NA","3","12","7","50","NA","b-e","NA","1","1","2","2","NA","NA","18","3","2","2","2","NA","2","NA",767,0,10394,0,0,0,1,2684,0,0,0,0,0,0,0,0,1,"1",52,29137,"1","2","111.3254","1","2","3","1","1905","1","NA","1944","1","1","3","3","1","2","8","NA","2","2","5","4","1"
"2011","EE",291441,117.21209693571,"NA","1","2011","9","2",1968,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","32","3","40","NA","o","NA","13","1","2","1","NA","NA","19","NA","1","3","1","2","2","NA",128,0,6674,39,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",42,29144,"1","5","247.4463","3","2","2","2","1936","1","NA","1955","1","1","2","2","NA","NA","NA","NA","2","5","NA","4","1"
"2011","EE",292081,117.21209693571,"NA","2","2011","7","1",1937,"2","4","2","EE","1","NA","3","2","NA","NA","NA","NA","3","12","5","20","NA","g","NA","NA","1","2","2","NA","4","17","2","2","3","2","NA","2","1",0,0,0,0,0,0,1,0,0,0,0,8739,0,0,0,0,1,"1",73,29208,"1","2","39.29341","1","2","2","1","NA","NA","1","1930","2","2","1","1","1","2","8","1","2","3","5","2","1"
"2011","EE",293041,117.21209693571,"NA","2","2011","11","2",1938,"1","2","1","EE","2","NA","3","7","NA","NA","NA","NA","3","52","5","40","NA","NA","NA","11","1","1","2","6","NA","20","1","2","3","2","NA","2","NA",0,0,0,0,0,2415,1,0,0,0,0,9677,0,0,0,0,1,"1",72,29304,"1","2","82.52356","1","2","1","1","1928","1","1","-1","2","1","2","2","1","1","8","1","2","2","5","4","3"
"2011","EE",293181,117.21209693571,"NA","1","2011","7","2",1968,"1","2","3","Other","2","NA","3","1","NA","1","2","NA","3","61","7","NA","NA","g","NA","NA","1","2","NA","NA","NA","18","4","2","3","2","NA","2","NA",0,0,4429,0,0,2415,1,0,0,0,0,0,0,0,0,0,1,"1",42,29318,"1","7","0","1","2","NA","NA","-1","NA","1","NA","NA","NA","NA","NA","NA","2","8","5","NA","NA","NA","NA","1"
"2011","EE",293271,117.21209693571,"NA","1","2011","23","4",1936,"2","2","3","EE","2","NA","5","7","NA","1","2","NA","1","91","2","40","NA","NA","NA","NA","1","2","NA","NA","4","18","3","1","2","2","2","1","NA",192,0,0,0,0,4044,1,0,0,0,0,3062,0,0,0,0,1,"1",74,29327,"1","5","0","5","NA","NA","2","1929","1","NA","NA","NA","2","1","1","NA","2","6","NA","NA","NA","NA","4","3"
"2011","EE",293391,117.21209693571,"NA","2","2011","17","4",1932,"2","2","3","Other","2","NA","5","1","NA","NA","2","NA","3","91","5","40","20","p","NA","13","1","2","2","1","NA","23","2","2","2","1","NA","2","NA",0,0,3607,0,0,0,1,0,0,0,0,3549,0,0,0,0,1,"1",78,29339,"1","6","252.0775","3","NA","1","2","1931","NA","NA","1935","2","1","2","NA","NA","2","-1","5","2","9","NA","4","1"
"2011","EE",293531,117.21209693571,"NA","2","2011","16","2",1947,"2","4","3","Other","2","NA","3","7","NA","1","NA","1","3","51","3","NA","NA","NA","NA","NA","1","2","NA","NA","1","19","2","2","1","2","NA","2","NA",0,0,0,0,0,4247,1,0,0,0,0,2986,0,0,0,0,1,"1",63,29353,"1","2","0","3","2","NA","1","NA","NA","NA","-1","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","3","NA"
"2011","EE",293921,117.21209693571,"NA","1","2011","4","1",1934,"2","4","3","EE","2","5","2","7","NA","1","2","NA","3","83","9","NA","NA","NA","NA","NA","1","2","NA","3","10","19","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,3367,0,0,0,0,1,"1",76,29392,"1","6","158.0473","3","1","2","NA","1945","1","1","-1","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","4","NA"
"2011","EE",294101,117.21209693571,"NA","2","2011","22","4",1979,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","13","8","40","NA","g","NA","12","NA","2","2","2","NA","22","2","2","3","2","NA","2","NA",0,0,12976,0,0,2944,1,0,0,0,0,0,0,0,0,0,1,"1",31,29410,"1","7","51.04632","1","1","2","2","1935","1","1","1933","1","2","3","1","1","2","7","1","2","5","5","NA","3"
"2011","EE",294161,117.21209693571,"NA","NA","2011","23","4",1985,"1","1","1","EE","2","NA","2","5","NA","NA","2","NA","3","31","9","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,0,0,0,2887,1,0,0,0,0,0,0,0,0,0,1,"1",25,29416,"1","2","265.6373","3","NA","NA","NA","1909","2","NA","1929","NA","NA","NA","NA","NA","NA","8","NA","2","8","4","3","NA"
"2011","EE",294531,117.21209693571,"NA","2","2011","9","2",1959,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","21","4","40","NA","g","NA","NA","1","2","2","NA","NA","22","3","2","3","2","NA","2","NA",0,0,13473,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",51,29453,"1","2","437.7433","1","2","NA","2","1928","1","1","1952","1","2","2","NA","NA","NA","1","1","2","2","4","4","1"
"2011","EE",294611,117.21209693571,"NA","2","2011","6","2",1936,"2","5","1","EE","2","NA","3","7","NA","NA","2","NA","3","82","5","NA","NA","NA","NA","NA","1","1","NA","NA","NA","19","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,1888,3182,0,0,0,1,"1",74,29461,"1","3","146.7653","NA","1","NA","NA","NA","2","1","NA","1","1","NA","NA","1","NA","7","NA","2","NA","3","NA","NA"
"2011","EE",294921,117.21209693571,"NA","2","2011","6","3",1967,"1","2","3","EE","2","NA","5","1","NA","1","NA","NA","3","72","3","NA","NA","b-e","NA","NA","1","2","NA","NA","NA","18","3","2","2","2","2","2","1",0,0,3363,0,0,2758,1,0,0,0,245,0,0,0,0,0,1,"1",43,29492,"1","2","300.9548","NA","1","3","1","NA","1","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","2","4","NA","NA"
"2011","EE",294961,117.21209693571,"NA","2","2011","6","1",1931,"2","4","3","EE","2","NA","2","7","NA","NA","2","NA","3","91","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","17","3","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,3229,0,0,0,0,1,"1",79,29496,"1","2","43.91217","NA","NA","NA","2","NA","NA","NA","NA","NA","1","NA","-1","NA","NA","NA","NA","NA","NA","NA","5","NA"
"2011","EE",295321,117.21209693571,"NA","1","2011","27","1",1940,"2","4","2","EE","2","NA","5","7","NA","NA","NA","NA","3","32","5","NA","NA","NA","NA","12","1","1","NA","NA","NA","19","2","2","2","2","NA","2","NA",0,0,0,0,0,2290,1,0,528,0,0,3193,0,0,0,0,1,"1",70,29532,"1","2","0","3","2","1","NA","1948","NA","NA","1938","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"2011","EE",295401,117.21209693571,"NA","1","2011","16","4",1960,"2","2","3","EE","2","NA","5","3","NA","NA","NA","NA","3","74","2","40","NA","b-e","NA","NA","1","2","2","NA","2","23","4","2","3","2","2","2","NA",0,0,0,0,0,1037,1,0,5694,0,0,0,0,0,0,0,1,"1",50,29540,"1","2","0","1","2","NA","2","1933","NA","NA","1952","1","1","1","3","1","2","6","1","NA","NA","NA","NA","NA"
"2011","EE",295471,117.21209693571,"NA","2","2011","16","4",1947,"2","5","3","Other","2","NA","3","7","NA","NA","NA","NA","3","22","5","NA","NA","NA","NA","NA","1","2","NA","NA","NA","23","3","2","3","2","NA","2","NA",0,0,0,0,0,1220,1,0,0,0,0,553,0,0,2914,0,1,"1",63,29547,"1","2","110.5966","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","3","1","NA","2","NA","NA","8","5","NA","NA"
"2011","EE",295521,117.21209693571,"NA","1","2011","6","3",1937,"2","5","3","EE","2","NA","5","2","NA","1","NA","NA","3","42","2","NA","NA","g","NA","NA","1","NA","NA","NA","NA","20","2","2","3","2","NA","2","NA",0,0,2020,0,0,1411,1,0,0,0,0,2587,0,0,0,0,1,"1",73,29552,"1","2","0","NA","2","NA","NA","NA","NA","NA","1923","1","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","NA"
"2011","EE",296021,117.21209693571,"NA","1","2011","19","4",1955,"2","1","1","EE","2","NA","3","8","NA","1","NA","NA","3","82","3","NA","NA","NA","NA","NA","1","1","2","NA","NA","28","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2423,0,1,"1",55,29602,"1","7","0","NA","NA","2","NA","NA","NA","NA","NA","2","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA"
"2011","EE",296211,117.21209693571,"NA","1","2011","13","1",1957,"2","2","1","EE","2","5","3","1","NA","1","NA","NA","3","51","7","40","NA","b-e","NA","NA","1","2","2","NA","NA","20","3","1","3","2","NA","2","NA",0,0,6428,0,0,2816,1,0,0,0,0,0,0,0,0,0,1,"1",53,29621,"1","7","75.69298","1","3","1","NA","NA","1","1","1938","NA","NA","2","2","1","1","5","1","NA","9","5","4","3"
"2011","EE",296221,117.21209693571,"NA","2","2011","4","3",1939,"1","2","2","Other","2","NA","3","7","NA","1","2","NA","3","91","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","20","3","1","3","2","NA","2","NA",0,0,0,0,0,2465,1,0,0,0,0,3786,0,0,0,0,1,"1",71,29622,"1","2","271.9266","NA","NA","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","2","-1","2","NA"
"2011","EE",296981,117.21209693571,"NA","1","2011","17","1",1946,"1","1","3","EE","1","NA","2","1","NA","NA","NA","NA","1","23","7","40","NA","b-e","NA","13","1","2","2","NA","NA","20","2","1","3","2","NA","1","NA",0,0,11637,0,0,0,1,0,0,0,0,4470,0,117,0,0,1,"1",64,29698,"1","2","39.22187","1","2","2","2","1934","1","1","NA","1","1","NA","2","NA","NA","8","1","2","8","4","3","3"
"2011","EE",297561,117.21209693571,"NA","1","2011","12","1",1951,"2","4","1","EE","2","NA","3","1","NA","NA","NA","NA","3","51","4","38","NA","q","4","11","1","2","2","NA","NA","17","NA","2","3","2","NA","2","NA",0,0,6751,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",59,29756,"1","2","248.2573","1","NA","2","2","1935","1","NA","1933","2","1","NA","NA","NA","1","5","1","NA","4","NA","NA","1"
"2011","EE",297591,117.21209693571,"NA","1","2011","31","1",1930,"2","4","1","EE","2","NA","1","7","NA","1","2","1","3","71","6","NA","NA","NA","NA","12","NA","2","NA","NA","NA","18","2","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,2138,0,0,0,0,1,"1",80,29759,"1","6","47.24681","1","NA","2","2","NA","2","2","1960","1","1","NA","NA","1","NA","NA","NA","NA","NA","5","NA","1"
