"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","EE",4169,"1","2013","8",7639,2642,0,0,,,,,,,,0,0,308,0,0,,0,,0,4997,0,,0,,"2","3","3","1","1","1","1","1","1","1","1","3","2500","2","2","2","2","2","2","4","2","4","2","1","NA","NA","384.57","124","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4196,"2","2013","51",0,-3,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,2,,"NA","3","NA","2","1","2","1","1","1","1","2","3","450","2","NA","1","2","2","2","4","1","4","2","1","NA","NA","158","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4207,"1","2013","10",0,-9,0,0,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","3","3","1500","2","2","2","1","2","2","4","1","4","2","1","NA","NA","126.56","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4220,"1","2013","20",3695,3648,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,46,,"NA","3","NA","1","1","1","1","1","1","1","2","4","1500","1","NA","2","1","2","1","1","1","4","2","1","NA","NA","212.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4273,"1","2013","11",5436,2924,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2512,,"2","3","3","1","1","1","1","1","1","1","1","3","2000","2","3","2","2","2","2","4","1","5","2","1","NA","NA","326","244","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4290,"1","2013","10",8414,4267,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4146,,"2","3","3","1","1","2","1","1","1","1","1","4","2500","1","3","2","2","2","2","4","1","2","1","1","NA","NA","152.2","114","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4312,"1","2013","18",6267,5935,0,0,,,,,,,,0,0,0,0,0,,0,,0,332,0,,0,,"3","2","NA","2","1","1","1","1","1","1","3","2","2500","1","NA","2","2","2","2","1","1","2","2","1","NA","NA","112.24","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4324,"1","2013","11",0,-4,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1500","1","NA","2","2","2","2","1","1","2","2","1","NA","NA","184","136","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4334,"1","2013","18",3688,3350,0,0,,,,,,,,0,0,0,0,0,,0,,0,339,0,,0,,"NA","3","3","1","1","1","1","1","3","1","3","3","1000","1","NA","2","2","2","2","4","5","3","1","1","NA","NA","268","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4370,"1","2013","46",9873,9871,0,0,,,,,,,,0,0,0,0,0,,3554,,0,2,0,,0,,"3","3","3","1","1","2","1","1","1","1","1","4","710","1","2","2","2","2","2","1","1","5","2","1","NA","NA","158","63","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4417,"2","2013","18",30210,25533,0,0,,,,,,,,0,0,0,0,0,,3,,0,4677,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","5","2000","2","NA","2","1","2","2","4","2","4","2","1","NA","NA","75","233","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4435,"2","2013","12",189,-1113,60,60,,,,,,,,60,0,0,0,0,,129,,0,1302,0,,0,,"NA","3","NA","1","1","1","1","1","1","2","1","3","500","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","120.23","NA","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4441,"1","2013","15",1596,1563,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,32,,"NA","3","3","2","1","1","1","1","1","1","1","4","1000","2","2","2","2","1","2","4","2","2","2","1","NA","NA","145.1","74","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4498,"2","2013","33",6406,6272,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,135,,"NA","3","NA","2","1","2","1","1","1","1","1","2","1500","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","106","NA","3","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4545,"2","2013","28",2125,345,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1780,,"NA","3","NA","2","1","2","1","1","1","1","1","3","800","2","2","2","2","2","2","4","5","3","2","1","NA","NA","127.4","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4591,"1","2013","18",4522,4508,0,0,,,,,,,,0,0,455,0,0,,0,,0,0,0,,14,,"NA","3","NA","2","1","1","1","1","1","1","1","2","250","1","NA","2","2","1","2","4","1","2","1","1","NA","NA","193.5","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4614,"1","2013","23",3650,3641,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"3","3","NA","1","1","1","1","1","1","1","1","3","1500","1","NA","2","2","2","2","NA","2","5","1","1","NA","NA","122","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4632,"2","2013","14",3408,3404,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,0,,"NA","3","3","1","1","1","1","1","1","1","3","3","1400","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","48.2","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4651,"2","2013","21",4085,3530,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,555,,"3","3","3","1","1","2","1","1","1","1","1","5","600","2","2","2","2","1","1","4","5","5","2","1","NA","NA","95.51","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4654,"2","2013","9",10730,10705,0,0,,,,,,,,0,0,0,0,4353,,0,,0,1,0,,24,,"NA","3","3","1","1","2","1","1","1","1","1","3","150","2","3","2","1","2","2","4","3","2","2","1","NA","NA","0","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4670,"2","2013","22",4401,3475,0,0,,,,,,,,0,0,746,0,0,,0,,0,8,0,,918,,"NA","3","NA","1","1","1","1","1","1","1","3","2","800","3","NA","2","2","2","1","1","3","3","1","1","NA","NA","95.76","25","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4676,"1","2013","27",3660,3668,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,-8,,"3","2","3","1","2","2","1","1","1","1","1","3","2000","1","NA","2","2","2","2","3","1","5","2","1","NA","NA","157.9","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4700,"2","2013","10",3254,2645,0,0,,,,,,,,0,0,0,0,0,,0,,0,75,0,,534,,"NA","3","NA","1","1","1","1","1","1","1","2","2","1500","2","NA","2","2","1","2","4","1","2","2","1","NA","NA","102","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4726,"2","2013","15",2282,2251,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,30,,"3","3","NA","2","1","1","1","1","1","1","2","2","1000","1","2","2","2","2","2","4","1","3","1","1","NA","NA","37","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4755,"1","2013","16",2304,2300,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"3","3","NA","1","1","2","1","1","1","1","1","2","1500","3","NA","2","2","2","2","3","2","5","1","1","25","NA","188.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4779,"2","2013","10",9136,5334,0,0,,,,,,,,0,0,0,0,0,,0,,0,3802,0,,0,,"NA","3","NA","1","2","1","1","1","3","1","1","3","500","1","2","2","2","2","2","4","1","3","2","1","NA","NA","0","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4791,"1","2013","11",2614,358,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2255,,"3","3","3","1","1","1","1","1","1","1","1","6","2000","3","1","2","2","2","2","4","1","5","1","1","NA","NA","301.7","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4797,"1","2013","18",1114,1104,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,0,,0,,"NA","3","NA","2","2","1","1","1","3","1","1","2","1500","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","149.25","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4823,"1","2013","28",3656,3649,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"3","3","2","1","1","2","1","1","1","1","3","6","1600","1","2","1","2","2","2","4","2","5","2","1","NA","NA","186","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4848,"2","2013","26",9583,8145,0,0,,,,,,,,0,0,0,0,0,,0,,0,1438,0,,0,,"NA","3","3","1","1","1","1","1","3","1","3","2","900","1","NA","2","2","2","2","4","1","6","2","1","NA","NA","110","NA","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4853,"2","2013","10",4676,4456,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,220,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2000","2","NA","2","1","2","2","4","2","4","1","1","NA","NA","302.2","315","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4857,"1","2013","17",2130,2097,0,0,,,,,,,,0,0,0,0,0,,0,,0,33,0,,0,,"NA","3","NA","1","1","2","1","1","1","1","1","3","2500","3","NA","2","2","2","2","1","3","2","2","2","NA","NA","125.25","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4890,"2","2013","27",409,4531,0,0,,,,,,,,0,0,0,0,0,,1,,0,58,0,,-4179,,"NA","3","NA","1","1","2","1","1","1","1","1","5","1000","NA","NA","2","2","2","2","4","1","6","2","1","NA","NA","183","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4907,"2","2013","21",3454,2996,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,458,,"3","3","3","1","1","1","1","1","1","1","1","5","1500","2","2","2","2","2","2","4","5","5","1","1","NA","NA","97","116","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4922,"2","2013","19",3471,3464,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1800","1","NA","2","2","2","2","1","2","2","2","1","NA","NA","215","206","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4933,"2","2013","13",4123,4122,0,0,,,,,,,,0,0,74,0,0,,0,,0,0,0,,1,,"1","3","NA","1","1","1","1","1","1","1","1","5","3000","3","2","2","2","2","2","1","4","3","2","1","NA","NA","160.3","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4956,"1","2013","6",153,137,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,,"NA","3","NA","2","1","2","1","1","1","3","1","3","450","1","NA","1","2","2","2","1","1","2","2","1","NA","NA","135.38","NA","1","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",4968,"2","2013","11",3634,3625,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"3","3","NA","2","1","1","1","1","1","1","1","4","2000","1","NA","2","1","1","2","2","1","3","2","1","45","NA","1197","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5057,"2","2013","10",3853,3849,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"NA","3","3","1","1","1","1","1","1","1","1","4","400","3","NA","1","2","2","2","4","1","3","2","1","NA","NA","104","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5086,"2","2013","13",3284,3271,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13,,"3","3","3","1","1","1","1","3","1","1","1","3","2000","1","3","2","2","2","2","1","2","5","2","1","NA","NA","222","66","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5103,"1","2013","21",7702,5893,0,0,,,,,,,,0,0,0,0,0,,0,,0,1809,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","5","2000","2","2","2","2","2","2","4","2","6","1","1","NA","NA","330.5","156","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5113,"1","2013","11",3347,1379,0,0,,,,,,,,0,0,0,0,0,,0,,0,25,0,,1943,,"3","3","NA","1","1","2","1","1","1","1","1","3","2500","3","2","2","2","2","2","4","1","2","2","1","NA","NA","205.37","244","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5129,"1","2013","12",14528,11649,0,0,,,,,,,,0,0,0,0,0,,17,,0,0,0,,2879,,"NA","3","NA","1","1","1","1","1","1","1","3","5","2500","1","3","2","2","2","2","4","2","3","2","1","NA","NA","161","368","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5149,"2","2013","13",7048,2070,0,0,,,,,,,,0,0,0,0,0,,0,,0,502,0,,4476,,"NA","3","3","2","1","1","1","1","1","1","1","3","1500","NA","2","2","2","2","2","2","4","3","2","1","NA","NA","294.13","336","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5159,"2","2013","14",6274,6253,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,,"3","3","NA","1","1","2","1","1","2","1","1","3","2000","2","2","2","1","2","2","4","1","3","2","1","NA","NA","173.83","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5164,"2","2013","14",3630,3617,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13,,"NA","3","NA","2","1","1","1","1","1","1","1","4","600","NA","NA","2","2","2","2","4","1","3","2","1","NA","NA","82","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5178,"1","2013","20",3508,3526,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-19,,"3","3","3","2","1","2","1","1","1","1","1","3","710","3","NA","2","2","2","2","2","2","4","2","1","NA","NA","1197","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5180,"2","2013","23",13483,12032,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1451,,"NA","3","3","1","1","2","1","1","1","1","1","5","700","3","NA","1","2","2","2","4","1","2","2","1","NA","NA","170","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5209,"2","2013","17",3617,3603,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,9,,4,,"NA","3","3","1","1","2","1","1","1","1","2","3","650","2","2","2","2","2","2","1","4","2","2","1","NA","NA","362.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5212,"1","2013","27",8735,8154,0,0,,,,,,,,0,0,0,0,0,,47,,0,984,0,,-403,,"3","3","3","1","1","1","1","1","1","1","1","5","1300","1","2","2","2","2","2","4","2","3","2","1","NA","NA","214","100","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5237,"1","2013","21",3858,3847,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","3","3","1","1","2","1","1","1","1","3","2","1000","3","NA","2","2","2","2","1","5","3","2","1","NA","NA","121","NA","3","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5242,"1","2013","25",3758,3745,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,13,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1500","2","2","2","2","2","2","4","1","3","2","1","NA","NA","204","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5322,"1","2013","17",4080,4074,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","NA","1","1","1","1","1","1","1","3","5","1400","2","NA","2","2","2","2","1","2","4","2","1","NA","NA","1197","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5339,"2","2013","16",2448,2436,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"3","2","NA","1","1","1","1","1","1","1","1","3","1200","3","2","2","2","2","2","1","2","2","2","1","NA","NA","0","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5352,"1","2013","71",3303,3301,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","3","NA","1","2","1","1","1","1","1","1","3","1500","1","3","2","1","2","2","3","5","6","2","1","NA","NA","217","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5354,"2","2013","12",16084,14572,0,0,,,,,,,,0,0,0,174,1192,,0,,0,0,0,,1512,,"NA","3","3","1","2","1","1","1","1","1","1","4","4000","2","NA","2","2","2","2","4","2","2","2","1","NA","NA","330.5","84","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5371,"2","2013","40",3804,3794,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"3","3","3","1","1","1","1","1","1","1","1","4","600","1","NA","2","2","2","2","4","1","6","2","1","NA","NA","61","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5376,"1","2013","4",4988,2867,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2120,,"3","3","3","1","1","2","1","1","1","1","1","3","2000","2","2","2","2","2","2","1","2","3","2","1","NA","NA","246.36","35","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5480,"2","2013","10",1946,-2251,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,2950,,1247,,"3","3","NA","2","1","1","1","1","1","1","1","3","2000","2","2","2","2","2","2","4","4","4","2","1","NA","NA","420.2","129","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5492,"1","2013","10",5548,4517,0,0,,,,,,,,0,0,0,0,0,,0,,0,1030,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","53","141","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5512,"1","2013","14",3568,685,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2883,,"NA","2","NA","1","2","1","1","1","1","1","1","3","5000","1","NA","2","2","2","1","4","2","3","2","1","NA","NA","139","232","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5523,"1","2013","5",3960,3950,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,0,,0,,"3","3","NA","1","1","1","1","1","3","1","3","4","1000","1","NA","2","2","2","2","4","1","1","2","1","NA","NA","140.39","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5535,"2","2013","14",14276,12691,0,0,,,,,,,,0,0,0,0,0,,5,,0,12,461,,1113,,"3","3","NA","1","1","1","1","1","1","1","1","4","3000","3","3","2","1","2","2","1","2","4","1","1","NA","NA","229.5","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5539,"1","2013","16",6092,2192,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3900,,"NA","3","NA","1","1","2","1","1","1","1","1","6","1500","2","NA","2","2","2","2","2","5","3","2","1","NA","NA","98","76","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5548,"2","2013","20",13241,13227,0,0,,,,,,,,0,0,0,0,0,,1,,0,14,0,,0,,"3","1","NA","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","1","2","1","5","3","2","1","NA","NA","178.48","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5558,"1","2013","17",49067,44457,70,70,,,,,,,,70,0,0,0,0,,0,,0,10788,0,,-6178,,"NA","3","3","2","1","2","1","1","1","1","3","4","1000","2","3","2","2","2","1","4","1","3","2","1","NA","NA","345","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5606,"1","2013","27",17436,16032,0,0,,,,,,,,0,0,0,0,0,,0,,0,22,0,,1382,,"3","3","NA","1","1","2","1","1","1","1","1","2","1500","2","NA","2","1","2","1","4","2","4","1","1","NA","NA","145.1","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5667,"2","2013","23",5799,3227,0,0,,,,,,,,0,0,0,0,0,,3,,0,105,0,,2466,,"NA","3","NA","1","1","2","1","1","1","1","1","4","700","1","2","2","2","2","2","1","1","2","2","1","NA","NA","208","259","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5720,"1","2013","14",1982,1955,323,323,,,,,,,,323,0,0,0,0,,2,,0,0,0,,26,,"3","3","NA","1","2","2","1","1","1","1","1","1","NA","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","0","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5727,"1","2013","7",17735,9766,0,0,,,,,,,,0,0,0,0,0,,14,,0,0,0,,7969,,"3","3","3","1","1","1","1","1","1","1","1","3","1200","3","2","2","2","2","2","4","2","6","2","1","NA","NA","106.6","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5729,"1","2013","64",3912,3672,0,0,,,,,,,,0,0,0,0,0,,2,,0,240,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","3","4000","2","NA","2","2","2","2","4","2","4","1","1","NA","NA","508","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5741,"2","2013","17",4024,4017,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,7,,"3","3","3","1","1","1","1","1","1","1","1","5","1000","1","2","2","2","2","2","4","2","3","2","1","NA","NA","493","86","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5761,"1","2013","18",6035,5964,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,71,,"3","3","3","1","1","1","1","1","1","1","1","4","500","3","NA","2","1","2","2","4","1","2","2","1","NA","NA","120","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5797,"1","2013","13",3305,3172,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,47,,86,,"NA","3","3","1","2","1","1","1","1","1","1","1","150","2","2","2","2","2","2","1","2","3","2","1","NA","NA","218.37","285","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5820,"1","2013","26",10648,10082,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,566,,"3","2","NA","1","1","2","1","1","1","1","1","3","1200","1","2","2","1","2","2","3","2","2","1","1","NA","NA","71","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
"2013","EE",5824,"2","2013","40",3596,3587,0,0,,,,,,,,0,0,0,0,0,,0,,0,9,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","3","900","3","2","2","2","2","2","4","1","3","2","1","NA","NA","201","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"1",1,,,,,
