"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010"
"2004","EE",108081,139.830954169797,"NA","2","2004","20","1",1956,"1","NA","3","EE","2","NA","5","1","NA","NA","NA","NA","3","3","24","10","0","NA","k","NA","13","1","2","2","NA","NA","21","1","1","1","1","1","1","1","1","1","8","3","1","1","2","3","2","NA","2","NA",0,0,639,9468,0,0,0,0,0,0,0,0,0,0,0,1,10808,"1",47,"1","15.6466"
"2004","EE",108191,139.830954169797,"NA","2","2004","18","4",1923,"2","4","1","Other","2","NA","2","5","NA","1","2","NA","3","7","NA","0","0","NA","NA","NA","13","1","NA","NA","NA","NA","16","6","1","6","6","6","6","6","6","6","1","1","1","3","1","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1943,0,0,0,0,1,10819,"1",80,"3","15.6466"
"2004","EE",108341,139.830954169797,"NA","2","2004","15","1",1975,"1","NA","1","EE","1","3","3","3","NA","2","2","NA","4","8","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","7","8","7","4","5","7","7","8","5","8","8","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10834,"1",28,"3","15.6466"
"2004","EE",108931,139.830954169797,"NA","3","2004","20","3",1975,"1",,"3",,"1","3",,,"NA","NA","2","NA","3",,"NA","0","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","8","7","5","7","7","5","7","7","7","7","8","7","1","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10893,"1",28,"4","15.6466"
"2004","EE",108961,139.830954169797,"NA","3","2004","10","3",1980,"2","1","1","EE","1","2","3","4","NA","2","1","1","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","1","8","5","5","8","8","7","5","7","NA","5","7","4","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10896,"1",23,"1","15.6466"
"2004","EE",109061,139.830954169797,"NA","1","2004","26","4",1946,"2","2","3","EE","2","NA","5","1","NA","NA","NA","1","3","3","42","12","0","NA","l-n","NA","1","1","2","2","NA","NA","18","1","1","1","1","1","2","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,12570,0,0,0,0,0,0,0,0,345,0,0,1,10906,"1",57,"1","15.6466"
"2004","EE",109311,139.830954169797,"NA","3","2004","NA","3",1923,"1","NA","3","Other","2","NA","3","5","NA","1","2","NA","3","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","6","6","6","6","8","5","6","2","8","5","6","7","2","1","2","2","NA","2","4",0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,1,10931,"1",80,"3","15.6466"
"2004","EE",109421,139.830954169797,"NA","3","2004","5","2",1932,"2","1","3","EE","2","NA","4","5","NA","1","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","18","5","6","7","5","6","7","6","3","6","5","6","8","4","1","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1484,0,0,0,0,1,10942,"1",71,"1","15.6466"
"2004","EE",109711,139.830954169797,"NA","3","2004","15","2",1945,"2","5","3","EE","2","NA","3","1","NA","NA","2","NA","3","4","NA","0","0","NA","i","NA","NA","NA","2","NA","NA","NA","19","6","1","1","6","1","6","1","6","6","1","1","2","3","2","1","1","NA","2","NA",0,168,0,1519,0,0,0,0,0,459,0,0,0,0,0,1,10971,"1",58,"3","15.6466"
"2004","EE",109861,139.830954169797,"NA","3","2004","30","2",1938,"2","2","3","EE","2","NA","3","5","NA","1","2","NA","NA","4","NA","0","12","30","NA","NA","NA","NA","2","NA","NA","NA","18","6","5","6","6","1","6","6","6","2","8","1","5","4","2","2","2","NA","1","NA",0,21,0,0,0,0,0,0,0,0,1297,0,0,156,0,1,10986,"1",65,"1","15.6466"
"2004","EE",109961,139.830954169797,"NA","2","2004","15","4",1923,"2","4","3","EE","2","NA","3","5","NA","1","1","NA","3","0 - 1","6","6","0","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","6","6","5","6","5","3","5","1","6","2","5","2","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,1,10996,"1",80,"3","15.6466"
"2004","EE",110261,139.830954169797,"NA","3","2004","10","2",1943,"2","4","1","Other","2","NA","5","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","NA","1","2","1","NA","NA","21","6","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",895,0,192,2157,431,0,195,0,0,0,0,0,0,0,0,1,11026,"1",60,"1","15.6466"
"2004","EE",110791,139.830954169797,"NA","2","2004","10","2",1931,"2","2","3","EE","2","5","5","1","NA","NA","NA","NA","3","3","35","12","0","NA","h","NA","3","NA","2","2","NA","NA","20","1","2","1","1","1","6","1","1","1","1","6","1","3","2","1","2","NA","2","NA",0,0,0,1834,0,0,0,0,0,0,0,0,183,437,0,1,11079,"1",72,"1","15.6466"
"2004","EE",111121,139.830954169797,"NA","2","2004","5","3",1939,"1","2","3","Other","2","NA","3","5","NA","1","2","NA","3","8","40","12","0","NA","NA","NA","11","NA","NA","NA","NA","NA","20","1","6","6","6","6","6","2","6","6","6","6","6","2","1","3","2","NA","1","NA",0,0,0,0,0,115,0,64,0,0,1561,0,0,0,0,1,11112,"1",64,"1","15.6466"
"2004","EE",111411,139.830954169797,"NA","1","2004","8","2",1980,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","30","a","NA","12","1","2","2","NA","NA","23","1","1","2","1","1","1","1","1","6","6","4","6","3","1","3","2","NA","2","NA",0,0,0,3858,0,0,0,0,0,0,0,0,0,0,0,1,11141,"1",23,"1","15.6466"
"2004","EE",112041,139.830954169797,"NA","3","2004","15","2",1981,"2","1","1","EE","2","NA","3","1","NA","1","2","NA","NA","5","NA","0","0","NA","o","NA","NA","NA","2","NA","NA","NA","19","5","6","6","5","8","6","3","6","3","6","7","1","3","2","3","2","NA","1","NA",0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,1,11204,"1",22,"3","15.6466"
"2004","EE",112181,139.830954169797,"NA","2","2004","15","2",1936,"2","2","1","EE","2","NA","2","5","NA","2","NA","NA","3","4","NA","0","0","NA","NA","NA","NA","1","2","2","NA","NA","25","6","6","6","6","7","6","6","1","6","1","6","6","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,2103,0,0,0,0,1,11218,"1",67,"4","15.6466"
"2004","EE",112191,139.830954169797,"NA","2","2004","NA","4",1923,"2","4","1","EE","2","NA","2","5","NA","1","2","NA","1","5","NA","0","0","NA","NA","NA","NA","NA","NA","2","NA","NA","21","6","6","6","6","1","8","8","6","6","1","6","6","2","1","3","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,1,11219,"1",80,"4","15.6466"
"2004","EE",112481,139.830954169797,"NA","1","2004","NA","1",1924,"2","4","3","EE","2","NA","5","5","NA","1","2","NA","3","2","40","0","0","NA","NA","NA","NA","NA","NA","2","NA","NA","17","6","1","6","1","3","6","6","6","6","6","6","6","5","2","3","2","NA","1","NA",0,38,0,0,0,0,0,0,0,0,1673,0,0,0,0,1,11248,"1",79,"1","15.6466"
"2004","EE",112611,139.830954169797,"NA","2","2004","20","3",1952,"1","2","3","EE","2","NA","5","1","NA","1","2","NA","3","3","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","20","6","6","7","6","1","1","6","7","1","6","6","6","4","2","1","1","NA","2","NA",0,0,0,1739,91,0,0,0,0,0,0,0,38,0,0,1,11261,"1",51,"1","15.6466"
"2004","EE",112931,139.830954169797,"NA","2","2004","20","4",1935,"2","1","1","EE","2","NA","3","5","NA","1","NA","NA","NA","9","NA","0","0","NA","NA","NA","13","NA","NA","2","NA","NA","15","6","1","5","2","6","6","6","6","1","6","5","6","3","NA","3","2","NA","2","NA",0,0,0,0,0,0,0,96,0,0,1692,0,0,0,0,1,11293,"1",68,"1","15.6466"
"2004","EE",113391,139.830954169797,"NA","2","2004","5","2",1944,"2",,"1",,"1","NA",,,"NA","2","NA","NA","NA",,"NA","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","7","7","5","5","7","8","7","5","4","7","7","3","2","2","3","2","1","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11339,"1",59,"1","15.6466"
"2004","EE",113451,139.830954169797,"NA","3","2004","20","2",1925,"2","4","1","EE","2","NA","3","5","NA","1","2","NA","3","9","NA","12","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","14","1","6","1","1","1","6","6","6","6","4","6","6","3","1","2","1","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,1,11345,"1",78,"1","15.6466"
"2004","EE",114001,139.830954169797,"NA","2","2004","10","1",1933,"1","2","3","EE","2","NA","3","5","NA","1","2","NA","3","9","40","0","0","NA","NA","NA","NA","1","NA","2","NA","NA","20","6","6","5","6","1","6","1","6","6","1","1","6","3","1","1","2","7","2","NA",0,209,0,0,0,0,0,0,0,0,1789,0,0,0,0,1,11400,"1",70,"1","15.6466"
"2004","EE",114121,139.830954169797,"NA","3","2004","15","4",1935,"2","5","1","Other","2","3","5","5","NA","1","NA","NA","3","2","NA","12","0","NA","NA","NA","13","NA","NA","NA","NA","NA","16","7","1","6","6","6","7","6","6","7","6","6","6","2","2","3","2","NA","2","5",0,0,0,0,0,0,0,0,0,0,1456,0,0,0,0,1,11412,"1",68,"4","15.6466"
"2004","EE",114161,139.830954169797,"NA","3","2004","20","2",1931,"2","4","3","EE","2","NA","1","5","NA","NA","2","NA","3","6","40","0","0","NA","NA","NA","NA","1","2","NA","NA","NA","19","3","1","6","6","6","6","1","6","1","1","1","1","4","1","1","2","NA","2","NA",0,0,0,251,0,0,0,0,0,0,1411,0,0,0,0,1,11416,"1",72,"3","15.6466"
"2004","EE",114501,139.830954169797,"NA","2","2004","15","4",1937,"1","2","2","EE","2","NA","5","5","NA","NA","2","NA","3","0 - 1","NA","10","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","15","6","6","6","6","6","2","6","1","1","6","8","1","4","2","3","2","NA","2","1",0,153,0,0,0,119,0,0,0,0,1802,0,0,0,0,1,11450,"1",66,"3","15.6466"
"2004","EE",114731,139.830954169797,"NA","2","2004","20","4",1925,"2","4","1","EE","2","5","1","5","NA","1","2","NA","3","9","NA","0","0","NA","NA","NA","NA","NA","NA","2","NA","NA","15","1","7","7","6","7","6","4","6","6","7","6","1","3","1","3","2","1","2","8",0,0,0,0,0,0,0,64,0,0,1506,0,0,0,0,1,11473,"1",78,"1","15.6466"
"2004","EE",114921,139.830954169797,"NA","2","2004","35","1",1923,"1","2","1","EE","2","4","2","5","NA","NA","NA","1","3","4","30","12","0","NA","NA","NA","5","1","2","2","NA","NA","20","1","1","8","1","1","1","1","1","1","1","1","5","3","2","NA","2","NA","2","NA",0,0,96,0,0,0,0,0,0,0,2207,0,0,365,0,1,11492,"1",80,"1","15.6466"
"2004","EE",115041,139.830954169797,"NA","2","2004","NA","3",1929,"2","2","1","EE","2","3","5","5","NA","1","2","NA","NA","7","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","23","1","1","1","1","6","6","1","1","4","6","6","6","4","2","1","2","1","2","NA",0,167,230,0,0,22,0,0,0,0,1705,0,0,0,0,1,11504,"1",74,"1","15.6466"
"2004","EE",115551,139.830954169797,"NA","2","2004","20","4",1940,"2","5","1","Other","2","NA","0","5","NA","1","2","NA","NA","7","40","12","0","NA","NA","NA","13","NA","NA","2","NA","NA","18","6","6","7","1","6","1","1","6","1","6","6","6","3","2","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1655,0,0,0,0,1,11555,"1",63,"3","15.6466"
"2004","EE",116161,139.830954169797,"NA","1","2004","25","1",1939,"2","5","3","EE","2","NA","3","5","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","NA","7","NA","2","NA","NA","NA","16","6","1","6","1","1","6","1","6","2","1","6","6","3","1","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,1,11616,"1",64,"1","15.6466"
"2004","EE",116941,139.830954169797,"NA","2","2004","20","4",1944,"2","5","1","EE","2","NA","3","5","NA","1","2","1","3","5","NA","3","0","NA","NA","NA","14","NA","NA","NA","NA","NA","19","7","6","7","6","5","6","4","6","6","8","1","6","3","1","2","1","NA","2","NA",0,0,0,1071,0,0,0,0,0,0,0,0,0,0,0,1,11694,"1",59,"1","15.6466"
"2004","EE",117311,139.830954169797,"NA","3","2004","5","1",1938,"2","4","1","EE","2","NA","4","5","NA","NA","2","NA","NA","9","NA","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","15","6","6","6","1","1","6","6","6","2","6","1","6","2","2","3","1","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1824,0,0,0,0,1,11731,"1",65,"1","15.6466"
"2004","EE",118061,139.830954169797,"NA","2","2004","10","3",1944,"2","5","2","EE","2","NA","3","5","NA","1","NA","NA","3","7","40","0","7","NA","NA","NA","NA","1","NA","NA","NA","NA","15","1","7","7","6","6","7","8","5","6","6","6","6","3","1","3","2","NA","2","NA",0,0,0,0,0,92,0,0,0,0,1477,0,0,0,0,1,11806,"1",59,"3","15.6466"
"2004","EE",118391,139.830954169797,"NA","2","2004","20","1",1950,"2","2","1","EE","2","NA","5","2","NA","2","NA","NA","3","2","40","0","0","NA","k","NA","NA","1","NA","NA","NA","NA","19","6","6","8","7","6","5","6","1","1","6","7","5","3","1","3","2","NA","2","NA",0,0,0,0,0,0,1153,64,0,0,0,0,0,0,0,1,11839,"1",53,"2","15.6466"
"2004","EE",119101,139.830954169797,"NA","2","2004","20","4",1923,"2","2","1","EE","2","NA","2","5","NA","1","2","NA","NA","8","NA","4","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","21","6","8","6","6","7","7","5","7","6","7","5","8","3","1","2","1","NA","2","NA",0,0,0,0,0,0,623,64,0,0,807,0,0,0,0,1,11910,"1",80,"1","15.6466"
"2004","EE",119251,139.830954169797,"NA","1","2004","NA","2",1937,"2","4","1","EE","2","NA","2","5","NA","1","2","NA","3","5","NA","12","12","NA","NA","NA","NA","1","NA","NA","NA","NA","19","6","6","6","1","5","1","6","6","6","6","6","1","2","1","1","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,1,11925,"1",66,"1","15.6466"
"2004","EE",119321,139.830954169797,"NA","3","2004","10","1",1954,"2","2","3","EE","2","NA","5","2","NA","1","NA","NA","3","5","NA","12","0","NA","h","NA","NA","1","2","2","NA","NA","16","1","3","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,230,0,1025,0,0,1663,0,0,0,0,0,26,0,0,1,11932,"1",49,"4","15.6466"
"2004","EE",119341,139.830954169797,"NA","3","2004","10","3",1924,"2","4","3","EE","2","NA","2","5","NA","NA","NA","NA","3","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","23","7","6","6","5","3","8","8","6","6","1","1","6","1","2","2","2","NA","2","NA",0,0,0,461,0,0,0,0,0,0,315,0,0,0,0,1,11934,"1",79,"2","15.6466"
"2004","EE",119581,139.830954169797,"NA","1","2004","15","3",1923,"2",,"3",,"2","NA",,,"NA","1","2","NA","NA",,"40","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","8","7","7","8","7","7","7","7","7","7","7","2","2","2","2","NA","2","NA",0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,1,11958,"1",80,"4","15.6466"
"2004","EE",119761,139.830954169797,"NA","2","2004","10","2",1981,"1","1","3","EE","2","NA","3","1","NA","NA","2","NA","NA","7","NA","0","0","NA","f","NA","NA","NA","2","1","NA","NA","19","1","6","7","6","2","6","6","6","6","6","6","1","3","2","2","2","NA","2","NA",0,0,0,2157,0,184,0,0,0,0,0,0,0,0,0,1,11976,"1",22,"3","15.6466"
"2004","EE",120051,139.830954169797,"NA","2","2004","10","1",1970,"2","2","3","EE","1","NA","5","1","NA","NA","NA","NA","3","0 - 1","35","12","0","7","i","NA","NA","1","2","2","NA","NA","18","3","3","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,256,12741,0,0,0,0,0,0,0,0,0,0,0,1,12005,"1",33,"1","15.6466"
"2004","EE",120391,139.830954169797,"NA","1","2004","20","1",1949,"2",,"1",,"2","4",,,"NA","1","2","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","16","7","8","8","7","8","3","7","8","5","5","7","5","2","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12039,"1",54,"1","15.6466"
"2004","EE",120451,139.830954169797,"NA","2","2004","20","3",1937,"2","4","1","Other","2","NA","3","5","NA","1","2","NA","3","8","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","16","1","1","6","7","1","8","6","6","8","5","6","6","3","2","1","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,1,12045,"1",66,"1","15.6466"
"2004","EE",120951,139.830954169797,"NA","1","2004","20","4",1937,"1",,"2",,"2","5",,,"NA","2","NA","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","8","7","7","7","3","7","7","8","7","7","7","4","2","3","1","NA","2","1",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,12095,"1",66,"1","15.6466"
"2004","EE",121011,139.830954169797,"NA","3","2004","10","1",1933,"2","4","3","EE","2","NA","1","5","NA","1","NA","NA","3","8","NA","0","0","NA","NA","NA","NA","NA","NA","2","NA","NA","16","6","5","6","6","6","1","6","1","6","6","1","1","1","1","3","2","NA","2","NA",0,0,0,0,0,0,0,486,0,0,1539,0,0,0,0,1,12101,"1",70,"4","15.6466"
"2004","EE",121501,139.830954169797,"NA","2","2004","20","4",1939,"1","NA","1","EE","2","NA","2","1","NA","NA","NA","NA","3","9","40","12","0","10","l-n","NA","13","1","2","2","NA","NA","23","1","1","1","3","1","1","1","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,2117,0,0,0,0,0,0,4317,0,0,0,0,1,12150,"1",64,"1","15.6466"
"2004","EE",121961,139.830954169797,"NA","2","2004","10","2",1974,"1",,"1",,"1","NA",,,"NA","1","NA","NA","NA",,"NA","0","0","NA",,"NA","11","NA","2","NA","NA","NA","18","7","7","7","7","7","7","8","3","8","5","7","5","2","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12196,"1",29,"1","15.6466"
"2004","EE",121981,139.830954169797,"NA","3","2004","25","1",1945,"1","5","3","EE","2","NA","5","6","NA","2","1","NA","3","4","NA","4","0","NA","NA","NA","NA","NA","NA","2","NA","NA","16","6","6","6","7","5","7","5","8","4","6","6","6","5","2","3","2","NA","2","1",0,0,0,0,0,54,0,13,0,0,0,0,0,839,0,1,12198,"1",58,"1","15.6466"
"2004","EE",122321,139.830954169797,"NA","2","2004","20","2",1935,"1","2","3","EE","1","NA","3","5","NA","2","1","NA","2","8","NA","0","0","NA","NA","NA","9","NA","NA","2","NA","NA","17","6","5","5","6","8","6","5","8","5","6","6","6","2","2","3","2","NA","2","NA",0,0,639,0,0,0,0,0,0,0,1388,0,0,0,0,1,12232,"1",68,"1","15.6466"
"2004","EE",122411,139.830954169797,"NA","2","2004","20","2",1981,"1","1","2","EE","1","3","3","4","NA","2","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","7","7","7","7","7","7","8","5","7","7","5","2","2","3","2","NA","2","1",0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,12241,"1",22,"1","15.6466"
"2004","EE",122541,139.830954169797,"NA","2","2004","30","2",1942,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","3","40","12","0","NA","l-n","NA","12","1","2","2","NA","NA","20","1","1","1","1","1","1","1","3","1","1","1","1","4","2","2","2","NA","2","NA",0,0,0,6608,0,0,0,0,0,0,2649,0,0,0,0,1,12254,"1",61,"1","15.6466"
"2004","EE",123901,139.830954169797,"NA","2","2004","10","3",1923,"2","NA","NA","EE","2","NA","2","5","NA","1","2","NA","3","5","NA","12","0","NA","NA","NA","NA","NA","1","2","NA","NA","18","6","1","1","1","6","6","6","1","1","6","1","1","3","1","3","2","8","2","NA",0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,1,12390,"1",80,"1","15.6466"
"2004","EE",124051,139.830954169797,"NA","1","2004","5","3",1928,"2","4","3","EE","2","NA","3","5","NA","NA","2","NA","3","3","NA","0","0","NA","NA","NA","NA","1","2","NA","NA","NA","15","6","6","6","1","6","6","1","6","6","6","6","6","4","1","1","2","NA","2","NA",0,0,32,0,0,0,0,0,0,0,2139,0,0,0,0,1,12405,"1",75,"2","15.6466"
"2004","EE",124061,139.830954169797,"NA","2","2004","NA","4",1923,"2","2","2","EE","2","NA","2","5","NA","1","2","NA","NA","9","NA","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","18","7","1","6","6","1","1","6","6","1","6","6","6","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,588,0,0,1537,0,0,0,0,1,12406,"1",80,"1","15.6466"
"2004","EE",124321,139.830954169797,"NA","2","2004","20","1",1939,"2","NA","3","EE","2","NA","3","5","NA","NA","NA","NA","3","4","40","12","0","NA","NA","NA","13","NA","2","2","NA","NA","20","2","3","1","1","1","1","1","1","1","1","1","1","3","2","3","1","NA","2","NA",0,0,0,0,0,0,0,0,0,0,3284,0,0,0,0,1,12432,"1",64,"4","15.6466"
"2004","EE",124841,139.830954169797,"NA","2","2004","21","4",1926,"2","5","1","Other","2","NA","5","5","NA","1","NA","NA","3","2","NA","0","0","NA","NA","NA","13","NA","NA","2","NA","NA","28","6","1","6","6","6","1","1","6","3","6","6","1","3","1","1","2","NA","2","NA",0,0,128,0,0,160,0,0,0,0,1574,0,0,0,0,1,12484,"1",77,"3","15.6466"
"2004","EE",124941,139.830954169797,"NA","1","2004","20","2",1958,"2","5","2","EE","2","NA","5","1","NA","1","2","NA","NA","2","NA","0","0","NA","j","NA","NA","NA","NA","NA","NA","NA","15","7","5","8","8","5","7","8","7","5","7","6","7","3","2","1","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12494,"1",45,"3","15.6466"
"2004","EE",125541,139.830954169797,"NA","3","2004","10","3",1932,"2","2","2","EE","1","NA","4","5","NA","2","NA","NA","NA","4","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","NA","17","1","6","1","6","3","6","6","6","5","8","6","2","2","1","1","2","NA","2","NA",1534,0,0,0,0,0,0,19,0,0,1200,0,0,218,0,1,12554,"1",71,"1","15.6466"
"2004","EE",126281,139.830954169797,"NA","1","2004","10","4",1945,"2","2","3","EE","2","NA","5","1","NA","NA","NA","NA","NA","2","NA","12","0","NA","l-n","NA","8","1","2","1","NA","NA","17","1","1","1","1","5","1","1","1","1","2","1","6","3","2","2","1","NA","2","NA",0,0,0,1485,0,0,0,0,0,0,0,1143,0,0,0,1,12628,"1",58,"1","15.6466"
"2004","EE",127171,139.830954169797,"NA","2","2004","10","3",1936,"1",,"1",,"2","NA",,,"NA","1","1","NA","NA",,"85","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","5","8","7","5","7","7","8","5","5","8","7","2","1","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12717,"1",67,"3","15.6466"
"2004","EE",127671,139.830954169797,"NA","3","2004","30","4",1935,"1","2","1","EE","2","5","2","5","NA","NA","NA","NA","3","8","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","6","6","1","6","6","6","6","1","6","1","1","6","4","1","2","2","NA","2","NA",0,230,0,0,0,0,0,0,0,0,2171,0,0,33,0,1,12767,"1",68,"1","15.6466"
"2004","EE",128321,139.830954169797,"NA","3","2004","10","1",1939,"2","2","1","EE","2","NA","2","5","NA","1","2","1","NA","8","20","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","20","7","6","6","5","7","6","8","8","1","6","2","6","2","1","1","2","NA","1","NA",0,0,0,0,0,0,0,0,0,0,807,0,0,172,0,1,12832,"1",64,"4","15.6466"
"2004","EE",128341,139.830954169797,"NA","2","2004","17","2",1977,"2",,"3",,"1","3",,,"NA","NA","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","15","7","7","8","8","7","7","7","5","7","7","5","8","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12834,"1",26,"1","15.6466"
"2004","EE",128351,139.830954169797,"NA","2","2004","20","4",1939,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","38","12","0","NA","b-e","NA","13","1","NA","NA","NA","NA","20","1","1","3","1","3","1","3","3","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,6905,0,0,0,0,0,0,0,0,0,0,0,1,12835,"1",64,"4","15.6466"
"2004","EE",128461,139.830954169797,"NA","2","2004","15","3",1968,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","1","1","2","2","NA","NA","23","1","1","1","1","1","1","1","1","2","1","1","1","2","2","3","2","8","2","NA",0,0,0,5510,1381,0,162,0,0,0,0,0,0,0,0,1,12846,"1",35,"1","15.6466"
"2004","EE",128621,139.830954169797,"NA","2","2004","5","3",1948,"2","4","1","EE","2","NA","3","1","NA","NA","NA","NA","3","5","NA","12","0","NA","h","NA","13","1","NA","2","NA","NA","21","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","2","2","NA",0,0,0,9020,0,0,0,0,0,0,0,0,0,0,0,1,12862,"1",55,"3","15.6466"
"2004","EE",128971,139.830954169797,"NA","2","2004","15","2",1949,"1","4","3","Other","2","NA","3","3","NA","1","2","1","NA","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","5","7","7","7","7","8","8","7","7","5","7","2","2","2","2","NA","2","NA",1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12897,"1",54,"3","15.6466"
"2004","EE",129791,139.830954169797,"NA","2","2004","15","2",1945,"1","2","3","Other","2","NA","4","1","NA","NA","NA","NA","3","7","24","11","0","NA","i","NA","13","1","NA","2","NA","NA","22","1","2","1","1","5","1","1","1","1","1","1","1","3","2","2","2","NA","2","3",0,0,0,9296,0,0,0,0,0,0,0,0,0,0,0,1,12979,"1",58,"3","15.6466"
"2004","EE",129821,139.830954169797,"NA","3","2004","10","3",1956,"1","2","3","EE","2","NA","3","1","NA","1","2","NA","NA","9","NA","12","0","NA","l-n","NA","11","NA","NA","NA","NA","NA","20","1","1","6","6","6","2","1","1","6","6","6","1","3","1","3","2","NA","2","NA",0,0,0,2414,0,0,0,70,0,0,0,0,0,0,0,1,12982,"1",47,"4","15.6466"
