"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","EE",12852,"1","2011","19",2053,1800,0,0,,,,,,,,,0,0,0,0,0,,0,,0,15,0,,239,,"NA","3","NA","1","1","1","1","1","1","1","2","3","1399.98","3","1","2","2","2","2","4","1","5","2","1","NA","NA","128.02","0","1","1",,"1",1,,,,,
"2011","EE",12862,"1","2011","12",6271,4580,0,0,,,,,,,,,0,0,0,0,0,,0,,0,20,651,,1019,,"NA","2","3","1","1","1","1","1","1","1","1","4","1300.03","NA","2","2","2","2","2","4","1","4","1","1","NA","NA","172.56","0","1","1",,"1",1,,,,,
"2011","EE",12993,"1","2011","13",1386,-1308,0,0,,,,,,,,,0,0,0,0,0,,11,,0,221,0,,2473,,"NA","3","3","2","2","2","1","1","2","2","3","3","1278.23","2","1","2","2","2","2","4","1","3","2","1","NA","NA","356.18","102.77","1","1",,"1",1,,,,,
"2011","EE",13011,"2","2011","11",7363,4691,0,0,,,,,,,,,0,0,0,0,0,,7,,0,0,0,,2672,,"3","3","NA","1","1","1","1","1","1","1","1","5","1000.03","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","228.61","108.52","1","1",,"1",1,,,,,
"2011","EE",13014,"2","2011","16",2672,2202,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,470,,0,,"NA","3","NA","1","1","1","1","1","1","1","2","4","620.01","1","NA","2","1","2","2","1","1","4","1","1","NA","NA","157.03","421.43","1","1",,"1",1,,,,,
"2011","EE",13023,"2","2011","9",15465,14473,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,990,,"NA","3","NA","2","1","1","1","1","1","1","1","4","1000.03","3","NA","2","1","2","2","1","5","4","2","1","NA","NA","82","0","1","1",,"1",1,,,,,
"2011","EE",13042,"2","2011","11",7890,7029,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,861,,"NA","3","NA","2","1","2","1","1","1","1","1","4","700.02","3","2","2","2","2","2","3","1","3","2","1","NA","NA","79.89","0","1","1",,"1",1,,,,,
"2011","EE",13091,"2","2011","37",3338,3159,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,178,,"1","3","3","1","1","1","1","1","1","1","2","4","1999.99","2","NA","2","2","2","2","4","1","4","2","2","134.02","NA","266.96","0","1","1",,"1",1,,,,,
"2011","EE",13106,"1","2011","20",2767,2759,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,0,,"NA","3","NA","2","1","1","1","1","1","1","1","4","499.98","1","NA","2","2","1","2","1","1","2","2","1","NA","NA","676.82","0","1","1",,"1",1,,,,,
"2011","EE",13114,"1","2011","19",26156,25741,0,0,,,,,,,,,0,0,0,0,0,,0,,0,415,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","1","958.67","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","356.18","0","1","1",,"1",1,,,,,
"2011","EE",13130,"1","2011","28",4378,3366,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,1001,,"2","3","3","1","2","1","1","1","3","1","1","1","600","1","NA","2","2","2","2","3","1","4","2","1","NA","NA","82.32","0","1","1",,"1",1,,,,,
"2011","EE",13167,"2","2011","29",14012,14005,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,0,,"3","3","NA","1","1","1","1","1","1","1","1","1","1597.79","1","2","2","2","2","2","1","4","2","2","1","NA","NA","154.67","0","1","1",,"1",1,,,,,
"2011","EE",13178,"2","2011","19",1054,1019,0,0,,,,,,,,,0,0,0,0,0,,0,,0,34,0,,0,,"NA","3","NA","1","2","1","1","1","1","1","1","3","1999.99","2","NA","2","2","2","2","1","1","3","1","1","NA","NA","121.75","0","1","1",,"1",1,,,,,
"2011","EE",13241,"2","2011","26",12137,12080,0,0,,,,,,,,,0,0,0,0,13,,0,,0,24,0,,33,,"NA","3","NA","2","1","1","1","1","3","1","1","3","799.98","1","2","2","2","2","2","1","1","3","1","1","NA","NA","174.73","0","2","1",,"1",1,,,,,
"2011","EE",13340,"1","2011","15",4656,4618,0,0,,,,,,,,,0,0,0,0,103,,0,,0,0,0,,38,,"3","3","NA","2","1","2","1","1","1","1","3","3","700.02","2","3","2","2","2","2","4","5","3","1","1","NA","NA","57.46","0","1","1",,"1",1,,,,,
"2011","EE",13389,"2","2011","22",5109,3980,0,0,,,,,,,,,0,0,0,0,0,,12,,0,8,0,,1121,,"3","3","NA","1","1","1","1","1","1","1","1","4","1999.99","2","NA","2","1","2","1","3","2","3","2","1","NA","NA","243.38","225.16","1","1",,"1",1,,,,,
"2011","EE",13435,"1","2011","31",17,-3,0,0,,,,,,,,,0,0,0,0,0,,17,,0,0,9,,12,,"NA","3","NA","2","1","1","1","1","1","1","2","4","2330.03","2","2","2","1","2","2","1","1","4","2","1","NA","NA","199.92","0","1","1",,"1",1,,,,,
"2011","EE",13456,"1","2011","20",4081,1766,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2315,,"NA","3","3","1","1","1","1","1","1","1","1","5","1900.03","1","2","2","2","2","2","3","1","4","2","1","NA","NA","146.68","87.18","1","1",,"1",1,,,,,
"2011","EE",13461,"2","2011","9",7751,7272,0,0,,,,,,,,,0,0,0,0,0,,0,,0,39,0,,441,,"NA","2","NA","2","1","1","1","1","1","1","3","3","600","2","NA","2","2","2","1","1","2","5","2","1","NA","NA","30.74","0","1","2",,"1",1,,,,,
"2011","EE",13476,"1","2011","30",2945,2927,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,17,,"3","3","NA","2","1","2","1","1","1","1","1","4","830.02","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","253.79","0","1","1",,"1",1,,,,,
"2011","EE",13480,"2","2011","46",5264,5234,0,0,,,,,,,,,0,0,0,0,0,,0,,0,30,0,,0,,"3","2","3","2","1","1","1","1","1","1","1","3","1500.01","1","2","2","2","2","2","4","4","3","2","1","NA","NA","56.56","0","1","1",,"1",1,,,,,
"2011","EE",13497,"1","2011","14",4681,4640,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,40,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1999.99","2","2","2","2","2","2","3","2","2","2","1","NA","NA","238.13","0","3","1",,"1",1,,,,,
"2011","EE",13520,"2","2011","20",3648,3634,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"NA","3","NA","2","1","2","1","1","1","1","1","4","1999.99","2","3","2","2","2","2","4","1","3","2","1","NA","NA","125.27","82.77","1","3",,"1",1,,,,,
"2011","EE",13572,"2","2011","24",3019,3000,0,0,,,,,,,,,0,0,0,0,0,,0,,0,20,0,,0,,"NA","3","NA","1","1","1","1","1","3","1","2","5","319.56","2","2","2","2","2","2","4","1","4","2","1","NA","NA","140.03","0","1","1",,"1",1,,,,,
"2011","EE",13606,"1","2011","13",3783,1255,0,0,,,,,,,,,0,0,0,0,0,,0,,0,436,0,,2092,,"3","3","3","2","1","1","1","1","1","1","1","3","1500.01","2","2","2","2","2","2","1","2","4","1","1","190.01","NA","124.82","87.18","1","1",,"1",1,,,,,
"2011","EE",13613,"1","2011","20",8663,7581,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1082,,"NA","3","3","1","1","1","1","1","1","1","1","3","1000.03","2","1","2","2","2","2","1","4","5","2","1","NA","NA","68.13","153.32","1","1",,"1",1,,,,,
"2011","EE",13629,"1","2011","9",0,21,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,-23,,"NA","2","NA","2","2","1","1","1","3","1","1","3","1000.03","2","2","2","2","2","2","4","5","2","2","1","31.96","NA","0","0","1","1",,"1",1,,,,,
"2011","EE",13635,"2","2011","17",16831,16301,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,530,,"3","3","NA","1","2","1","1","1","1","1","1","4","960.02","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","132.74","0","1","1",,"1",1,,,,,
"2011","EE",13642,"1","2011","26",11473,5827,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5646,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","1","2","1","1","4","2","1","NA","NA","228.61","56.56","1","1",,"1",1,,,,,
"2011","EE",13768,"2","2011","33",16739,14030,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2153,0,,556,,"1","3","3","1","1","2","1","1","2","1","2","2","NA","3","2","2","2","2","2","4","5","4","2","1","NA","NA","182.08","0","1","1",,"1",1,,,,,
"2011","EE",13804,"2","2011","13",4437,4433,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,2,,"3","3","3","1","1","1","1","1","1","1","2","4","319.56","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","122.01","0","1","1",,"1",1,,,,,
"2011","EE",13822,"1","2011","14",3542,3534,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","3","1","1","2","1","1","1","2","1","3","600","1","3","2","2","2","2","1","5","2","2","1","NA","NA","103.47","0","1","1",,"1",1,,,,,
"2011","EE",13843,"2","2011","20",3069,3062,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","2","1","1","1","1","1","1","1","5","1300.03","2","3","2","2","1","2","1","1","4","2","1","NA","NA","72.03","0","1","3",,"1",1,,,,,
"2011","EE",13873,"1","2011","39",4313,4305,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"NA","3","NA","2","1","1","1","1","1","1","1","4","1500.01","3","1","2","1","2","2","1","2","5","2","1","NA","NA","118.56","0","1","1",,"1",1,,,,,
"2011","EE",13885,"2","2011","24",4523,4444,0,0,,,,,,,,,0,0,0,0,1330,,0,,0,78,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","2","1278.23","2","3","2","2","1","2","4","1","4","1","1","24.99","NA","182.15","153.32","1","1",,"1",1,,,,,
"2011","EE",13951,"1","2011","24",2185,2183,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","3","3","2","1","1","1","1","1","1","3","2","499.98","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","133.26","0","1","1",,"1",1,,,,,
"2011","EE",13973,"2","2011","14",3961,2642,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1319,0,,0,,"NA","3","1","2","1","2","1","1","1","1","1","4","511.29","2","1","2","2","2","2","3","5","3","1","1","NA","NA","24.8","0","1","3",,"1",1,,,,,
"2011","EE",14012,"2","2011","21",1497,1489,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,0,,"NA","3","3","2","1","2","1","1","1","1","2","1","600","3","NA","2","2","2","1","4","2","3","2","1","NA","NA","188.35","58.86","1","1",,"1",1,,,,,
"2011","EE",14038,"1","2011","25",4979,4969,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,10,,"NA","3","NA","2","1","1","1","1","1","1","3","2","958.67","1","NA","2","2","2","1","1","1","1","2","1","NA","NA","122.01","0","1","1",,"1",1,,,,,
"2011","EE",14049,"2","2011","25",-4979,-5071,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,92,,"NA","3","NA","1","1","1","1","1","1","1","3","3","300","2","NA","2","2","2","2","1","1","4","2","1","31.96","NA","307.67","0","1","1",,"1",1,,,,,
"2011","EE",14072,"2","2011","15",17906,16162,0,0,,,,,,,,,0,0,0,0,0,,1,,0,36953,0,,-35209,,"NA","3","3","1","1","1","1","1","1","1","1","5","499.98","2","2","2","2","2","2","2","2","2","2","1","NA","NA","347.23","0","1","1",,"1",1,,,,,
"2011","EE",14073,"2","2011","19",9149,8021,0,0,,,,,,,,,0,0,0,0,0,,2,,0,1127,0,,0,,"NA","3","3","2","1","1","1","1","1","1","1","2","958.67","2","1","2","2","2","2","1","5","3","2","1","NA","NA","173.52","110.95","1","1",,"1",1,,,,,
"2011","EE",14089,"2","2011","10",2986,-147,0,0,,,,,,,,,0,0,0,0,0,,0,,0,17,0,,3115,,"3","3","NA","1","1","2","1","1","1","2","1","3","700.02","1","2","2","2","2","2","1","5","4","2","1","NA","NA","194.04","0","1","1",,"1",1,,,,,
"2011","EE",14110,"2","2011","32",3905,3904,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1155.97","2","2","2","2","2","2","3","2","6","2","1","NA","NA","347.23","108.52","1","1",,"1",1,,,,,
"2011","EE",14145,"1","2011","14",11261,9080,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3651,0,,-1470,,"NA","3","NA","1","1","2","1","1","3","1","2","1","600","1","3","2","2","2","2","1","1","3","2","1","NA","NA","116.06","38.79","1","1",,"1",1,,,,,
"2011","EE",14161,"2","2011","18",11217,10177,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1039,,"NA","3","NA","2","1","1","1","1","1","1","3","2","499.98","2","NA","2","2","2","1","1","1","2","2","1","NA","NA","86.98","0","1","3",,"1",1,,,,,
"2011","EE",14230,"1","2011","15",9477,3911,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,5567,,"3","3","3","1","1","1","1","1","1","1","1","3","1500.01","3","3","2","2","2","2","1","2","6","2","1","NA","NA","282.62","264.27","1","1",,"1",1,,,,,
"2011","EE",14260,"1","2011","6",5283,5277,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,0,,"NA","3","3","2","2","1","1","1","2","1","1","3","383.47","2","3","2","2","2","1","4","5","5","2","1","NA","NA","19.17","0","1","1",,"1",1,,,,,
"2011","EE",14281,"2","2011","17",2959,2923,0,0,,,,,,,,,0,0,0,0,0,,0,,0,25,0,,11,,"NA","3","3","1","1","2","2","1","1","1","1","2","600","2","2","2","2","2","2","4","1","4","2","1","NA","NA","87.24","0","1","3",,"1",1,,,,,
"2011","EE",14289,"2","2011","28",3300,1759,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1541,0,,0,,"NA","3","3","1","2","2","1","1","1","1","1","2","1200.01","2","3","2","2","2","2","2","1","3","1","2","NA","NA","100.02","0","1","1",,"1",1,,,,,
"2011","EE",14293,"1","2011","12",10684,8143,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2541,0,,0,,"NA","3","3","2","1","1","1","1","1","1","1","4","1200.01","3","NA","2","2","2","2","4","1","2","1","1","NA","NA","174.73","0","1","1",,"1",1,,,,,
"2011","EE",14327,"1","2011","25",0,-23,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,23,,"NA","3","NA","2","1","2","1","1","1","1","3","3","1000.03","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","156.58","0","1","1",,"1",1,,,,,
"2011","EE",14334,"2","2011","11",5119,5112,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,7,,"3","3","NA","2","1","1","1","1","1","1","1","3","1699.99","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","154.67","110.44","1","1",,"1",1,,,,,
"2011","EE",14338,"2","2011","14",3781,3770,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11,,"3","3","NA","2","1","1","1","1","1","1","1","3","1600.03","2","NA","2","1","2","2","3","1","4","2","1","190.01","NA","284.92","0","1","3",,"1",1,,,,,
"2011","EE",14368,"2","2011","35",3702,3695,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7,,"NA","3","NA","1","1","2","1","1","1","1","2","2","1500.01","2","3","2","2","2","2","4","1","4","2","1","NA","NA","15.91","0","1","1",,"1",1,,,,,
"2011","EE",14428,"1","2011","17",8544,-2160,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10704,0,,0,,"NA","3","3","2","1","1","1","1","1","1","3","4","700.02","1","NA","2","2","2","2","4","5","4","2","1","NA","NA","115.68","0","1","1",,"1",1,,,,,
"2011","EE",14431,"1","2011","13",3294,3267,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,26,,"NA","2","3","1","1","1","1","1","1","1","1","2","1200.01","3","NA","2","2","2","2","1","1","1","2","1","NA","NA","202.92","0","1","1",,"1",1,,,,,
"2011","EE",14443,"1","2011","16",23361,22727,0,0,,,,,,,,,0,0,0,0,9151,,0,,0,8,0,,626,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2500.03","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","124.24","0","1","1",,"1",1,,,,,
"2011","EE",14451,"1","2011","14",4152,3417,0,0,,,,,,,,,0,0,0,0,0,,0,,0,42,0,,692,,"NA","3","2","1","1","1","1","1","1","1","1","4","600","2","NA","2","1","2","2","1","1","5","2","1","383.47","NA","125.39","0","1","1",,"1",1,,,,,
"2011","EE",14468,"1","2011","36",3153,3127,0,0,,,,,,,,,0,0,0,0,0,,6,,0,0,0,,25,,"NA","3","NA","1","1","2","1","1","3","1","1","3","1200.01","1","1","2","2","2","2","4","5","2","2","1","NA","NA","79.89","0","1","1",,"1",1,,,,,
"2011","EE",14499,"2","2011","30",29049,28985,0,0,,,,,,,,,0,0,0,270,0,,1,,0,64,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","1","1999.99","3","NA","1","2","1","2","1","2","3","2","2","NA","NA","115.68","0","1","3",,"1",1,,,,,
"2011","EE",14529,"1","2011","22",3950,3927,0,0,,,,,,,,,0,0,0,0,0,,4,,0,23,0,,0,,"3","3","3","2","1","1","1","1","1","1","1","5","1278.23","2","NA","2","2","2","2","4","5","6","2","1","NA","NA","124.82","205.8","1","1",,"1",1,,,,,
"2011","EE",14533,"2","2011","12",5002,4969,0,0,,,,,,,,,0,0,0,0,0,,0,,0,33,0,,0,,"NA","3","NA","1","2","2","1","1","1","1","1","4","1999.99","2","1","2","2","2","2","4","1","3","2","1","NA","NA","111.01","0","1","1",,"1",1,,,,,
"2011","EE",14561,"1","2011","24",3867,3840,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,27,,"1","2","NA","2","1","1","1","1","1","1","1","3","799.98","3","3","2","2","2","2","2","2","3","2","1","190.01","NA","172.31","149.74","1","1",,"1",1,,,,,
"2011","EE",14621,"1","2011","29",8597,8581,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"NA","3","3","1","1","2","1","1","1","1","1","4","1999.99","3","NA","2","2","2","2","3","1","3","1","1","NA","NA","239.8","144.57","1","1",,"1",1,,,,,
"2011","EE",14647,"1","2011","39",4758,3899,0,0,,,,,,,,,0,0,0,0,0,,0,,0,172,0,,686,,"3","3","3","2","1","1","1","1","1","1","1","5","1000.03","3","NA","2","2","2","1","3","1","3","2","1","NA","NA","134.98","223.56","1","1",,"1",1,,,,,
"2011","EE",14648,"2","2011","14",3101,3085,0,0,,,,,,,,,0,0,0,0,0,,0,,0,16,0,,0,,"NA","3","2","1","1","1","1","1","1","1","1","2","1300.03","2","2","2","2","2","2","4","2","4","2","1","NA","NA","175.88","102.77","1","1",,"1",1,,,,,
"2011","EE",14758,"1","2011","24",3782,3712,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,70,,"NA","3","3","1","1","1","1","1","3","1","1","2","400.02","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","166.49","0","1","1",,"1",1,,,,,
"2011","EE",14779,"1","2011","23",4717,4229,0,0,,,,,,,,,0,0,0,0,0,,0,,0,489,0,,0,,"NA","3","3","1","1","2","1","1","1","1","1","3","860","3","NA","2","2","2","1","4","1","3","2","1","NA","NA","205.8","0","1","1",,"1",1,,,,,
"2011","EE",14790,"1","2011","17",0,-33,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,33,,"3","2","NA","2","1","2","1","1","1","1","1","3","1000.03","1","NA","2","2","2","2","2","4","5","2","1","NA","NA","98.94","122.45","1","1",,"1",1,,,,,
"2011","EE",14809,"1","2011","41",4284,4256,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,27,,"NA","3","1","1","1","2","1","1","1","3","2","3","1000.03","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","78.04","0","1","1",,"1",1,,,,,
"2011","EE",14835,"1","2011","8",1395,959,0,0,,,,,,,,,0,0,129,0,0,,0,,0,0,0,,436,,"NA","3","3","1","1","1","2","1","1","1","3","4","1699.99","2","NA","2","2","2","2","4","5","3","1","1","NA","NA","46.59","0","1","1",,"1",1,,,,,
"2011","EE",14843,"2","2011","10",27521,25230,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1010,,1281,,"3","3","NA","2","1","1","1","1","1","1","1","1","958.67","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","253.79","99.32","1","1",,"1",1,,,,,
"2011","EE",14860,"2","2011","39",1835,1835,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"NA","3","NA","1","1","2","1","1","1","3","2","2","639.12","1","NA","2","2","1","2","4","1","3","1","1","NA","NA","98.49","0","1","1",,"1",1,,,,,
"2011","EE",14892,"2","2011","28",3501,3462,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,33,,"NA","3","3","2","1","1","1","1","1","1","3","2","1500.01","3","NA","2","1","2","1","4","4","3","1","1","NA","NA","160.03","0","3","1",,"1",1,,,,,
"2011","EE",14926,"1","2011","11",3066,3051,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,5,,10,,"3","3","NA","1","1","1","1","1","1","1","2","6","1022.97","2","2","2","2","2","1","4","5","4","2","1","NA","NA","70.62","66.66","1","1",,"1",1,,,,,
"2011","EE",14937,"2","2011","22",6682,6024,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,658,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1999.99","3","NA","2","2","2","2","1","2","4","1","1","NA","NA","174.03","0","1","1",,"1",1,,,,,
"2011","EE",14954,"1","2011","16",1937,1443,0,0,,,,,,,,,0,0,0,0,0,,0,,0,494,0,,0,,"NA","3","NA","2","1","1","1","2","2","1","1","2","NA","2","NA","2","2","2","2","4","5","4","2","1","NA","NA","96.12","0","1","1",,"1",1,,,,,
"2011","EE",14985,"1","2011","14",3200,3182,0,0,,,,,,,,,0,0,0,0,0,,0,,0,18,0,,0,,"2","3","NA","2","1","2","1","1","1","1","3","4","799.98","3","NA","2","2","2","2","NA","5","3","2","1","NA","NA","73.05","0","3","1",,"1",1,,,,,
"2011","EE",14996,"1","2011","24",3613,3610,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","2","NA","NA","1","1","1","1","1","1","2","1","383.47","2","NA","2","1","2","2","4","2","3","2","1","NA","NA","0","0","1","1",,"1",1,,,,,
"2011","EE",15002,"2","2011","41",3956,3939,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,15,,2,,"NA","3","3","2","1","1","1","1","1","1","1","5","1999.99","2","3","2","2","2","2","1","5","4","2","1","NA","NA","122.01","0","1","1",,"1",1,,,,,
"2011","EE",15037,"2","2011","26",5257,5238,0,0,,,,,,,,,0,0,0,0,0,,2,,0,20,0,,0,,"NA","3","3","2","1","2","1","1","1","3","1","3","1500.01","2","2","2","2","2","1","4","2","4","2","1","NA","NA","133.64","0","1","1",,"1",1,,,,,
"2011","EE",15041,"2","2011","16",11879,10126,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1753,,"NA","3","3","1","1","1","1","1","3","1","3","4","383.47","1","2","2","2","2","2","4","1","4","1","1","NA","NA","55.03","0","3","1",,"1",1,,,,,
"2011","EE",15082,"2","2011","24",1342,21,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1321,,"NA","3","3","1","1","1","1","1","2","1","2","3","499.98","2","NA","2","2","2","1","4","1","3","2","1","3.71","NA","106.6","0","1","3",,"1",1,,,,,
"2011","EE",15122,"2","2011","31",3637,3635,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1300.03","3","NA","2","2","1","2","1","1","5","2","1","NA","NA","100.21","0","1","1",,"1",1,,,,,
"2011","EE",15126,"1","2011","30",14176,13239,0,0,,,,,,,,,0,0,0,0,0,,0,,0,938,0,,0,,"3","3","3","2","1","1","1","1","1","1","1","4","700.02","2","NA","2","2","1","2","1","1","4","2","1","NA","NA","124.82","198.57","1","1",,"1",1,,,,,
"2011","EE",15135,"2","2011","18",0,-12,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,12,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","4","958.67","2","2","2","2","1","1","3","1","3","2","1","NA","NA","88.84","0","1","3",,"1",1,,,,,
"2011","EE",15207,"1","2011","15",11795,9774,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,2020,,"NA","3","3","2","1","1","1","1","1","1","1","5","1000.03","2","NA","2","2","2","2","3","1","5","2","1","NA","NA","567.41","0","1","1",,"1",1,,,,,
"2011","EE",15210,"2","2011","19",6444,6258,0,0,,,,,,,,,0,0,0,0,0,,0,,0,185,0,,0,,"3","3","2","2","1","1","1","1","1","1","1","5","3000.01","2","2","2","2","2","2","4","2","2","2","1","NA","NA","163.42","149.74","1","1",,"1",1,,,,,
"2011","EE",15268,"1","2011","21",4021,3994,0,0,,,,,,,,,0,0,0,0,0,,0,,0,28,0,,0,,"NA","2","NA","2","1","2","1","1","1","1","1","3","499.98","2","1","2","2","2","2","3","1","4","2","1","10.99","NA","41.48","330.87","3","1",,"1",1,,,,,
"2011","EE",15281,"1","2011","8",10142,6647,2953,2953,,,,,,,,,2953,0,0,0,0,,56,,0,0,0,,3495,,"3","3","3","1","1","2","1","1","1","1","1","5","1150.03","3","2","2","2","2","1","1","2","6","2","1","NA","NA","116.38","117.41","1","1",,"1",1,,,,,
"2011","EE",15295,"1","2011","10",2340,2355,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-15,,"NA","3","NA","1","1","2","1","1","1","1","1","4","700.02","3","1","2","2","2","1","1","1","4","2","1","NA","NA","115.68","58.86","1","1",,"1",1,,,,,
"2011","EE",15301,"1","2011","25",6474,5389,0,0,,,,,,,,,0,0,0,0,0,,0,,0,9,185,,891,,"3","3","NA","1","1","1","1","1","1","1","1","5","2236.91","3","3","2","1","2","2","4","2","4","2","1","NA","NA","282.62","225.16","1","1",,"1",1,,,,,
"2011","EE",15338,"1","2011","20",6058,5401,0,0,,,,,,,,,0,0,0,0,0,,1,,0,656,0,,0,,"3","3","1","1","1","1","1","1","1","1","3","3","1000.03","1","NA","2","2","1","1","4","1","6","2","1","NA","NA","134.92","0","1","1",,"1",1,,,,,
"2011","EE",15343,"2","2011","18",2944,2943,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,0,,"3","2","3","1","1","1","1","1","1","1","1","5","1000.03","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","154.67","0","1","1",,"1",1,,,,,
"2011","EE",15363,"2","2011","24",6556,2800,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3756,0,,0,,"NA","3","NA","2","1","1","1","1","2","1","3","4","300","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","84.49","0","1","1",,"1",1,,,,,
"2011","EE",15368,"1","2011","21",3119,3106,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"3","3","NA","1","1","1","1","1","1","1","1","5","1999.99","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","209.95","264.27","1","1",,"1",1,,,,,
