"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD010","PD020","PD030","PD040","PD050","PD060","PD070","PX030","PX040","PL031","pl070","pl070_f","pl072","pl072_f","PX020","PX050","PX010","PL110","PL111"
"2009","EE",270951,117.726082578046,"NA","1","2009","7","2",1937,"2","4","3","EE","2","NA","2","NA","NA","1","2","NA","3","9","NA","NA","NA","3","1","1","2","NA","NA","19","1","1","1","6","1","1","6","1","6","8","1","5","3","2","3","2","NA","2","NA",0,0,0,1764,0,0,4536,1,0,0,0,0,0,1952,0,0,0,0,1,"1","1","1","3","1","1","1",27095,"1","7",,,,,71,"7","1",,"NA"
"2009","EE",271101,117.726082578046,"NA","2","2009","30","1",1931,"2","4","1","EE","2","NA","2","NA","NA","1","2","1","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","19","6","6","6","1","2","8","6","6","6","6","5","6","3","1","NA","2","NA","2","NA",0,0,52,0,0,0,0,1,614,0,0,0,0,3512,0,0,0,0,1,"1","1","2","3","1","1","3",27110,"1","7",,,,,77,"2","1",,"NA"
"2009","EE",271161,117.726082578046,"NA","1","2009","19","3",1949,"2","2","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","3","35","NA","NA","11","NA","2","2","NA","NA","16","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","NA","2","NA",0,0,0,9302,0,0,1005,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","3","3","1",27116,"1","1",,,,,59,"7","1",,"b-e"
"2009","EE",271341,117.726082578046,"NA","1","2009","8","1",1938,"2","2","1","EE","2","NA","5","NA","NA","NA","2","NA","3","2","40","NA","NA","13","1","1","2","NA","NA","20","1","3","1","1","1","1","1","1","1","1","1","1","NA","2","3","2","NA","2","NA",0,0,0,1950,0,0,1798,1,0,3078,0,0,0,4143,0,0,0,0,1,"1","1","1","3","1","3","1",27134,"1","10",,,,,70,"7","1",,"NA"
"2009","EE",271711,117.726082578046,"NA","1","2009","14","4",1938,"2","4","3","EE","2","NA","5","NA","NA","1","2","NA","3","3","NA","NA","NA","NA","1","2","NA","NA","NA","16","2","6","6","7","6","6","6","6","6","1","6","8","2","1","1","2","NA","1","NA",0,0,162,0,0,0,0,1,0,0,132,0,0,3536,0,0,0,0,1,"1","2","1","4","3","3","1",27171,"1","7",,,,,70,"6","1",,"NA"
"2009","EE",271781,117.726082578046,"NA","1","2009","20","4",1956,"2","2","1","EE","2","NA","3","NA","NA","1","NA","NA","3","0 - 1","50","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","7","1","1","1","1","2","4","2","1","3","2","NA","2","1",61,0,0,9608,666,666,5818,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","3","1",27178,"1","1",,,,,52,"7","1",,"g"
"2009","EE",272061,117.726082578046,"NA","2","2009","18","4",1977,"2","5","1","Other","2","5","3","NA","NA","1","2","NA","3","4","NA","NA","NA","NA","1","2","NA","NA","NA","17","6","6","6","6","6","6","6","1","6","1","6","6","4","1","2","2","NA","2","NA",575,0,0,2991,0,0,4822,1,0,0,170,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","1",27206,"1","1",,,,,31,"2","1",,"h"
"2009","EE",272861,117.726082578046,"NA","2","2009","8","3",1981,"1","2","3","EE","2","NA","3","NA","NA","1","NA","NA","3","0 - 1","70","NA","NA","1","1","2","2","NA","NA","18","1","5","1","1","1","6","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,8397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","2","1",27286,"1","1",,,,,27,"2","1",,"o"
"2009","EE",273001,117.726082578046,"NA","2","2009","17","4",1964,"2","1","3","EE","1","NA","5","NA","NA","1","NA","NA","NA","5","NA","NA","NA","NA","1","2","NA","NA","5","NA","8","1","7","7","7","7","3","7","7","3","7","3","1","2","3","2","NA","2","NA",0,0,103,169,0,0,0,1,0,0,65,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",27300,"1","4",,,,,44,"6","1",,"l-n"
"2009","EE",273011,117.726082578046,"NA","1","2009","6","2",1928,"2","4","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","9","NA","NA","NA","11","1","2","1","NA","NA","24","6","1","6","1","1","6","6","1","6","8","1","1","2","2","1","2","NA","2","NA",0,0,0,0,0,0,1212,1,0,0,0,0,0,5785,0,0,0,0,1,"1","1","1","3","2","1","1",27301,"1","7",,,,,80,"6","1",,"NA"
"2009","EE",273601,117.726082578046,"NA","1","2009","16","3",1940,"2","4","1","Other","2","NA","2","NA","NA","NA","NA","NA","3","7","NA","NA","NA","NA","1","2","2","NA","NA","19","1","6","6","6","6","6","6","3","7","1","6","6","3","1","2","NA","NA","2","NA",0,0,101,0,0,0,0,1,0,0,0,0,0,3068,0,0,0,0,1,"1","1","1","3","1","1","1",27360,"1","7",,,,,68,"6","1",,"NA"
"2009","EE",274131,117.726082578046,"NA","1","2009","19","4",1928,"2","4","1","Other","2","NA","1","NA","NA","2","2","1","NA","3","NA","NA","NA","13","NA","NA","NA","NA","4","NA","8","7","8","7","8","8","7","8","5","8","7","5","3","1","3","2","NA","1","NA",0,0,52,0,0,0,2498,1,0,0,0,0,0,1610,0,0,0,0,1,"1","2","1","3","1","3","1",27413,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",274491,117.726082578046,"NA","1","2009","21","1",1965,"2","1","2","Other","2","5","5","NA","NA","NA","NA","NA","3","3","40","NA","NA","13","1","2","2","NA","NA","20","1","1","1","1","6","1","6","1","1","5","2","1","4","2","3","2","NA","2","NA",0,0,0,5771,1018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","3","1","3","1","1","1",27449,"1","1",,,,,43,"2","1",,"b-e"
"2009","EE",274631,117.726082578046,"NA","1","2009","3","2",1956,"2","2","1","EE","2","NA","3","NA","NA","1","2","NA","3","3","NA","NA","4","NA","1","2","2","NA","NA","NA","1","1","1","NA","6","1","2","1","1","6","6","5","3","1","3","2","NA","2","NA",0,0,0,4392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","2","1","3","2","3","1",27463,"1","1",,,,,52,"6","1",,"g"
"2009","EE",274691,117.726082578046,"NA","2","2009","23","4",1939,"2","2","3","EE","2","NA","3","NA","NA","NA","2","NA","3","3","NA","NA","NA","NA","1","2","NA","NA","NA","16","6","6","6","8","2","6","6","8","1","8","6","6","3","2","1","2","NA","2","5",0,0,0,0,0,0,0,1,0,0,157,0,0,3614,0,0,0,0,1,"1","1","1","4","1","3","1",27469,"1","7",,,,,69,"2","1",,"NA"
"2009","EE",275071,117.726082578046,"NA","1","2009","9","2",1978,"1","2","3","EE","2","NA","4","NA","NA","NA","NA","NA","3","4","NA","NA","NA","1","NA","2","2","1","NA","19","1","1","1","1","2","1","1","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,144,28838,0,0,2180,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",27507,"1","1",,,,,30,"2","1",,"h"
"2009","EE",275281,117.726082578046,"NA","2","2009","22","3",1928,"1","5","2","EE","2","NA","3","NA","NA","1","NA","NA","3","2","NA","NA","NA","NA","1","2","1","NA","NA","16","1","6","1","1","1","1","6","1","1","6","6","6","2","1","3","2","NA","2","NA",0,0,0,3219,0,0,0,1,0,0,54,0,0,1854,0,0,0,0,1,"1","1","1","5","1","1","1",27528,"1","1",,,,,80,"6","1",,"p"
"2009","EE",275861,117.726082578046,"NA","1","2009","32","2",1985,"1","1","2","EE","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","13","1","2","2","NA","NA","20","1","1","2","1","1","1","1","1","3","1","1","1","NA","1","3","2","NA","2","NA",0,0,0,6347,337,0,5347,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",27586,"1","1",,,,,23,"2","1",,"l-n"
"2009","EE",276121,117.726082578046,"NA","2","2009","15","2",1928,"2","4","1","EE","2","NA","3","NA","NA","NA","2","NA","2","3","NA","NA","NA","5","1","2","NA","NA","NA","20","6","6","6","6","1","8","6","8","8","8","6","8","NA","1","2","2","NA","2","NA",0,0,129,0,0,0,2664,1,0,0,0,0,0,2616,0,0,0,0,1,"1","1","1","2","1","3","1",27612,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",276171,117.726082578046,"NA","2","2009","13","3",1950,"1","2","1","EE","2","NA","5","NA","NA","1","NA","NA","3","2","40","NA","NA","12","1","2","1","NA","NA","18","1","3","1","1","1","1","1","NA","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,8381,0,0,0,1,767,0,83,0,0,0,0,0,0,0,1,"1","3","NA","3","1","1","2",27617,"1","1",,,,,58,"2","1",,"l-n"
"2009","EE",276391,117.726082578046,"NA","1","2009","11","3",1969,"1","1","1","EE","2","NA","5","NA","NA","NA","2","NA","3","2","40","NA","4","NA","1","2","2","NA","NA","21","6","1","6","1","1","2","3","5","1","6","2","1","3","1","3","1","NA","2","NA",0,0,0,4375,0,0,0,1,0,0,121,0,0,0,0,0,0,0,1,"1","1","1","2","1","3","1",27639,"1","1",,,,,39,"2","1",,"l-n"
"2009","EE",276841,117.726082578046,"NA","2","2009","9","2",1928,"2","4","1","EE","2","NA","2","NA","NA","NA","NA","NA","3","9","40","NA","NA","NA","1","2","NA","NA","NA","16","8","1","1","6","6","3","1","6","1","1","5","6","4","1","3","2","NA","2","NA",0,0,233,0,0,0,0,1,0,0,70,0,0,4656,0,0,0,0,1,"1","1","1","4","1","1","1",27684,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",277251,117.726082578046,"NA","2","2009","6","3",1981,"1","1","3","EE","2","NA","3","NA","NA","NA","2","NA","3","7","40","NA","4","11","1","2","2","NA","NA","26","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,11296,0,0,1171,1,0,0,35,0,0,0,0,0,0,0,1,"1","1","1","1","1","3","1",27725,"1","1",,,,,27,"7","1",,"f"
"2009","EE",277451,117.726082578046,"NA","1","2009","15","1",1954,"1","3","1","EE","2","NA","2","NA","NA","1","2","NA","3","9","NA","NA","NA","NA","1","2","NA","NA","NA","23","6","6","6","6","1","6","6","8","5","1","NA","6","NA","1","2","2","NA","2","NA",0,0,111,0,0,0,1472,1,0,0,0,0,0,0,0,0,2851,0,1,"3","1","1","3","1","1","2",27745,"1","8",,,,,54,"2","1",,"NA"
"2009","EE",277861,117.726082578046,"NA","1","2009","23","4",1968,"1","1","3","EE","1","5","3","NA","NA","1","NA","NA","NA","3","NA","NA","NA","NA","1","NA","NA","2","NA","18","8","8","7","7","8","7","7","5","7","9","7","8","2","1","3","2","NA","2","NA",0,0,217,0,0,0,2830,1,383,0,190,0,0,0,0,0,1558,0,1,"1","1","1","5","1","1","1",27786,"1","8",,,,,40,"6","1",,"NA"
"2009","EE",277931,117.726082578046,"NA","1","2009","32","2",1928,"1","2","3","EE","2","NA","1","NA","NA","NA","2","NA","3","8","30","NA","NA","NA","1","2","NA","NA","NA","19","6","6","6","6","6","2","6","6","7","6","6","2","4","1","1","2","NA","2","NA",0,256,143,0,0,0,3749,1,0,0,84,0,0,2920,0,0,0,0,1,"1","1","1","3","1","1","1",27793,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",278401,117.726082578046,"NA","1","2009","18","4",1955,"2","5","1","EE","2","NA","2","NA","NA","NA","2","NA","3","5","NA","NA","NA","NA","1","1","NA","NA","NA","19","6","6","1","2","6","6","6","6","6","6","6","6","3","1","1","2","NA","2","NA",0,703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2974,0,1,"1","1","1","1","1","3","1",27840,"1","8",,,,,53,"6","1",,"NA"
"2009","EE",278561,117.726082578046,"NA","2","2009","18","1",1939,"2","2","2","EE","1","NA","5","NA","NA","NA","NA","NA","3","3","NA","NA","NA","NA","1","2","NA","NA","NA","15","4","2","6","6","6","1","2","1","2","6","6","1","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,221,0,0,4863,0,0,0,0,1,"1","3","1","3","2","3","1",27856,"1","7",,,,,69,"6","1",,"NA"
"2009","EE",278711,117.726082578046,"NA","2","2009","17","2",1977,"2","2","3","Other","2","NA","5","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","15","8","6","6","6","6","6","6","6","6","6","5","6","4","1","3","2","NA","2","NA",0,0,0,2085,0,0,1012,1,383,0,0,0,0,0,0,3,0,0,1,"1","3","3","5","1","1","1",27871,"1","1",,,,,31,"2","1",,"g"
"2009","EE",278741,117.726082578046,"NA","1","2009","10","1",1951,"1","2","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","13","1","2","2","NA","NA","19","1","3","1","1","1","1","1","3","1","1","1","3","NA","1","3","2","NA","2","NA",0,0,0,12692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","1",27874,"1","1",,,,,57,"2","1",,"b-e"
"2009","EE",279051,117.726082578046,"NA","1","2009","15","1",1965,"2","2","3","EE","2","5","5","NA","NA","NA","NA","NA","3","3","45","NA","NA","12","1","2","2","NA","NA","24","7","3","1","1","1","1","3","1","3","3","1","1","2","1","3","2","NA","2","NA",0,0,56,25542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",27905,"1","1",,,,,43,"2","1",,"b-e"
"2009","EE",279341,117.726082578046,"NA","1","2009","17","2",1936,"2","1","3","EE","2","NA","5","NA","NA","NA","NA","NA","1","2","40","NA","NA","13","1","1","2","NA","1","21","1","1","1","1","1","1","1","5","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,6157,0,0,1244,1,0,0,0,0,0,0,0,0,0,0,1,"3","1","1","2","1","3","1",27934,"1","1",,,,,72,"2","1",,"b-e"
"2009","EE",279371,117.726082578046,"NA","2","2009","5","1",1982,"1","1","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","2","40","NA","NA","11","1","1","2","NA","NA","24","1","3","1","1","1","1","1","1","1","1","1","1","NA","1","3","2","NA","2","NA",1598,0,0,35019,0,0,0,1,0,0,275,0,0,0,0,0,0,0,1,"1","3","1","4","1","1","1",27937,"1","1",,,,,26,"2","1",,"j"
"2009","EE",279721,117.726082578046,"NA","1","2009","16","4",1928,"1","4","3","EE","2","NA","3","NA","NA","NA","2","NA","3","8","NA","5","NA","NA","1","2","NA","NA","NA","19","8","1","6","6","6","6","6","6","6","6","1","8","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,9800,1,0,0,0,0,0,2273,0,0,0,0,1,"1","1","2","3","1","1","NA",27972,"1","7",,,,,80,"7","1",,"NA"
"2009","EE",280181,117.726082578046,"NA","1","2009","7","3",1963,"1","5","3","Other","2","NA","3","NA","NA","1","NA","NA","3","8","40","NA","NA","NA","1","2","NA","NA","NA","18","6","4","6","4","6","6","6","6","1","6","6","6","3","1","3","2","NA","2","NA",0,0,0,3347,62,0,2731,1,0,0,0,0,0,0,0,62,0,0,1,"1","1","1","4","1","1","1",28018,"1","1",,,,,45,"NA","1",,"b-e"
"2009","EE",280481,117.726082578046,"NA","1","2009","6","4",1943,"2","2","1","EE","2","NA","2","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","20","6","6","6","6","1","6","6","6","6","6","1","8","4","2","1","2","NA","2","NA",0,0,0,0,0,0,635,1,0,796,63,0,0,1496,0,0,0,0,1,"2","1","1","5","1","3","1",28048,"1","7",,,,,65,"6","1",,"NA"
"2009","EE",280961,117.726082578046,"NA","2","2009","17","2",1930,"2","4","1","EU","2","NA","1","NA","NA","NA","2","NA","3","9","NA","NA","4","13","1","2","2","NA","NA","15","6","3","8","1","6","2","1","6","3","8","1","1","4","2","2","2","NA","2","NA",0,0,0,1000,0,0,0,1,0,0,0,0,0,3032,0,0,0,0,1,"1","1","1","1","1","3","1",28096,"1","2",,,,,78,"2","1",,"p"
"2009","EE",281171,117.726082578046,"NA","2","2009","19","2",1968,"1","2","1","EE","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","NA","NA","NA","10","1","2","2","1","NA","20","1","1","1","1","1","1","8","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,0,14545,205,0,3826,1,0,1898,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",28117,"1","1",,,,,40,"2","1",,"h"
"2009","EE",281181,117.726082578046,"NA","1","2009","12","2",1953,"1","1","1","EE","2","NA","3","NA","NA","1","2","NA","3","7","NA","NA","NA","5","1","1","NA","NA","NA","16","8","6","7","6","6","6","5","9","8","6","1","6","3","1","3","2","NA","2","NA",0,0,0,0,0,0,0,1,0,109,0,0,0,0,0,0,2146,0,1,"1","1","1","2","1","1","1",28118,"1","8",,,,,55,"6","1",,"NA"
"2009","EE",281191,117.726082578046,"NA","1","2009","14","2",1930,"1","4","1","EE","2","NA","3","NA","NA","1","NA","NA","3","3","40","NA","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","3","1","1","2","2","3","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,0,0,0,6529,0,0,0,0,1,"1","1","1","3","1","1","1",28119,"1","7",,,,,78,"5","1",,"NA"
"2009","EE",281231,117.726082578046,"NA","2","2009","9","1",1935,"2","4","3","EE","2","NA","3","NA","NA","1","2","NA","3","8","NA","NA","NA","NA","1","1","NA","NA","NA","23","6","8","6","8","6","1","6","NA","6","6","6","6","3","2","2","2","NA","2","NA",0,0,0,0,0,0,4400,1,0,0,0,0,0,3012,0,0,0,0,1,"1","1","1","4","3","3","1",28123,"1","7",,,,,73,"2","1",,"NA"
"2009","EE",281271,117.726082578046,"NA","2","2009","15","1",1943,"2","2","3","Other","2","NA","2","NA","NA","1","2","NA","3",,"NA","NA","NA","13","1","2","2","NA","NA","18","1","NA","2","6","6","6","1","1","1","1","6","1","2","1","3","2","NA","1","NA",0,0,0,0,0,0,2498,1,0,0,0,0,0,4188,0,0,0,0,1,"1","1","1","4","1","3","2",28127,"1","7",,,,,65,"2","1",,"NA"
"2009","EE",281781,117.726082578046,"NA","2","2009","11","3",1946,"2","4","2","EE","2","NA","5","NA","NA","NA","NA","NA","3","3","40","NA","NA","12","1","2","2","NA","NA","17","1","1","1","1","1","1","6","1","1","1","1","1","NA","2","1","2","NA","2","NA",2774,0,0,4228,0,0,0,1,0,0,0,0,0,3020,0,0,0,0,1,"1","1","1","3","1","3","1",28178,"1","1",,,,,62,"7","1",,"p"
"2009","EE",281881,117.726082578046,"NA","1","2009","14","3",1938,"2","2","3","EE","2","NA","3","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","12","1","2","NA","NA","NA","20","1","7","6","1","6","1","1","1","6","1","1","1","NA","2","2","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,0,0,0,5688,0,0,0,0,1,"1","1","1","4","1","1","1",28188,"1","7",,,,,70,"8","1",,"NA"
"2009","EE",281891,117.726082578046,"NA","1","2009","13","3",1985,"1","1","3","EE","2","NA","3","NA","NA","1","2","NA","3",,"NA","10","NA","NA","1","2","NA","NA","NA","18","6","8","6","6","1","8","6","6","6","6","1","6","2","2","2","2","NA","2","NA",0,0,73,2470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","2","2","1",28189,"1","6",,,,,23,"6","1",,"NA"
"2009","EE",282121,117.726082578046,"NA","2","2009","14","2",1931,"2","5","3","EE","2","NA","3","NA","NA","2","NA","NA","3","3","40","NA","NA","13","1","2","2","1","NA","16","1","1","1","2","8","1","1","1","1","1","1","3","4","1","3","2","NA","2","NA",0,0,0,0,0,0,0,1,1093,0,0,0,0,4187,0,0,0,0,1,"1","1","1","3","1","1","2",28212,"1","7",,,,,77,"2","1",,"NA"
"2009","EE",282481,117.726082578046,"NA","2","2009","3","4",1928,"2","2","1","Other","2","NA","3","NA","NA","NA","2","NA","3","9","20","NA","NA","NA","1","2","NA","NA","NA","NA","6","8","3","6","6","6","8","6","6","6","6","6","2","1","3","1","NA","1","NA",0,0,0,0,0,0,253,1,1023,0,0,0,0,3405,0,0,0,0,1,"3","1","1","3","1","1","1",28248,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",282751,117.726082578046,"NA","2","2009","19","4",1971,"2","5","2","EE","2","NA","3","NA","NA","1","2","NA","3","8","20","NA","NA","13","1","2","2","NA","1","20","1","6","1","6","1","1","1","1","6","1","2","5","NA","2","2","2","NA","2","NA",0,0,0,4220,0,0,4822,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",28275,"1","5",,,,,37,"6","1",,"NA"
"2009","EE",282951,117.726082578046,"NA","1","2009","13","2",1948,"1","5","1","EE","1","NA","3","NA","NA","NA","NA","NA","3","7","40","NA","NA","12","1","2","2","NA","NA","24","1","1","1","1","1","3","5","3","1","1","1","3","1","1","3","2","NA","2","NA",0,0,0,6926,0,0,2241,1,0,0,39,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","2",28295,"1","1",,,,,60,"2","1",,"f"
"2009","EE",282981,117.726082578046,"NA","2","2009","11","2",1952,"1","1","3","EE","2","NA","2","NA","NA","1","2","NA","3","8","NA","NA","NA","NA","1","2","NA","NA","NA","15","8","6","6","6","6","6","6","6","1","5","5","1","NA","1","3","2","NA","2","NA",0,0,0,0,0,0,2498,1,0,0,0,0,0,0,0,0,2067,0,1,"1","1","1","3","1","1","1",28298,"1","8",,,,,56,"2","1",,"NA"
"2009","EE",283201,117.726082578046,"NA","2","2009","23","1",1971,"2","1","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","5","40","NA","NA","8","1","2","2","3","NA","18","1","1","7","1","1","1","1","1","3","1","6","2","2","2","3","2","NA","2","NA",0,0,0,5042,0,0,0,1,0,1101,0,0,0,0,0,0,0,0,1,"1","1","1","4","1","1","1",28320,"1","1",,,,,37,"2","1",,"p"
"2009","EE",283551,117.726082578046,"NA","2","2009","9","4",1971,"2","1","1","EE","1","3","5","NA","NA","NA","2","NA","NA",,"NA","NA","NA","12","1","NA","NA","NA","NA","NA","7","8","2","7","7","8","2","7","9","8","5","8","4","2","3","2","NA","2","NA",383,230,39,0,0,0,5486,1,383,0,0,0,0,0,0,0,0,0,1,"1","3","1","1","1","2","1",28355,"1","10",,,,,37,"2","1",,"NA"
"2009","EE",283561,117.726082578046,"NA","2","2009","9","2",1932,"2","4","1","EE","2","NA","2","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","16","1","1","6","6","6","6","6","6","6","6","6","6","4","1","2","2","NA","2","NA",0,0,0,0,0,0,2767,1,0,0,56,0,0,3291,0,0,0,0,1,"1","1","1","1","1","1","1",28356,"1","7",,,,,76,"2","1",,"NA"
"2009","EE",283921,117.726082578046,"NA","1","2009","14","3",1933,"2","5","2","EE","2","NA","2","NA","NA","1","NA","NA","3","6","55","NA","NA","NA","1","2","NA","NA","3","22","1","6","6","1","6","6","1","6","6","1","8","6","3","2","1","2","NA","2","NA",0,0,74,1596,0,0,0,1,0,0,27,0,0,1347,0,0,0,0,1,"1","2","1","2","2","3","1",28392,"1","7",,,,,75,"2","1",,"NA"
"2009","EE",284341,117.726082578046,"NA","2","2009","9","2",1933,"2","4","1","EE","2","NA","2","NA","NA","1","2","NA","3","3","40","NA","NA","12","1","2","NA","NA","NA","17","6","1","8","6","6","1","6","6","6","6","6","8","4","1","3","2","NA","2","NA",0,0,176,0,0,0,2498,1,0,0,0,0,0,3304,0,0,0,0,1,"3","1","1","4","1","1","1",28434,"1","7",,,,,75,"2","1",,"NA"
"2009","EE",284631,117.726082578046,"NA","2","2009","13","4",1928,"2","4","1","Other","2","NA","1","NA","NA","1","2","NA","3","7","NA","NA","NA","NA","1","NA","2","NA","NA","NA","2","8","1","1","6","6","6","2","6","8","6","1","NA","1","1","2","NA","2","NA",0,0,68,0,0,0,0,1,0,0,0,0,0,3527,0,0,0,0,1,"1","1","1","1","2","1","1",28463,"1","7",,,,,80,"6","1",,"NA"
"2009","EE",284711,117.726082578046,"NA","2","2009","19","1",1977,"2","1","2","EE","2","NA","3","NA","NA","1","2","NA","3","0 - 1","NA","NA","4","NA","1","2","NA","3","NA","17","1","6","6","7","6","2","6","6","8","3","6","8","3","1","3","2","NA","1","1",0,0,0,2738,327,0,2123,1,0,0,0,0,0,0,0,0,0,0,1,"3","1","1","3","1","1","1",28471,"1","1",,,,,31,"2","1",,"i"
"2009","EE",284871,117.726082578046,"NA","2","2009","20","2",1938,"2","4","2","EE","2","NA","5","NA","NA","1","NA","NA","3","2","NA","NA","NA","NA","1","2","NA","NA","NA","16","6","6","1","6","6","2","6","8","6","6","6","8","4","2","2","2","NA","2","NA",0,0,34,728,0,0,1532,1,281,0,0,0,0,2195,0,268,0,0,1,"1","1","1","3","3","1","1",28487,"1","7",,,,,70,"6","1",,"NA"
"2009","EE",284991,117.726082578046,"NA","2","2009","6","2",1951,"1","2","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","8","40","NA","NA","13","1","2","2","NA","NA","22","1","1","1","1","1","7","1","1","1","1","1","5","1","2","3","2","NA","2","NA",0,0,0,14156,1041,0,2515,1,230,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","1",28499,"1","1",,,,,57,"2","1",,"f"
"2009","EE",285121,117.726082578046,"NA","1","2009","12","4",1928,"1","2","2","EE","2","NA","2","NA","NA","1","2","NA","3","7","NA","NA","NA","NA","1","2","NA","NA","NA","15","6","6","1","7","6","6","6","6","8","6","8","6","NA","1","2","2","NA","2","1",0,0,159,0,0,0,0,1,0,1359,0,0,0,2045,0,0,0,0,1,"1","1","1","3","1","1","1",28512,"1","7",,,,,80,"7","1",,"NA"
"2009","EE",285371,117.726082578046,"NA","1","2009","15","4",1932,"2","4","3","Other","2","NA","1","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","19","1","6","6","6","6","6","8","6","5","8","1","8","3","1","1","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,0,0,0,3354,0,0,0,0,1,"1","1","1","2","1","3","1",28537,"1","7",,,,,76,"2","1",,"NA"
"2009","EE",285591,117.726082578046,"NA","1","2009","14","4",1929,"2","4","1","Other","2","NA","1","NA","NA","1","2","NA","3","9","NA","NA","NA","NA","1","1","NA","NA","NA","17","6","1","6","6","1","6","2","6","6","2","6","6","4","1","2","2","NA","2","NA",0,0,11,0,0,0,0,1,0,0,185,0,0,2942,0,0,0,0,1,"1","1","1","4","1","1","1",28559,"1","7",,,,,79,"6","1",,"NA"
"2009","EE",286101,117.726082578046,"NA","1","2009","13","4",1928,"2","4","1","EE","2","NA","3","NA","NA","1","NA","NA","1","5","NA","NA","NA","1","1","2","NA","NA","NA","19","1","6","6","1","6","6","6","1","6","6","1","2","2","1","3","2","NA","2","NA",820,0,51,0,0,0,2448,1,0,0,0,0,0,4939,0,0,0,0,1,"2","1","1","3","1","3","1",28610,"1","7",,,,,80,"6","1",,"NA"
